Summary_file = Roma400Low.sum
Title = Roma 400mm wet soil Low Population
       day      year            lai        biomass          yield         sum_ep
     (day)    (year)      (m^2/m^2)        (kg/ha)        (kg/ha)           (mm)
        27      1958          0.001       1667.329          0.000         54.211
        27      1959          0.001       5005.343        630.669        127.486
        29      1960          0.001       4379.398       1538.177        107.187
        31      1961          0.001       3210.492        679.737         81.943
        27      1962          0.001       9073.861       4754.111        217.161
        30      1963          0.001       4289.342       1449.669        113.477
        31      1964          0.001       6859.643       2418.696        156.893
        35      1965          0.002       2679.984        536.893         66.636
        32      1966          0.001       5419.771       2516.413        125.661
        30      1967          0.001       3724.195       1058.358         90.121
        26      1968          0.001       6427.929       1672.296        158.531
        29      1969          0.001       2937.974       1154.488         83.975
        28      1970          0.001       5204.931       1436.821        124.673
        32      1971          0.001       8770.930       3672.044        218.779
        32      1972          0.001       3183.565        250.634         84.936
        29      1973          0.002       7286.503       2852.245        170.116
        31      1974          0.001       6900.080       2921.904        145.317
        35      1975          0.001       3186.208        226.205         76.592
        32      1976          0.001       4152.154        933.964         94.423
        32      1977          0.001       3879.256        466.057         98.833
        24      1978          0.001       2497.381        319.380         63.509
        37      1979          0.006       4285.107       1104.841        100.725
        26      1980          0.001       4550.867        827.210        126.017
        26      1981          0.001       7218.276       3557.329        175.784
        32      1982          0.001       5397.232       1095.771        133.116
        27      1983          0.001       5637.474       2396.471        155.596
        33      1984          0.001       9164.582       4207.756        179.117
        31      1985          0.001       6057.324       1271.344        162.881
        33      1986          0.001       6203.523       1926.960        145.683
        32      1987          0.001       5189.918       1622.993        117.709
        28      1988          0.001       4129.932       1018.540         98.723
        23      1989          0.001       3431.087        967.602         85.079
        30      1990          0.001       7424.224       2837.118        164.916
        27      1991          0.001       2512.864        149.852         66.890
        23      1992          0.001       3325.881        933.970         91.586
        32      1993          0.001       2137.651        119.735         50.930
        32      1994          0.001       2392.244        354.300         53.935
        32      1995          0.001       5026.555       1236.188        102.841
        33      1996          0.001      11766.013       6115.289        261.384
        38      1997          0.001       4521.508       1669.202        107.578
        26      1998          0.001       6084.884       1300.708        155.025
        32      1999          0.001       7080.127       2538.613        163.042
        38      2000          0.001      11027.281       5295.062        225.512
        33      2001          0.003       6243.976       2144.106        136.023
        34      2002          0.001       5763.023       2270.155        136.608
