Summary_file = roma800Low.sum
Title = Roma 800mm wet soil Low Population
       day      year            lai        biomass          yield         sum_ep
     (day)    (year)      (m^2/m^2)        (kg/ha)        (kg/ha)           (mm)
        25      1958          0.001       3411.528        552.865        114.893
        27      1959          0.001       7063.017       1959.708        180.892
        29      1960          0.002       5927.018       2221.385        147.924
        31      1961          0.001       5350.422       1589.899        135.584
        27      1962          0.001       9140.723       4819.190        219.259
        30      1963          0.001       5709.266       2627.303        148.808
        31      1964          0.001       8339.609       3706.883        200.081
        35      1965          0.002       4792.191       1436.702        122.591
        29      1966          0.003       8386.285       3872.629        191.246
        30      1967          0.001       5593.708       1883.183        137.462
        26      1968          0.001       7295.829       2399.461        181.186
        27      1969          0.001       5279.125       2176.086        155.255
        28      1970          0.001       6106.433       1892.640        149.178
        32      1971          0.001      10871.155       5216.169        273.949
        30      1972          0.001       5890.568       2186.154        159.366
        29      1973          0.002       8363.059       3701.277        202.233
        31      1974          0.001       7496.123       3269.031        159.012
        35      1975          0.001       5174.849       1345.612        133.186
        32      1976          0.001       6923.382       3301.036        159.729
        32      1977          0.001       5662.456       1525.451        150.221
        24      1978          0.002       4795.495       1438.286        121.694
        37      1979          0.006       6173.665       2476.742        148.523
        26      1980          0.001       5864.753       1486.106        167.554
        26      1981          0.001       8875.659       4379.392        216.450
        32      1982          0.001       6629.693       1650.861        168.959
        27      1983          0.001       6357.385       2732.912        176.857
        33      1984          0.001      10746.142       5593.282        217.843
        31      1985          0.001       7887.368       2640.339        211.657
        33      1986          0.001       6520.379       2170.828        155.254
        32      1987          0.001       6778.045       2431.891        163.743
        28      1988          0.001       5427.147       1667.806        135.971
        23      1989          0.001       5710.366       1810.534        142.371
        30      1990          0.001       7421.458       2838.642        164.889
        25      1991          0.001       4878.014       1855.107        133.692
        23      1992          0.001       5620.546       2497.945        151.008
        31      1993          0.002       4180.530       1233.329        106.495
        32      1994          0.001       4577.057       1344.577        107.158
        32      1995          0.001       6950.675       2373.547        151.429
        33      1996          0.001      11715.242       6117.943        260.352
        36      1997          0.001       6362.438       2690.559        156.974
        26      1998          0.002       6848.978       1598.300        176.552
        32      1999          0.001       9170.086       4637.785        213.976
        38      2000          0.001      11933.217       6248.937        247.753
        33      2001          0.003       6241.000       2147.414        136.033
        34      2002          0.001       7613.822       3210.296        186.706
