Summary_file = roma800High.sum
Title = Roma 800mm wet soil High Population
       day      year            lai        biomass          yield         sum_ep
     (day)    (year)      (m^2/m^2)        (kg/ha)        (kg/ha)           (mm)
        25      1958          0.002       3485.665        114.750        113.642
        27      1959          0.002       7363.870        698.027        189.329
        29      1960          0.002       6356.671       2212.678        154.546
        31      1961          0.002       5699.732       1367.555        144.569
        27      1962          0.002      11529.309       5515.567        265.376
        30      1963          0.002       5646.142       1319.191        148.201
        31      1964          0.002       9901.726       3132.321        223.098
        35      1965          0.004       4994.777       1120.815        124.168
        29      1966          0.005       9096.931       3867.141        203.854
        30      1967          0.002       5883.500       1617.519        141.453
        26      1968          0.002       7899.985       1157.380        190.481
        27      1969          0.002       5508.306       1397.013        157.894
        28      1970          0.002       6648.087       1373.091        155.236
        32      1971          0.002      12937.162       5012.483        315.217
        30      1972          0.002       5916.116        851.330        157.172
        29      1973          0.004      10197.188       3663.795        233.607
        31      1974          0.002       8858.267       3489.432        181.383
        35      1975          0.002       5790.945        587.769        140.529
        32      1976          0.002       7207.960       1802.964        161.990
        32      1977          0.002       6264.723        694.804        157.601
        24      1978          0.002       4901.869        840.175        125.371
        37      1979          0.011       6590.171       1427.594        153.521
        26      1980          0.002       6832.879       1053.041        187.691
        26      1981          0.002       9409.115       4066.700        226.172
        32      1982          0.002       7461.437        991.922        178.210
        27      1983          0.002       6740.215       2673.554        183.631
        33      1984          0.003      13344.885       5748.957        257.255
        31      1985          0.002       8385.569       1604.417        219.958
        33      1986          0.002       7721.090       1951.390        170.516
        32      1987          0.002       7970.034       2431.614        178.489
        28      1988          0.002       6123.898       1553.388        142.911
        23      1989          0.002       5851.137       1523.023        144.570
        30      1990          0.002       8667.667       2505.798        179.737
        25      1991          0.002       4995.457        711.061        133.362
        23      1992          0.002       5752.107       1750.795        154.905
        31      1993          0.002       4517.789        612.630        109.810
        32      1994          0.002       4880.581       1006.208        111.199
        32      1995          0.002       7998.174       2096.321        165.342
        33      1996          0.002      16124.753       8604.689        348.685
        36      1997          0.002       6838.514       2462.884        164.153
        26      1998          0.002       7496.292       1107.574        187.427
        32      1999          0.002      10011.623       3045.143        226.848
        38      2000          0.002      14750.288       6513.018        292.889
        33      2001          0.005       7271.351       2028.762        149.175
        34      2002          0.002       8641.471       3114.503        200.958
