Summary_file = Dalby600Low.sum
Title = Dalby 600mm wet soil Low Population
       day      year            lai        biomass          yield         sum_ep
     (day)    (year)      (m^2/m^2)        (kg/ha)        (kg/ha)           (mm)
        31      1958          0.002       3931.838        771.623        112.691
        41      1959          0.006       9629.077       4821.902        206.754
        42      1960          0.003      11486.603       6078.844        267.077
        46      1961          0.006       8775.688       3355.979        179.104
        40      1962          0.001      10677.868       5933.870        210.529
        39      1963          0.001       5727.146       2071.420        130.507
        44      1964          0.004      10769.623       5164.952        243.408
        47      1965          0.003       8421.036       3445.024        203.625
        42      1966          0.005      11686.930       5535.074        255.949
        45      1967          0.004       7836.947       3544.310        184.691
        37      1968          0.001       6404.867       2313.743        151.766
        34      1969          0.003       7859.471       3019.854        191.300
        39      1970          0.004      11661.810       6251.017        256.973
        42      1971          0.003      10907.860       6051.756        211.720
        47      1972          0.001      11712.963       6570.984        231.341
        36      1973          0.005      10758.735       5351.981        239.272
        40      1974          0.003      10760.131       5548.670        214.273
        46      1975          0.003      10583.418       5068.767        226.306
        47      1976          0.005      10724.867       5310.369        206.917
        38      1977          0.005       6315.341       1997.547        154.953
        30      1978          0.001       7347.119       2367.474        169.935
        47      1979          0.004       8336.575       3210.668        172.221
        33      1980          0.004       7444.139       2940.434        189.109
        36      1981          0.001       9528.377       4939.402        194.002
        41      1982          0.004      10981.751       6126.954        240.844
        37      1983          0.007       8427.811       3710.757        205.588
        47      1984          0.001      11533.189       6133.633        214.412
        40      1985          0.004       8124.736       3266.667        189.001
        41      1986          0.003       6968.062       2487.812        168.956
        39      1987          0.001       9144.390       4559.029        209.127
        40      1988          0.002      11547.339       6132.764        248.056
        33      1989          0.001       8428.095       3574.134        184.606
        38      1990          0.001      11807.442       5849.417        245.620
        32      1991          0.003       5714.715       1480.379        142.336
        31      1992          0.001       8439.562       3466.990        188.385
        40      1993          0.006       6270.722       1690.134        141.207
        40      1994          0.001       9059.730       4196.288        218.668
        40      1995          0.004       7834.827       3564.120        171.670
        39      1996          0.002      11527.953       6541.817        231.973
        45      1997          0.007       7151.356       2161.213        166.722
        34      1998          0.002       8989.943       4332.314        218.818
        42      1999          0.005       9289.804       4368.380        194.464
        51      2000          0.002      12631.232       6940.346        243.248
        38      2001          0.005       5452.478       1783.265        124.296
        38      2002          0.005       9669.523       4905.081        234.106
