title = Dalal Protein Data

 PAWNratio Protein
  ()         ()
  0.163366   15.5276
  0.282178   16.1181
  0.653465   16.2756
  0.445545   15.9606
  0.386139   15.5276
  0.326733   15.5669
  0.237624   15.2913
  0.282178   15.2913
  0.267327   15.0945
  0.29703   15.0551
  0.371287   14.7008
  0.40099   14.622
  0.445545   14.8583
  0.50495   14.5433
  0.519802   14.7795
  0.653465   15.0945
  0.683168   14.622
  0.653465   14.3465
  0.490099   14.0709
  0.445545   13.5591
  0.519802   13.5197
  0.534653   13.4409
  0.534653   13.2047
  0.460396   12.8898
  0.638614   13.5591
  0.772277   12.2992
  0.831683   12.4173
  0.712871   12.7323
  0.861386   12.7717
  0.80198   12.8898
  0.683168   12.8898
  0.80198   13.1654
  0.80198   13.3622
  0.742574   13.4409
  0.742574   13.8346
  0.905941   13.7165
  1.0396   14.5039
  0.980198   14.0709
  1.0396   14.0315
  1.0099   13.7559
  1.0099   13.3228
  0.99505   13.0079
  1.06931   12.6929
  1.02475   12.2992
  0.99505   11.6693
  1.06931   11.7874
  1.15842   11.6693
  1.27723   11.748
  1.27723   11.6299
  1.30693   11.5512
  1.18812   12.378
  1.21782   12.4961
  1.15842   12.6535
  1.11386   12.9291
  1.05446   13.2047
  1.09901   13.0472
  1.14356   13.2835
  1.18812   13.0866
  1.26238   13.0079
  1.35149   13.0866
  1.33663   13.4409
  1.27723   15.7244
  1.38119   14.4646
  1.48515   13.5591
  1.44059   12.6929
  1.42574   12.1024
  1.32178   11.1575
  1.29208   10.7244
  1.42574   9.66142
  1.51485   10.0157
  1.41089   10.3307
  1.69307   10.8819
  1.63366   10.7244
  1.51485   11
  1.69307   11.7874
  1.61881   12.4173
  1.78218   12.8898
  1.70792   13.5197
  2.06436   13.1654
  2.12376   12.1024
  1.9901   11.7874
  1.9604   11.3937
  1.87129   11.0787
  1.94554   10.7244
  1.72277   9.74016
  1.75248   9.34646
  1.81188   8.95276
  1.88614   9.58268
  2.06436   8.99213
  2.07921   8.12598
  2.18317   9.11024
  2.16832   10.0945
  2.30198   10.6457
  2.52475   10.8425
  2.43564   9.54331
  2.36139   9.4252
  2.55446   9.38583
  2.34653   8.79528
  2.25743   8.48031
  2.79208   7.85039
  2.98515   8.51969
  3.04455   10.0945
  3.19307   9.0315
  3.29703   8.95276
  3.28218   8.32283
  3.31188   7.88976
  3.65347   8.51969
  3.74257   8.67717
  3.83168   8.3622
  3.9505   8.6378
  4.33663   8.28346
  4.38119   7.77165
  4.67822   8.12598
  5.56931   7.9685
