ApsimVersion = 6.0
Title = Merredin 300mm wet soil
           date            day           year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date  grain_protein   sowing_paw2n
             ()          (day)         (year)            (?)              (?)      (m^2/m^2)        (kg/ha)        (kg/ha)            (?)            (?)           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)            (%)            (?)
     08/11/1968            313           1968        243.000          195.981          0.000         8028.5         2409.4          0.300          0.675        106.522          1.660           4.00            9.8          1.885            266          9.480          0.888
     25/10/1969            298           1969        126.500          126.500          0.000         5405.2         1517.0          0.281          0.723         78.289          2.617           3.97           18.7          0.983            257         14.946          0.888
     30/10/1970            303           1970        218.200          218.200          0.000         8506.9         2690.4          0.316          0.693        121.880          1.692           4.55            9.5          9.285            258          9.663          0.888
     05/11/1971            309           1971        132.100          132.100          0.000         4193.2         1056.9          0.252          0.590         53.674          2.883           3.05           19.6          0.273            260         16.461          0.888
     26/10/1972            300           1972        171.500          170.751          0.000         8108.5         2570.9          0.317          0.709        105.071          1.788           4.60           11.0          1.491            253         10.207          0.888
     30/10/1973            303           1973        255.000          255.000          0.000        10326.4         2931.9          0.284          0.628        147.827          1.429           4.19            8.0         12.982            254          8.157          0.888
     31/10/1974            304           1974        260.900          248.946          0.000         9417.0         2772.7          0.294          0.648        143.484          1.488           4.12            9.5          5.526            255          8.494          0.888
     31/10/1975            304           1975        241.800          241.800          0.000         9038.5         3114.9          0.345          0.692        126.299          1.483           4.62            9.9         23.618            254          8.467          0.888
     23/10/1976            297           1976        162.700          162.700          0.000         5664.1         1793.7          0.317          0.764         81.191          2.545           4.57           15.9          4.182            250         14.534          0.888
     23/10/1977            296           1977        141.500          141.500          0.000         6012.2         1618.0          0.269          0.724         83.883          2.687           4.35           17.0          0.480            250         15.345          0.888
     01/11/1978            305           1978        180.500          180.500          0.000         7299.6         2281.3          0.313          0.719        105.254          1.994           4.55           10.6          1.877            259         11.386          0.888
     01/11/1979            305           1979        178.800          178.800          0.000         7740.0         2378.1          0.307          0.705        108.449          1.887           4.49           11.4          1.539            261         10.777          0.888
     24/10/1980            298           1980        105.200          105.200          0.000         4029.0          878.1          0.218          0.584         50.853          2.884           2.53           33.4          0.216            251         16.470          0.888
     31/10/1981            304           1981        210.700          202.841          0.000         8123.3         2666.9          0.328          0.687        122.639          1.547           4.12            9.7          3.459            258          8.832          0.888
     25/10/1982            298           1982        188.200          188.200          0.000         7372.2         2580.5          0.350          0.731        109.292          1.812           4.68           12.0          5.341            254         10.345          0.888
     18/10/1983            291           1983        177.100          177.100          0.000         8145.2         2963.8          0.364          0.732        112.550          1.656           4.91           11.5          3.852            246          9.457          0.888
     01/11/1984            306           1984        173.700          173.642          0.000         7616.4         2193.8          0.288          0.700        101.148          2.007           4.40           10.3          1.007            261         11.459          0.888
     22/10/1985            295           1985        174.300          174.300          0.000         7087.4         2308.8          0.326          0.740         95.525          2.068           4.77           12.3          4.821            248         11.806          0.888
     05/11/1986            309           1986        211.200          211.200          0.000         9063.0         2833.4          0.313          0.665        127.524          1.490           4.22            9.4          2.290            261          8.508          0.888
     24/10/1987            297           1987        140.700          140.700          0.000         5493.1         1494.8          0.272          0.721         76.958          2.829           4.23           15.8          0.804            254         16.154          0.888
     24/10/1988            298           1988        233.400          233.209          0.000         9572.6         2774.2          0.290          0.644        144.333          1.493           4.14           10.0          4.830            250          8.525          0.888
     03/11/1989            307           1989        202.600          173.592          0.000         6524.8         1849.9          0.284          0.718         98.231          2.294           4.24           12.2          1.233            259         13.096          0.888
     02/11/1990            306           1990        160.200          160.200          0.000         6323.3         1837.1          0.291          0.736         82.768          2.478           4.55           10.8          1.223            260         14.151          0.888
     19/10/1991            292           1991        163.900          163.900          0.000         6309.0         1882.1          0.298          0.742         83.221          2.463           4.64           14.3          0.901            249         14.064          0.888
     28/10/1992            302           1992        278.000          254.575          0.000        10562.8         2590.4          0.245          0.616        141.701          1.645           4.26            6.8         37.032            253          9.392          0.888
     03/11/1993            307           1993        213.400          213.302          0.000         8861.1         2809.9          0.317          0.675        134.828          1.530           4.30            9.2          3.264            258          8.737          0.888
     19/10/1994            292           1994        156.500          156.500          0.000         5960.0         1594.7          0.268          0.728         91.404          2.749           4.38           16.3          0.676            248         15.696          0.888
     27/10/1995            300           1995        254.200          230.323          0.000         8455.5         2815.8          0.333          0.695        127.109          1.589           4.47            8.7         22.302            254          9.071          0.888
     22/10/1996            296           1996        243.100          243.100          0.000        10338.2         2634.2          0.255          0.630        147.119          1.635           4.31            9.4         12.104            249          9.335          0.888
     24/10/1997            297           1997        172.400          172.400          0.000         6960.0         2052.7          0.295          0.730        101.778          2.258           4.64           13.5          1.012            253         12.895          0.888
     26/10/1998            299           1998        192.100          192.100          0.000         8220.7         2853.3          0.347          0.714        114.979          1.627           4.64           11.0          2.024            250          9.287          0.888
     27/10/1999            300           1999        302.700          255.406          0.000         8939.0         2961.5          0.331          0.676        137.095          1.449           4.29           10.4         11.999            252          8.275          0.888
     24/10/2000            298           2000        134.000          134.000          0.000         6445.8         1654.3          0.257          0.700         90.035          2.617           4.33           12.2          0.759            255         14.945          0.888
     31/10/2001            304           2001        170.100          170.100          0.000         6627.6         1917.9          0.289          0.724        105.077          2.298           4.41           13.5          1.169            257         13.120          0.888
     23/10/2002            296           2002         94.900           94.900          0.000         3311.4          736.5          0.222          0.514         45.373          2.879           2.12           35.8          0.159            248         16.441          0.888
