ApsimVersion = 6.0
Title = Merredin 300mm wet soil
           date            day           year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date  grain_protein   sowing_paw2n
             ()          (day)         (year)            (?)              (?)      (m^2/m^2)        (kg/ha)        (kg/ha)            (?)            (?)           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)            (%)            (?)
     29/10/1957            302           1957        193.400          175.166          0.000         6418.4         1814.4          0.283          0.723         97.329          2.291           4.16           14.0          1.446            256         13.083          0.888
     06/11/1958            310           1958        296.300          247.475          0.000        10187.4         2549.5          0.250          0.600        146.324          1.500           3.82            8.2          6.863            263          8.563          0.888
     21/10/1959            294           1959        168.300          168.300          0.000         6435.8         2118.4          0.329          0.758         97.572          2.194           4.65           16.3          1.349            246         12.528          0.888
     06/11/1960            311           1960        224.700          199.627          0.000         8623.1         2509.0          0.291          0.670        127.397          1.719           4.31            8.2          1.914            269          9.816          0.888
     26/10/1961            299           1961        142.100          142.100          0.000         5420.9         1303.8          0.241          0.644         75.142          2.886           3.76           14.6          0.578            257         16.481          0.888
     01/11/1962            305           1962        186.700          186.700          0.000         6470.1         1915.9          0.296          0.737         97.593          2.393           4.59           12.3          0.768            255         13.667          0.888
     26/10/1963            299           1963        357.500          231.585          0.000         9024.9         2549.4          0.282          0.635        130.405          1.469           3.75            9.7         10.670            255          8.390          0.888
     04/11/1964            309           1964        250.100          229.306          0.000        10396.3         2833.2          0.273          0.616        140.184          1.416           4.01            8.9          2.601            255          8.084          0.888
     28/10/1965            301           1965        279.100          226.851          0.000         8927.4         2851.7          0.319          0.675        117.429          1.498           4.27            9.4          6.525            256          8.556          0.888
     07/11/1966            311           1966        236.900          235.851          0.000         9598.7         2789.1          0.291          0.647        132.804          1.529           4.26            8.4          9.441            264          8.730          0.888
     25/10/1967            298           1967        192.000          192.000          0.000         6953.1         1985.9          0.286          0.726         98.878          2.318           4.60           11.5          2.281            255         13.235          0.888
