ApsimVersion = 6.0
Title = Dalby 1500mm wet soil
           date            day           year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date  grain_protein   sowing_paw2n
             ()          (day)         (year)            (?)              (?)      (m^2/m^2)        (kg/ha)        (kg/ha)            (?)            (?)           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)            (%)            (?)
     19/10/1978            292           1978        298.100          294.288          0.000        15587.5         3479.5          0.223          0.596        258.619          1.686           5.87           42.3        241.006            247          9.625          2.153
     10/10/1979            283           1979        205.000          175.162          0.000        13849.7         4200.7          0.303          0.667        264.560          1.533           6.44           41.6        140.162            240          8.752          2.153
     05/10/1980            279           1980         89.600           88.087          0.000        12798.1         3961.7          0.310          0.681        256.149          1.649           6.53           44.9         91.042            239          9.414          2.153
     12/10/1981            285           1981        217.700          207.866          0.000        14787.2         4067.9          0.275          0.633        272.712          1.511           6.15           41.0        140.991            244          8.626          2.153
     16/10/1982            289           1982        133.300          133.098          0.000        12816.0         3784.3          0.295          0.653        250.095          1.604           6.07           43.8        119.360            246          9.160          2.153
     08/10/1983            281           1983        263.400          223.270          0.000        13212.7         3514.8          0.266          0.650        234.916          1.723           6.06           43.9        216.120            243          9.839          2.153
     15/10/1984            289           1984        295.800          284.611          0.000        14348.1         3622.2          0.252          0.643        253.546          1.767           6.40           40.0        253.694            243         10.090          2.153
     17/10/1985            290           1985        245.200          237.491          0.000        16214.5         3560.7          0.220          0.573        317.004          1.557           5.55           43.0        134.067            245          8.893          2.153
     09/10/1986            282           1986         98.600           98.600          0.000        12851.5         3963.6          0.308          0.681        249.538          1.641           6.51           43.5         92.600            242          9.372          2.153
     08/10/1987            281           1987        122.000          120.631          0.000        13687.1         3886.2          0.284          0.659        264.783          1.639           6.37           44.0        112.847            239          9.359          2.153
     03/10/1988            277           1988        243.200          237.787          0.000        13891.3         3701.9          0.266          0.642        251.075          1.687           6.25           43.1        208.226            235          9.634          2.153
     12/10/1989            285           1989        101.800          101.800          0.000        12939.3         3919.0          0.303          0.681        242.170          1.638           6.42           45.8         91.735            244          9.354          2.153
     12/10/1990            285           1990        264.200          243.334          0.000        14358.2         4137.6          0.288          0.644        260.725          1.505           6.23           43.0        188.586            243          8.592          2.153
     01/10/1991            274           1991         41.400           41.400          0.000        11064.7         3611.6          0.326          0.722        231.574          1.796           6.49           51.2         91.815            232         10.257          2.153
     15/10/1992            289           1992        129.600          129.600          0.000        13482.8         3992.8          0.296          0.651        279.558          1.499           5.98           46.1         88.056            246          8.558          2.153
     06/10/1993            279           1993        137.800          137.800          0.000        11676.8         3515.0          0.301          0.702        235.184          1.854           6.52           44.8        143.069            235         10.586          2.153
     17/10/1994            290           1994         80.200           79.883          0.000        11283.6         3184.5          0.282          0.669        243.766          1.868           5.95           45.7         82.122            247         10.664          2.153
     10/10/1995            283           1995        164.400          156.984          0.000        12363.0         3962.3          0.320          0.676        254.368          1.552           6.15           46.4        124.633            242          8.861          2.153
     10/10/1996            284           1996        159.400          159.400          0.000        12969.7         3758.8          0.290          0.674        254.601          1.722           6.47           45.0        142.140            241          9.834          2.153
     09/10/1997            282           1997        163.000          159.487          0.000        11498.4         3594.3          0.313          0.695        238.336          1.756           6.31           47.2        168.660            242         10.028          2.153
     06/10/1998            279           1998        279.800          271.485          0.000        12245.4         3660.4          0.299          0.699        204.366          1.885           6.90           41.9        302.287            239         10.761          2.153
     07/10/1999            280           1999        143.000          142.930          0.000        12387.9         3395.9          0.274          0.683        243.166          1.895           6.44           44.2        130.213            237         10.822          2.153
     09/10/2000            283           2000         59.600           59.103          0.000        11528.4         3440.8          0.298          0.684        240.631          1.794           6.17           49.9         85.220            245         10.245          2.153
     09/10/2001            282           2001         45.500           45.500          0.000        11834.3         3761.0          0.318          0.692        244.637          1.703           6.40           43.6         81.269            240          9.722          2.153
     09/10/2002            282           2002        132.800          132.098          0.000        12968.3         4116.7          0.317          0.679        286.922          1.562           6.43           45.4         85.749            243          8.918          2.153
