Summary_file = co2.sum
Title = Rising CO2 levels
           Date          yield            co2
             ()        (kg/ha)             ()
     15/10/1940       5313.834        350.000
     20/10/1941       3519.915        357.000
     14/10/1942       3778.339        364.000
     25/10/1943       4434.775        371.000
     19/10/1944       4029.426        378.000
     21/10/1945       2921.305        385.000
     22/10/1946       5041.761        392.000
     24/10/1947       2299.329        399.000
     24/10/1948       2822.028        406.000
     23/10/1949       3806.971        413.000
     16/10/1950       3152.055        420.000
     24/10/1951       4132.710        427.000
     23/10/1952       2615.723        434.000
     24/10/1953       3126.586        441.000
     15/10/1954       3262.564        448.000
     20/10/1955       2989.630        455.000
     29/10/1956       2820.449        462.000
     21/10/1957       3439.994        469.000
     23/10/1958       2565.398        476.000
     23/10/1959       3224.898        483.000
     25/10/1960       2719.517        490.000
     22/10/1961       2855.968        497.000
     21/10/1962       2207.281        504.000
     24/10/1963       3022.320        511.000
     23/10/1964       2191.049        518.000
     19/10/1965       3413.426        525.000
     28/10/1966       1466.796        532.000
     19/10/1967       2804.301        539.000
     25/10/1968       2261.762        546.000
     23/10/1969       2734.558        553.000
     24/10/1970       1692.804        560.000
     24/10/1971       1570.082        567.000
     18/10/1972       3250.450        574.000
     10/10/1973       2155.858        581.000
     25/10/1974       3478.792        588.000
     18/10/1975       1396.834        595.000
     26/10/1976       2042.315        602.000
     20/10/1977       2998.069        609.000
     30/10/1978       1359.389        616.000
     19/10/1979       1808.115        623.000
     13/10/1980       2233.130        630.000
     21/10/1981       1394.127        637.000
     23/10/1982       1824.557        644.000
     19/10/1983       1560.442        651.000
     26/10/1984       2003.875        658.000
     23/10/1985       1146.032        665.000
     22/10/1986       2193.125        672.000
     21/10/1987       1882.159        679.000
     15/10/1988       1952.747        686.000
     25/10/1989       1966.783        693.000
