Summary_file = Gunnedah1500.sum
Title = Gunnedah 1500mm wet soil
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)
     03/11/1957       307      1957         85.200           85.200          0.000      11012.802       2889.515          0.262          0.560        188.774          2.613          7.550         33.840         27.977
     03/11/1958       307      1958        283.500          263.962          0.000      15435.246       6328.968          0.410          0.793        211.397          1.898         12.015         29.662        147.567
     03/11/1959       307      1959        178.900          178.900          0.001      13381.685       4932.092          0.369          0.778        218.947          2.245         11.074         33.512         55.803
     06/11/1960       311      1960        211.300          211.300          0.001      14259.078       4596.357          0.322          0.770        231.651          2.457         11.294         32.760         65.404
     29/10/1961       302      1961        187.800          187.800          0.001      13155.170       4070.789          0.309          0.780        219.951          2.817         11.466         31.597         50.727
     04/11/1962       308      1962        265.300          264.572          0.001      13444.343       5749.470          0.428          0.819        214.898          2.129         12.238         35.237        126.926
     04/11/1963       308      1963        215.300          215.069          0.000      13222.832       4721.576          0.357          0.776        223.333          2.271         10.723         36.168         63.732
     08/11/1964       313      1964        276.400          271.019          0.001      15546.479       6422.767          0.413          0.783        251.984          1.888         12.125         30.584         92.937
     21/10/1965       294      1965        140.800          140.800          0.000       6971.959       2919.305          0.419          0.655        113.676          2.250          6.568        107.843        122.220
     01/11/1966       305      1966        269.000          264.314          0.000      14424.184       5747.969          0.398          0.792        201.057          2.042         11.738         34.141        143.083
     23/10/1967       296      1967        198.500          198.107          0.001      12600.525       4012.676          0.318          0.731        193.001          2.514         10.087         36.828         83.945
     05/11/1968       310      1968        217.600          217.600          0.001      17095.891       5988.858          0.350          0.736        244.725          1.874         11.222         28.311         65.730
     29/10/1969       302      1969        367.300          358.264          0.001      15239.464       6416.953          0.421          0.787        203.295          1.799         11.542         27.115        232.356
     29/10/1970       302      1970        206.200          205.864          0.000      10722.263       4320.801          0.403          0.658        162.059          2.389         10.323         37.945        126.142
     26/10/1971       299      1971        178.800          178.269          0.000      12893.675       5406.297          0.419          0.789        185.882          2.237         12.092         35.524        107.476
     17/10/1972       291      1972         80.700           80.700          0.000       5907.436       1701.216          0.288          0.636         94.777          1.456          2.477        170.881        108.444
     17/10/1973       290      1973        266.000          264.838          0.000      11769.477       4945.765          0.420          0.682        162.057          2.203         10.893         37.066        179.408
     31/10/1974       304      1974        163.200          162.710          0.001      14109.749       5159.756          0.366          0.782        194.387          2.169         11.194         33.093         66.846
     21/10/1975       294      1975        207.200          204.441          0.000      14568.863       5654.866          0.388          0.782        203.161          2.012         11.376         31.618        110.325
     30/10/1976       304      1976        246.800          246.800          0.001      16315.844       5815.193          0.356          0.761        223.076          1.992         11.582         27.937        120.178
     26/10/1977       299      1977        199.400          192.682          0.001      13545.219       4157.557          0.307          0.699        217.868          2.261          9.400         35.921         64.966
     31/10/1978       304      1978        306.600          298.441          0.001      14654.503       6250.631          0.427          0.793        190.246          1.817         11.359         30.382        172.460
     23/10/1979       296      1979        185.600          185.460          0.000      13722.048       5481.891          0.399          0.815        207.493          2.301         12.611         34.788         74.901
     18/10/1980       292      1980        128.600          128.240          0.001      11796.068       3481.435          0.295          0.607        195.851          2.436          8.482         36.121         38.691
     26/10/1981       299      1981        291.200          272.454          0.001      13663.191       5133.691          0.376          0.790        206.512          2.170         11.142         34.613        134.982
     23/10/1982       296      1982         75.400           75.400          0.000      10218.662       3211.616          0.314          0.677        178.912          2.287          7.345         75.625         28.295
     25/10/1983       298      1983        302.400          297.402          0.001      15587.877       6368.557          0.409          0.783        215.348          1.845         11.748         28.780        166.085
     25/10/1984       299      1984        180.000          176.326          0.001      12219.874       4850.557          0.397          0.733        168.771          2.224         10.789         41.601        122.163
     26/10/1985       299      1985        254.200          253.144          0.000      10230.688       4423.243          0.432          0.655        152.516          2.230          9.864         44.074        173.015
     29/10/1986       302      1986        322.000          296.124          0.001      15485.765       5870.819          0.379          0.778        210.933          1.985         11.651         29.600        187.105
     24/10/1987       297      1987        211.600          211.600          0.000      10518.979       4519.863          0.430          0.689        153.512          2.202          9.955         46.831        147.529
     18/10/1988       292      1988        264.400          255.178          0.001      13865.342       6004.253          0.433          0.813        193.996          2.011         12.075         32.793        139.254
     26/10/1989       299      1989        220.800          207.574          0.001      14161.714       5299.823          0.374          0.780        212.750          2.003         10.616         34.182        109.769
     29/10/1990       302      1990        296.200          288.949          0.001      13935.402       5650.086          0.405          0.789        179.825          1.946         10.996         30.678        186.296
     18/10/1991       291      1991        279.200          242.228          0.001      12876.322       5226.627          0.406          0.800        200.383          2.016         10.538         41.242        140.691
     27/10/1992       301      1992        105.200          105.200          0.000       9699.894       3923.963          0.405          0.795        148.842          1.985          7.789         95.652         65.194
     21/10/1993       294      1993        333.200          321.496          0.001      13902.517       6111.869          0.440          0.819        186.958          2.010         12.284         31.072        213.513
     20/10/1994       293      1994         65.200           65.200          0.001      10590.077       3084.801          0.291          0.679        179.502          1.960          6.045        102.289         30.572
     17/10/1995       290      1995        183.100          178.123          0.001      12750.055       5162.457          0.405          0.798        208.048          2.255         11.641         35.088         69.427
     22/10/1996       296      1996        289.100          274.343          0.000      14200.437       5917.610          0.417          0.807        190.780          2.075         12.281         31.962        174.719
     22/10/1997       295      1997        278.400          259.136          0.000      13551.727       5947.484          0.439          0.816        210.052          2.215         13.172         31.800        143.244
     19/10/1998       292      1998        513.900          472.115          0.001      12205.706       5276.305          0.432          0.817        161.864          2.184         11.524         34.685        400.102
     15/10/1999       288      1999        220.400          218.735          0.001      13084.386       5782.926          0.442          0.832        184.648          2.189         12.661         36.821        122.608
     20/10/2000       294      2000        206.700          206.700          0.001      12244.868       4054.287          0.331          0.717        198.215          2.505         10.155         36.263        103.334
