Summary_file = output\dingxi_w.sum
Title = Continuous spring wheat at Dingxi
       day      year           date          event           flag           rain           w_ep              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)             es         runoff          drain         sw_dep          nh4()        tot_no3             no3(1)             no3(2)             no3(3)             no3(4)             no3(5)             no3(6)             no3(7)             no3(8)           dnit       hum_c(1)      biom_c(1)       fom_c(1)    surfaceom_n   surfaceom_wt          w_lai        w_yield      w_biomass      w_root_wt     w_root_dep       w_biom_n     w_mat       n_stress       w_stress             eo
       335      1976     30/11/1976          0.000          0.000          0.300          0.000              0.159              0.185              0.192              0.182              0.141              0.142              0.153              0.161          7.882          0.000          0.000        325.367          2.237        365.806             42.043             54.415             67.755            110.318             60.201             16.135              7.562              7.376          0.000       9338.479        367.106         59.532          0.433         33.686          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         25.500
       366      1976     31/12/1976          0.000          0.000          0.000          0.000              0.138              0.171              0.183              0.178              0.148              0.143              0.153              0.161          5.456          0.000          0.000        319.912          2.238        366.137             46.982             50.646             64.510            107.812             64.686             16.546              7.568              7.386          0.000       9338.464        367.081         59.496          0.433         33.686          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         11.126
        31      1977     31/01/1977          0.000          0.000          4.700          0.000              0.151              0.165              0.177              0.174              0.153              0.145              0.153              0.161          5.301          0.000          0.000        319.311          2.241        366.183             49.793             48.922             62.217            105.249             67.832             17.209              7.573              7.388          0.000       9338.464        367.081         59.496          0.433         33.686          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000          5.479
        59      1977     28/02/1977          0.000          1.000          3.700          0.000              0.129              0.162              0.173              0.171              0.156              0.147              0.153              0.160          6.729          0.000          0.000        316.282          2.215        366.287             50.757             48.630             60.856            103.378             69.741             17.955              7.583              7.388          0.000       9338.440        367.045         59.444          0.433         33.686          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         25.551
        90      1977     31/03/1977          0.000          0.000          2.500          0.000              0.101              0.155              0.169              0.169              0.158              0.149              0.153              0.160          7.201          0.000          0.000        311.581         24.613        374.421             61.068             46.957             59.579            101.809             71.148             18.858              7.610              7.392          0.000       9338.294        366.808         60.444          0.390         30.317          0.000          0.000          0.000          0.000        109.750          0.000         0          1.000          1.000         75.989
       120      1977     30/04/1977          0.000          0.000         73.800         11.072              0.261              0.258              0.192              0.168              0.159              0.151              0.154              0.160         21.044          0.000          0.000        353.265        125.353        340.731             18.800             53.607             60.273            101.205             72.058             19.733              7.659              7.397          0.000       9335.976        363.861         61.155          0.312         24.264          1.496          0.000        919.646         68.902        351.461          4.308         0          1.000          1.000        100.207
       151      1977     31/05/1977          0.000          0.000         44.600         65.258              0.103              0.151              0.143              0.151              0.159              0.152              0.154              0.160         30.231          0.000          0.000        302.376         13.946        336.707             62.055             48.906             38.154             79.117             72.714             20.625              7.730              7.406          0.000       9332.617        361.764         87.679          0.135         10.497          4.182          0.000       5718.625        229.387        785.441         12.755         0          1.000          0.797        129.507
       181      1977     30/06/1977          0.000          0.000         20.600         26.285              0.080              0.120              0.130              0.120              0.131              0.150              0.155              0.160         23.757          0.000          0.000        272.934          8.766        342.334             68.917             47.153             38.139             79.951             72.099             20.848              7.806              7.420          0.000       9332.618        362.951        142.611          0.047          3.683          0.597          0.000       7271.756        228.674       1248.942         12.128         0          1.000          0.368        151.724
       212      1977     31/07/1977          0.000          0.000        209.900         43.746              0.266              0.270              0.274              0.257              0.167              0.147              0.155              0.160         32.146          6.082          0.000        400.860          1.340        276.761              4.318             23.303             40.634             89.320             83.206             20.689              7.837              7.454          0.721       9324.261        367.600        107.429          0.006          0.456          0.597       3366.456       9488.953        196.117       1427.454         20.088         0          1.000          1.000        160.108
       218      1977     06/08/1977          2.000          0.000          4.700          2.812              0.262              0.262              0.257              0.249              0.182              0.148              0.155              0.160          4.738          0.000          0.000        398.009          1.390        272.998              5.334             22.856             37.825             83.207             87.272             21.199              7.843              7.462          0.000       9322.502        366.892        102.792          0.004          0.305          0.002       3422.462       9594.568        191.263       1435.129         20.644       216          1.000          1.000         21.392
       243      1977     31/08/1977          0.000          0.000         23.000          0.000              0.210              0.221              0.228              0.227              0.214              0.165              0.155              0.160         33.543          0.000          0.000        387.466          2.433        288.846             14.633             23.962             34.777             74.409             96.086             29.428              8.044              7.507          0.003       9322.674        427.615        201.059          3.311        193.073          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        126.840
       273      1977     30/09/1977          0.000          0.000         27.100          0.000              0.202              0.214              0.219              0.217              0.209              0.183              0.160              0.161         28.501          0.000          0.000        386.066          2.624        301.366             18.344             28.051             35.087             71.887             92.200             39.069              9.144              7.583          0.000       9319.508        439.787        137.466          1.960        114.314          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         92.936
       304      1977     31/10/1977          0.000          0.000         30.100          0.000              0.216              0.226              0.220              0.213              0.206              0.191              0.168              0.163         23.199          0.000          0.000        392.967          2.717        309.564             16.686             32.457             36.249             70.861             89.766             44.594             11.212              7.740          0.000       9316.765        438.350        113.142          1.628         94.953          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         69.178
       334      1977     30/11/1977          0.000          0.000         31.300          0.000              0.201              0.219              0.226              0.223              0.212              0.196              0.175              0.166         23.830          0.000          0.000        400.437          2.789        311.098             14.932             27.953             35.992             71.816             90.176             48.689             13.542              7.997          0.001       9316.479        438.189        110.969          1.579         92.068          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         28.132
       365      1977     31/12/1977          0.000          0.000          3.200          0.000              0.193              0.201              0.210              0.213              0.210              0.200              0.183              0.171          9.620          0.000          0.000        394.017          2.810        311.564             18.532             26.004             33.408             68.345             87.974             52.527             16.341              8.434          0.000       9316.441        438.123        110.724          1.579         92.066          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         14.057
        31      1978     31/01/1978          0.000          0.000          0.900          0.000              0.163              0.189              0.202              0.206              0.206              0.200              0.188              0.177          7.507          0.000          0.000        387.410          2.814        311.628             20.924             24.665             32.137             66.218             85.582             54.216             18.834              9.051          0.000       9316.440        438.121        110.719          1.579         92.066          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         12.926
        59      1978     28/02/1978          0.000          1.000          2.400          0.000              0.148              0.180              0.196              0.202              0.203              0.199              0.191              0.183          6.955          0.000          0.000        382.854          2.792        311.817             22.972             23.775             31.214             64.763             83.860             54.988             20.571              9.674          0.000       9316.396        438.041        110.427          1.579         92.066          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         29.153
        90      1978     31/03/1978          0.000          0.000         29.000          0.000              0.190              0.202              0.199              0.199              0.200              0.197              0.192              0.189         19.842          0.000          0.000        392.013         28.729        316.653             22.451             28.410             31.715             63.824             82.382             55.496             22.054             10.321          0.000       9316.078        437.779        111.760          1.380         80.495          0.000          0.000          0.000          0.000        108.970          0.000         0          1.000          1.000         59.348
       120      1978     30/04/1978          0.000          0.000         15.400         15.581              0.156              0.146              0.185              0.197              0.198              0.197              0.194              0.193         16.401          0.000          0.000        375.431        114.260        308.495             34.524             17.567             21.244             63.589             81.542             55.968             23.209             10.853          0.000       9313.927        434.706        102.423          1.269         74.030          1.223          0.000        863.779         61.131        402.780          3.642         0          1.000          0.932        120.343
       151      1978     31/05/1978          0.000          0.000         30.600         33.107              0.206              0.156              0.135              0.154              0.188              0.195              0.195              0.196         15.286          0.000          0.000        357.638         34.850        365.543             76.723             40.167             21.028             57.217             78.883             56.055             24.172             11.297          0.000       9313.372        437.230        110.210          0.778         45.358          0.895          0.000       2760.631        111.878        954.540          5.049         0          1.000          0.550        150.680
       181      1978     30/06/1978          0.000          0.000         61.100         55.791              0.149              0.142              0.133              0.129              0.146              0.173              0.192              0.198         41.489          0.000          0.000        321.458          1.140        369.362             55.852             75.068             23.866             56.555             71.710             50.912             23.838             11.560          0.000       9309.122        434.135         95.653          0.147          8.587          0.751        557.699       5744.477        124.945       1548.351          8.158         0          1.000          0.943        166.000
       209      1978     28/07/1978          2.000          0.000        125.000         30.819              0.254              0.253              0.235              0.149              0.139              0.166              0.184              0.196         41.738          0.524          0.000        373.377          1.652        342.996             14.561             56.077             55.385             64.620             69.637             48.319             22.924             11.473          0.147       9302.191        421.077         76.799          0.024          1.381          0.002       3030.176       7319.688        109.130       1689.366         11.618       207          1.000          1.000        137.473
       212      1978     31/07/1978          0.000          0.000         40.500          0.000              0.270              0.276              0.273              0.197              0.141              0.166              0.184              0.196          9.933          2.019          0.000        401.925          1.715        343.886              8.564             43.354             58.635             80.573             70.123             48.289             22.892             11.457          0.129       9302.276        427.198        156.014          1.931        180.783          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         12.584
       243      1978     31/08/1978          0.000          0.000         74.100          0.000              0.316              0.278              0.262              0.234              0.185              0.170              0.183              0.194         44.556          2.057          0.000        429.412          2.174        359.084             10.230             36.193             51.321             90.019             87.852             49.357             22.720             11.391          0.056       9296.171        433.577         87.220          0.855         80.085          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        142.504
       273      1978     30/09/1978          0.000          0.000         64.800          0.000              0.232              0.238              0.244              0.244              0.238              0.219              0.194              0.193         44.944          2.872          0.000        446.396          2.471        368.073             11.415             23.806             38.476             82.552            101.560             72.416             26.339             11.509          0.200       9292.022        427.622         70.192          0.505         47.273          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         91.230
       304      1978     31/10/1978          0.000          0.000         52.200          0.000              0.219              0.229              0.238              0.240              0.237              0.230              0.216              0.206         44.236          0.512          0.000        453.849          2.627        373.508             12.642             21.117             35.008             77.755             97.604             79.631             36.258             13.494          0.015       9289.768        423.434         63.679          0.378         35.378          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         57.730
       334      1978     30/11/1978          0.000          0.000          4.200          0.000              0.202              0.211              0.221              0.227              0.229              0.227              0.224              0.222         12.678          0.000          0.000        445.371          2.693        375.626             16.200             20.856             33.016             73.926             93.182             80.151             41.774             16.521          0.000       9289.021        421.612         61.919          0.378         35.378          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         25.980
       365      1978     31/12/1978          0.000          0.000          0.900          0.000              0.179              0.198              0.212              0.220              0.224              0.225              0.227              0.231          8.234          0.000          0.000        438.036          2.716        376.284             18.839             20.261             31.943             71.706             90.727             80.123             44.475             18.210          0.000       9288.896        421.304         61.632          0.378         35.378          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         21.028
        31      1979     31/01/1979          0.000          0.000          2.000          0.000              0.181              0.189              0.206              0.215              0.220              0.225              0.229              0.234          5.952          0.000          0.000        434.084          2.720        376.602             21.000             20.014             31.317             70.161             89.394             80.125             45.689             18.901          0.000       9288.827        421.132         61.473          0.378         35.378          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         17.679
        59      1979     28/02/1979          0.000          1.000          0.500          0.000              0.154              0.182              0.201              0.212              0.219              0.224              0.230              0.236          6.511          0.000          0.000        428.073          2.660        377.269             22.992             19.923             31.106             69.291             88.685             80.027             46.099             19.146          0.000       9288.567        420.494         60.889          0.378         35.378          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         42.379
        90      1979     31/03/1979          0.000          0.000          9.300          0.000              0.162              0.182              0.199              0.209              0.217              0.224              0.230              0.236         10.273          0.000          0.000        427.101         23.042        387.936             33.516             21.117             31.261             68.772             88.087             79.811             46.159             19.213          0.000       9287.948        419.027         60.863          0.337         31.594          0.000          0.000          0.000          0.000        113.170          0.000         0          1.000          1.000         62.709
       120      1979     30/04/1979          0.000          0.000          7.900         13.558              0.120              0.148              0.188              0.207              0.216              0.223              0.229              0.236          8.969          0.000          0.000        412.474        118.501        369.365             31.195             16.621             20.315             68.748             87.675             79.521             46.080             19.210          0.000       9285.793        414.013         59.873          0.327         30.597          1.339          0.000        867.379         59.769        404.560          3.679         0          1.000          0.983        111.575
       151      1979     31/05/1979          0.000          0.000          8.200         33.291              0.086              0.121              0.136              0.168              0.209              0.221              0.229              0.235          8.940          0.000          0.000        378.444         42.388        407.108             81.504             16.046             18.000             63.054             84.868             78.608             45.849             19.180          0.000       9285.217        413.389         73.677          0.262         24.490          1.558          0.000       3348.370        132.264        876.760          6.127         0          1.000          0.596        133.044
       181      1979     30/06/1979          0.000          0.000         77.100         69.821              0.140              0.171              0.136              0.131              0.157              0.198              0.222              0.232         28.569          0.000          0.000        357.154          1.232        418.939             44.463             76.912             21.747             63.575             79.124             70.369             43.800             18.950          0.000       9279.641        404.879         68.769          0.079          7.433          0.902        242.600       6727.247        159.578       1464.280          8.850         0          1.000          0.822        176.426
       212      1979     31/07/1979          0.000          0.000        177.300         38.298              0.298              0.300              0.292              0.256              0.167              0.192              0.211              0.222         33.087          0.316          0.000        462.753          1.674        368.381              3.260             29.227             47.256             92.969             78.708             61.074             37.946             17.941          0.540       9271.761        390.622         61.334          0.014          1.311          0.487       3844.020       9062.604        136.612       2000.000         14.729         0          1.000          1.000        122.244
       217      1979     05/08/1979          2.000          0.000         37.400          0.676              0.270              0.281              0.293              0.274              0.256              0.202              0.211              0.221          3.839          4.590          0.000        491.047          1.692        365.759              2.052             18.330             35.892             83.197            106.174             64.535             37.722             17.856          0.291       9270.896        389.048         60.980          0.011          0.994          0.002       3844.020       9091.398        133.900       2000.000         15.066       215          1.000          1.000         13.903
       243      1979     31/08/1979          0.000          0.000        109.300          0.000              0.259              0.263              0.271              0.265              0.267              0.269              0.270              0.269         50.275          6.884          8.448        534.740          2.187        373.129              2.619             11.078             21.640             58.884             87.600             92.418             66.653             32.236          0.799       9267.770        413.234         95.378          1.171        101.253          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        105.525
       273      1979     30/09/1979          0.000          0.000         71.400          0.000              0.250              0.255              0.265              0.260              0.260              0.260              0.260              0.260         55.125          0.912         30.697        519.407          2.461        367.440              5.008             11.285             18.988             52.894             78.747             87.512             70.841             42.165          0.459       9263.807        412.237         73.382          0.572         49.412          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         93.633
       304      1979     31/10/1979          0.000          0.000         20.800          0.000              0.233              0.239              0.249              0.256              0.260              0.260              0.260              0.260         25.080          1.393          4.167        509.566          2.602        372.188              8.619             12.846             18.566             51.964             77.834             87.119             71.624             43.616          0.077       9260.529        405.950         63.095          0.516         44.585          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         76.951
       334      1979     30/11/1979          0.000          0.000         26.400          0.000              0.233              0.239              0.250              0.257              0.260              0.260              0.260              0.260         20.447          2.479          2.909        510.131          2.624        372.702              9.246             13.050             18.397             51.245             77.038             86.819             72.217             44.689          0.066       9259.673        404.416         60.788          0.484         41.830          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         26.119
       365      1979     31/12/1979          0.000          0.000          0.300          0.000              0.224              0.229              0.240              0.249              0.256              0.260              0.260              0.260          8.874          0.000          0.000        501.557          2.648        373.182             11.447             13.155             18.811             50.074             75.883             86.854             72.242             44.717          0.000       9259.583        404.222         60.566          0.484         41.830          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         16.522
        31      1980     31/01/1980          0.000          0.000          1.600          0.000              0.224              0.228              0.236              0.244              0.252              0.258              0.260              0.260          5.683          0.000          0.000        497.474          2.650        373.223             12.562             13.546             19.311             49.749             74.727             86.353             72.249             44.726          0.000       9259.583        404.221         60.565          0.484         41.830          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         11.721
        60      1980     29/02/1980          0.000          1.000          6.300          0.000              0.221              0.227              0.235              0.242              0.249              0.256              0.260              0.260          8.752          0.000          0.000        495.023          2.657        373.327             12.798             14.263             19.795             49.854             74.133             85.501             72.252             44.731          0.000       9259.527        404.102         60.430          0.484         41.830          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         22.732
        91      1980     31/03/1980          0.000          0.000          5.400          0.000              0.213              0.221              0.231              0.240              0.247              0.254              0.260              0.260         10.471          0.000          0.000        489.952         24.352        382.689             22.627             14.747             20.147             49.815             73.572             84.797             72.245             44.739          0.000       9258.795        402.549         60.246          0.435         37.647          0.000          0.000          0.000          0.000        112.040          0.000         0          1.000          1.000         68.466
       121      1980     30/04/1980          0.000          0.000         21.300         22.567              0.194              0.178              0.213              0.236              0.245              0.252              0.258              0.260         15.721          0.000          0.000        472.964        115.046        356.878             14.813              8.471              9.764             49.963             73.107             84.153             71.852             44.755          0.000       9255.291        395.751         59.447          0.376         32.470          2.361          0.000       1532.070        102.362        419.060          4.711         0          0.976          0.997        119.207
       152      1980     31/05/1980          0.000          0.000         48.500         65.082              0.215              0.201              0.145              0.183              0.228              0.244              0.253              0.260         15.621          0.000          0.000        440.761          4.349        370.096             31.081             33.677             11.394             28.051             69.730             81.197             70.254             44.712          0.000       9251.789        392.484         85.802          0.146         12.598          3.101          0.000       6058.838        226.673        895.220         11.672         0          0.950          0.742        136.538
       182      1980     30/06/1980          0.000          0.000         79.600         88.787              0.219              0.224              0.143              0.147              0.178              0.218              0.240              0.250         26.468          0.000          0.000        405.106          1.189        314.945              8.811             40.982             16.678             29.686             52.212             60.742             62.766             43.069          0.000       9246.090        391.384        116.242          0.033          2.877          2.702        244.374      11877.966        276.641       1451.540         16.756         0          1.000          0.955        132.083
       213      1980     31/07/1980          0.000          0.000         43.800         79.965              0.120              0.146              0.138              0.128              0.148              0.186              0.208              0.225         31.689          0.000          0.000        337.252          0.629        216.897              7.428             28.072             19.306             27.881             39.504             35.512             30.902             28.292          0.000       9241.798        392.856        149.382          0.006          0.558          0.602       7026.172      16385.322        236.827       2000.000         27.112         0          1.000          0.982        153.020
       216      1980     03/08/1980          2.000          0.000         11.000          1.653              0.211              0.147              0.137              0.127              0.148              0.185              0.208              0.224          1.320          0.000          0.000        345.279          0.590        217.140              7.326             28.328             19.324             27.939             39.586             35.536             30.918             28.183          0.000       9241.497        393.362        149.172          0.006          0.490          0.002       7026.172      16385.322        234.465       2000.000         27.112       214          1.000          1.000          7.288
       244      1980     31/08/1980          0.000          0.000         39.900          0.000              0.137              0.146              0.138              0.129              0.153              0.187              0.206              0.216         47.150          0.000          0.000        338.029          0.828        219.502              7.238             29.482             19.606             28.807             40.734             35.739             30.582             27.314          0.000       9248.785        476.440        473.331          2.413        215.215          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        142.296
       274      1980     30/09/1980          0.000          0.000         28.200          0.000              0.082              0.153              0.140              0.132              0.158              0.187              0.203              0.213         31.715          0.000          0.000        334.514          0.960        223.790              8.556             30.680             20.273             29.825             41.780             35.641             30.158             26.877          0.000       9250.756        506.356        380.649          1.853        165.256          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        107.048
       305      1980     31/10/1980          0.000          0.000         25.600          0.000              0.107              0.145              0.140              0.135              0.162              0.187              0.201              0.210         24.427          0.000          0.000        335.686          0.928        225.985             10.252             29.872             20.577             30.903             42.564             35.430             29.817             26.570          0.000       9250.942        509.475        370.858          1.772        158.058          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         64.813
       335      1980     30/11/1980          0.000          0.000          0.000          0.000              0.026              0.134              0.140              0.138              0.164              0.186              0.199              0.207         10.087          0.000          0.000        325.599          0.891        227.024             12.279             28.112             20.627             31.875             43.033             35.211             29.548             26.339          0.000       9250.943        509.497        370.804          1.771        157.984          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         39.352
       366      1980     31/12/1980          0.000          0.000          0.000          0.000              0.021              0.124              0.138              0.141              0.166              0.185              0.197              0.205          2.763          0.000          0.000        322.836          0.892        227.317             14.636             25.870             20.478             32.694             43.241             34.967             29.298             26.132          0.000       9250.943        509.497        370.804          1.771        157.984          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         16.343
        31      1981     31/01/1981          0.000          0.000          5.900          0.000              0.034              0.120              0.137              0.143              0.167              0.184              0.196              0.204          5.541          0.000          0.000        323.196          0.897        227.432             15.619             25.042             20.316             33.402             43.294             34.734             29.076             25.950          0.000       9250.943        509.497        370.804          1.771        157.984          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         10.705
        59      1981     28/02/1981          0.000          1.000          1.700          0.000              0.020              0.120              0.137              0.146              0.168              0.184              0.195              0.203          3.238          0.000          0.000        321.657          0.900        227.519             15.808             24.988             20.226             33.970             43.278             34.544             28.900             25.805          0.000       9250.943        509.497        370.804          1.771        157.984          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         27.010
        90      1981     31/03/1981          0.000          0.000         18.300          0.000              0.121              0.122              0.136              0.148              0.168              0.183              0.194              0.201          8.113          0.000          0.000        331.845         21.361        237.431             25.297             25.343             20.211             34.575             43.246             34.362             28.731             25.666          0.000       9251.074        511.915        368.484          1.547        137.973          0.000          0.000          0.000          0.000        100.409          0.000         0          1.000          1.000         86.331
       120      1981     30/04/1981          0.000          0.000         25.500          1.776              0.108              0.126              0.136              0.149              0.168              0.183              0.193              0.200         24.190          0.000          0.000        331.378        121.139        252.743             39.339             26.426             20.283             35.146             43.209             34.208             28.587             25.545          0.000       9251.351        518.007        347.073          1.441        128.516          0.164          0.000        122.275         10.046        129.437          0.538         0          1.000          0.567        112.749
       151      1981     31/05/1981          0.000          0.000          4.200          0.470              0.024              0.120              0.137              0.151              0.169              0.182              0.192              0.199         13.523          0.000          0.000        321.586        117.874        256.737             43.629             25.656             20.424             35.838             43.211             34.080             28.461             25.439          0.000       9251.352        518.051        351.732          1.441        128.516          0.012          0.000        151.347          9.603        184.266          0.533         0          1.000          0.101        158.218
       181      1981     30/06/1981          0.000          0.000         49.500          0.065              0.166              0.137              0.137              0.152              0.169              0.182              0.191              0.199         32.119          0.000          0.000        338.902         33.213        342.942            117.375             37.374             20.621             36.614             43.259             33.988             28.359             25.351          0.000       9252.432        536.479        298.991          0.752         67.101          0.002         11.153        154.591          8.275        266.635          0.577         0          1.000          0.382        133.122
       210      1981     29/07/1981          2.000          0.000        102.900          0.134              0.218              0.226              0.225              0.178              0.170              0.181              0.191              0.198         41.323         12.778          0.000        387.566          2.221        385.709             57.626             88.122             60.443             48.074             43.852             33.985             28.306             25.300          0.174       9250.544        546.625        178.349          0.318         28.355          0.002         31.304        161.204          7.191        675.423          0.612       208          1.000          1.000        141.486
       212      1981     31/07/1981          0.000          0.000          2.100          0.000              0.212              0.222              0.221              0.181              0.171              0.181              0.190              0.198          3.422          0.000          0.000        386.244          2.264        387.892             59.950             87.158             59.757             49.380             44.046             33.998             28.305             25.297          0.000       9250.066        546.199        185.396          0.273          7.913          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         16.540
       243      1981     31/08/1981          0.000          0.000         71.900          0.000              0.243              0.245              0.239              0.221              0.185              0.183              0.190              0.197         42.411          1.855          0.000        413.878          2.564        404.876             38.392             84.497             73.889             71.252             48.840             34.413             28.315             25.277          0.155       9244.846        529.951        114.700          0.105          3.041          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        120.804
