ApsimVersion = 6.0
Title = jambincerealonly1995
           Date           year            esw         runoff          drain        no3_tot      nw_grainn    nw_anthesis   nw_tops_biom       nw_yield      nw_status         nw_lai  sor_flower_wt        sor_das        sor_lai      sor_yield sor_flowerdate           rain   sw_mm_lay(1)   sw_mm_lay(2)   sw_mm_lay(3)   sw_mm_lay(4)   sw_mm_lay(5)  dul_mm_lay(1)  dul_mm_lay(2)  dul_mm_lay(3)  dul_mm_lay(4)  dul_mm_lay(5) ll15_mm_lay(1) ll15_mm_lay(2) ll15_mm_lay(3) ll15_mm_lay(4) ll15_mm_lay(5)   crop_current        crop_in      next_crop
             ()         (year)           (mm)           (mm)           (mm)        (kg/ha)        (g/m^2)          (doy)        (kg/ha)        (kg/ha)             ()      (m^2/m^2)         (g/m2)         (days)        (m2/m2)        (kg/ha)          (doy)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)            (?)            (?)            (?)
     24/02/1941           1941        191.479          0.000          1.528          136.7           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         27.771         39.860         86.272         94.327         97.749         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     25/02/1941           1941        189.437          0.000          1.484          136.3           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         27.356         39.631         85.822         93.776         97.352         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     26/02/1941           1941        187.467          0.000          1.438          136.0           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         26.965         39.427         85.397         93.238         96.940         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     27/02/1941           1941        185.568          0.000          1.391          135.8           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         26.594         39.246         84.996         92.714         96.518         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     28/02/1941           1941        183.736          0.000          1.343          135.6           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         26.243         39.085         84.618         92.204         96.086         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     01/03/1941           1941        181.972          0.000          1.294          135.4           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.800         25.908         38.941         84.264         91.710         95.649         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     02/03/1941           1941        180.272          0.000          1.245          135.3           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         25.587         38.844         83.900         91.233         95.207         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     03/03/1941           1941        178.636          0.000          1.196          135.2           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         25.281         38.747         83.574         90.771         94.764         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     04/03/1941           1941        177.063          0.000          1.147          135.2           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         24.986         38.650         83.282         90.325         94.320         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     05/03/1941           1941        175.551          0.000          1.098          135.2           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         24.704         38.552         83.019         89.898         93.878         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     06/03/1941           1941        174.099          0.000          1.049          135.3           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         24.431         38.455         82.784         89.490         93.439         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     07/03/1941           1941        172.706          0.000          1.001          135.4           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         24.168         38.358         82.573         89.102         93.005         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     08/03/1941           1941        171.369          0.000          0.953          135.5           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         23.913         38.262         82.383         88.733         92.578         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     09/03/1941           1941        170.088          0.000          0.907          135.7           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         23.666         38.167         82.213         88.384         92.159         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     10/03/1941           1941        168.861          0.000          0.861          135.9           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         23.427         38.072         82.059         88.055         91.748         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     11/03/1941           1941        175.543          0.000          0.816          136.2           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0         11.700         31.013         38.016         81.921         87.745         91.348         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     12/03/1941           1941        172.438          0.000          0.773          136.5           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         28.784         37.945         81.797         87.453         90.958         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     13/03/1941           1941        171.196          0.000          0.731          136.8           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         28.378         37.872         81.686         87.180         90.581         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     14/03/1941           1941        192.994          1.002          0.694          136.3           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0         25.100         41.294         44.400         84.360         87.198         90.242         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     15/03/1941           1941        197.078          0.006          0.666          135.7           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          8.100         39.556         44.400         89.863         87.764         89.994         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     16/03/1941           1941        191.972          0.000          0.647          135.3           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         35.086         43.851         89.481         88.236         89.819         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     17/03/1941           1941        189.205          0.000          0.633          135.1           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         33.145         43.172         89.070         88.619         89.699         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     18/03/1941           1941        187.250          0.000          0.625          134.8           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         32.000         42.570         88.638         88.921         89.621         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     19/03/1941           1941        185.574          0.000          0.619          134.7           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         31.120         42.035         88.196         89.149         89.574         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     20/03/1941           1941        184.053          0.000          0.616          134.7           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         30.386         41.562         87.749         89.309         89.547         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     21/03/1941           1941        182.636          0.000          0.615          134.6           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.500         29.747         41.142         87.305         89.408         89.533         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     22/03/1941           1941        181.292          0.000          0.614          134.7           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          1.300         29.176         40.769         86.867         89.454         89.525         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     23/03/1941           1941        180.006          0.000          0.613          134.7           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.500         28.657         40.439         86.440         89.453         89.518         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     24/03/1941           1941        178.766          0.000          0.612          134.8           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         28.178         40.145         86.025         89.410         89.507         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     25/03/1941           1941        177.564          0.000          0.610          134.9           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.800         27.733         39.884         85.626         89.332         89.490         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     26/03/1941           1941        211.189          8.991          0.726          134.0           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0         47.200         39.042         44.400         91.800         99.915         90.532         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     27/03/1941           1941        208.970          0.000          0.824          133.2           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.500         37.500         43.986         91.224         99.346         91.414         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     28/03/1941           1941        221.683          6.504          4.366          130.8           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0         26.900         39.583         44.400         91.800        100.200        100.200         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     29/03/1941           1941        215.753          0.000          1.793          129.6           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         35.428         43.857         91.225         99.602        100.140         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     30/03/1941           1941        211.636          0.000          1.781          128.5           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         33.284         43.179         90.639         99.006        100.027         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     31/03/1941           1941        208.504          0.000          1.763          127.5           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         32.100         42.577         90.052         98.411         99.865         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     01/04/1941           1941        205.689          0.000          1.740          126.6           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         31.202         42.042         89.468         97.816         99.660         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     02/04/1941           1941        203.061          0.000          1.713          125.8           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         30.456         41.568         88.895         97.224         99.417         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     03/04/1941           1941        200.568          0.000          1.682          125.1           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         29.809         41.148         88.337         96.636         99.139         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     04/04/1941           1941        198.185          0.000          1.648          124.4           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         29.232         40.775         87.797         96.052         98.830         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     05/04/1941           1941        205.052          0.000          1.611          123.8           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          9.700         37.566         40.726         87.289         95.475         98.495         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     06/04/1941           1941        202.089          0.000          1.571          123.3           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          1.300         36.120         40.593         86.828         94.911         98.136         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     07/04/1941           1941        197.755          0.000          1.529          122.8           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          1.000         33.428         40.321         86.389         94.359         97.758         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     08/04/1941           1941        199.860          0.000          1.485          122.3           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          7.100         36.782         40.395         85.996         93.822         97.365         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     09/04/1941           1941        215.806          3.637          1.455          121.1           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0         21.600         42.338         44.400         91.800         94.673         97.096         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     10/04/1941           1941        221.751         16.868         16.638          114.6           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0         42.700         39.651         44.400         91.800        100.200        100.200         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     11/04/1941           1941        216.518          0.000          1.793          113.5           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         36.176         43.873         91.225         99.603        100.140         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     12/04/1941           1941        211.859          0.000          1.781          112.6           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         33.489         43.195         90.641         99.006        100.027         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     13/04/1941           1941        208.666          0.000          1.763          111.7           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         32.242         42.592         90.055         98.411         99.865         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     14/04/1941           1941        205.822          0.000          1.740          110.9           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         31.315         42.056         89.473         97.817         99.661         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     15/04/1941           1941        203.176          0.000          1.713          110.2           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         30.552         41.581         88.900         97.226         99.417         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     16/04/1941           1941        200.671          0.000          1.682          109.5           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         29.893         41.160         88.343         96.637         99.139         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     17/04/1941           1941        198.279          0.000          1.648          108.9           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          1.000         29.306         40.786         87.803         96.054         98.831         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     18/04/1941           1941        195.984          0.000          1.611          108.4           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.500         28.775         40.454         87.283         95.477         98.495         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     19/04/1941           1941        193.775          0.000          1.571          107.9           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         28.287         40.159         86.786         94.908         98.136         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     20/04/1941           1941        191.648          0.000          1.529          107.5           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         27.834         39.897         86.311         94.348         97.758         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     21/04/1941           1941        189.596          0.000          1.485          107.1           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         27.410         39.664         85.861         93.799         97.362         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     22/04/1941           1941        187.618          0.000          1.439          106.8           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         27.012         39.457         85.435         93.263         96.952         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     23/04/1941           1941        185.710          0.000          1.392          106.5           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         26.635         39.272         85.032         92.740         96.531         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     24/04/1941           1941        183.871          0.000          1.345          106.2           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         26.278         39.108         84.653         92.231         96.101         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     25/04/1941           1941        182.100          0.000          1.296          106.0           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         25.938         38.961         84.298         91.738         95.664         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     26/04/1941           1941        180.393          0.000          1.247          105.9           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         25.613         38.865         83.930         91.261         95.224         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     27/04/1941           1941        178.751          0.000          1.198          105.7           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         25.303         38.767         83.601         90.799         94.782         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     28/04/1941           1941        177.172          0.000          1.149          105.6           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         25.005         38.670         83.306         90.353         94.339         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     29/04/1941           1941        175.655          0.000          1.100          105.6           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         24.719         38.572         83.042         89.925         93.897         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     30/04/1941           1941        174.197          0.000          1.051          105.5           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         24.443         38.474         82.804         89.516         93.459         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     01/05/1941           1941        172.798          0.000          1.003          105.4           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         24.177         38.377         82.591         89.127         93.026         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     02/05/1941           1941        171.457          0.000          0.955          105.4           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         23.920         38.280         82.400         88.758         92.599         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     03/05/1941           1941        170.171          0.000          0.909          105.4           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         23.671         38.184         82.227         88.408         92.180         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     04/05/1941           1941        168.939          0.000          0.863          105.4           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         23.430         38.090         82.073         88.077         91.770         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     05/05/1941           1941        167.759          0.000          0.819          105.4           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         23.195         37.996         81.933         87.766         91.369         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     06/05/1941           1941        166.631          0.000          0.776          105.5           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         22.966         37.903         81.807         87.474         90.980         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     07/05/1941           1941        165.551          0.000          0.734          105.5           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          1.500         22.744         37.812         81.694         87.199         90.602         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     08/05/1941           1941        164.518          0.000          0.693          105.6           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         22.527         37.722         81.592         86.941         90.236         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     09/05/1941           1941        163.531          0.000          0.654          105.7           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         22.316         37.633         81.499         86.701         89.882         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     10/05/1941           1941        162.588          0.000          0.616          105.9           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         22.109         37.545         81.416         86.476         89.542         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     11/05/1941           1941        161.686          0.000          0.579          106.0           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         21.907         37.459         81.340         86.265         89.214         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     12/05/1941           1941        160.825          0.000          0.544          106.2           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         21.710         37.375         81.272         86.069         88.899         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     13/05/1941           1941        160.003          0.000          0.511          106.4           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         21.516         37.291         81.210         85.887         88.598         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     14/05/1941           1941        159.217          0.000          0.479          106.6           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         21.327         37.209         81.153         85.717         88.310         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     15/05/1941           1941        158.467          0.000          0.448          106.8           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         21.141         37.129         81.102         85.559         88.035         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     16/05/1941           1941        157.750          0.000          0.419          107.0           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         20.959         37.050         81.055         85.413         87.773         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     17/05/1941           1941        157.065          0.000          0.391          107.2           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         20.780         36.972         81.013         85.276         87.523         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     18/05/1941           1941        156.410          0.000          0.365          107.4           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         20.604         36.896         80.974         85.150         87.286         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
