Summary_file = Minnipa.sum
Title = Minnipa
           date            day           year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()          (day)         (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     02/11/1958            306           1958        254.500          253.642          0.001      10674.399       3890.656          0.364          0.779        135.457          2.241          8.718         61.503        100.359            258
     23/10/1960            297           1960        278.400          277.892          0.001       9266.252       3440.754          0.371          0.766        114.480          2.008          6.908         69.038         85.753            248
     27/09/1961            270           1961        113.800          113.800          0.001         64.322         12.945          0.201          0.137          1.002          2.890          0.037        184.197         58.414            218
     29/10/1962            302           1962        158.400          158.400          0.001       1853.377        408.373          0.220          0.406         22.096          2.884          1.178        147.587         63.878            254
     09/10/1963            282           1963        256.900          256.838          0.001       8352.656       3166.394          0.379          0.799        103.280          2.531          8.016         67.640         85.601            232
     28/10/1966            301           1966        216.100          216.065          0.001       2331.783        934.676          0.401          0.591         27.630          2.899          2.709        141.040         66.812            251
     24/10/1968            298           1968        369.300          362.443          0.001      13376.157       5177.355          0.387          0.783        172.271          1.979         10.245         31.352        134.355            249
     10/11/1971            314           1971        174.400          174.400          0.001       6450.505       1635.631          0.254          0.563         77.850          2.888          4.723         81.790         66.661            271
     13/10/1973            286           1973        253.400          252.866          0.001      10123.406       3665.798          0.362          0.782        124.047          2.334          8.556         61.498         91.990            234
     26/10/1974            299           1974        330.200          323.561          0.001       9655.557       3675.481          0.381          0.782        118.351          2.166          7.960         58.636        153.385            248
     03/11/1975            307           1975        178.800          178.026          0.001         55.457         11.965          0.216          0.141          0.629          2.895          0.035        186.292         81.330            259
     29/10/1977            302           1977        131.700          131.700          0.001        415.205         86.005          0.207          0.206          4.652          2.898          0.249        171.771         55.446            260
     03/11/1979            307           1979        274.700          271.991          0.001       8153.308       2916.716          0.358          0.745        112.463          2.870          8.372         55.851        121.680            263
     04/11/1981            308           1981        231.500          221.457          0.001       7743.878       2094.027          0.270          0.689        100.153          2.903          6.079         64.034         85.447            266
     21/09/1985            264           1985        199.400          195.846          0.001         81.225         20.137          0.248          0.212          1.471          2.903          0.058        184.094        113.813            206
     05/11/1986            309           1986        243.300          242.322          0.001       7467.732       2560.999          0.343          0.793         88.593          2.691          6.891         75.227         73.560            261
     12/11/1989            316           1989        250.300          248.282          0.001       8053.649       1994.401          0.248          0.630         96.183          2.887          5.757         62.741         83.509            272
     30/10/1991            303           1991        218.100          216.866          0.001       6636.730       2485.477          0.375          0.756         92.377          2.886          7.173         76.914         80.200            263
     29/10/1995            302           1995        182.600          182.495          0.001       5136.050       1400.731          0.273          0.486         65.779          2.897          4.057         82.205         67.692            259
     19/09/1998            262           1998        209.100          206.120          0.001         69.967         15.121          0.216          0.128          0.921          2.903          0.044        186.480        112.486            207
     21/10/1999            294           1999        154.200          154.200          0.001        480.208         93.986          0.196          0.217          5.989          2.877          0.270        178.314         68.615            252
     09/11/2001            313           2001        225.100          224.409          0.001       4336.918       1591.647          0.367          0.593         69.690          2.881          4.585        102.124         87.140            269
