Summary_file = Warra1500LowN.sum
Title = Warra 1500mm wet soil Low N
           date            day           year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()          (day)         (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     13/10/1957            286           1957        122.700          117.804          0.001       8918.683       1794.826          0.201          0.503        189.322          1.338          2.401         14.010         75.581            243
     07/10/1958            280           1958        253.000          168.688          0.001       9697.124       1450.742          0.150          0.444        192.702          1.420          2.060         16.632         85.245            232
     11/10/1959            284           1959        142.500          118.237          0.001       7906.205       1759.546          0.223          0.530        166.335          1.291          2.271         16.780         86.573            242
     16/10/1960            290           1960        106.000          106.000          0.001       8590.027       1871.214          0.218          0.513        177.471          1.272          2.380         14.030         76.828            250
     13/10/1961            286           1961        187.000          185.932          0.001       8976.424       1717.549          0.191          0.493        189.851          1.377          2.365         15.121        126.585            245
     11/10/1962            284           1962        146.900          146.426          0.001       8722.517       1911.185          0.219          0.527        186.338          1.324          2.530         15.402         81.636            242
     12/10/1963            285           1963        137.700          136.378          0.001       8539.957       1816.477          0.213          0.520        179.339          1.359          2.468         16.198         87.206            242
     11/10/1964            285           1964        345.100          301.866          0.001       8974.578       2056.340          0.229          0.517        192.005          1.206          2.480         15.854        207.496            244
     13/10/1965            286           1965        180.000          177.731          0.001       9443.561       1754.434          0.186          0.494        194.731          1.411          2.475         15.592         96.572            246
     17/10/1966            290           1966        197.900          188.231          0.001       9116.469       1738.667          0.191          0.499        179.886          1.418          2.465         14.676        117.460            246
     12/10/1967            285           1967        246.400          160.465          0.001       9571.114       1315.782          0.137          0.398        192.780          1.299          1.709         15.768         81.812            244
     19/10/1968            293           1968        146.800          144.048          0.001       8795.392       1661.285          0.189          0.501        172.942          1.445          2.401         14.302        106.613            251
     11/10/1969            284           1969        146.300          133.621          0.001       8003.233       1734.829          0.217          0.538        163.597          1.421          2.466         16.510         88.685            238
     13/10/1970            286           1970         91.600           91.600          0.001       7195.636       1892.863          0.263          0.578        150.910          1.334          2.526         17.206         89.220            245
     12/10/1971            285           1971        231.200          213.068          0.001       8046.762       2294.583          0.285          0.601        161.938          1.325          3.040         16.953        173.030            246
     10/10/1972            284           1972         67.400           67.400          0.001       7127.497       1942.060          0.272          0.595        152.714          1.373          2.667         14.626         77.668            244
     02/10/1973            275           1973        352.500          261.029          0.001       8701.334       1990.456          0.229          0.550        156.425          1.395          2.776         12.962        233.817            231
     18/10/1974            291           1974        260.000          209.137          0.001       8613.679       1850.746          0.215          0.511        164.211          1.304          2.414         16.306        128.796            246
     11/10/1975            284           1975        224.000          209.030          0.001       8543.459       2333.240          0.273          0.584        159.587          1.296          3.023         16.086        179.909            241
     14/10/1976            288           1976        163.400          163.400          0.001       8802.904       1968.182          0.224          0.528        170.976          1.283          2.525         16.077        112.312            242
     13/10/1977            286           1977        141.400           63.075          0.001       7295.362       1667.819          0.229          0.540        156.102          1.354          2.259         14.969         71.094            245
     18/10/1978            291           1978        352.000          290.010          0.001       9192.369       1854.412          0.202          0.497        152.732          1.320          2.448         14.458        219.378            247
     10/10/1979            283           1979        138.000          133.256          0.001       8511.239       1957.589          0.230          0.537        173.165          1.280          2.506         14.072         93.108            241
     04/10/1980            278           1980         99.000           81.689          0.001       7937.853       1990.340          0.251          0.565        168.549          1.317          2.622         16.387         75.324            238
     11/10/1981            284           1981        240.000          184.173          0.001       8706.835       1744.035          0.200          0.494        169.277          1.302          2.271         15.786        111.315            244
     15/10/1982            288           1982        174.800          161.521          0.001       7751.569       1815.901          0.234          0.556        165.705          1.411          2.562         16.169        120.135            245
     07/10/1983            280           1983        267.900          165.479          0.001       7905.118       1774.142          0.224          0.534        142.266          1.331          2.361         16.230        135.880            242
     14/10/1984            288           1984        351.000          200.199          0.001       9653.267       1836.124          0.190          0.477        175.862          1.232          2.263         13.682        140.752            241
     14/10/1985            287           1985        312.600          249.096          0.001       9248.050       1611.877          0.174          0.477        187.442          1.436          2.315         15.083        169.858            243
     08/10/1986            281           1986        115.000          115.000          0.001       8751.037       1857.347          0.212          0.514        175.863          1.317          2.446         14.832         77.899            241
     08/10/1987            281           1987        105.400           81.786          0.001       8578.418       1824.203          0.213          0.523        167.977          1.337          2.440         14.891         73.960            238
     03/10/1988            277           1988        226.200          183.849          0.001       8233.530       2206.083          0.268          0.583        155.354          1.311          2.891         16.173        138.910            235
     13/10/1989            286           1989        135.600          133.194          0.001       9621.360       1832.699          0.190          0.474        184.804          1.220          2.236         15.785         72.642            245
     12/10/1990            285           1990        179.200          138.191          0.001       8990.333       1601.889          0.178          0.459        164.989          1.287          2.061         15.543         81.520            244
     03/10/1991            276           1991         29.500           29.500          0.001       7424.227       1982.401          0.267          0.594        159.947          1.358          2.693         18.263         67.432            234
     12/10/1992            286           1992        121.300          107.529          0.001       8363.529       1567.528          0.187          0.495        178.078          1.420          2.226         15.896         75.142            243
     02/10/1993            275           1993        105.100          105.100          0.001       7538.018       1941.309          0.258          0.585        155.898          1.382          2.682         17.000         90.385            232
