Summary_file = Emerald600early.sum
Title = Emerald 600mm wet soil Early sowing
           date            day           year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()          (day)         (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     14/09/1957            257           1957        178.000          177.987          0.001       6689.787       1961.922          0.293          0.709        139.239          2.160          4.238         39.073         12.499            215
     04/09/1958            247           1958         66.700           66.691          0.001       4092.427        854.351          0.209          0.517         89.670          2.876          2.457         45.700          0.198            209
     12/09/1959            255           1959         91.600           89.261          0.001       5354.622       1212.662          0.226          0.639         98.178          2.858          3.465         41.800          0.497            212
     19/09/1960            263           1960         48.400           48.400          0.001       3071.780        588.695          0.192          0.466         58.761          2.867          1.688         54.211          0.087            221
     18/09/1961            261           1961         53.000           53.000          0.001       3159.534        551.286          0.174          0.412         64.833          2.873          1.584         50.044          0.080            218
     11/09/1962            254           1962         69.100           68.821          0.001       4223.188        846.506          0.200          0.513         82.228          2.876          2.434         42.718          0.227            211
     17/09/1963            260           1963         69.100           69.100          0.001       3433.770       1320.716          0.385          0.752         77.379          2.873          3.794         55.528          3.547            219
     10/09/1964            254           1964         65.400           65.400          0.001       4034.394        822.505          0.204          0.507         81.498          2.875          2.365         45.723          0.096            211
     15/09/1965            258           1965         16.300           16.300          0.001       2707.059        505.690          0.187          0.493         58.476          2.870          1.451         68.220          0.082            219
     17/09/1966            260           1966        178.600          177.222          0.001       3982.839       1361.373          0.342          0.716         79.437          2.898          3.946         37.650         63.289            218
     17/09/1967            260           1967        172.200          170.914          0.001       8027.976       2445.374          0.305          0.693        152.378          1.843          4.507         32.038          1.360            214
     19/09/1968            263           1968        219.000          185.767          0.001       6573.393       1853.729          0.282          0.709        122.049          2.263          4.194         32.907         30.785            222
     04/09/1969            247           1969         49.500           49.500          0.001       3222.405        606.130          0.188          0.430         68.533          2.881          1.746         53.857          0.147            208
     13/09/1970            256           1970         18.500           18.500          0.001       2211.842        449.102          0.203          0.573         54.789          2.875          1.291         77.532          0.113            215
     14/09/1971            257           1971        133.000          132.464          0.001       3222.752       1051.390          0.326          0.572         68.177          2.916          3.066         47.235         41.065            219
     11/09/1972            255           1972         32.900           32.900          0.001       2764.330        495.178          0.179          0.412         61.719          2.869          1.421         62.124          0.068            214
     30/08/1973            242           1973        179.900          178.542          0.001       6848.037       2375.095          0.347          0.742        144.966          1.968          4.675         39.517          3.994            203
     17/09/1974            260           1974         85.300           85.296          0.001       3117.110        620.145          0.199          0.433         70.669          2.886          1.790         49.541          3.355            218
     07/09/1975            250           1975        114.500          114.500          0.001       3580.290        873.249          0.244          0.581         81.518          2.880          2.515         51.412         15.308            210
     13/09/1976            257           1976         73.500           73.431          0.001       3419.940        656.833          0.192          0.464         74.400          2.873          1.887         50.483          0.270            213
     11/09/1977            254           1977        206.100          130.315          0.001       5317.393       1428.976          0.269          0.722        112.631          2.622          3.746         36.803         22.614            214
     13/09/1978            256           1978        256.600          252.118          0.001       8150.770       2646.803          0.325          0.703        156.751          1.757          4.650         35.696         46.827            214
     07/09/1979            250           1979         33.200           33.200          0.001       2772.513        607.574          0.219          0.503         62.913          2.881          1.750         62.793          0.153            209
     06/09/1980            250           1980        179.200          162.537          0.001       6645.333       2395.200          0.360          0.742        147.157          1.918          4.595         34.751          4.302            210
     12/09/1981            255           1981        178.700          161.166          0.001       6765.564       1939.265          0.287          0.718        139.196          2.336          4.530         32.811          6.736            213
     15/09/1982            258           1982         44.600           44.553          0.001       3022.058        542.384          0.179          0.434         67.705          2.871          1.557         59.079          0.224            219
     09/09/1983            252           1983        322.300          182.280          0.001       7029.101       2163.886          0.308          0.696        129.638          1.788          3.868         33.275         23.868            212
     09/09/1984            253           1984        187.600          182.353          0.001       5051.436       1719.605          0.340          0.742        107.381          2.881          4.955         41.414         62.868            211
     11/09/1985            254           1985        173.200          159.726          0.001       7024.203       1879.174          0.268          0.703        137.936          2.338          4.394         33.504          4.697            214
     08/09/1986            251           1986        173.100          163.539          0.001       6841.114       2044.870          0.299          0.729        135.429          2.304          4.712         33.938          5.481            208
     07/09/1987            250           1987         92.500           92.500          0.001       4520.557       1064.490          0.235          0.605         81.529          2.884          3.070         43.602          0.137            209
     04/09/1988            248           1988        243.300          238.194          0.001       7339.513       2341.866          0.319          0.719        150.325          2.031          4.757         36.970         58.427            207
     14/09/1989            257           1989        234.900          182.801          0.001       7529.257       2351.167          0.312          0.707        133.430          1.876          4.411         32.949         23.314            214
     13/09/1990            256           1990        138.200          117.348          0.001       6041.667       1606.922          0.266          0.718        119.106          2.619          4.209         35.153          4.637            212
     05/09/1991            248           1991         79.700           79.444          0.001       3626.725        722.773          0.199          0.481         86.246          2.874          2.077         50.346          0.162            208
     05/09/1992            249           1992         80.000           79.363          0.001       3357.362        682.357          0.203          0.511         72.667          2.872          1.960         58.434          2.754            209
     01/09/1993            244           1993        100.900          100.900          0.001       3012.286        778.486          0.258          0.668         62.532          2.886          2.246         66.643         46.086            204
     11/09/1994            254           1994         21.800           21.698          0.001       2976.416        561.722          0.189          0.471         68.819          2.872          1.613         63.369          0.329            213
     06/09/1995            249           1995         67.500           67.500          0.001       2748.542        628.945          0.229          0.495         60.263          2.881          1.812         61.749          0.189            208
     06/09/1996            250           1996         85.800           83.176          0.001       4198.495       1183.280          0.282          0.667         92.976          2.901          3.432         43.482          0.895            208
     08/09/1997            251           1997         66.300           66.300          0.001       2875.749        526.549          0.183          0.433         60.886          2.877          1.515         58.686          0.103            211
     03/09/1998            246           1998        222.400          214.337          0.001       5661.192       1822.213          0.322          0.749        118.956          2.388          4.351         40.701         78.767            207
     04/09/1999            247           1999         29.800           29.800          0.001       2469.103        571.377          0.231          0.663         54.425          2.767          1.581         78.278          0.205            207
     08/09/2000            252           2000        127.600          127.006          0.001       5155.045       1465.314          0.284          0.725        104.592          2.671          3.914         41.047          0.587            213
     06/09/2001            249           2001         29.500           29.500          0.001       2457.097        586.207          0.239          0.621         57.294          2.892          1.695         72.971          0.165            207
     06/09/2002            249           2002         80.500           80.500          0.001       3832.361        760.525          0.198          0.476         79.909          2.878          2.189         44.257          0.144            209
