Summary_file = Dalby600.sum
Title = Dalby 600mm wet soil
       day      year            lai        biomass          yield         sum_ep
     (day)    (year)        (m2/m2)        (kg/ha)        (kg/ha)             ()
        15      1958          0.097       3760.181          0.000        108.089
        26      1959          1.285       9718.076       4073.429        204.535
        24      1960          1.281      12281.446       6412.040        272.591
        29      1961          0.952       9464.028       3409.981        192.507
        22      1962          1.242      11735.897       5860.533        228.333
        33      1963          0.874       6973.446       2569.315        148.489
        25      1964          1.478      12164.396       5602.705        266.133
        35      1965          0.541       7926.458       2494.069        184.301
        23      1966          1.309      11361.749       5493.939        243.729
        39      1967          0.784       8514.483       3358.425        198.827
        45      1968          0.528       6693.057       2112.479        157.496
        18      1969          1.306       8492.296       2900.669        204.806
        27      1970          1.309      12758.139       5914.235        280.434
        24      1971          1.205      12555.004       6109.562        252.641
        30      1972          1.218      12278.461       5683.317        239.204
        20      1973          1.535      10811.310       3914.818        229.645
        20      1974          1.200      11223.883       5561.672        225.977
        29      1975          1.277      11227.948       5187.007        232.928
        30      1976          1.267      11947.195       5596.970        229.296
        28      1977          0.583       6792.168       1542.353        162.201
        16      1978          0.427       7176.816       1592.992        168.459
        28      1979          0.763       9688.876       3739.493        198.820
        20      1980          0.981       7628.161       2939.012        191.604
        22      1981          1.018       9828.632       4694.709        193.163
        23      1982          1.338      11958.052       5861.447        265.562
        22      1983          1.183       8906.432       3664.944        212.240
        29      1984          1.277      12619.667       5585.826        231.710
        24      1985          0.748       8898.443       3399.044        203.246
        23      1986          0.634       7919.630       2809.717        189.394
        33      1987          1.309      10723.540       4625.007        246.435
        24      1988          1.248      11274.755       4914.789        245.397
        22      1989          1.134       9405.669       4334.607        204.254
        22      1990          1.345      12077.495       5775.976        246.946
        59      1991          0.267       5638.546       1279.551        137.377
        17      1992          1.103       9093.852       3480.544        199.481
        34      1993          0.296       6912.659       1410.257        154.172
        22      1994          1.369       9849.722       4855.144        232.493
        28      1995          0.972       7607.585       2366.662        164.889
        24      1996          1.149      13113.711       6192.534        252.687
        30      1997          0.340       7639.263       2310.558        173.934
        20      1998          0.994       8983.506       3897.449        218.370
        26      1999          0.825       9547.077       4199.570        200.014
        34      2000          1.328      13768.247       6141.054        261.957
        27      2001          0.384       5702.324       1580.503        127.999
        21      2002          1.365      10721.078       5442.336        255.280
