Summary_file = std.sum
Title = Constant CO2 levels
           Date          yield            co2
             ()        (kg/ha)             ()
     25/10/1940       4524.020        350.000
     31/10/1941       2101.324        350.000
     26/10/1942       1484.659        350.000
     05/11/1943       2663.089        350.000
     30/10/1944       3035.325        350.000
     02/11/1945       2633.894        350.000
     03/11/1946       2681.902        350.000
     05/11/1947       2842.314        350.000
     04/11/1948       2354.185        350.000
     02/11/1949       2349.351        350.000
     30/10/1950       2259.045        350.000
     04/11/1951       2226.004        350.000
     03/11/1952       2287.127        350.000
     04/11/1953       1963.949        350.000
     28/10/1954       2292.335        350.000
     31/10/1955       1955.260        350.000
     12/11/1956       1757.911        350.000
     31/10/1957       2188.998        350.000
     04/11/1958       2247.198        350.000
     03/11/1959       1871.564        350.000
     05/11/1960       2102.984        350.000
     02/11/1961       1807.703        350.000
     01/11/1962       1409.447        350.000
     03/11/1963       1552.908        350.000
     05/11/1964       1543.853        350.000
     29/10/1965       1712.344        350.000
     08/11/1966       1770.254        350.000
     31/10/1967       1524.551        350.000
     06/11/1968       1648.501        350.000
     03/11/1969       1713.820        350.000
     05/11/1970       1282.663        350.000
     04/11/1971       1177.670        350.000
     30/10/1972       1244.999        350.000
     22/10/1973       1354.928        350.000
     06/11/1974       1428.771        350.000
     30/10/1975       1087.668        350.000
     06/11/1976       1121.877        350.000
     01/11/1977       1002.113        350.000
     10/11/1978       1183.428        350.000
     30/10/1979        930.821        350.000
     24/10/1980       1195.564        350.000
     02/11/1981       1085.262        350.000
     03/11/1982        959.366        350.000
     30/10/1983        751.499        350.000
     07/11/1984        713.171        350.000
     05/11/1985        867.432        350.000
     04/11/1986        940.586        350.000
     01/11/1987        866.471        350.000
     27/10/1988        620.516        350.000
     06/11/1989        821.192        350.000
