Summary_file = csu-N09.sum
Title = south plots
      year     month       day day_month              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)              sw(9)             sw(10)             sw(11)             sw(12)             sw(13)             sw(14)             sw(15)             sw(16)             sw(17)             sw(18)             sw(19)             sw(20)          no3ppm(1)          no3ppm(2)          no3ppm(3)          no3ppm(4)          no3ppm(5)          no3ppm(6)          no3ppm(7)          no3ppm(8)          no3ppm(9)         no3ppm(10)         no3ppm(11)         no3ppm(12)         no3ppm(13)         no3ppm(14)         no3ppm(15)         no3ppm(16)         no3ppm(17)         no3ppm(18)         no3ppm(19)         no3ppm(20)          nh4ppm(1)          nh4ppm(2)          nh4ppm(3)          nh4ppm(4)          nh4ppm(5)          nh4ppm(6)          nh4ppm(7)          nh4ppm(8)          nh4ppm(9)         nh4ppm(10)         nh4ppm(11)         nh4ppm(12)         nh4ppm(13)         nh4ppm(14)         nh4ppm(15)         nh4ppm(16)         nh4ppm(17)         nh4ppm(18)         nh4ppm(19)         nh4ppm(20)
      1993         8       216         4              0.171              0.205              0.212              0.208              0.212              0.254              0.284              0.307              0.317              0.327              0.321              0.343              0.344              0.333              0.345              0.334              0.340              0.345              0.346              0.346              0.353              0.354              0.349              0.115              0.066              0.041              0.029              0.136              1.176              1.036              0.796              0.729              0.663              0.598              0.668              0.610              0.644              0.660              0.652              0.651              0.135              0.141              0.606              0.099              0.055              0.036              0.023              0.012              0.004              0.002              0.001              0.001              0.001              0.001              0.000              0.000              0.000              0.001              0.001              0.001
      1993         8       223        11              0.052              0.135              0.199              0.200              0.202              0.223              0.251              0.297              0.313              0.325              0.319              0.341              0.342              0.331              0.343              0.332              0.338              0.344              0.344              0.344              0.587              3.324              0.448              0.130              0.079              0.053              0.031              0.028              1.160              1.028              0.791              0.724              0.657              0.590              0.660              0.601              0.635              0.653              0.644              0.642            182.886              6.311              0.705              0.089              0.050              0.035              0.023              0.012              0.004              0.002              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1993         8       237        25              0.051              0.096              0.184              0.187              0.190              0.209              0.223              0.261              0.308              0.321              0.316              0.338              0.340              0.329              0.341              0.330              0.336              0.342              0.343              0.343              3.090              3.913              0.840              0.168              0.097              0.071              0.046              0.026              0.087              1.016              0.782              0.717              0.648              0.578              0.647              0.587              0.622              0.640              0.630              0.628            294.014              8.958              0.635              0.052              0.029              0.022              0.017              0.012              0.004              0.002              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1993         9       252         9              0.106              0.164              0.205              0.197              0.189              0.207              0.221              0.255              0.304              0.319              0.314              0.336              0.338              0.327              0.340              0.328              0.335              0.341              0.341              0.341             32.592             23.024              3.973              0.321              0.105              0.075              0.051              0.030              0.021              0.995              0.779              0.714              0.642              0.570              0.638              0.577              0.611              0.629              0.619              0.617             47.366             19.997              4.771              0.091              0.021              0.016              0.013              0.010              0.004              0.002              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1993         9       265        22              0.053              0.131              0.191              0.197              0.186              0.204              0.218              0.245              0.300              0.317              0.312              0.335              0.337              0.325              0.338              0.327              0.333              0.340              0.340              0.340             28.418             30.631             18.468              2.137              0.209              0.114              0.081              0.051              0.046              0.834              0.775              0.714              0.640              0.565              0.633              0.570              0.604              0.622              0.612              0.610              6.629              2.908              3.021              0.105              0.019              0.015              0.012              0.009              0.004              0.002              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1993        10       285        12              0.051              0.110              0.164              0.164              0.165              0.180              0.202              0.230              0.278              0.311              0.310              0.333              0.335              0.324              0.337              0.326              0.332              0.338              0.339              0.339             23.173             29.588             22.663              2.696              0.343              0.167              0.119              0.072              0.056              0.249              0.759              0.715              0.641              0.561              0.628              0.563              0.597              0.615              0.604              0.602              2.147              0.936              1.026              0.037              0.011              0.007              0.007              0.004              0.002              0.002              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1993        10       299        26              0.133              0.210              0.202              0.163              0.163              0.174              0.197              0.228              0.276              0.309              0.308              0.332              0.334              0.323              0.336              0.325              0.331              0.338              0.338              0.338              9.912             28.311             27.923              3.374              0.435              0.190              0.139              0.084              0.067              0.264              0.747              0.715              0.642              0.560              0.626              0.560              0.593              0.612              0.600              0.598              0.159              0.245              0.815              0.042              0.011              0.006              0.005              0.003              0.002              0.002              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1993        11       312         8              0.053              0.182              0.229              0.165              0.164              0.174              0.197              0.228              0.277              0.309              0.307              0.331              0.333              0.322              0.336              0.324              0.331              0.337              0.337              0.337             28.445             19.430             28.683              4.303              0.542              0.211              0.158              0.095              0.078              0.276              0.737              0.716              0.643              0.560              0.626              0.558              0.591              0.609              0.597              0.595              0.156              0.480              1.115              0.045              0.011              0.007              0.005              0.003              0.002              0.002              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1993        11       329        25              0.056              0.193              0.225              0.166              0.164              0.174              0.197              0.228              0.279              0.310              0.307              0.330              0.332              0.321              0.335              0.323              0.330              0.336              0.337              0.337             28.637             25.056             28.510              5.273              0.713              0.249              0.189              0.113              0.097              0.294              0.727              0.718              0.646              0.561              0.627              0.557              0.589              0.608              0.595              0.593              0.116              0.944              1.612              0.048              0.012              0.010              0.007              0.003              0.002              0.002              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1994         1        21        21              0.056              0.198              0.233              0.248              0.248              0.265              0.219              0.228              0.284              0.309              0.305              0.328              0.330              0.319              0.333              0.321              0.328              0.334              0.335              0.335             11.846             10.771              8.977              4.630              2.645              1.839              0.592              0.186              0.142              0.161              0.692              0.727              0.658              0.567              0.635              0.561              0.593              0.612              0.598              0.596              0.716              0.904              1.715              0.233              0.106              0.053              0.016              0.005              0.003              0.002              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1994         5       145        25              0.050              0.087              0.175              0.191              0.193              0.212              0.251              0.284              0.306              0.318              0.313              0.335              0.336              0.325              0.338              0.327              0.333              0.339              0.340              0.340              6.636              2.198              1.900              0.597              0.350              0.298              0.522              3.924              2.374              1.289              0.732              0.664              0.618              0.524              0.579              0.498              0.525              0.553              0.544              0.542              1.142              0.574              0.176              0.036              0.022              0.019              0.020              0.011              0.004              0.002              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1994         6       166        15              0.051              0.152              0.173              0.191              0.193              0.213              0.255              0.284              0.305              0.317              0.311              0.334              0.335              0.324              0.337              0.325              0.332              0.338              0.338              0.339              4.490              3.782              2.249              0.829              0.469              0.423              0.755              3.871              2.382              1.305              0.741              0.668              0.618              0.522              0.574              0.493              0.519              0.546              0.537              0.535              1.082              0.589              0.145              0.041              0.026              0.022              0.021              0.011              0.004              0.002              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1994         7       207        26              0.051              0.098              0.174              0.191              0.193              0.217              0.259              0.284              0.304              0.315              0.310              0.332              0.333              0.322              0.335              0.323              0.330              0.336              0.337              0.337              7.323              3.308              2.732              1.043              0.588              0.662              1.096              3.762              2.398              1.337              0.760              0.678              0.622              0.523              0.574              0.490              0.515              0.540              0.530              0.529              1.155              0.179              0.089              0.043              0.028              0.026              0.022              0.012              0.004              0.002              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1994         8       222        10              0.050              0.075              0.173              0.190              0.193              0.218              0.259              0.284              0.304              0.315              0.309              0.332              0.333              0.321              0.335              0.323              0.329              0.336              0.336              0.336              8.505              2.466              1.965              0.441              0.255              0.229              1.191              3.722              2.404              1.348              0.768              0.681              0.623              0.524              0.575              0.491              0.515              0.540              0.530              0.528              1.161              0.174              0.076              0.043              0.028              0.027              0.022              0.012              0.004              0.002              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1994         9       250         7              0.052              0.162              0.182              0.187              0.190              0.214              0.233              0.277              0.303              0.314              0.308              0.331              0.332              0.320              0.334              0.322              0.329              0.335              0.335              0.335              2.432              1.367              0.904              0.174              0.103              0.074              0.059              0.217              2.397              1.371              0.782              0.689              0.627              0.526              0.578              0.493              0.517              0.541              0.531              0.529              1.205              0.638              0.267              0.039              0.021              0.021              0.018              0.011              0.004              0.002              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1994        10       279         6              0.051              0.097              0.179              0.178              0.180              0.204              0.217              0.243              0.300              0.313              0.308              0.330              0.331              0.320              0.333              0.321              0.328              0.334              0.335              0.335              3.221              1.198              0.673              0.218              0.128              0.100              0.068              0.076              2.302              1.391              0.796              0.697              0.631              0.529              0.581              0.496              0.519              0.544              0.534              0.532              1.245              0.234              0.272              0.030              0.014              0.014              0.010              0.006              0.004              0.002              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1994        11       312         8              0.052              0.162              0.205              0.167              0.166              0.192              0.208              0.234              0.283              0.311              0.307              0.329              0.331              0.319              0.332              0.320              0.327              0.334              0.334              0.334              2.979              4.333              2.413              0.392              0.190              0.207              0.142              0.167              1.502              1.388              0.812              0.706              0.636              0.532              0.584              0.499              0.522              0.547              0.537              0.536              1.055              0.817              0.849              0.021              0.007              0.009              0.006              0.004              0.003              0.002              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1994        12       348        14              0.052              0.157              0.204              0.193              0.192              0.204              0.202              0.231              0.277              0.308              0.305              0.328              0.330              0.318              0.332              0.320              0.326              0.333              0.333              0.333              6.499              5.455              4.803              4.650              2.847              0.662              0.230              0.254              1.492              1.382              0.827              0.717              0.642              0.536              0.588              0.503              0.526              0.551              0.541              0.540              0.872              0.728              1.111              0.100              0.032              0.015              0.004              0.003              0.002              0.002              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1995         2        45        14              0.108              0.214              0.235              0.257              0.259              0.289              0.293              0.309              0.317              0.324              0.311              0.329              0.329              0.317              0.331              0.319              0.325              0.332              0.332              0.332              7.978              5.114              3.177              3.824              5.468              6.873              4.547              1.850              1.619              1.500              0.878              0.743              0.655              0.544              0.598              0.511              0.534              0.559              0.550              0.548              0.196              0.906              1.093              0.095              0.034              0.024              0.014              0.008              0.002              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1995         5       129         9              0.053              0.176              0.181              0.164              0.164              0.181              0.197              0.234              0.274              0.297              0.301              0.328              0.331              0.320              0.333              0.321              0.326              0.332              0.332              0.332              8.690              8.635              9.499              5.764              5.752              6.782              5.376              2.320              1.600              1.285              0.793              0.653              0.676              0.567              0.621              0.530              0.551              0.574              0.564              0.563              0.715              0.656              0.300              0.039              0.032              0.057              0.049              0.011              0.005              0.004              0.002              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1995         6       159         8              0.123              0.166              0.222              0.165              0.164              0.181              0.197              0.234              0.274              0.299              0.301              0.327              0.330              0.319              0.332              0.320              0.326              0.333              0.332              0.332             10.657              9.997             11.954              6.102              5.786              7.037              5.704              2.468              1.654              1.316              0.811              0.667              0.676              0.569              0.624              0.534              0.555              0.580              0.570              0.569              0.821              0.492              0.733              0.068              0.057              0.047              0.040              0.009              0.004              0.003              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1995         6       181        30              0.182              0.229              0.236              0.249              0.218              0.181              0.197              0.234              0.275              0.301              0.301              0.326              0.329              0.318              0.332              0.320              0.326              0.332              0.332              0.332             10.600              7.000              8.654              9.983              8.191              7.106              5.818              2.550              1.684              1.330              0.821              0.677              0.677              0.571              0.626              0.536              0.558              0.583              0.574              0.572              1.117              0.805              0.542              0.268              0.227              0.046              0.038              0.009              0.004              0.003              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1995         8       214         2              0.051              0.122              0.213              0.218              0.213              0.182              0.198              0.234              0.276              0.302              0.301              0.325              0.328              0.317              0.331              0.319              0.325              0.332              0.332              0.332             16.202              6.904              6.912              6.906              6.610              6.737              5.948              2.664              1.728              1.348              0.835              0.690              0.678              0.573              0.630              0.539              0.561              0.587              0.578              0.577              1.222              0.299              0.468              0.224              0.194              0.044              0.035              0.009              0.004              0.003              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1995         9       249         6              0.219              0.225              0.214              0.186              0.185              0.179              0.197              0.234              0.277              0.303              0.301              0.325              0.327              0.316              0.330              0.318              0.325              0.332              0.332              0.332              1.689              1.737              0.885              0.388              0.364              1.634              1.342              2.726              1.781              1.367              0.850              0.705              0.681              0.576              0.634              0.542              0.565              0.591              0.583              0.581              1.175              0.712              0.560              0.105              0.073              0.032              0.027              0.008              0.004              0.003              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1995        10       283        10              0.160              0.165              0.188              0.169              0.167              0.176              0.194              0.233              0.278              0.303              0.300              0.324              0.327              0.315              0.330              0.317              0.324              0.331              0.331              0.331              3.400              4.352              2.653              0.661              0.538              1.172              0.912              0.984              1.787              1.384              0.864              0.719              0.684              0.578              0.637              0.545              0.568              0.595              0.586              0.585              0.955              0.684              0.730              0.040              0.030              0.029              0.021              0.007              0.004              0.002              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1995        11       326        22              0.335              0.340              0.279              0.282              0.280              0.315              0.316              0.326              0.328              0.307              0.300              0.324              0.326              0.315              0.329              0.317              0.324              0.331              0.331              0.331              0.155              0.302              0.717              1.903              2.680              3.655              2.967              2.010              2.060              1.432              0.884              0.737              0.690              0.582              0.642              0.549              0.573              0.599              0.591              0.590              0.554              0.688              0.678              0.313              0.142              0.087              0.054              0.013              0.004              0.002              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1996         1        22        22              0.333              0.339              0.279              0.283              0.281              0.316              0.315              0.324              0.325              0.330              0.323              0.345              0.346              0.335              0.347              0.336              0.342              0.348              0.348              0.348              0.515              1.469              1.738              1.803              1.941              2.907              4.211              4.797              4.206              3.402              2.443              1.913              1.288              0.831              0.774              0.612              0.615              0.633              0.620              0.616              0.694              1.016              1.240              0.451              0.240              0.120              0.063              0.013              0.005              0.002              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1996         3        65         5              0.177              0.194              0.196              0.204              0.186              0.213              0.220              0.238              0.274              0.291              0.294              0.333              0.337              0.327              0.340              0.329              0.336              0.342              0.342              0.342              3.418              4.237              7.076              3.370              2.032              1.884              1.867              1.713              1.964              2.008              1.910              3.301              2.733              1.856              1.576              1.037              0.858              0.753              0.673              0.653              1.085              0.960              1.109              0.213              0.091              0.066              0.033              0.006              0.002              0.001              0.001              0.001              0.001              0.000              0.000              0.000              0.000              0.000              0.000              0.000
      1996         4        93         2              0.052              0.094              0.163              0.165              0.165              0.194              0.204              0.228              0.267              0.279              0.273              0.326              0.332              0.322              0.336              0.325              0.332              0.339              0.339              0.339              8.056              4.949              6.938              3.862              2.253              2.198              1.977              1.632              1.830              1.770              1.755              3.159              2.693              1.828              1.552              1.019              0.843              0.739              0.658              0.641              0.306              0.443              0.787              0.066              0.045              0.040              0.019              0.004              0.001              0.000              0.000              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1996         5       135        14              0.313              0.318              0.269              0.250              0.252              0.285              0.293              0.311              0.318              0.318              0.271              0.311              0.326              0.318              0.333              0.322              0.329              0.336              0.336              0.336              0.638              1.248              1.192              2.308              3.400              5.004              4.663              3.258              2.341              2.050              1.791              3.013              2.641              1.812              1.552              1.019              0.842              0.735              0.652              0.638              0.289              0.660              0.678              0.144              0.095              0.053              0.038              0.008              0.001              0.000              0.000              0.000              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1996         6       163        11              0.224              0.229              0.225              0.222              0.230              0.262              0.275              0.296              0.310              0.317              0.292              0.314              0.325              0.316              0.332              0.320              0.328              0.335              0.335              0.335              2.088              3.369              3.051              2.621              3.493              4.949              4.891              3.278              2.327              2.046              1.917              2.958              2.626              1.807              1.554              1.024              0.847              0.741              0.656              0.643              0.219              0.860              0.769              0.109              0.098              0.058              0.045              0.011              0.003              0.000              0.000              0.000              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1996         7       191         9              0.054              0.175              0.231              0.245              0.247              0.266              0.272              0.291              0.307              0.313              0.296              0.317              0.325              0.315              0.331              0.319              0.327              0.334              0.334              0.334              4.828              3.391              3.363              3.012              3.562              4.637              4.408              2.876              2.025              1.766              1.762              2.670              2.608              1.804              1.557              1.029              0.852              0.746              0.662              0.649              0.314              0.869              0.428              0.065              0.085              0.044              0.033              0.008              0.001              0.000              0.000              0.000              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1996         8       227        14              0.082              0.155              0.175              0.191              0.199              0.216              0.222              0.243              0.277              0.287              0.278              0.312              0.324              0.314              0.330              0.318              0.325              0.332              0.333              0.333              2.567              4.084              5.666              3.269              3.487              4.251              4.049              2.575              1.820              1.553              1.583              2.282              2.411              1.801              1.562              1.035              0.859              0.753              0.669              0.657              0.000              0.426              0.405              0.081              0.096              0.056              0.041              0.012              0.004              0.001              0.000              0.000              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1996         9       261        17              0.053              0.125              0.163              0.163              0.170              0.186              0.199              0.227              0.267              0.276              0.268              0.298              0.317              0.313              0.329              0.317              0.325              0.332              0.332              0.332              0.144              2.821              6.300              3.688              3.365              3.780              3.595              2.338              1.680              1.370              1.426              1.845              1.590              1.775              1.567              1.041              0.865              0.760              0.676              0.664              0.000              0.041              0.010              0.019              0.024              0.021              0.014              0.003              0.001              0.000              0.000              0.000              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1996        10       289        15              0.051              0.137              0.165              0.166              0.166              0.179              0.194              0.225              0.266              0.275              0.267              0.297              0.315              0.312              0.328              0.316              0.324              0.331              0.331              0.331              2.565              2.608              3.670              3.219              3.132              3.164              2.979              1.953              1.481              1.096              1.200              1.204              0.592              1.722              1.568              1.046              0.871              0.766              0.681              0.670              0.000              0.094              0.651              0.000              0.012              0.005              0.003              0.000              0.000              0.000              0.000              0.000              0.000              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1996        11       318        13              0.051              0.128              0.163              0.163              0.163              0.168              0.184              0.221              0.264              0.272              0.265              0.293              0.304              0.310              0.327              0.316              0.323              0.330              0.331              0.331              0.773              3.611              3.928              3.245              3.112              3.184              2.966              1.966              1.481              1.107              1.183              1.189              0.673              1.666              1.568              1.051              0.876              0.771              0.687              0.676              0.000              0.080              0.020              0.004              0.012              0.006              0.003              0.001              0.000              0.000              0.000              0.000              0.000              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1996        12       345        10              0.210              0.244              0.244              0.269              0.268              0.184              0.183              0.218              0.263              0.271              0.264              0.291              0.301              0.309              0.326              0.315              0.323              0.330              0.330              0.330              1.624              0.981              0.973              2.157              3.914              3.467              2.938              1.804              1.414              0.974              1.075              0.855              0.350              1.619              1.565              1.055              0.881              0.777              0.693              0.682              0.747              0.951              0.375              0.000              0.003              0.000              0.002              0.000              0.000              0.000              0.000              0.000              0.000              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1997         1         8         8              0.051              0.111              0.163              0.164              0.180              0.196              0.201              0.217              0.262              0.270              0.263              0.290              0.299              0.308              0.326              0.314              0.322              0.329              0.330              0.330              4.654              4.015              3.813              2.765              3.492              4.521              3.241              1.794              1.403              0.965              1.043              0.810              0.385              1.566              1.562              1.059              0.886              0.782              0.699              0.688              0.000              0.000              0.881              0.084              0.080              0.033              0.005              0.000              0.000              0.000              0.000              0.000              0.000              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1997         6       163        12              0.147              0.159              0.199              0.202              0.204              0.219              0.184              0.223              0.265              0.274              0.266              0.293              0.308              0.312              0.330              0.320              0.327              0.334              0.335              0.335              2.475              4.975              9.014              9.592              7.846              6.208              3.349              2.761              2.520              2.085              1.553              1.216              0.787              0.970              1.263              1.110              1.062              0.956              0.826              0.803              0.117              0.817              1.385              0.174              0.101              0.063              0.017              0.004              0.002              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1997        10       300        27              0.052              0.169              0.217              0.221              0.224              0.247              0.257              0.228              0.262              0.269              0.263              0.289              0.299              0.307              0.326              0.315              0.323              0.330              0.330              0.330              3.124              4.207              3.997              4.914              6.665              8.703              6.290              2.741              2.287              1.725              1.316              0.846              0.398              0.931              1.240              1.090              1.057              0.972              0.857              0.841              0.024              0.825              1.948              0.223              0.100              0.037              0.003              0.000              0.000              0.000              0.000              0.000              0.000              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1997        12       345        11              0.320              0.325              0.272              0.273              0.228              0.167              0.184              0.221              0.262              0.268              0.262              0.288              0.297              0.306              0.325              0.314              0.322              0.329              0.330              0.330              0.787              2.377              6.240              9.498              9.482              8.513              6.412              2.838              2.283              1.724              1.298              0.847              0.451              0.915              1.233              1.085              1.057              0.978              0.867              0.852              0.625              1.090              1.327              0.355              0.104              0.034              0.020              0.004              0.000              0.000              0.000              0.000              0.000              0.001              0.001              0.001              0.001              0.001              0.001              0.001
