ApsimVersion = 6.0
Title = Grass growth.
           year            day      sw_dep(1)      sw_dep(2)      sw_dep(3)      sw_dep(4)      sw_dep(5)      sw_dep(6)      sw_dep(7)            eos             es  soilwat_cover     green_pool      dead_pool  growth_transp   growth_photo growth_regrowth         growth          death        n_index      rad_index       sw_index     temp_index   growth_index     basal_area      cover_tot   surfaceom_wt surfaceom_cover
         (year)          (day)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)             ()        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)         (kg/ha)        (kg/ha)        (kg/ha)             ()             ()             ()             ()             ()       (m^2/ha)             ()        (kg/ha)       (m^2/m^2)
           1988             24         67.457         69.166        138.821        134.118        126.826        123.271        123.080          6.353          0.850          0.143           30.3            0.7            0.6            6.0             1.4            1.4            0.1          1.000          0.940          1.000          1.000          0.940          0.500          0.021          642.6           0.121
           1988             25         67.460         68.318        138.067        134.306        127.124        123.441        123.153          5.762          0.702          0.139           31.6            0.7            0.7            5.9             1.4            1.4            0.1          1.000          0.929          1.000          1.000          0.929          0.500          0.022          633.9           0.119
           1988             26         67.261         67.880        137.358        134.325        127.366        123.626        123.247          5.553          0.611          0.138           32.9            0.8            0.9            6.2             1.4            1.4            0.1          1.000          0.930          1.000          0.990          0.921          0.500          0.023          633.9           0.119
           1988             27         66.989         67.580        136.783        134.227        127.540        123.809        123.360          5.498          0.549          0.139           34.0            0.8            0.8            5.2             1.1            1.1            0.1          1.000          0.935          1.000          0.785          0.734          0.500          0.023          633.9           0.119
           1988             28         66.732         67.326        136.313        134.056        127.645        123.976        123.483          5.144          0.503          0.140           35.1            0.9            0.8            5.5             1.2            1.2            0.1          1.000          0.919          1.000          0.870          0.800          0.500          0.024          633.9           0.119
           1988             29         66.495         67.100        135.921        133.845        127.687        124.119        123.610          5.151          0.466          0.140           36.4            1.0            1.0            6.4             1.4            1.4            0.1          1.000          0.915          1.000          1.000          0.915          0.500          0.025          633.9           0.119
           1988             30         66.273         66.895        135.583        133.611        127.675        124.230        123.734          5.639          0.437          0.141           37.7            1.1            0.7            7.2             1.4            1.4            0.1          1.000          0.932          1.000          1.000          0.932          0.500          0.026          633.9           0.119
           1988             31         67.668         68.112        135.425        133.372        127.616        124.307        123.849          4.703          4.703          0.142           39.0            1.1            0.7            6.0             1.3            1.3            0.1          1.000          0.886          1.000          1.000          0.886          0.500          0.027          573.9           0.108
           1988             32         67.264         67.790        135.290        133.153        127.526        124.351        123.949          5.504          0.626          0.132           40.3            1.2            0.9            7.2             1.4            1.4            0.1          1.000          0.920          1.000          1.000          0.920          0.500          0.028          534.6           0.101
           1988             33         66.939         67.460        135.184        132.957        127.415        124.364        124.032          5.148          0.560          0.126           41.6            1.3            1.1            7.1             1.4            1.4            0.1          1.000          0.908          1.000          1.000          0.908          0.500          0.029          510.9           0.097
           1988             34         66.648         67.163        135.109        132.785        127.291        124.349        124.095          4.000          0.711          0.123           42.8            1.4            1.1            5.8             1.3            1.3            0.1          1.000          0.855          1.000          0.980          0.838          0.500          0.029          497.5           0.095
           1988             35         66.361         66.871        135.034        132.632        127.162        124.312        124.139          5.406          0.473          0.121           43.9            1.4            1.1            7.2             1.2            1.2            0.1          1.000          0.929          1.000          0.860          0.799          0.500          0.030          497.2           0.095
           1988             36         66.083         66.646        134.911        132.496        127.032        124.256        124.162          5.803          0.442          0.122           45.1            1.5            1.0            8.3             1.3            1.3            0.1          1.000          0.940          1.000          0.915          0.860          0.500          0.031          497.2           0.095
           1988             37         65.842         66.460        134.741        132.382        126.905        124.185        124.167          5.742          0.417          0.123           46.4            1.6            0.8            9.0             1.4            1.4            0.1          1.000          0.933          1.000          1.000          0.933          0.500          0.032          497.2           0.095
           1988             38         65.663         66.320        134.563        132.297        126.785        124.105        124.154          3.118          0.795          0.123           48.3            1.7            2.1            4.9             1.1            2.1            0.1          1.000          0.785          1.000          0.945          0.742          0.500          0.033          497.2           0.095
           1988             39         69.436         74.805        143.133        133.862        127.003        124.085        124.140          4.032          4.019          0.125           49.4            1.8            1.2            4.3             0.8            1.2            0.1          1.000          0.878          1.000          0.580          0.509          0.500          0.034          451.1           0.086
           1988             40         67.438         72.929        142.458        134.978        127.401        124.148        124.142          5.451          2.481          0.117           50.4            1.9            1.1            6.9             1.0            1.1            0.1          1.000          0.937          1.000          0.690          0.646          0.500          0.035          420.0           0.081
           1988             41         67.434         70.949        141.554        135.690        127.862        124.291        124.172          5.664          1.036          0.112           51.6            2.0            1.1            8.8             1.2            1.2            0.1          1.000          0.937          1.000          0.860          0.806          0.500          0.035          402.4           0.077
           1988             42         67.434         69.604        140.513        136.051        128.303        124.493        124.236          5.514          0.795          0.110           52.8            2.1            1.1            9.9             1.4            1.4            0.1          1.000          0.928          1.000          1.000          0.928          0.500          0.036          396.0           0.076
           1988             43         67.428         68.646        139.460        136.129        128.672        124.729        124.335          5.875          0.670          0.110           54.1            2.2            1.1           10.4             1.4            1.4            0.1          1.000          0.932          1.000          1.000          0.932          0.500          0.037          396.0           0.076
           1988             44         69.371         74.798        149.348        139.257        129.592        125.101        124.488          4.129          4.078          0.110           55.3            2.3            1.1            7.8             1.3            1.3            0.1          1.000          0.860          1.000          1.000          0.860          0.500          0.038          358.5           0.069
           1988             45         69.334         74.797        149.347        147.587        134.508        126.383        124.867          4.188          4.113          0.104           56.5            2.4            1.2            8.1             1.3            1.3            0.1          1.000          0.868          1.000          0.985          0.854          0.500          0.039          324.6           0.063
           1988             46         67.438         73.435        147.522        146.971        135.804        127.667        125.427          4.751          4.751          0.099           57.9            2.5            1.5            7.8             1.1            1.5            0.1          1.000          0.907          1.000          0.795          0.721          0.500          0.040          296.6           0.058
           1988             47         67.435         71.137        145.686        146.110        136.668        128.867        126.115          4.893          1.254          0.095           59.3            2.6            1.5            8.0             1.1            1.5            0.1          1.000          0.913          1.000          0.775          0.708          0.500          0.041          277.8           0.054
           1988             48         67.435         69.671        143.850        145.055        137.149        129.924        126.877          4.790          0.878          0.092           60.7            2.7            1.6            7.7             1.0            1.6            0.1          1.000          0.911          1.000          0.735          0.669          0.500          0.041          266.6           0.052
           1988             49         67.442         68.653        142.164        143.874        137.297        130.798        127.661          4.157          1.117          0.091           61.9            2.9            1.2            6.8             1.0            1.2            0.1          1.000          0.877          1.000          0.730          0.640          0.500          0.042          260.5           0.051
           1988             50         67.359         68.452        140.166        142.626        137.167        131.472        128.423          5.341          0.622          0.091           63.1            3.0            1.4           10.6             1.2            1.4            0.1          1.000          0.926          1.000          0.900          0.833          0.500          0.043          260.5           0.051
           1988             51         67.250         68.122        138.759        141.306        136.799        131.937        129.126          5.884          0.557          0.092           64.4            3.1            1.1           12.7             1.4            1.4            0.1          1.000          0.936          1.000          1.000          0.936          0.500          0.044          260.5           0.051
           1988             52         67.079         67.816        137.748        140.027        136.248        132.200        129.741          5.119          0.508          0.092           65.8            3.2            1.5           11.4             1.4            1.5            0.1          1.000          0.912          1.000          1.000          0.912          0.500          0.045          260.5           0.051
           1988             53         66.866         67.532        136.987        138.842        135.571        132.274        130.247          5.215          0.471          0.093           67.1            3.3            1.5           12.0             1.4            1.5            0.1          1.000          0.918          1.000          1.000          0.918          0.500          0.046          260.5           0.051
           1988             54         66.630         67.266        136.390        137.770        134.815        132.182        130.634          5.619          0.441          0.094           68.4            3.5            1.4           13.0             1.4            1.4            0.1          1.000          0.931          1.000          1.000          0.931          0.500          0.047          260.5           0.051
           1988             55         66.400         67.030        135.916        136.817        134.020        131.950        130.897          5.213          0.416          0.095           69.6            3.6            1.3           12.1             1.3            1.3            0.1          1.000          0.920          1.000          0.960          0.883          0.500          0.047          260.5           0.051
           1988             56         66.213         66.850        135.561        135.989        133.216        131.603        131.038          2.991          0.394          0.096           70.9            3.7            1.5            7.2             1.1            1.5            0.1          1.000          0.770          1.000          0.965          0.743          0.500          0.048          260.5           0.051
           1988             57         66.054         66.700        135.282        135.272        132.429        131.168        131.064          2.021          0.776          0.097           72.5            3.9            1.8            4.5             0.8            1.8            0.1          1.000          0.640          1.000          0.850          0.544          0.500          0.049          260.5           0.051
           1988             58         65.871         66.547        135.027        134.648        131.676        130.670        130.985          3.461          2.360          0.098           73.8            4.0            1.4            8.8             1.2            1.4            0.1          1.000          0.812          1.000          1.000          0.812          0.500          0.050          260.5           0.051
           1988             59         65.713         66.388        134.794        134.106        130.965        130.129        130.814          3.877          0.346          0.098           75.5            4.1            1.9           10.0             1.3            1.9            0.1          1.000          0.846          1.000          1.000          0.846          0.500          0.051          260.5           0.051
           1988             60         71.527         68.615        134.971        133.678        130.309        129.565        130.564          1.632          1.632          0.100           78.4            4.3            3.0            3.6             0.7            3.0            0.2          1.000          0.571          1.000          0.770          0.440          0.500          0.053          235.9           0.046
           1988             61         70.981         74.805        141.029        134.546        129.959        129.044        130.260          2.474          2.474          0.097           79.9            4.4            1.6            5.1             0.8            1.6            0.2          1.000          0.724          1.000          0.700          0.507          0.500          0.054          213.5           0.042
           1988             62         71.458         74.813        142.214        135.478        129.864        128.608        129.930          2.004          2.004          0.094           82.3            4.6            2.6            4.4             0.7            2.6            0.2          1.000          0.649          1.000          0.720          0.468          0.500          0.056          193.3           0.038
           1988             63         69.332         74.771        144.142        136.607        130.017        128.290        129.602          4.148          4.089          0.092           84.2            4.7            2.0           12.0             1.3            2.0            0.2          1.000          0.870          1.000          0.985          0.857          0.500          0.057          175.1           0.034
           1988             64         67.407         72.840        143.227        137.326        130.283        128.088        129.299          4.741          2.413          0.090           85.8            4.9            1.8           13.9             1.3            1.8            0.2          1.000          0.898          1.000          1.000          0.898          0.500          0.058          162.4           0.032
           1988             65         67.423         70.825        142.153        137.688        130.568        127.984        129.036          3.860          1.435          0.088           87.5            5.1            1.8           11.7             1.3            1.8            0.2          1.000          0.849          1.000          1.000          0.849          0.500          0.059          153.4           0.030
           1988             66         69.499         74.770        147.893        139.125        131.083        128.004        128.830          3.921          3.921          0.088           89.0            5.2            1.7           10.5             1.1            1.7            0.2          1.000          0.862          1.000          0.835          0.720          0.500          0.060          138.8           0.027
           1988             67         67.404         72.597        146.230        139.941        131.660        128.135        128.691          4.636          2.813          0.086           90.9            5.4            2.1           11.7             1.0            2.1            0.2          1.000          0.907          1.000          0.765          0.694          0.500          0.062          128.8           0.025
           1988             68         67.406         70.687        144.489        140.246        132.182        128.344        128.621          4.473          0.971          0.085           92.7            5.6            2.0           10.9             1.0            2.0            0.2          1.000          0.901          1.000          0.720          0.649          0.500          0.063          122.1           0.024
           1988             69         67.395         69.355        142.780        140.148        132.580        128.592        128.615          4.873          0.765          0.085           94.5            5.7            1.9           14.7             1.2            1.9            0.2          1.000          0.912          1.000          0.900          0.821          0.500          0.064          118.7           0.023
           1988             70         67.387         68.385        141.192        139.751        132.820        128.837        128.660          5.151          0.652          0.086           96.0            5.9            1.8           16.9             1.4            1.8            0.2          1.000          0.920          1.000          0.980          0.902          0.500          0.065          118.2           0.023
           1988             71         67.184         68.179        139.408        139.160        132.894        129.049        128.738          5.592          0.578          0.087           97.3            6.1            1.5           18.4             1.4            1.5            0.2          1.000          0.930          1.000          1.000          0.930          0.500          0.066          118.2           0.023
           1988             72         67.040         67.871        138.169        138.409        132.802        129.199        128.830          4.214          0.524          0.088          100.6            6.3            3.5           11.1             0.9            3.5            0.2          1.000          0.891          1.000          0.710          0.633          0.500          0.068          118.2           0.023
           1988             73         66.827         67.553        137.243        137.606        132.569        129.273        128.919          4.804          0.483          0.090          102.4            6.5            2.0            7.8             0.6            2.0            0.2          1.000          0.928          1.000          0.410          0.381          0.500          0.069          118.2           0.023
           1988             74         66.586         67.263        136.534        136.815        132.224        129.263        128.988          4.739          0.451          0.091          104.2            6.7            2.0            9.5             0.7            2.0            0.2          1.000          0.923          1.000          0.500          0.462          0.500          0.070          118.3           0.023
           1988             75         66.340         67.001        135.978        136.070        131.798        129.170        129.024          4.543          0.424          0.092          105.9            6.8            1.9           11.8             0.9            1.9            0.2          1.000          0.909          1.000          0.655          0.595          0.500          0.071          118.3           0.023
           1988             76         66.101         66.764        135.528        135.385        131.321        129.000        129.019          4.396          0.402          0.093          108.2            7.0            2.5           14.3             1.1            2.5            0.2          1.000          0.896          1.000          0.830          0.744          0.500          0.073          118.3           0.023
           1988             77         65.872         66.548        135.151        134.764        130.816        128.763        128.968          4.387          0.382          0.095          110.3            7.2            2.4           12.2             0.9            2.4            0.2          1.000          0.903          1.000          0.675          0.609          0.500          0.074          118.3           0.023
           1988             78         65.655         66.349        134.828        134.207        130.300        128.471        128.869          4.382          0.366          0.096          112.5            7.5            2.3           11.8             0.9            2.3            0.2          1.000          0.904          1.000          0.635          0.574          0.500          0.076          118.3           0.023
           1988             79         65.455         66.166        134.520        133.737        129.793        128.135        128.722          4.267          0.351          0.097          114.7            7.7            2.5           11.3             0.8            2.5            0.2          1.000          0.900          1.000          0.610          0.549          0.500          0.077          118.3           0.023
           1988             80         65.268         65.989        134.201        133.361        129.312        127.771        128.532          4.232          0.338          0.099          116.8            7.9            2.4           11.6             0.8            2.4            0.2          1.000          0.898          1.000          0.620          0.557          0.500          0.079          118.3           0.023
           1988             81         65.091         65.816        133.875        133.059        128.867        127.390        128.303          4.199          0.326          0.100          119.2            8.1            2.6           12.7             0.9            2.6            0.2          1.000          0.895          1.000          0.670          0.600          0.500          0.080          118.4           0.023
           1988             82         64.918         65.644        133.543        132.817        128.463        127.005        128.044          4.241          0.316          0.102          121.3            8.3            2.3           12.8             0.9            2.3            0.2          1.000          0.898          1.000          0.655          0.588          0.500          0.081          118.4           0.023
           1988             83         64.749         65.476        133.209        132.623        128.101        126.624        127.760          4.203          0.306          0.103          123.6            8.5            2.6           14.5             1.0            2.6            0.2          1.000          0.893          1.000          0.750          0.670          0.500          0.083          118.4           0.023
           1988             84         64.585         65.310        132.876        132.467        127.781        126.255        127.459          4.118          0.297          0.104          125.8            8.8            2.4           13.5             0.9            2.4            0.2          1.000          0.891          1.000          0.690          0.615          0.500          0.084          118.4           0.023
           1988             85         64.447         65.169        132.565        132.348        127.499        125.904        127.148          3.328          3.089          0.106          128.2            9.0            2.6           11.2             0.9            2.6            0.3          1.000          0.836          1.000          0.690          0.577          0.500          0.086          118.4           0.023
           1988             86         64.285         65.001        132.235        132.246        127.255        125.574        126.833          4.081          0.282          0.107          130.5            9.2            2.6           11.4             0.7            2.6            0.3          1.000          0.896          1.000          0.550          0.493          0.500          0.087          118.4           0.023
           1988             87         64.125         64.839        131.905        132.165        127.044        125.268        126.520          3.998          0.275          0.109          133.0            9.5            2.7           12.0             0.8            2.7            0.3          1.000          0.891          1.000          0.580          0.517          0.500          0.089          118.5           0.023
           1988             88         63.960         64.670        131.568        132.098        126.861        124.987        126.213          4.167          0.268          0.110          135.3            9.7            2.6           13.7             0.8            2.6            0.3          1.000          0.899          1.000          0.630          0.566          0.500          0.090          118.5           0.023
           1988             89         63.792         64.501        131.229        132.043        126.705        124.730        125.917          4.200          0.262          0.112          137.4           10.0            2.4           15.1             0.9            2.4            0.3          1.000          0.898          1.000          0.685          0.615          0.500          0.092          118.5           0.023
           1988             90         63.628         64.334        130.891        131.999        126.571        124.498        125.633          4.110          0.257          0.113          139.7           10.2            2.6           16.6             1.0            2.6            0.3          1.000          0.891          1.000          0.765          0.681          0.500          0.093          118.5           0.023
           1988             91         63.543         64.247        130.634        131.985        126.456        124.290        125.365          1.730          0.752          0.115          142.1           10.5            2.6            4.3             0.4            2.6            0.3          1.000          0.637          1.000          0.425          0.271          0.500          0.095          118.5           0.024
           1988             92         70.952         74.766        135.512        132.086        126.387        124.109        125.113          2.463          2.463          0.116          144.1           10.8            2.3           10.8             0.9            2.3            0.3          1.000          0.737          1.000          0.800          0.590          0.500          0.096          107.3           0.021
           1988             93         70.709         74.756        144.927        134.049        126.724        124.032        124.897          2.697          2.697          0.115          147.3           11.0            3.4           13.3             1.0            3.4            0.3          1.000          0.765          1.000          0.895          0.684          0.500          0.098           97.2           0.019
           1988             94         71.341         74.776        149.326        141.031        128.389        124.304        124.778          2.085          2.085          0.115          150.9           11.3            3.9            9.1             0.8            3.9            0.3          1.000          0.686          1.000          0.750          0.514          0.500          0.100           88.0           0.018
           1988             95         70.755         74.753        149.303        147.576        139.848        126.812        125.185          2.648          2.648          0.116          154.3           11.6            3.8           12.4             0.9            3.8            0.3          1.000          0.767          1.000          0.795          0.610          0.500          0.102           79.7           0.016
           1988             96         71.905         74.792        149.229        147.304        140.142        128.878        125.924          1.538          1.538          0.117          158.0           11.9            4.0            5.5             0.5            4.0            0.3          1.000          0.591          1.000          0.565          0.334          0.500          0.105           72.5           0.014
           1988             97         70.367         74.734        149.284        147.571        142.800        139.800        129.580          3.018          3.018          0.118          160.9           12.2            3.2           16.1             1.1            3.2            0.3          1.000          0.805          1.000          0.880          0.709          0.500          0.107           65.6           0.013
           1988             98         67.536         73.902        147.346        146.920        142.430        139.726        131.609          2.916          2.143          0.118          163.7           12.5            3.1           16.9             1.1            3.1            0.3          1.000          0.791          1.000          0.950          0.752          0.500          0.108           60.3           0.012
           1988             99         69.426         73.642        145.766        146.085        141.965        139.574        133.202          2.176          2.176          0.119          166.4           12.8            3.1           13.0             1.0            3.1            0.3          1.000          0.691          1.000          0.960          0.663          0.500          0.110           54.7           0.011
           1988            100         67.410         72.620        144.365        145.137        141.404        139.340        134.430          2.208          2.208          0.120          169.9           13.1            3.8           11.4             0.8            3.8            0.3          1.000          0.710          1.000          0.785          0.557          0.500          0.112           50.0           0.010
           1988            101         67.396         70.162        142.991        144.102        140.749        139.022        135.348          2.505          1.510          0.121          173.7           13.4            4.1            8.5             0.6            4.1            0.3          1.000          0.775          1.000          0.475          0.368          0.500          0.115           46.7           0.009
           1988            102         72.465         74.808        149.358        145.069        140.415        138.700        136.018          0.993          0.993          0.123          175.3           13.7            4.2            1.9             0.2            1.9            0.3          1.000          0.467          1.000          0.250          0.117          0.500          0.116           43.8           0.009
           1988            103         71.226         74.756        149.306        147.577        142.800        139.800        139.800          2.181          2.181          0.123          177.6           14.0            2.7            8.8             0.6            2.7            0.4          1.000          0.721          1.000          0.560          0.404          0.500          0.117           39.8           0.008
           1988            104         69.181         74.319        147.453        146.946        142.435        139.727        139.785          2.471          2.471          0.124          181.7           14.4            4.5           12.6             0.8            4.5            0.4          1.000          0.758          1.000          0.710          0.538          0.500          0.120           36.2           0.007
           1988            105         67.355         72.481        145.752        146.100        141.975        139.577        139.744          3.244          2.405          0.126          184.8           14.7            3.5           17.7             1.0            3.5            0.4          1.000          0.841          1.000          0.755          0.635          0.500          0.122           33.5           0.007
           1988            106         67.352         69.921        144.035        145.080        141.403        139.342        139.663          3.234          1.541          0.127          188.0           15.0            3.5           16.6             0.9            3.5            0.4          1.000          0.844          1.000          0.690          0.583          0.500          0.123           31.5           0.006
           1988            107         67.359         68.464        142.258        143.908        140.711        139.016        139.534          3.031          0.954          0.129          191.3           15.4            3.7           13.8             0.7            3.7            0.4          1.000          0.832          1.000          0.590          0.491          0.500          0.126           30.1           0.006
           1988            108         67.107         68.274        140.123        142.657        139.907        138.594        139.346          2.594          0.757          0.131          195.1           15.7            4.2           10.1             0.6            4.2            0.4          1.000          0.793          1.000          0.480          0.381          0.500          0.128           29.2           0.006
           1988            109         66.935         67.894        138.609        141.313        138.995        138.074        139.091          2.714          0.647          0.133          199.1           16.1            4.3           10.9             0.6            4.3            0.4          1.000          0.808          1.000          0.485          0.392          0.500          0.130           28.7           0.006
           1988            110         67.413         68.117        137.773        140.006        138.001        137.460        138.765          1.752          1.752          0.135          201.8           16.5            3.1            5.3             0.4            3.1            0.4          1.000          0.668          1.000          0.350          0.234          0.500          0.132           28.2           0.006
           1988            111         66.646         67.453        136.965        138.826        136.971        136.762        138.364          1.743          1.622          0.137          205.5           16.8            4.2            8.3             0.5            4.2            0.4          1.000          0.654          1.000          0.555          0.363          0.500          0.134           27.7           0.006
           1988            112         66.364         67.074        136.258        137.738        135.932        135.996        137.891          2.930          0.522          0.139          209.0           17.2            3.9           15.3             0.8            3.9            0.4          1.000          0.826          1.000          0.610          0.504          0.500          0.136           27.6           0.006
           1988            113         66.071         66.777        135.692        136.756        134.904        135.177        137.348          2.687          1.281          0.141          211.7           17.6            3.1           14.5             0.7            3.1            0.4          1.000          0.799          1.000          0.625          0.499          0.500          0.138           27.7           0.006
           1988            114         65.770         66.488        135.198        135.874        133.906        134.323        136.743          3.094          0.449          0.143          214.7           18.0            3.3           16.3             0.8            3.3            0.4          1.000          0.843          1.000          0.600          0.506          0.500          0.140           27.7           0.006
           1988            115         65.517         66.259        134.806        135.096        132.951        133.449        136.084          2.538          1.223          0.145          217.5           18.4            3.2           15.2             0.8            3.2            0.4          1.000          0.779          1.000          0.675          0.526          0.500          0.142           27.7           0.006
           1988            116         65.261         66.019        134.411        134.436        132.056        132.570        135.381          2.968          0.400          0.146          220.9           18.8            3.9           16.2             0.8            3.9            0.4          1.000          0.834          1.000          0.600          0.501          0.500          0.144           27.8           0.006
           1988            117         65.020         65.790        134.001        133.907        131.235        131.703        134.646          2.952          0.381          0.148          224.4           19.2            3.9           14.6             0.7            3.9            0.4          1.000          0.838          1.000          0.525          0.440          0.500          0.146           27.8           0.006
           1988            118         64.794         65.570        133.583        133.483        130.493        130.861        133.889          2.915          0.365          0.151          227.4           19.6            3.5           14.1             0.6            3.5            0.4          1.000          0.835          1.000          0.505          0.422          0.500          0.148           27.8           0.006
           1988            119         64.651         65.428        133.238        133.163        129.831        130.055        133.122          1.604          0.350          0.152          230.9           20.0            3.9            6.6             0.4            3.9            0.5          1.000          0.643          1.000          0.410          0.264          0.500          0.150           27.9           0.006
           1988            120         66.774         66.623        133.476        132.910        129.251        129.294        132.356          1.397          1.397          0.154          234.9           20.4            4.4            5.4             0.3            4.4            0.5          1.000          0.598          1.000          0.375          0.224          0.500          0.152           25.8           0.005
