"Change in Total Rainfall (mm) , in AUSTRALIA for the year 2030, Sep"
"Model: GFDL CM2.1. Emission Scenario: SRES marker scenario A1FI, Climate Sensitivity: high"
"Created on 2/14/2008 4:13:09 PM using OzClim OzClimWebService Date: 2007-10-19 14:21:20 +1000 (Fri, 19 Oct 2007) Revision: 865 "
"www.csiro.au/ozclim"
"latitude","longitude","value"
    -36.75,    113.25,-9999.0
    -36.75,     113.5,-9999.0
    -36.75,    113.75,-9999.0
    -36.75,       114,-9999.0
    -36.75,    114.25,-9999.0
    -36.75,     114.5,-9999.0
    -36.75,    114.75,-9999.0
    -36.75,       115,-9999.0
    -36.75,    115.25,-9999.0
    -36.75,     115.5,-9999.0
    -36.75,    115.75,-9999.0
    -36.75,       116,-9999.0
    -36.75,    116.25,-9999.0
    -36.75,     116.5,-9999.0
    -36.75,    116.75,-9999.0
    -36.75,       117,-9999.0
    -36.75,    117.25,-9999.0
    -36.75,     117.5,-9999.0
    -36.75,    117.75,-9999.0
    -36.75,       118,-9999.0
    -36.75,    118.25,-9999.0
    -36.75,     118.5,-9999.0
    -36.75,    118.75,-9999.0
    -36.75,       119,-9999.0
    -36.75,    119.25,-9999.0
    -36.75,     119.5,-9999.0
    -36.75,    119.75,-9999.0
    -36.75,       120,-9999.0
    -36.75,    120.25,-9999.0
    -36.75,     120.5,-9999.0
    -36.75,    120.75,-9999.0
    -36.75,       121,-9999.0
    -36.75,    121.25,-9999.0
    -36.75,     121.5,-9999.0
    -36.75,    121.75,-9999.0
    -36.75,       122,-9999.0
    -36.75,    122.25,-9999.0
    -36.75,     122.5,-9999.0
    -36.75,    122.75,-9999.0
    -36.75,       123,-9999.0
    -36.75,    123.25,-9999.0
    -36.75,     123.5,-9999.0
    -36.75,    123.75,-9999.0
    -36.75,       124,-9999.0
    -36.75,    124.25,-9999.0
    -36.75,     124.5,-9999.0
    -36.75,    124.75,-9999.0
    -36.75,       125,-9999.0
    -36.75,    125.25,-9999.0
    -36.75,     125.5,-9999.0
    -36.75,    125.75,-9999.0
    -36.75,       126,-9999.0
    -36.75,    126.25,-9999.0
    -36.75,     126.5,-9999.0
    -36.75,    126.75,-9999.0
    -36.75,       127,-9999.0
    -36.75,    127.25,-9999.0
    -36.75,     127.5,-9999.0
    -36.75,    127.75,-9999.0
    -36.75,       128,-9999.0
    -36.75,    128.25,-9999.0
    -36.75,     128.5,-9999.0
    -36.75,    128.75,-9999.0
    -36.75,       129,-9999.0
    -36.75,    129.25,-9999.0
    -36.75,     129.5,-9999.0
    -36.75,    129.75,-9999.0
    -36.75,       130,-9999.0
    -36.75,    130.25,-9999.0
    -36.75,     130.5,-9999.0
    -36.75,    130.75,-9999.0
    -36.75,       131,-9999.0
    -36.75,    131.25,-9999.0
    -36.75,     131.5,-9999.0
    -36.75,    131.75,-9999.0
    -36.75,       132,-9999.0
    -36.75,    132.25,-9999.0
    -36.75,     132.5,-9999.0
    -36.75,    132.75,-9999.0
    -36.75,       133,-9999.0
    -36.75,    133.25,-9999.0
    -36.75,     133.5,-9999.0
    -36.75,    133.75,-9999.0
    -36.75,       134,-9999.0
    -36.75,    134.25,-9999.0
    -36.75,     134.5,-9999.0
    -36.75,    134.75,-9999.0
    -36.75,       135,-9999.0
    -36.75,    135.25,-9999.0
    -36.75,     135.5,-9999.0
    -36.75,    135.75,-9999.0
    -36.75,       136,-9999.0
    -36.75,    136.25,-9999.0
    -36.75,     136.5,-9999.0
    -36.75,    136.75,-9999.0
    -36.75,       137,-9999.0
    -36.75,    137.25,-9999.0
    -36.75,     137.5,-9999.0
    -36.75,    137.75,-9999.0
    -36.75,       138,-9999.0
    -36.75,    138.25,-9999.0
    -36.75,     138.5,-9999.0
    -36.75,    138.75,-9999.0
    -36.75,       139,-9999.0
    -36.75,    139.25,-9999.0
    -36.75,     139.5,-9999.0
    -36.75,    139.75,-9999.0
    -36.75,       140,-18.9
    -36.75,    140.25,-20.6
    -36.75,     140.5,-21.4
    -36.75,    140.75,-21.5
    -36.75,       141,-22.8
    -36.75,    141.25,-22.7
    -36.75,     141.5,-22.3
    -36.75,    141.75,-21.5
    -36.75,       142,-20.4
    -36.75,    142.25,-23.0
    -36.75,     142.5,-27.6
    -36.75,    142.75,-20.2
    -36.75,       143,-18.4
    -36.75,    143.25,-24.1
    -36.75,     143.5,-17.5
    -36.75,    143.75,-18.4
    -36.75,       144,-17.9
    -36.75,    144.25,-21.0
    -36.75,     144.5,-23.4
    -36.75,    144.75,-20.0
    -36.75,       145,-16.2
    -36.75,    145.25,-18.5
    -36.75,     145.5,-21.0
    -36.75,    145.75,-20.5
    -36.75,       146,-30.2
    -36.75,    146.25,-27.4
    -36.75,     146.5,-31.0
    -36.75,    146.75,-28.9
    -36.75,       147,-23.0
    -36.75,    147.25,-17.9
    -36.75,     147.5,-17.7
    -36.75,    147.75,-10.5
    -36.75,       148,-12.6
    -36.75,    148.25,-13.6
    -36.75,     148.5,-15.0
    -36.75,    148.75,-14.8
    -36.75,       149,-14.2
    -36.75,    149.25,-11.5
    -36.75,     149.5,-10.6
    -36.75,    149.75,-10.3
    -36.75,       150,-7.9
    -36.75,    150.25,-9999.0
    -36.75,     150.5,-9999.0
    -36.75,    150.75,-9999.0
    -36.75,       151,-9999.0
    -36.75,    151.25,-9999.0
    -36.75,     151.5,-9999.0
    -36.75,    151.75,-9999.0
    -36.75,       152,-9999.0
    -36.75,    152.25,-9999.0
    -36.75,     152.5,-9999.0
    -36.75,    152.75,-9999.0
    -36.75,       153,-9999.0
    -36.75,    153.25,-9999.0
    -36.75,     153.5,-9999.0
    -36.75,    153.75,-9999.0
    -36.75,       154,-9999.0
       -37,       112,-9999.0
       -37,    112.25,-9999.0
       -37,     112.5,-9999.0
       -37,    112.75,-9999.0
       -37,       113,-9999.0
       -37,    113.25,-9999.0
       -37,     113.5,-9999.0
       -37,    113.75,-9999.0
       -37,       114,-9999.0
       -37,    114.25,-9999.0
       -37,     114.5,-9999.0
       -37,    114.75,-9999.0
       -37,       115,-9999.0
       -37,    115.25,-9999.0
       -37,     115.5,-9999.0
       -37,    115.75,-9999.0
       -37,       116,-9999.0
       -37,    116.25,-9999.0
       -37,     116.5,-9999.0
       -37,    116.75,-9999.0
       -37,       117,-9999.0
       -37,    117.25,-9999.0
       -37,     117.5,-9999.0
       -37,    117.75,-9999.0
       -37,       118,-9999.0
       -37,    118.25,-9999.0
       -37,     118.5,-9999.0
       -37,    118.75,-9999.0
       -37,       119,-9999.0
       -37,    119.25,-9999.0
       -37,     119.5,-9999.0
       -37,    119.75,-9999.0
       -37,       120,-9999.0
       -37,    120.25,-9999.0
       -37,     120.5,-9999.0
       -37,    120.75,-9999.0
       -37,       121,-9999.0
       -37,    121.25,-9999.0
       -37,     121.5,-9999.0
       -37,    121.75,-9999.0
       -37,       122,-9999.0
       -37,    122.25,-9999.0
       -37,     122.5,-9999.0
       -37,    122.75,-9999.0
       -37,       123,-9999.0
       -37,    123.25,-9999.0
       -37,     123.5,-9999.0
       -37,    123.75,-9999.0
       -37,       124,-9999.0
       -37,    124.25,-9999.0
       -37,     124.5,-9999.0
       -37,    124.75,-9999.0
       -37,       125,-9999.0
       -37,    125.25,-9999.0
       -37,     125.5,-9999.0
       -37,    125.75,-9999.0
       -37,       126,-9999.0
       -37,    126.25,-9999.0
       -37,     126.5,-9999.0
       -37,    126.75,-9999.0
       -37,       127,-9999.0
       -37,    127.25,-9999.0
       -37,     127.5,-9999.0
       -37,    127.75,-9999.0
       -37,       128,-9999.0
       -37,    128.25,-9999.0
       -37,     128.5,-9999.0
       -37,    128.75,-9999.0
       -37,       129,-9999.0
       -37,    129.25,-9999.0
       -37,     129.5,-9999.0
       -37,    129.75,-9999.0
       -37,       130,-9999.0
       -37,    130.25,-9999.0
       -37,     130.5,-9999.0
       -37,    130.75,-9999.0
       -37,       131,-9999.0
       -37,    131.25,-9999.0
       -37,     131.5,-9999.0
       -37,    131.75,-9999.0
       -37,       132,-9999.0
       -37,    132.25,-9999.0
       -37,     132.5,-9999.0
       -37,    132.75,-9999.0
       -37,       133,-9999.0
       -37,    133.25,-9999.0
       -37,     133.5,-9999.0
       -37,    133.75,-9999.0
       -37,       134,-9999.0
       -37,    134.25,-9999.0
       -37,     134.5,-9999.0
       -37,    134.75,-9999.0
       -37,       135,-9999.0
       -37,    135.25,-9999.0
       -37,     135.5,-9999.0
       -37,    135.75,-9999.0
       -37,       136,-9999.0
       -37,    136.25,-9999.0
       -37,     136.5,-9999.0
       -37,    136.75,-9999.0
       -37,       137,-9999.0
       -37,    137.25,-9999.0
       -37,     137.5,-9999.0
       -37,    137.75,-9999.0
       -37,       138,-9999.0
       -37,    138.25,-9999.0
       -37,     138.5,-9999.0
       -37,    138.75,-9999.0
       -37,       139,-9999.0
       -37,    139.25,-9999.0
       -37,     139.5,-9999.0
       -37,    139.75,-17.7
       -37,       140,-18.2
       -37,    140.25,-19.9
       -37,     140.5,-21.2
       -37,    140.75,-21.7
       -37,       141,-21.9
       -37,    141.25,-22.7
       -37,     141.5,-22.3
       -37,    141.75,-21.7
       -37,       142,-20.5
       -37,    142.25,-24.7
       -37,     142.5,-19.7
       -37,    142.75,-16.6
       -37,       143,-16.7
       -37,    143.25,-17.3
       -37,     143.5,-17.8
       -37,    143.75,-18.6
       -37,       144,-27.5
       -37,    144.25,-27.2
       -37,     144.5,-20.6
       -37,    144.75,-13.8
       -37,       145,-15.6
       -37,    145.25,-26.7
       -37,     145.5,-31.9
       -37,    145.75,-32.1
       -37,       146,-33.3
       -37,    146.25,-33.6
       -37,     146.5,-22.3
       -37,    146.75,-20.6
       -37,       147,-22.7
       -37,    147.25,-12.6
       -37,     147.5,-12.2
       -37,    147.75,-11.5
       -37,       148,-12.9
       -37,    148.25,-13.8
       -37,     148.5,-14.3
       -37,    148.75,-15.5
       -37,       149,-15.0
       -37,    149.25,-13.5
       -37,     149.5,-11.9
       -37,    149.75,-10.7
       -37,       150,-9999.0
       -37,    150.25,-9999.0
       -37,     150.5,-9999.0
       -37,    150.75,-9999.0
       -37,       151,-9999.0
       -37,    151.25,-9999.0
       -37,     151.5,-9999.0
       -37,    151.75,-9999.0
       -37,       152,-9999.0
       -37,    152.25,-9999.0
       -37,     152.5,-9999.0
       -37,    152.75,-9999.0
       -37,       153,-9999.0
       -37,    153.25,-9999.0
       -37,     153.5,-9999.0
       -37,    153.75,-9999.0
       -37,       154,-9999.0
    -37.25,       112,-9999.0
    -37.25,    112.25,-9999.0
    -37.25,     112.5,-9999.0
    -37.25,    112.75,-9999.0
    -37.25,       113,-9999.0
    -37.25,    113.25,-9999.0
    -37.25,     113.5,-9999.0
    -37.25,    113.75,-9999.0
    -37.25,       114,-9999.0
    -37.25,    114.25,-9999.0
    -37.25,     114.5,-9999.0
    -37.25,    114.75,-9999.0
    -37.25,       115,-9999.0
    -37.25,    115.25,-9999.0
    -37.25,     115.5,-9999.0
    -37.25,    115.75,-9999.0
    -37.25,       116,-9999.0
    -37.25,    116.25,-9999.0
    -37.25,     116.5,-9999.0
    -37.25,    116.75,-9999.0
    -37.25,       117,-9999.0
    -37.25,    117.25,-9999.0
    -37.25,     117.5,-9999.0
    -37.25,    117.75,-9999.0
    -37.25,       118,-9999.0
    -37.25,    118.25,-9999.0
    -37.25,     118.5,-9999.0
    -37.25,    118.75,-9999.0
    -37.25,       119,-9999.0
    -37.25,    119.25,-9999.0
    -37.25,     119.5,-9999.0
    -37.25,    119.75,-9999.0
    -37.25,       120,-9999.0
    -37.25,    120.25,-9999.0
    -37.25,     120.5,-9999.0
    -37.25,    120.75,-9999.0
    -37.25,       121,-9999.0
    -37.25,    121.25,-9999.0
    -37.25,     121.5,-9999.0
    -37.25,    121.75,-9999.0
    -37.25,       122,-9999.0
    -37.25,    122.25,-9999.0
    -37.25,     122.5,-9999.0
    -37.25,    122.75,-9999.0
    -37.25,       123,-9999.0
    -37.25,    123.25,-9999.0
    -37.25,     123.5,-9999.0
    -37.25,    123.75,-9999.0
    -37.25,       124,-9999.0
    -37.25,    124.25,-9999.0
    -37.25,     124.5,-9999.0
    -37.25,    124.75,-9999.0
    -37.25,       125,-9999.0
    -37.25,    125.25,-9999.0
    -37.25,     125.5,-9999.0
    -37.25,    125.75,-9999.0
    -37.25,       126,-9999.0
    -37.25,    126.25,-9999.0
    -37.25,     126.5,-9999.0
    -37.25,    126.75,-9999.0
    -37.25,       127,-9999.0
    -37.25,    127.25,-9999.0
    -37.25,     127.5,-9999.0
    -37.25,    127.75,-9999.0
    -37.25,       128,-9999.0
    -37.25,    128.25,-9999.0
    -37.25,     128.5,-9999.0
    -37.25,    128.75,-9999.0
    -37.25,       129,-9999.0
    -37.25,    129.25,-9999.0
    -37.25,     129.5,-9999.0
    -37.25,    129.75,-9999.0
    -37.25,       130,-9999.0
    -37.25,    130.25,-9999.0
    -37.25,     130.5,-9999.0
    -37.25,    130.75,-9999.0
    -37.25,       131,-9999.0
    -37.25,    131.25,-9999.0
    -37.25,     131.5,-9999.0
    -37.25,    131.75,-9999.0
    -37.25,       132,-9999.0
    -37.25,    132.25,-9999.0
    -37.25,     132.5,-9999.0
    -37.25,    132.75,-9999.0
    -37.25,       133,-9999.0
    -37.25,    133.25,-9999.0
    -37.25,     133.5,-9999.0
    -37.25,    133.75,-9999.0
    -37.25,       134,-9999.0
    -37.25,    134.25,-9999.0
    -37.25,     134.5,-9999.0
    -37.25,    134.75,-9999.0
    -37.25,       135,-9999.0
    -37.25,    135.25,-9999.0
    -37.25,     135.5,-9999.0
    -37.25,    135.75,-9999.0
    -37.25,       136,-9999.0
    -37.25,    136.25,-9999.0
    -37.25,     136.5,-9999.0
    -37.25,    136.75,-9999.0
    -37.25,       137,-9999.0
    -37.25,    137.25,-9999.0
    -37.25,     137.5,-9999.0
    -37.25,    137.75,-9999.0
    -37.25,       138,-9999.0
    -37.25,    138.25,-9999.0
    -37.25,     138.5,-9999.0
    -37.25,    138.75,-9999.0
    -37.25,       139,-9999.0
    -37.25,    139.25,-9999.0
    -37.25,     139.5,-9999.0
    -37.25,    139.75,-9999.0
    -37.25,       140,-17.8
    -37.25,    140.25,-18.6
    -37.25,     140.5,-19.8
    -37.25,    140.75,-21.2
    -37.25,       141,-21.3
    -37.25,    141.25,-21.2
    -37.25,     141.5,-22.2
    -37.25,    141.75,-20.5
    -37.25,       142,-20.5
    -37.25,    142.25,-19.8
    -37.25,     142.5,-19.2
    -37.25,    142.75,-16.5
    -37.25,       143,-16.7
    -37.25,    143.25,-16.6
    -37.25,     143.5,-16.7
    -37.25,    143.75,-19.8
    -37.25,       144,-19.3
    -37.25,    144.25,-17.6
    -37.25,     144.5,-12.5
    -37.25,    144.75,-12.2
    -37.25,       145,-14.4
    -37.25,    145.25,-17.9
    -37.25,     145.5,-23.8
    -37.25,    145.75,-33.3
    -37.25,       146,-31.9
    -37.25,    146.25,-28.9
    -37.25,     146.5,-23.9
    -37.25,    146.75,-16.8
    -37.25,       147,-12.4
    -37.25,    147.25,-11.4
    -37.25,     147.5,-11.2
    -37.25,    147.75,-11.4
    -37.25,       148,-12.2
    -37.25,    148.25,-13.1
    -37.25,     148.5,-13.8
    -37.25,    148.75,-14.4
    -37.25,       149,-13.9
    -37.25,    149.25,-12.7
    -37.25,     149.5,-11.5
    -37.25,    149.75,-10.2
    -37.25,       150,-8.9
    -37.25,    150.25,-9999.0
    -37.25,     150.5,-9999.0
    -37.25,    150.75,-9999.0
    -37.25,       151,-9999.0
    -37.25,    151.25,-9999.0
    -37.25,     151.5,-9999.0
    -37.25,    151.75,-9999.0
    -37.25,       152,-9999.0
    -37.25,    152.25,-9999.0
    -37.25,     152.5,-9999.0
    -37.25,    152.75,-9999.0
    -37.25,       153,-9999.0
    -37.25,    153.25,-9999.0
    -37.25,     153.5,-9999.0
    -37.25,    153.75,-9999.0
    -37.25,       154,-9999.0
     -37.5,       112,-9999.0
     -37.5,    112.25,-9999.0
     -37.5,     112.5,-9999.0
     -37.5,    112.75,-9999.0
     -37.5,       113,-9999.0
     -37.5,    113.25,-9999.0
     -37.5,     113.5,-9999.0
     -37.5,    113.75,-9999.0
     -37.5,       114,-9999.0
     -37.5,    114.25,-9999.0
     -37.5,     114.5,-9999.0
     -37.5,    114.75,-9999.0
     -37.5,       115,-9999.0
     -37.5,    115.25,-9999.0
     -37.5,     115.5,-9999.0
     -37.5,    115.75,-9999.0
     -37.5,       116,-9999.0
     -37.5,    116.25,-9999.0
     -37.5,     116.5,-9999.0
     -37.5,    116.75,-9999.0
     -37.5,       117,-9999.0
     -37.5,    117.25,-9999.0
     -37.5,     117.5,-9999.0
     -37.5,    117.75,-9999.0
     -37.5,       118,-9999.0
     -37.5,    118.25,-9999.0
     -37.5,     118.5,-9999.0
     -37.5,    118.75,-9999.0
     -37.5,       119,-9999.0
     -37.5,    119.25,-9999.0
     -37.5,     119.5,-9999.0
     -37.5,    119.75,-9999.0
     -37.5,       120,-9999.0
     -37.5,    120.25,-9999.0
     -37.5,     120.5,-9999.0
     -37.5,    120.75,-9999.0
     -37.5,       121,-9999.0
     -37.5,    121.25,-9999.0
     -37.5,     121.5,-9999.0
     -37.5,    121.75,-9999.0
     -37.5,       122,-9999.0
     -37.5,    122.25,-9999.0
     -37.5,     122.5,-9999.0
     -37.5,    122.75,-9999.0
     -37.5,       123,-9999.0
     -37.5,    123.25,-9999.0
     -37.5,     123.5,-9999.0
     -37.5,    123.75,-9999.0
     -37.5,       124,-9999.0
     -37.5,    124.25,-9999.0
     -37.5,     124.5,-9999.0
     -37.5,    124.75,-9999.0
     -37.5,       125,-9999.0
     -37.5,    125.25,-9999.0
     -37.5,     125.5,-9999.0
     -37.5,    125.75,-9999.0
     -37.5,       126,-9999.0
     -37.5,    126.25,-9999.0
     -37.5,     126.5,-9999.0
     -37.5,    126.75,-9999.0
     -37.5,       127,-9999.0
     -37.5,    127.25,-9999.0
     -37.5,     127.5,-9999.0
     -37.5,    127.75,-9999.0
     -37.5,       128,-9999.0
     -37.5,    128.25,-9999.0
     -37.5,     128.5,-9999.0
     -37.5,    128.75,-9999.0
     -37.5,       129,-9999.0
     -37.5,    129.25,-9999.0
     -37.5,     129.5,-9999.0
     -37.5,    129.75,-9999.0
     -37.5,       130,-9999.0
     -37.5,    130.25,-9999.0
     -37.5,     130.5,-9999.0
     -37.5,    130.75,-9999.0
     -37.5,       131,-9999.0
     -37.5,    131.25,-9999.0
     -37.5,     131.5,-9999.0
     -37.5,    131.75,-9999.0
     -37.5,       132,-9999.0
     -37.5,    132.25,-9999.0
     -37.5,     132.5,-9999.0
     -37.5,    132.75,-9999.0
     -37.5,       133,-9999.0
     -37.5,    133.25,-9999.0
     -37.5,     133.5,-9999.0
     -37.5,    133.75,-9999.0
     -37.5,       134,-9999.0
     -37.5,    134.25,-9999.0
     -37.5,     134.5,-9999.0
     -37.5,    134.75,-9999.0
     -37.5,       135,-9999.0
     -37.5,    135.25,-9999.0
     -37.5,     135.5,-9999.0
     -37.5,    135.75,-9999.0
     -37.5,       136,-9999.0
     -37.5,    136.25,-9999.0
     -37.5,     136.5,-9999.0
     -37.5,    136.75,-9999.0
     -37.5,       137,-9999.0
     -37.5,    137.25,-9999.0
     -37.5,     137.5,-9999.0
     -37.5,    137.75,-9999.0
     -37.5,       138,-9999.0
     -37.5,    138.25,-9999.0
     -37.5,     138.5,-9999.0
     -37.5,    138.75,-9999.0
     -37.5,       139,-9999.0
     -37.5,    139.25,-9999.0
     -37.5,     139.5,-9999.0
     -37.5,    139.75,-9999.0
     -37.5,       140,-9999.0
     -37.5,    140.25,-17.8
     -37.5,     140.5,-18.2
     -37.5,    140.75,-19.1
     -37.5,       141,-20.4
     -37.5,    141.25,-21.6
     -37.5,     141.5,-21.8
     -37.5,    141.75,-21.9
     -37.5,       142,-21.3
     -37.5,    142.25,-20.6
     -37.5,     142.5,-18.7
     -37.5,    142.75,-17.9
     -37.5,       143,-17.3
     -37.5,    143.25,-16.8
     -37.5,     143.5,-15.8
     -37.5,    143.75,-14.7
     -37.5,       144,-15.2
     -37.5,    144.25,-12.5
     -37.5,     144.5,-11.6
     -37.5,    144.75,-12.2
     -37.5,       145,-14.1
     -37.5,    145.25,-17.2
     -37.5,     145.5,-24.8
     -37.5,    145.75,-22.9
     -37.5,       146,-24.6
     -37.5,    146.25,-22.5
     -37.5,     146.5,-20.6
     -37.5,    146.75,-12.0
     -37.5,       147,-10.6
     -37.5,    147.25,-10.3
     -37.5,     147.5,-10.5
     -37.5,    147.75,-10.7
     -37.5,       148,-11.1
     -37.5,    148.25,-11.9
     -37.5,     148.5,-12.6
     -37.5,    148.75,-12.9
     -37.5,       149,-12.5
     -37.5,    149.25,-11.6
     -37.5,     149.5,-10.6
     -37.5,    149.75,-9.5
     -37.5,       150,-8.5
     -37.5,    150.25,-9999.0
     -37.5,     150.5,-9999.0
     -37.5,    150.75,-9999.0
     -37.5,       151,-9999.0
     -37.5,    151.25,-9999.0
     -37.5,     151.5,-9999.0
     -37.5,    151.75,-9999.0
     -37.5,       152,-9999.0
     -37.5,    152.25,-9999.0
     -37.5,     152.5,-9999.0
     -37.5,    152.75,-9999.0
     -37.5,       153,-9999.0
     -37.5,    153.25,-9999.0
     -37.5,     153.5,-9999.0
     -37.5,    153.75,-9999.0
     -37.5,       154,-9999.0
    -37.75,       112,-9999.0
    -37.75,    112.25,-9999.0
    -37.75,     112.5,-9999.0
    -37.75,    112.75,-9999.0
    -37.75,       113,-9999.0
    -37.75,    113.25,-9999.0
    -37.75,     113.5,-9999.0
    -37.75,    113.75,-9999.0
    -37.75,       114,-9999.0
    -37.75,    114.25,-9999.0
    -37.75,     114.5,-9999.0
    -37.75,    114.75,-9999.0
    -37.75,       115,-9999.0
    -37.75,    115.25,-9999.0
    -37.75,     115.5,-9999.0
    -37.75,    115.75,-9999.0
    -37.75,       116,-9999.0
    -37.75,    116.25,-9999.0
    -37.75,     116.5,-9999.0
    -37.75,    116.75,-9999.0
    -37.75,       117,-9999.0
    -37.75,    117.25,-9999.0
    -37.75,     117.5,-9999.0
    -37.75,    117.75,-9999.0
    -37.75,       118,-9999.0
    -37.75,    118.25,-9999.0
    -37.75,     118.5,-9999.0
    -37.75,    118.75,-9999.0
    -37.75,       119,-9999.0
    -37.75,    119.25,-9999.0
    -37.75,     119.5,-9999.0
    -37.75,    119.75,-9999.0
    -37.75,       120,-9999.0
    -37.75,    120.25,-9999.0
    -37.75,     120.5,-9999.0
    -37.75,    120.75,-9999.0
    -37.75,       121,-9999.0
    -37.75,    121.25,-9999.0
    -37.75,     121.5,-9999.0
    -37.75,    121.75,-9999.0
    -37.75,       122,-9999.0
    -37.75,    122.25,-9999.0
    -37.75,     122.5,-9999.0
    -37.75,    122.75,-9999.0
    -37.75,       123,-9999.0
    -37.75,    123.25,-9999.0
    -37.75,     123.5,-9999.0
    -37.75,    123.75,-9999.0
    -37.75,       124,-9999.0
    -37.75,    124.25,-9999.0
    -37.75,     124.5,-9999.0
    -37.75,    124.75,-9999.0
    -37.75,       125,-9999.0
    -37.75,    125.25,-9999.0
    -37.75,     125.5,-9999.0
    -37.75,    125.75,-9999.0
    -37.75,       126,-9999.0
    -37.75,    126.25,-9999.0
    -37.75,     126.5,-9999.0
    -37.75,    126.75,-9999.0
    -37.75,       127,-9999.0
    -37.75,    127.25,-9999.0
    -37.75,     127.5,-9999.0
    -37.75,    127.75,-9999.0
    -37.75,       128,-9999.0
    -37.75,    128.25,-9999.0
    -37.75,     128.5,-9999.0
    -37.75,    128.75,-9999.0
    -37.75,       129,-9999.0
    -37.75,    129.25,-9999.0
    -37.75,     129.5,-9999.0
    -37.75,    129.75,-9999.0
    -37.75,       130,-9999.0
    -37.75,    130.25,-9999.0
    -37.75,     130.5,-9999.0
    -37.75,    130.75,-9999.0
    -37.75,       131,-9999.0
    -37.75,    131.25,-9999.0
    -37.75,     131.5,-9999.0
    -37.75,    131.75,-9999.0
    -37.75,       132,-9999.0
    -37.75,    132.25,-9999.0
    -37.75,     132.5,-9999.0
    -37.75,    132.75,-9999.0
    -37.75,       133,-9999.0
    -37.75,    133.25,-9999.0
    -37.75,     133.5,-9999.0
    -37.75,    133.75,-9999.0
    -37.75,       134,-9999.0
    -37.75,    134.25,-9999.0
    -37.75,     134.5,-9999.0
    -37.75,    134.75,-9999.0
    -37.75,       135,-9999.0
    -37.75,    135.25,-9999.0
    -37.75,     135.5,-9999.0
    -37.75,    135.75,-9999.0
    -37.75,       136,-9999.0
    -37.75,    136.25,-9999.0
    -37.75,     136.5,-9999.0
    -37.75,    136.75,-9999.0
    -37.75,       137,-9999.0
    -37.75,    137.25,-9999.0
    -37.75,     137.5,-9999.0
    -37.75,    137.75,-9999.0
    -37.75,       138,-9999.0
    -37.75,    138.25,-9999.0
    -37.75,     138.5,-9999.0
    -37.75,    138.75,-9999.0
    -37.75,       139,-9999.0
    -37.75,    139.25,-9999.0
    -37.75,     139.5,-9999.0
    -37.75,    139.75,-9999.0
    -37.75,       140,-9999.0
    -37.75,    140.25,-9999.0
    -37.75,     140.5,-17.9
    -37.75,    140.75,-18.6
    -37.75,       141,-19.8
    -37.75,    141.25,-20.8
    -37.75,     141.5,-21.7
    -37.75,    141.75,-21.0
    -37.75,       142,-20.3
    -37.75,    142.25,-19.2
    -37.75,     142.5,-18.9
    -37.75,    142.75,-19.9
    -37.75,       143,-19.5
    -37.75,    143.25,-19.5
    -37.75,     143.5,-19.5
    -37.75,    143.75,-16.1
    -37.75,       144,-15.1
    -37.75,    144.25,-13.4
    -37.75,     144.5,-12.4
    -37.75,    144.75,-13.0
    -37.75,       145,-15.0
    -37.75,    145.25,-16.2
    -37.75,     145.5,-16.3
    -37.75,    145.75,-19.4
    -37.75,       146,-21.5
    -37.75,    146.25,-19.7
    -37.75,     146.5,-16.1
    -37.75,    146.75,-13.3
    -37.75,       147,-10.6
    -37.75,    147.25,-9.6
    -37.75,     147.5,-9.6
    -37.75,    147.75,-9.9
    -37.75,       148,-10.3
    -37.75,    148.25,-10.8
    -37.75,     148.5,-11.3
    -37.75,    148.75,-11.5
    -37.75,       149,-11.1
    -37.75,    149.25,-10.4
    -37.75,     149.5,-9.6
    -37.75,    149.75,-9999.0
    -37.75,       150,-9999.0
    -37.75,    150.25,-9999.0
    -37.75,     150.5,-9999.0
    -37.75,    150.75,-9999.0
    -37.75,       151,-9999.0
    -37.75,    151.25,-9999.0
    -37.75,     151.5,-9999.0
    -37.75,    151.75,-9999.0
    -37.75,       152,-9999.0
    -37.75,    152.25,-9999.0
    -37.75,     152.5,-9999.0
    -37.75,    152.75,-9999.0
    -37.75,       153,-9999.0
    -37.75,    153.25,-9999.0
    -37.75,     153.5,-9999.0
    -37.75,    153.75,-9999.0
    -37.75,       154,-9999.0
       -38,       112,-9999.0
       -38,    112.25,-9999.0
       -38,     112.5,-9999.0
       -38,    112.75,-9999.0
       -38,       113,-9999.0
       -38,    113.25,-9999.0
       -38,     113.5,-9999.0
       -38,    113.75,-9999.0
       -38,       114,-9999.0
       -38,    114.25,-9999.0
       -38,     114.5,-9999.0
       -38,    114.75,-9999.0
       -38,       115,-9999.0
       -38,    115.25,-9999.0
       -38,     115.5,-9999.0
       -38,    115.75,-9999.0
       -38,       116,-9999.0
       -38,    116.25,-9999.0
       -38,     116.5,-9999.0
       -38,    116.75,-9999.0
       -38,       117,-9999.0
       -38,    117.25,-9999.0
       -38,     117.5,-9999.0
       -38,    117.75,-9999.0
       -38,       118,-9999.0
       -38,    118.25,-9999.0
       -38,     118.5,-9999.0
       -38,    118.75,-9999.0
       -38,       119,-9999.0
       -38,    119.25,-9999.0
       -38,     119.5,-9999.0
       -38,    119.75,-9999.0
       -38,       120,-9999.0
       -38,    120.25,-9999.0
