APSIM output file, version = 5.4
Title = pigeonp P Sample Simulation
            day           year            lai        biomass  green_biomass       dm_green        p_green     p_senesced       p_demand    pfact_photo    pfact_pheno pfact_expansion    pfact_grain      biomass_p green_biomass_p        grain_p         leaf_p         stem_p         root_p          pod_p         head_p    dlt_p_green dlt_p_retrans() dlt_p_detached    dlt_p_sen()  p_conc_stover LeafGreenpconc StemGreenpconc grainGreenpconc p_uptake_stover grain_p_demand    surfaceom_p
          (day)         (year)      (m^2/m^2)        (kg/ha)        (kg/ha)         (g/m2)         (g/m2)         (g/m2)        (g/m^2)             ()             ()              ()             ()        (g/m^2)         (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)         (g/m^2)        (g/m^2)            (?)            (%)            (%)            (%)             (%)             (%)        (g/m^2)        (kg/ha)
            324           1988          0.113          168.6          168.6         32.537          0.100          0.000           0.01          1.000          1.000           1.000          1.000           0.08            0.08           0.00           0.04           0.04           0.02           0.00           0.00           0.01            0.00           0.00              ?          0.452          0.490          0.423           0.000           0.076           0.00            0.0
            325           1988          0.117          177.2          177.2         34.183          0.104          0.000           0.00          1.000          1.000           1.000          1.000           0.08            0.08           0.00           0.04           0.04           0.02           0.00           0.00           0.00            0.00           0.00              ?          0.450          0.476          0.430           0.000           0.080           0.00            0.0
            326           1988          0.123          193.6          193.6         37.378          0.114          0.000           0.01          1.000          1.000           1.000          1.000           0.09            0.09           0.00           0.04           0.05           0.03           0.00           0.00           0.01            0.00           0.00              ?          0.450          0.485          0.424           0.000           0.087           0.00            0.0
            327           1988          0.129          209.8          209.8         40.524          0.123          0.000           0.01          1.000          1.000           1.000          1.000           0.09            0.09           0.00           0.04           0.05           0.03           0.00           0.00           0.01            0.00           0.00              ?          0.449          0.480          0.426           0.000           0.094           0.00            0.0
            328           1988          0.135          227.6          227.6         43.970          0.134          0.000           0.01          1.000          1.000           1.000          1.000           0.10            0.10           0.00           0.05           0.06           0.03           0.00           0.00           0.01            0.00           0.00              ?          0.447          0.485          0.421           0.000           0.102           0.00            0.0
            329           1988          0.141          248.8          248.8         48.087          0.146          0.000           0.01          1.000          1.000           1.000          1.000           0.11            0.11           0.00           0.05           0.06           0.03           0.00           0.00           0.01            0.00           0.00              ?          0.446          0.487          0.419           0.000           0.111           0.00            0.0
            330           1988          0.146          267.1          267.1         51.621          0.156          0.000           0.01          1.000          1.000           1.000          1.000           0.12            0.12           0.00           0.05           0.07           0.04           0.00           0.00           0.01            0.00           0.00              ?          0.445          0.480          0.421           0.000           0.119           0.00            0.0
            331           1988          0.152          286.1          286.1         55.286          0.167          0.000           0.01          1.000          1.000           1.000          1.000           0.13            0.13           0.00           0.05           0.07           0.04           0.00           0.00           0.01            0.00           0.00              ?          0.443          0.479          0.421           0.000           0.127           0.00            0.0
            332           1988          0.158          306.2          306.2         59.162          0.178          0.000           0.01          1.000          1.000           1.000          1.000           0.14            0.14           0.00           0.06           0.08           0.04           0.00           0.00           0.01            0.00           0.00              ?          0.442          0.477          0.420           0.000           0.135           0.00            0.0
            333           1988          0.180          318.2          318.2         61.411          0.184          0.000           0.01          1.000          1.000           1.000          1.000           0.14            0.14           0.00           0.06           0.08           0.04           0.00           0.00           0.01            0.00           0.00              ?          0.441          0.466          0.424           0.000           0.140           0.00            0.0
            334           1988          0.216          338.3          338.3         65.291          0.196          0.000           0.01          0.991          1.000           1.000          1.000           0.15            0.15           0.00           0.06           0.09           0.05           0.00           0.00           0.01            0.00           0.00              ?          0.440          0.464          0.425           0.000           0.149           0.00            0.0
            335           1988          0.269          367.5          367.5         70.952          0.211          0.000           0.02          0.986          1.000           1.000          1.000           0.16            0.16           0.00           0.07           0.09           0.05           0.00           0.00           0.02            0.00           0.00              ?          0.436          0.458          0.422           0.000           0.160           0.00            0.0
            336           1988          0.329          401.1          401.1         77.486          0.225          0.000           0.02          0.957          1.000           1.000          1.000           0.17            0.17           0.00           0.07           0.10           0.05           0.00           0.00           0.01            0.00           0.00              ?          0.427          0.447          0.413           0.000           0.171           0.00            0.0
            337           1988          0.400          443.5          443.5         85.749          0.239          0.000           0.03          0.897          1.000           1.000          1.000           0.18            0.18           0.00           0.08           0.10           0.06           0.00           0.00           0.01            0.00           0.00              ?          0.409          0.426          0.397           0.000           0.181           0.00            0.0
            338           1988          0.467          481.0          481.0         93.031          0.252          0.000           0.04          0.786          1.000           1.000          1.000           0.19            0.19           0.00           0.08           0.11           0.06           0.00           0.00           0.01            0.00           0.00              ?          0.398          0.414          0.387           0.000           0.191           0.00            0.0
            339           1988          0.535          526.8          526.8        101.948          0.264          0.000           0.06          0.721          1.000           1.000          1.000           0.20            0.20           0.00           0.09           0.11           0.06           0.00           0.00           0.01            0.00           0.00              ?          0.381          0.395          0.371           0.000           0.201           0.00            0.0
            340           1988          0.607          570.7          570.7        110.452          0.276          0.000           0.07          0.617          1.000           1.000          1.000           0.21            0.21           0.00           0.09           0.12           0.07           0.00           0.00           0.01            0.00           0.00              ?          0.367          0.380          0.358           0.000           0.210           0.00            0.0
            341           1988          0.676          609.1          609.1        117.849          0.287          0.000           0.08          0.535          1.000           1.000          1.000           0.22            0.22           0.00           0.09           0.12           0.07           0.00           0.00           0.01            0.00           0.00              ?          0.358          0.370          0.349           0.000           0.218           0.00            0.0
            342           1988          0.725          636.2          636.2        122.975          0.297          0.000           0.08          0.482          1.000           0.964          1.000           0.23            0.23           0.00           0.10           0.13           0.07           0.00           0.00           0.01            0.00           0.00              ?          0.355          0.368          0.346           0.000           0.226           0.00            0.0
            343           1988          0.769          660.7          660.7        127.556          0.309          0.000           0.08          0.472          1.000           0.945          1.000           0.23            0.23           0.00           0.10           0.13           0.07           0.00           0.00           0.01            0.00           0.00              ?          0.355          0.368          0.346           0.000           0.235           0.00            0.0
            344           1988          0.833          696.1          696.1        134.324          0.320          0.000           0.09          0.481          1.000           0.962          1.000           0.24            0.24           0.00           0.11           0.14           0.08           0.00           0.00           0.01            0.00           0.00              ?          0.350          0.363          0.341           0.000           0.244           0.00            0.0
            345           1988          0.903          735.0          735.0        141.757          0.343          0.000           0.10          0.452          1.000           0.905          1.000           0.26            0.26           0.00           0.11           0.15           0.08           0.00           0.00           0.02            0.00           0.00              ?          0.355          0.368          0.344           0.000           0.261           0.00            0.0
            346           1988          0.987          781.9          781.9        150.763          0.363          0.000           0.10          0.490          1.000           0.980          1.000           0.28            0.28           0.00           0.12           0.15           0.09           0.00           0.00           0.02            0.00           0.00              ?          0.353          0.367          0.343           0.000           0.276           0.00            0.0
            347           1988          1.060          825.8          825.8        159.170          0.383          0.000           0.11          0.488          1.000           0.976          1.000           0.29            0.29           0.00           0.13           0.16           0.09           0.00           0.00           0.02            0.00           0.00              ?          0.353          0.367          0.342           0.000           0.291           0.00            0.0
            348           1988          1.124          879.1          879.1        169.412          0.402          0.000           0.12          0.491          1.000           0.983          1.000           0.31            0.31           0.00           0.14           0.17           0.10           0.00           0.00           0.02            0.00           0.00              ?          0.347          0.362          0.337           0.000           0.305           0.00            0.0
            349           1988          1.177          933.6          933.6        179.882          0.418          0.001           0.13          0.462          1.000           0.925          1.000           0.32            0.32           0.00           0.14           0.18           0.10           0.00           0.00           0.02            0.00           0.00              ?          0.340          0.354          0.330           0.000           0.318           0.00            0.0
            350           1988          1.238          981.6          981.6        189.025          0.433          0.001           0.14          0.421          1.000           0.841          1.000           0.33            0.33           0.00           0.15           0.18           0.10           0.00           0.00           0.01            0.00           0.00              ?          0.335          0.349          0.325           0.000           0.329           0.00            0.0
            351           1988          1.296         1013.7         1013.7        192.570          0.445          0.001           0.14          0.389          1.000           0.778          1.000           0.34            0.34           0.00           0.15           0.19           0.11           0.00           0.00           0.01            0.00           0.00              ?          0.334          0.348          0.324           0.000           0.339           0.00            0.0
            352           1988          1.334         1034.6         1034.6        194.728          0.459          0.001           0.13          0.387          1.000           0.774          1.000           0.35            0.35           0.00           0.16           0.19           0.11           0.00           0.00           0.01            0.00           0.00              ?          0.337          0.352          0.326           0.000           0.349           0.00            0.0
            353           1988          1.375         1057.8         1057.8        197.174          0.474          0.001           0.13          0.411          1.000           0.821          1.000           0.36            0.36           0.00           0.16           0.20           0.11           0.00           0.00           0.02            0.00           0.00              ?          0.341          0.356          0.330           0.000           0.361           0.00            0.0
            354           1988          1.459         1107.4         1107.4        202.914          0.488          0.001           0.13          0.438          1.000           0.876          1.000           0.37            0.37           0.00           0.17           0.20           0.12           0.00           0.00           0.01            0.00           0.00              ?          0.337          0.351          0.325           0.000           0.373           0.00            0.0
            355           1988          1.540         1161.2         1161.2        209.162          0.502          0.001           0.14          0.409          1.000           0.818          1.000           0.38            0.38           0.00           0.17           0.21           0.12           0.00           0.00           0.01            0.00           0.00              ?          0.331          0.345          0.320           0.000           0.384           0.00            0.0
            356           1988          1.614         1214.8         1214.8        215.390          0.514          0.001           0.15          0.373          1.000           0.747          1.000           0.39            0.39           0.00           0.18           0.22           0.12           0.00           0.00           0.01            0.00           0.00              ?          0.325          0.339          0.314           0.000           0.395           0.00            0.0
            357           1988          1.685         1260.5         1260.5        220.625          0.525          0.001           0.16          0.335          1.000           0.671          1.000           0.40            0.40           0.00           0.18           0.22           0.12           0.00           0.00           0.01            0.00           0.00              ?          0.321          0.335          0.310           0.000           0.404           0.00            0.0
            358           1988          1.748         1304.7         1304.7        225.675          0.535          0.001           0.17          0.309          1.000           0.619          1.000           0.41            0.41           0.00           0.19           0.23           0.12           0.00           0.00           0.01            0.00           0.00              ?          0.317          0.331          0.306           0.000           0.413           0.00            0.0
            359           1988          1.810         1345.5         1345.5        230.297          0.544          0.001           0.18          0.285          1.000           0.570          1.000           0.42            0.42           0.00           0.19           0.23           0.12           0.00           0.00           0.01            0.00           0.00              ?          0.314          0.327          0.303           0.000           0.422           0.00            0.0
            360           1988          1.865         1386.2         1386.2        234.900          0.553          0.001           0.19          0.265          1.000           0.530          1.000           0.43            0.43           0.00           0.20           0.23           0.12           0.00           0.00           0.01            0.00           0.00              ?          0.310          0.324          0.300           0.000           0.430           0.00            0.0
            361           1988          1.918         1425.0         1425.0        239.262          0.562          0.001           0.20          0.245          1.000           0.490          1.000           0.44            0.44           0.00           0.20           0.24           0.12           0.00           0.00           0.01            0.00           0.00              ?          0.308          0.321          0.297           0.000           0.438           0.00            0.0
            362           1988          1.963         1453.7         1453.7        242.366          0.573          0.001           0.20          0.228          1.000           0.456          1.000           0.45            0.45           0.00           0.20           0.24           0.12           0.00           0.00           0.01            0.00           0.00              ?          0.309          0.322          0.298           0.000           0.449           0.00            0.0
            363           1988          2.010         1492.6         1492.6        246.740          0.582          0.001           0.21          0.235          1.000           0.469          1.000           0.46            0.46           0.00           0.21           0.25           0.12           0.00           0.00           0.01            0.00           0.00              ?          0.307          0.320          0.296           0.000           0.458           0.00            0.0
            364           1988          2.057         1528.8         1528.8        250.766          0.591          0.001           0.21          0.223          1.000           0.446          1.000           0.47            0.47           0.00           0.21           0.25           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.305          0.318          0.294           0.000           0.466           0.00            0.0
            365           1988          2.100         1561.2         1561.2        254.331          0.599          0.001           0.22          0.212          1.000           0.424          1.000           0.47            0.47           0.00           0.22           0.26           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.303          0.317          0.293           0.000           0.474           0.00            0.0
            366           1988          2.140         1592.3         1592.3        257.721          0.607          0.001           0.22          0.204          1.000           0.408          1.000           0.48            0.48           0.00           0.22           0.26           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.302          0.316          0.292           0.000           0.481           0.00            0.0
              1           1989          2.177         1623.9         1623.9        261.167          0.614          0.001           0.23          0.196          1.000           0.393          1.000           0.49            0.49           0.00           0.22           0.26           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.301          0.314          0.290           0.000           0.488           0.00            0.0
              2           1989          2.212         1645.1         1645.1        263.323          0.622          0.001           0.23          0.188          1.000           0.375          1.000           0.50            0.50           0.00           0.23           0.27           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.301          0.315          0.291           0.000           0.496           0.00            0.0
              3           1989          2.250         1672.2         1672.2        266.212          0.631          0.001           0.24          0.192          1.000           0.384          1.000           0.50            0.50           0.00           0.23           0.27           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.302          0.315          0.291           0.000           0.505           0.00            0.0
              4           1989          2.295         1704.9         1704.9        269.802          0.640          0.001           0.24          0.196          1.000           0.392          1.000           0.51            0.51           0.00           0.24           0.28           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.301          0.314          0.290           0.000           0.513           0.00            0.0
              5           1989          2.340         1739.4         1739.4        273.612          0.648          0.001           0.25          0.190          1.000           0.380          1.000           0.52            0.52           0.00           0.24           0.28           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.299          0.313          0.289           0.000           0.520           0.00            0.0
              6           1989          2.377         1760.2         1760.2        275.716          0.658          0.001           0.25          0.180          1.000           0.361          1.000           0.53            0.53           0.00           0.24           0.29           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.302          0.315          0.291           0.000           0.531           0.00            0.0
              7           1989          2.420         1786.6         1786.6        278.518          0.669          0.001           0.25          0.196          1.000           0.393          1.000           0.54            0.54           0.00           0.25           0.29           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.303          0.317          0.292           0.000           0.541           0.00            0.0
