Summary_file = pasture.sum
Title = Pasture PI SAMPLE Simulation
           Date           rain          rtdep         rlv(1)         rlv(2)         rlv(3)         rlv(4)         rlv(5)         rlv(6)         rlv(7)          rwu()       sw_dep()             es          no3()          nh4()          fom()         rwu(1)         rwu(2)         rwu(3)         rwu(4)         rwu(5)         rwu(6)         rwu(7)      sw_dep(1)      sw_dep(2)      sw_dep(3)      sw_dep(4)      sw_dep(5)      sw_dep(6)      sw_dep(7)         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         nh4(1)         nh4(2)         nh4(3)         nh4(4)         nh4(5)         nh4(6)         nh4(7)            fom      cover_tot  residue_cover           cona
     06/12/1988          0.000        100.000     244026.422          0.000          0.000          0.000          0.000          0.000          0.000          0.000        624.300          0.279        104.077          1.190              ?          0.000          0.000          0.000          0.000          0.000          0.000          0.000         33.154         42.505         95.423        106.500        112.104        115.936        118.678         20.948         19.428         25.929         13.605          7.635          8.949          7.583          0.286          0.202          0.418          0.223          0.040          0.009          0.011              ?          0.398          0.377          2.500
     07/12/1988          0.000        100.000     243032.047          0.000          0.000          0.000          0.000          0.000          0.000          0.000        624.028          0.272        104.293          1.188              ?          0.000          0.000          0.000          0.000          0.000          0.000          0.000         32.959         42.530         95.554        106.454        112.043        115.873        118.615         20.983         19.478         26.021         13.636          7.648          8.947          7.580          0.286          0.201          0.419          0.222          0.040          0.009          0.011              ?          0.397          0.380          2.500
     08/12/1988          4.800        100.000     242043.875          0.000          0.000          0.000          0.000          0.000          0.000          0.104        626.704          2.020        104.529          1.184              ?          0.104          0.000          0.000          0.000          0.000          0.000          0.000         35.697         42.572         95.680        106.409        111.983        115.810        118.553         21.033         19.534         26.112         13.667          7.661          8.944          7.578          0.289          0.199          0.417          0.220          0.041          0.009          0.011              ?          0.397          0.382          2.500
     09/12/1988          4.400        100.000     241047.328          0.000          0.000          0.000          0.000          0.000          0.000          0.147        628.003          2.954        104.792          1.183              ?          0.147          0.000          0.000          0.000          0.000          0.000          0.000         37.054         42.620         95.800        106.366        111.924        115.748        118.491         21.109         19.593         26.202         13.697          7.673          8.941          7.576          0.291          0.197          0.416          0.219          0.041          0.009          0.010              ?          0.397          0.383          2.500
     10/12/1988         40.000        100.000     240052.594          0.000          0.000          0.000          0.000          0.000          0.000          0.136        664.797          3.070        105.236          1.344              ?          0.136          0.000          0.000          0.000          0.000          0.000          0.000         59.313         55.875         97.284        106.341        111.867        115.687        118.429         17.209         23.123         26.976         13.730          7.686          8.938          7.574          0.387          0.259          0.420          0.218          0.041          0.009          0.010              ?          0.397          0.384          2.500
     11/12/1988          0.000        100.000     239053.844          0.000          0.000          0.000          0.000          0.000          0.000          0.143        662.141          2.513        105.733          1.470              ?          0.143          0.000          0.000          0.000          0.000          0.000          0.000         56.046         55.379         98.573        106.337        111.811        115.627        118.368         17.272         22.934         27.554         13.766          7.699          8.935          7.572          0.454          0.309          0.429          0.218          0.041          0.009          0.011              ?          0.394          0.383          2.500
     12/12/1988         19.000        100.000     238064.906          0.000          0.000          0.000          0.000          0.000          0.000          0.098        678.284          2.759        106.269          1.571              ?          0.098          0.000          0.000          0.000          0.000          0.000          0.000         64.303         58.923        102.977        106.445        111.761        115.567        118.308         15.672         23.013         29.551         13.817          7.713          8.932          7.570          0.495          0.348          0.450          0.218          0.041          0.009          0.011              ?          0.392          0.382          2.500
     13/12/1988          0.000        100.000     237094.281          0.000          0.000          0.000          0.000          0.000          0.000          0.100        675.847          2.338        106.828          1.640              ?          0.100          0.000          0.000          0.000          0.000          0.000          0.000         60.313         57.661        105.738        106.657        111.720        115.509        118.248         15.564         22.395         30.754         13.890          7.727          8.930          7.568          0.519          0.376          0.468          0.218          0.041          0.009          0.011              ?          0.389          0.379          2.500
     14/12/1988          0.000        100.000     236141.656          0.000          0.000          0.000          0.000          0.000          0.000          0.094        674.119          1.633        107.393          1.664              ?          0.094          0.000          0.000          0.000          0.000          0.000          0.000         57.933         56.689        107.236        106.931        111.690        115.452        118.189         15.675         22.043         31.455         13.985          7.741          8.927          7.566          0.521          0.391          0.477          0.215          0.041          0.009          0.010              ?          0.386          0.377          2.500
     15/12/1988          0.000        100.000     235197.281          0.000          0.000          0.000          0.000          0.000          0.000          0.086        673.062          0.972        107.950          1.678              ?          0.086          0.000          0.000          0.000          0.000          0.000          0.000         56.554         55.998        108.078        107.233        111.671        115.397        118.130         15.861         21.851         31.904         14.091          7.755          8.925          7.564          0.525          0.400          0.481          0.212          0.041          0.008          0.010              ?          0.383          0.375          2.500
     16/12/1988          0.000        100.000     234261.453          0.000          0.000          0.000          0.000          0.000          0.000          0.056        672.241          0.765        108.480          1.681              ?          0.056          0.000          0.000          0.000          0.000          0.000          0.000         55.626         55.461        108.534        107.539        111.662        115.345        118.073         16.080         21.743         32.203         14.200          7.769          8.923          7.562          0.533          0.401          0.480          0.208          0.041          0.008          0.010              ?          0.380          0.372          2.500
     17/12/1988          4.800        100.000     233348.266          0.000          0.000          0.000          0.000          0.000          0.000          0.031        675.694          1.316        108.978          1.671              ?          0.031          0.000          0.000          0.000          0.000          0.000          0.000         57.258         56.259        109.324        107.876        111.666        115.295        118.016         15.808         21.940         32.645         14.320          7.783          8.920          7.560          0.544          0.393          0.471          0.202          0.042          0.008          0.010              ?          0.377          0.370          2.500
     18/12/1988         17.000        100.000     232452.016          0.000          0.000          0.000          0.000          0.000          0.000          0.032        691.206          1.457        109.457          1.655              ?          0.032          0.000          0.000          0.000          0.000          0.000          0.000         65.067         61.006        111.825        108.408        111.690        115.249        117.960         14.353         22.506         33.815         14.509          7.798          8.918          7.558          0.554          0.383          0.461          0.195          0.042          0.008          0.010              ?          0.374          0.367          2.500
     19/12/1988          5.000        100.000     231548.875          0.000          0.000          0.000          0.000          0.000          0.000          0.066        692.927          3.213        109.949          1.646              ?          0.066          0.000          0.000          0.000          0.000          0.000          0.000         63.932         61.307        113.716        109.117        111.744        115.207        117.905         13.972         22.262         34.667         14.760          7.815          8.917          7.557          0.559          0.379          0.456          0.192          0.043          0.008          0.010              ?          0.370          0.364          2.500
     20/12/1988          0.000        100.000     230635.484          0.000          0.000          0.000          0.000          0.000          0.000          0.063        690.476          2.387        110.459          1.644              ?          0.063          0.000          0.000          0.000          0.000          0.000          0.000         61.176         60.004        114.569        109.876        111.829        115.171        117.852         14.147         21.853         35.117         15.035          7.835          8.915          7.555          0.559          0.380          0.455          0.190          0.043          0.008          0.010              ?          0.366          0.361          2.500
     21/12/1988          0.000        100.000     229706.812          0.000          0.000          0.000          0.000          0.000          0.000          0.063        689.045          1.368        111.009          1.652              ?          0.063          0.000          0.000          0.000          0.000          0.000          0.000         59.632         59.077        114.853        110.596        111.946        115.141        117.800         14.400         21.612         35.362         15.306          7.862          8.915          7.553          0.549          0.389          0.463          0.191          0.042          0.008          0.010              ?          0.362          0.357          2.500
     22/12/1988          0.000        100.000     228770.844          0.000          0.000          0.000          0.000          0.000          0.000          0.049        688.084          0.913        111.595          1.696              ?          0.049          0.000          0.000          0.000          0.000          0.000          0.000         58.630         58.417        114.849        111.230        112.090        115.119        117.750         14.692         21.481         35.503         15.557          7.894          8.915          7.552          0.552          0.408          0.479          0.196          0.042          0.008          0.010              ?          0.358          0.354          2.500
     23/12/1988          0.000        100.000     227828.875          0.000          0.000          0.000          0.000          0.000          0.000          0.044        687.304          0.736        112.212          1.782              ?          0.044          0.000          0.000          0.000          0.000          0.000          0.000         57.883         57.900        114.703        111.760        112.253        115.104        117.702         15.021         21.415         35.594         15.783          7.933          8.916          7.550          0.578          0.436          0.504          0.205          0.041          0.009          0.010              ?          0.354          0.350          2.500
     24/12/1988          0.000        100.000     226881.344          0.000          0.000          0.000          0.000          0.000          0.000          0.039        686.632          0.633        112.855          1.860              ?          0.039          0.000          0.000          0.000          0.000          0.000          0.000         57.300         57.475        114.488        112.186        112.428        115.098        117.657         15.382         21.389         35.660         15.982          7.973          8.918          7.549          0.600          0.460          0.527          0.213          0.040          0.009          0.010              ?          0.351          0.347          2.500
     25/12/1988          0.000        100.000     225929.656          0.000          0.000          0.000          0.000          0.000          0.000          0.036        686.032          0.565        113.517          1.920              ?          0.036          0.000          0.000          0.000          0.000          0.000          0.000         56.828         57.116        114.246        112.519        112.609        115.099        117.614         15.766         21.392         35.716         16.157          8.016          8.920          7.548          0.614          0.480          0.547          0.219          0.039          0.009          0.011              ?          0.347          0.344          2.500
     26/12/1988          0.000        100.000     224973.250          0.000          0.000          0.000          0.000          0.000          0.000          0.032        685.485          0.515        114.190          1.959              ?          0.032          0.000          0.000          0.000          0.000          0.000          0.000         56.438         56.808        113.996        112.772        112.789        115.108        117.575         16.165         21.417         35.768         16.310          8.059          8.923          7.548          0.621          0.493          0.562          0.225          0.039          0.009          0.011              ?          0.343          0.340          2.500
     27/12/1988         12.000        100.000     224023.812          0.000          0.000          0.000          0.000          0.000          0.000          0.021        694.588          2.876        114.865          1.975              ?          0.021          0.000          0.000          0.000          0.000          0.000          0.000         61.429         59.558        114.871        113.094        112.974        115.124        117.538         15.491         22.035         36.272         16.490          8.102          8.927          7.547          0.618          0.500          0.571          0.228          0.039          0.009          0.011              ?          0.340          0.337          2.500
     28/12/1988          0.000        100.000     223075.172          0.000          0.000          0.000          0.000          0.000          0.000          0.026        691.753          2.809        115.542          1.985              ?          0.026          0.000          0.000          0.000          0.000          0.000          0.000         58.811         58.576        115.153        113.396        113.164        115.147        117.505         15.907         21.817         36.525         16.667          8.148          8.931          7.547          0.614          0.504          0.578          0.230          0.039          0.009          0.011              ?          0.336          0.333          2.500
     29/12/1988          0.000        100.000     222128.344          0.000          0.000          0.000          0.000          0.000          0.000          0.022        690.401          1.330        116.218          1.990              ?          0.022          0.000          0.000          0.000          0.000          0.000          0.000         57.746         57.878        115.123        113.647        113.354        115.177        117.476         16.347         21.701         36.663         16.829          8.194          8.936          7.547          0.610          0.506          0.583          0.232          0.039          0.009          0.011              ?          0.332          0.330          2.500
     30/12/1988          0.000        100.000     221188.766          0.000          0.000          0.000          0.000          0.000          0.000          0.018        689.481          0.902        116.887          1.979              ?          0.018          0.000          0.000          0.000          0.000          0.000          0.000         57.085         57.402        114.952        113.839        113.539        115.213        117.450         16.773         21.666         36.746         16.974          8.239          8.941          7.547          0.599          0.504          0.584          0.232          0.039          0.009          0.011              ?          0.328          0.326          2.500
     31/12/1988          0.000        100.000     220259.578          0.000          0.000          0.000          0.000          0.000          0.000          0.016        688.735          0.730        117.543          1.948              ?          0.016          0.000          0.000          0.000          0.000          0.000          0.000         56.605         57.037        114.717        113.979        113.715        115.255        117.428         17.191         21.670         36.801         17.102          8.284          8.947          7.548          0.581          0.497          0.580          0.231          0.039          0.009          0.011              ?          0.324          0.323          2.500
     01/01/1989          0.000        100.000     219339.422          0.000          0.000          0.000          0.000          0.000          0.000          0.015        688.091          0.630        118.188          1.923              ?          0.015          0.000          0.000          0.000          0.000          0.000          0.000         56.232         56.741        114.456        114.072        113.879        115.301        117.410         17.605         21.698         36.843         17.214          8.327          8.953          7.549          0.568          0.491          0.575          0.229          0.039          0.009          0.011              ?          0.321          0.319          2.500
     02/01/1989          2.600        100.000     218434.328          0.000          0.000          0.000          0.000          0.000          0.000          0.009        688.267          2.415        118.814          1.874              ?          0.009          0.000          0.000          0.000          0.000          0.000          0.000         56.352         56.725        114.278        114.137        114.029        115.351        117.395         17.886         21.823         36.912         17.315          8.368          8.960          7.550          0.545          0.478          0.566          0.226          0.040          0.009          0.011              ?          0.318          0.316          2.500
     03/01/1989         10.000        100.000     217533.594          0.000          0.000          0.000          0.000          0.000          0.000          0.011        695.072          3.184        119.416          1.833              ?          0.011          0.000          0.000          0.000          0.000          0.000          0.000         60.094         58.803        114.938        114.275        114.175        115.403        117.384         17.301         22.429         37.320         17.441          8.408          8.966          7.551          0.530          0.466          0.555          0.222          0.040          0.009          0.011              ?          0.314          0.313          2.500
     04/01/1989          0.000        100.000     216628.688          0.000          0.000          0.000          0.000          0.000          0.000          0.012        692.389          2.672        120.017          1.808              ?          0.012          0.000          0.000          0.000          0.000          0.000          0.000         57.824         57.917        115.084        114.410        114.317        115.459        117.377         17.743         22.223         37.511         17.565          8.449          8.973          7.552          0.520          0.459          0.549          0.220          0.040          0.009          0.011              ?          0.310          0.309          2.500
     05/01/1989          0.000        100.000     215714.109          0.000          0.000          0.000          0.000          0.000          0.000          0.012        691.119          1.258        120.624          1.817              ?          0.012          0.000          0.000          0.000          0.000          0.000          0.000         56.955         57.324        114.980        114.517        114.452        115.517        117.374         18.185         22.127         37.606         17.680          8.492          8.980          7.554          0.526          0.460          0.550          0.220          0.040          0.009          0.011              ?          0.307          0.306          2.500
     06/01/1989         20.800        100.000     214812.047          0.000          0.000          0.000          0.000          0.000          0.000          0.006        709.194          2.491        121.231          1.816              ?          0.006          0.000          0.000          0.000          0.000          0.000          0.000         66.511         63.168        117.107        114.850        114.606        115.579        117.374         16.438         23.239         38.594         17.879          8.537          8.987          7.556          0.526          0.459          0.550          0.221          0.040          0.009          0.011              ?          0.303          0.302          2.500
     07/01/1989          0.200        100.000     213914.703          0.000          0.000          0.000          0.000          0.000          0.000          0.007        706.764          2.623        121.844          1.831              ?          0.007          0.000          0.000          0.000          0.000          0.000          0.000         63.472         62.029        118.209        115.246        114.783        115.646        117.378         16.575         22.880         39.144         18.104          8.588          8.995          7.558          0.534          0.463          0.553          0.222          0.040          0.009          0.011              ?          0.299          0.298          2.500
     08/01/1989          0.000        100.000     213023.547          0.000          0.000          0.000          0.000          0.000          0.000          0.007        705.010          1.747        122.462          1.843              ?          0.007          0.000          0.000          0.000          0.000          0.000          0.000         61.653         61.008        118.645        115.618        114.980        115.719        117.386         16.852         22.629         39.448         18.325          8.644          9.003          7.561          0.539          0.465          0.556          0.223          0.039          0.009          0.011              ?          0.295          0.294          2.500
     09/01/1989          0.000        100.000     212134.453          0.000          0.000          0.000          0.000          0.000          0.000          0.006        704.014          0.990        123.079          1.843              ?          0.006          0.000          0.000          0.000          0.000          0.000          0.000         60.610         60.342        118.743        115.932        115.188        115.800        117.399         17.134         22.509         39.627         18.531          8.702          9.012          7.564          0.538          0.465          0.557          0.224          0.039          0.009          0.011              ?          0.291          0.291          2.500
     10/01/1989          0.000        100.000     211233.906          0.000          0.000          0.000          0.000          0.000          0.000          0.007        703.233          0.774        123.696          1.846              ?          0.007          0.000          0.000          0.000          0.000          0.000          0.000         59.854         59.837        118.657        116.182        115.399        115.888        117.415         17.437         22.454         39.736         18.718          8.762          9.022          7.567          0.538          0.466          0.558          0.225          0.039          0.009          0.011              ?          0.287          0.287          2.500
     11/01/1989         31.600        100.000     210332.781          0.000          0.000          0.000          0.000          0.000          0.000          0.005        727.324          3.760        124.212          1.876              ?          0.005          0.000          0.000          0.000          0.000          0.000          0.000         69.735         68.909        122.750        116.839        115.667        115.987        117.437         14.802         23.656         41.250         19.066          8.835          9.032          7.571          0.554          0.471          0.565          0.227          0.039          0.009          0.011              ?          0.284          0.283          2.500
     12/01/1989          0.000        100.000     209436.812          0.000          0.000          0.000          0.000          0.000          0.000          0.005        724.709          2.611        124.853          1.904              ?          0.005          0.000          0.000          0.000          0.000          0.000          0.000         67.495         66.156        124.006        117.505        115.981        116.101        117.465         15.297         22.801         41.794         19.424          8.918          9.044          7.575          0.563          0.479          0.572          0.230          0.038          0.009          0.011              ?          0.280          0.279          2.500
     13/01/1989          0.000        100.000     208543.156          0.000          0.000          0.000          0.000          0.000          0.000          0.004        723.630          1.075        125.506          1.936              ?          0.004          0.000          0.000          0.000          0.000          0.000          0.000         66.099         64.949        124.439        118.106        116.309        116.230        117.499         15.538         22.485         42.074         19.765          9.008          9.057          7.579          0.574          0.487          0.581          0.234          0.038          0.009          0.011              ?          0.276          0.275          2.500
     14/01/1989          0.000        100.000     207664.516          0.000          0.000          0.000          0.000          0.000          0.000          0.003        722.815          0.811        126.160          1.944              ?          0.003          0.000          0.000          0.000          0.000          0.000          0.000         64.934         64.187        124.524        118.619        116.638        116.374        117.539         15.769         22.321         42.237         20.078          9.099          9.071          7.584          0.574          0.489          0.585          0.236          0.038          0.010          0.011              ?          0.271          0.271          2.500
     15/01/1989          0.000        100.000     206796.250          0.000          0.000          0.000          0.000          0.000          0.000          0.003        722.132          0.680        126.801          1.918              ?          0.003          0.000          0.000          0.000          0.000          0.000          0.000         64.021         63.578        124.413        119.043        116.958        116.531        117.588         16.019         22.223         42.330         20.363          9.190          9.086          7.590          0.559          0.484          0.581          0.235          0.038          0.009          0.011              ?          0.268          0.267          2.500
     16/01/1989          0.000        100.000     205938.109          0.000          0.000          0.000          0.000          0.000          0.000          0.003        721.533          0.597        127.427          1.879              ?          0.003          0.000          0.000          0.000          0.000          0.000          0.000         63.290         63.064        124.190        119.383        117.261        116.700        117.645         16.281         22.165         42.383         20.618          9.280          9.103          7.597          0.540          0.474          0.574          0.232          0.038          0.009          0.011              ?          0.264          0.264          2.500
     17/01/1989          0.000        100.000     205086.625          0.000          0.000          0.000          0.000          0.000          0.000          0.003        720.991          0.539        128.038          1.842              ?          0.003          0.000          0.000          0.000          0.000          0.000          0.000         62.688         62.620        123.905        119.650        117.542        116.877        117.710         16.552         22.135         42.412         20.847          9.368          9.120          7.604          0.522          0.464          0.566          0.229          0.039          0.009          0.011              ?          0.260          0.260          2.500
     18/01/1989          0.000        100.000     204233.312          0.000          0.000          0.000          0.000          0.000          0.000          0.003        720.494          0.495        128.639          1.816              ?          0.003          0.000          0.000          0.000          0.000          0.000          0.000         62.180         62.230        123.589        119.853        117.799        117.060        117.783         16.830         22.126         42.428         21.052          9.454          9.137          7.611          0.512          0.457          0.560          0.227          0.039          0.009          0.011              ?          0.257          0.256          2.500
     19/01/1989          0.000        100.000     203372.938          0.000          0.000          0.000          0.000          0.000          0.000          0.002        720.032          0.460        129.247          1.827              ?          0.002          0.000          0.000          0.000          0.000          0.000          0.000         61.744         61.882        123.259        120.003        118.031        117.247        117.866         17.123         22.133         42.439         21.237          9.539          9.156          7.620          0.519          0.459          0.562          0.228          0.039          0.009          0.011              ?          0.253          0.253          2.500
     20/01/1989          5.000        100.000     202509.312          0.000          0.000          0.000          0.000          0.000          0.000          0.002        721.112          3.918        129.867          1.857              ?          0.002          0.000          0.000          0.000          0.000          0.000          0.000         62.205         62.043        123.105        120.129        118.240        117.434        117.957         17.246         22.270         42.515         21.411          9.622          9.174          7.629          0.533          0.466          0.568          0.231          0.038          0.009          0.011              ?          0.250          0.250          2.500
     21/01/1989          0.000        100.000     201639.672          0.000          0.000          0.000          0.000          0.000          0.000          0.002        720.530          0.580        130.507          1.905              ?          0.002          0.000          0.000          0.000          0.000          0.000          0.000         61.609         61.708        122.885        120.225        118.427        117.621        118.055         17.545         22.284         42.569         21.574          9.704          9.193          7.639          0.553          0.478          0.580          0.236          0.038          0.009          0.012              ?          0.247          0.247          2.500
     22/01/1989          0.000        100.000     200773.734          0.000          0.000          0.000          0.000          0.000          0.000          0.001        720.067          0.463        131.159          1.943              ?          0.001          0.000          0.000          0.000          0.000          0.000          0.000         61.195         61.394        122.624        120.292        118.595        117.804        118.162         17.872         22.310         42.609         21.725          9.782          9.211          7.649          0.565          0.488          0.591          0.240          0.037          0.010          0.012              ?          0.244          0.243          2.500
     23/01/1989          2.600        100.000     199916.078          0.000          0.000          0.000          0.000          0.000          0.000          0.001        719.795          2.871        131.815          1.957              ?          0.001          0.000          0.000          0.000          0.000          0.000          0.000         60.932         61.163        122.362        120.333        118.745        117.984        118.276         18.186         22.366         42.650         21.866          9.857          9.230          7.660          0.568          0.492          0.596          0.242          0.037          0.010          0.012              ?          0.240          0.240          2.500
     24/01/1989          0.400        100.000     199076.750          0.000          0.000          0.000          0.000          0.000          0.000          0.001        719.375          0.818        132.454          1.922              ?          0.001          0.000          0.000          0.000          0.000          0.000          0.000         60.602         60.906        122.086        120.352        118.877        118.157        118.396         18.520         22.409         42.683         21.995          9.928          9.248          7.671          0.550          0.483          0.590          0.240          0.037          0.010          0.012              ?          0.237          0.237          2.500
     25/01/1989          0.000        100.000     198255.984          0.000          0.000          0.000          0.000          0.000          0.000          0.001        718.978          0.397        133.069          1.861              ?          0.001          0.000          0.000          0.000          0.000          0.000          0.000         60.316         60.668        121.806        120.349        118.993        118.325        118.521         18.847         22.455         42.712         22.113          9.994          9.266          7.683          0.521          0.468          0.577          0.236          0.038          0.009          0.012              ?          0.234          0.234          2.500
     26/01/1989          0.000        100.000     197448.359          0.000          0.000          0.000          0.000          0.000          0.000          0.001        718.598          0.378        133.634          1.805              ?          0.001          0.000          0.000          0.000          0.000          0.000          0.000         60.061         60.450        121.527        120.329        119.094        118.485        118.652         19.141         22.502         42.737         22.221         10.056          9.283          7.696          0.508          0.449          0.560          0.229          0.039          0.009          0.011              ?          0.232          0.232          2.500
     27/01/1989          1.600        100.000     196656.750          0.000          0.000          0.000          0.000          0.000          0.000          0.001        718.236          1.962        134.162          1.754              ?          0.001          0.000          0.000          0.000          0.000          0.000          0.000         59.832         60.249        121.254        120.295        119.182        118.637        118.787         19.414         22.549         42.758         22.319         10.115          9.299          7.708          0.504          0.428          0.540          0.222          0.039          0.009          0.011              ?          0.229          0.229          2.500
     28/01/1989          0.000        100.000     195878.047          0.000          0.000          0.000          0.000          0.000          0.000          0.001        717.887          0.348        134.668          1.709              ?          0.001          0.000          0.000          0.000          0.000          0.000          0.000         59.623         60.062        120.989        120.248        119.258        118.782        118.925         19.679         22.596         42.778         22.408         10.171          9.315          7.721          0.503          0.410          0.522          0.215          0.040          0.008          0.011              ?          0.226          0.226          2.500
     29/01/1989          0.000        100.000     195109.797          0.000          0.000          0.000          0.000          0.000          0.000          0.001        717.552          0.335        135.174          1.676              ?          0.001          0.000          0.000          0.000          0.000          0.000          0.000         59.432         59.889        120.733        120.192        119.323        118.918        119.065         19.952         22.643         42.798         22.491         10.226          9.330          7.734          0.500          0.397          0.509          0.211          0.040          0.008          0.011              ?          0.223          0.223          2.500
     30/01/1989          0.000        100.000     194337.469          0.000          0.000          0.000          0.000          0.000          0.000          0.001        717.227          0.324        135.704          1.657              ?          0.001          0.000          0.000          0.000          0.000          0.000          0.000         59.254         59.727        120.486        120.128        119.378        119.047        119.207         20.252         22.694         42.820         22.568         10.279          9.345          7.747          0.492          0.393          0.504          0.209          0.040          0.008          0.011              ?          0.221          0.221          2.500
     31/01/1989          0.000        100.000     193551.469          0.000          0.000          0.000          0.000          0.000          0.000          0.001        716.913          0.313        136.261          1.665              ?          0.001          0.000          0.000          0.000          0.000          0.000          0.000         59.090         59.575        120.249        120.058        119.425        119.168        119.349         20.575         22.750         42.845         22.640         10.331          9.359          7.760          0.486          0.400          0.509          0.211          0.040          0.008          0.011              ?          0.218          0.218          2.500
     01/02/1989          0.000        100.000     192757.000          0.000          0.000          0.000          0.000          0.000          0.000          0.001        716.609          0.304        136.836          1.711              ?          0.001          0.000          0.000          0.000          0.000          0.000          0.000         58.936         59.432        120.021        119.984        119.463        119.282        119.491         20.906         22.813         42.877         22.710         10.384          9.373          7.773          0.500          0.414          0.522          0.216          0.039          0.009          0.011              ?          0.216          0.216          2.500
     02/02/1989          0.000        100.000     191972.703          0.000          0.000          0.000          0.000          0.000          0.000          0.000        716.313          0.295        137.424          1.751              ?          0.000          0.000          0.000          0.000          0.000          0.000          0.000         58.792         59.297        119.802        119.906        119.495        119.389        119.633         21.245         22.882         42.914         22.776         10.434          9.386          7.786          0.511          0.427          0.534          0.221          0.038          0.009          0.011              ?          0.214          0.214          2.500
     03/02/1989          0.000        100.000     191198.828          0.000          0.000          0.000          0.000          0.000          0.000          0.000        716.026          0.287        138.018          1.775              ?          0.000          0.000          0.000          0.000          0.000          0.000          0.000         58.656         59.169        119.592        119.825        119.521        119.489        119.774         21.586         22.956         42.955         22.841         10.482          9.399          7.799          0.516          0.435          0.542          0.225          0.038          0.009          0.011              ?          0.211          0.211          2.500
     04/02/1989          1.000        100.000     190446.453          0.000          0.000          0.000          0.000          0.000          0.000          0.000        715.745          1.280        138.597          1.744              ?          0.000          0.000          0.000          0.000          0.000          0.000          0.000         58.528         59.047        119.391        119.743        119.542        119.582        119.912         21.916         23.030         42.999         22.902         10.526          9.412          7.812          0.495          0.429          0.538          0.223          0.038          0.009          0.011              ?          0.209          0.209          2.500
     05/02/1989          4.000        100.000     189719.906          0.000          0.000          0.000          0.000          0.000          0.000          0.000        718.771          0.975        139.087          1.694              ?          0.000          0.000          0.000          0.000          0.000          0.000          0.000         60.240         59.964        119.583        119.703        119.564        119.669        120.048         21.647         23.455         43.195         22.976         10.566          9.423          7.824          0.496          0.406          0.517          0.216          0.039          0.009          0.011              ?          0.207          0.207          2.500
     06/02/1989         20.900        100.000     189009.984          0.000          0.000          0.000          0.000          0.000          0.000          0.000        736.001          2.580        139.480          1.622              ?          0.000          0.000          0.000          0.000          0.000          0.000          0.000         68.762         65.841        121.913        119.933        119.617        119.754        120.181         19.392         24.839         44.214         23.153         10.611          9.434          7.837          0.494          0.376          0.489          0.205          0.040          0.008          0.010              ?          0.205          0.205          2.500
     07/02/1989          0.000        100.000     188310.703          0.000          0.000          0.000          0.000          0.000          0.000          0.000        733.550          2.450        139.876          1.569              ?          0.000          0.000          0.000          0.000          0.000          0.000          0.000         65.874         64.501        123.072        120.247        119.702        119.841        120.312         19.409         24.391         44.757         23.363         10.661          9.446          7.849          0.504          0.350          0.462          0.194          0.041          0.008          0.010              ?          0.202          0.202          2.500
     08/02/1989          0.000        100.000     187611.109          0.000          0.000          0.000          0.000          0.000          0.000          0.000        731.876          1.674        140.269          1.527              ?          0.000          0.000          0.000          0.000          0.000          0.000          0.000         64.134         63.469        123.535        120.552        119.812        119.933        120.442         19.538         24.090         45.035         23.572         10.717          9.457          7.861          0.511          0.330          0.441          0.186          0.041          0.008          0.010              ?          0.200          0.200          2.500
     09/02/1989          0.000        100.000     186903.125          0.000          0.000          0.000          0.000          0.000          0.000          0.000        730.897          0.979        140.694          1.509              ?          0.000          0.000          0.000          0.000          0.000          0.000          0.000         63.094         62.807        123.645        120.813        119.937        120.030        120.570         19.702         23.926         45.178         23.767         10.779          9.470          7.873          0.511          0.324          0.432          0.183          0.041          0.008          0.010              ?          0.197          0.197          2.500
     10/02/1989          0.000        100.000     186179.047          0.000          0.000          0.000          0.000          0.000          0.000          0.000        730.129          0.768        141.190          1.515              ?          0.000          0.000          0.000          0.000          0.000          0.000          0.000         62.340         62.306        123.564        121.021        120.068        120.132        120.698         19.952         23.831         45.250         23.944         10.846          9.483          7.884          0.494          0.335          0.441          0.187          0.041          0.008          0.010              ?          0.195          0.195          2.500
     11/02/1989          3.400        100.000     185450.719          0.000          0.000          0.000          0.000          0.000          0.000          0.000        729.781          3.748        141.720          1.551              ?          0.000          0.000          0.000          0.000          0.000          0.000          0.000         61.931         61.993        123.413        121.181        120.199        120.238        120.826         20.199         23.808         45.299         24.106         10.915          9.497          7.896          0.486          0.354          0.458          0.194          0.040          0.008          0.010              ?          0.193          0.193          2.500
     12/02/1989          1.000        100.000     184724.484          0.000          0.000          0.000          0.000          0.000          0.000          0.000        729.169          1.612        142.267          1.605              ?          0.000          0.000          0.000          0.000          0.000          0.000          0.000         61.419         61.638        123.192        121.295        120.325        120.346        120.953         20.507         23.779         45.325         24.252         10.985          9.511          7.908          0.492          0.375          0.478          0.202          0.039          0.008          0.010              ?          0.191          0.191          2.500
     13/02/1989          0.000        100.000     183997.922          0.000          0.000          0.000          0.000          0.000          0.000          0.000        728.619          0.550        142.831          1.661              ?          0.000          0.000          0.000          0.000          0.000          0.000          0.000         61.011         61.326        122.933        121.370        120.443        120.455        121.081         20.837         23.771         45.340         24.384         11.054          9.525          7.920          0.501          0.394          0.498          0.210          0.038          0.009          0.011              ?          0.188          0.188          2.500
