Summary_file = Cummins.sum
Title = Cummins
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     01/11/1958       305      1958        309.200          303.547          0.001       8766.205       3477.640          0.397          0.624         92.115          2.313          8.045        144.512         91.137            253
     22/10/1960       296      1960        351.800          349.549          0.001      12480.172       5459.928          0.437          0.743        134.185          2.281         12.457         87.877        114.268            245
     23/09/1961       266      1961        266.600          265.400          0.001       2272.927        891.862          0.392          0.592         25.894          2.287          2.040        252.863        116.148            211
     28/10/1962       301      1962        184.100          184.100          0.001       1907.459        468.577          0.246          0.423         18.487          2.677          1.254        252.057         46.570            251
     09/10/1963       282      1963        375.900          369.890          0.001       8965.695       3529.163          0.394          0.618         98.017          2.337          8.248        132.617        156.102            231
     13/10/1964       287      1964        398.500          394.587          0.001       9073.645       3426.132          0.378          0.616        102.925          2.364          8.100        138.454        171.341            233
     23/10/1965       296      1965        216.400          216.340          0.001       5566.381       1901.573          0.342          0.539         58.227          2.295          4.364        194.170         57.863            250
     19/10/1968       293      1968        419.400          411.216          0.001      10618.628       4184.649          0.394          0.622        117.366          2.355          9.854        111.037        207.203            239
     26/09/1969       269      1969        256.700          256.700          0.001       6056.097       2376.506          0.392          0.613         66.204          2.325          5.526        190.342         86.455            209
     14/10/1971       287      1971        408.600          401.773          0.001      11116.628       4451.213          0.400          0.619        124.141          2.343         10.428        104.074        199.397            231
     14/10/1973       287      1973        337.400          334.503          0.001      11577.243       4732.602          0.409          0.621        141.531          2.250         10.647        102.153        125.617            234
     27/10/1974       300      1974        332.700          331.529          0.001       8590.206       3415.353          0.398          0.626        103.423          2.370          8.093        144.062        115.831            247
     26/10/1975       299      1975        290.000          290.000          0.001       5376.853       2330.883          0.434          0.608         58.091          2.379          5.544        190.850         87.685            247
     03/11/1977       307      1977        184.400          184.400          0.001       2943.233        922.402          0.313          0.479         37.977          2.432          2.243        237.084         51.516            264
     28/10/1978       301      1978        371.400          370.516          0.001      12511.987       4965.013          0.397          0.678        155.532          2.371         11.770         83.004        124.694            251
     07/11/1979       311      1979        377.200          369.759          0.001       9607.145       3556.544          0.370          0.613        127.169          2.342          8.328        134.449        143.727            265
     09/11/1981       313      1981        349.200          343.198          0.001      11849.942       4028.956          0.340          0.570        160.242          2.411          9.714         76.581         93.805            267
     11/10/1983       284      1983        316.000          315.744          0.001      11596.853       4789.980          0.413          0.619        146.024          2.283         10.935         95.280        130.564            232
     24/09/1985       267      1985        225.800          224.751          0.001       1194.253        404.395          0.339          0.594         15.070          2.290          0.926        278.885         82.635            209
     26/10/1988       300      1988        237.200          237.200          0.001       5953.058       1750.834          0.294          0.539         69.408          2.685          4.701        182.133         59.675            256
     15/11/1989       319      1989        335.900          335.555          0.001      12555.096       3944.335          0.314          0.701        143.179          2.383          9.398        113.120         77.050            273
     15/11/1994       319      1994        136.000          136.000          0.001       1487.432        320.753          0.216          0.299         17.213          3.188          1.023        245.034         45.625            274
     16/10/1995       289      1995        283.800          280.685          0.001       8925.181       3726.644          0.418          0.629        100.573          2.376          8.853        126.196         85.380            237
     07/11/1997       311      1997        225.800          225.800          0.001       3586.750       1360.810          0.379          0.583         38.878          2.507          3.411        225.034         56.767            264
     02/10/1998       275      1998        211.800          211.800          0.001       4874.383       2144.228          0.440          0.661         51.521          2.437          5.226        202.217         57.170            222
     29/10/1999       302      1999        204.800          204.800          0.001       2996.351        932.851          0.311          0.475         36.462          2.622          2.446        236.117         58.404            258
     07/11/2000       312      2000        308.600          308.364          0.001      11954.661       4308.022          0.360          0.799        140.714          2.457         10.585        124.850         92.119            267
     29/10/2001       302      2001        279.000          278.788          0.001       6426.578       2559.317          0.398          0.598         76.647          2.367          6.057        178.914         88.992            253
     31/10/2002       304      2002        216.700          216.700          0.001       3691.170       1032.600          0.280          0.471         41.764          2.419          2.498        223.037         55.233            257
