APSIM output file, version = 5.3
Title = p50N150
           year            day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain    labile_p(1)    labile_p(2)    labile_p(3)    labile_p(4)    labile_p(5)    labile_p(6)    labile_p(7)    labile_p(8)    labile_p(9)   labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)         sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)        no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
         (year)          (day)             ()           (mm)                (mm)               (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)        (g/m^2)           (mm)        (g/m^2)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
           1952            102     11/04/1952       1000.300              75.452            470.685         37.702          3.198          2.182          2.032          1.143          1.120          1.111          1.109          1.109          1.104          0.000          0.054          3.304          0.357          0.321         15.501         37.698       1322.707         396.919          0.100          0.200          0.203          0.204          0.207          0.213          0.249          0.275          0.291          0.298        397.582         19.581          0.104          0.104                 0.475                 0.442                 0.958             43       5976.228      13356.510          1.254         13.091       1700.000        161.080          0.936          0.387          0.170          0.068          0.021          0.000          0.004          0.033          0.208          1.477         44.724         65.773              ?              ?              ?
           1953            108     18/04/1953        918.900              46.337            299.346         28.206          2.911          2.060          1.876          1.012          0.991          1.009          1.069          1.139          1.118          0.000          0.162          2.305          0.753          3.516        191.540         77.065       1321.843         397.177          0.228          0.281          0.288          0.293          0.296          0.297          0.299          0.298          0.299          0.300        496.081        108.081          0.229          0.229                 0.363                 0.326                 0.995             49       6133.205      13715.125          1.726         12.694       1700.000        165.780          1.160          0.396          0.229          0.178          0.086          0.041          0.042          0.039          0.035          0.099         51.835         10.826              ?              ?              ?
           1954             97     07/04/1954        668.500              47.868            182.317         29.961          3.037          2.217          2.170          1.315          1.255          1.226          1.180          1.134          1.110          0.000          0.214          3.154          0.773          4.378        264.307        106.561       1322.715         329.518          0.168          0.230          0.240          0.246          0.253          0.261          0.278          0.287          0.295          0.299        447.431         62.671          0.574          0.574                 0.384                 0.352                 0.998             36       6013.418      14993.070          1.700         14.273       1700.000        172.480          1.909          0.371          0.179          0.126          0.081          0.050          0.063          0.059          0.063          0.254         57.776         12.466              ?              ?              ?
           1955             92     02/04/1955       1006.700              83.982            422.159         27.044          2.901          2.184          2.150          1.297          1.270          1.240          1.189          1.136          1.104          0.000          0.263          4.009          0.950          5.438        343.219        129.975       1325.888         368.170          0.193          0.257          0.267          0.274          0.280          0.285          0.293          0.292          0.296          0.300        475.964         88.674          0.443          0.443                 0.386                 0.349                 1.000             32       6110.187      14298.658          2.111         13.405       1700.000        175.407          2.101          0.340          0.165          0.116          0.070          0.047          0.057          0.065          0.119          0.928         63.723         41.166              ?              ?              ?
           1956             97     06/04/1956       1000.800              99.878            307.516         27.214          2.879          2.145          2.147          1.312          1.295          1.256          1.203          1.145          1.107          0.000          0.206          3.455          0.982          4.146        260.613        136.433       1329.758         410.986          0.203          0.260          0.269          0.275          0.281          0.286          0.295          0.299          0.300          0.300        480.271         92.271          0.269          0.269                 0.368                 0.361                 0.998             39       6215.369      15327.366          2.348         16.485       1700.000        178.031          2.329          0.316          0.169          0.149          0.091          0.059          0.062          0.056          0.060          0.164         69.885         23.089              ?              ?              ?
           1957             94     04/04/1957       1059.500              75.828            404.028         33.131          2.888          2.121          2.122          1.292          1.285          1.245          1.199          1.141          1.099          0.000          0.305          3.774          1.026          5.463        318.420        148.268       1334.304         443.125          0.154          0.221          0.231          0.236          0.244          0.254          0.278          0.292          0.298          0.300        440.690         57.340          0.487          0.487                 0.388                 0.384                 0.979             35       5598.391      13686.178          1.729         15.660       1700.000        139.984          2.097          0.371          0.192          0.159          0.106          0.071          0.078          0.090          0.145          0.464         75.678         35.076              ?              ?              ?
           1958            101     11/04/1958        815.700              80.467            308.307         36.235          3.135          2.240          2.212          1.310          1.280          1.246          1.198          1.148          1.118          0.000          0.211          5.158          0.883          4.586        257.453        154.759       1339.297         348.768          0.210          0.203          0.203          0.204          0.207          0.214          0.252          0.278          0.292          0.298        410.444         22.444          0.427          0.427                 0.355                 0.353                 0.973             43       5673.875      14384.572          1.324         16.318       1700.000        166.329          3.196          0.404          0.192          0.168          0.104          0.067          0.086          0.095          0.183          0.663         82.728         34.752              ?              ?              ?
           1959            117     27/04/1959        797.300              33.989            295.891         39.260          3.218          2.280          2.238          1.291          1.218          1.223          1.213          1.151          1.116          0.000          0.269         11.042          0.911          7.170        345.214        179.617       1345.155         402.556          0.100          0.200          0.204          0.206          0.210          0.219          0.253          0.277          0.292          0.298        401.299         23.297          0.286          0.286                 0.362                 0.360                 0.913             56       3813.345      10964.002          0.863         15.003       1700.000        147.933          5.524          0.768          0.495          0.529          0.322          0.210          0.329          0.394          0.678          1.793         89.525         42.567              ?              ?              ?
           1960            106     15/04/1960        663.400              30.803            241.133         40.339          2.973          2.170          2.138          1.277          1.293          1.280          1.204          1.154          1.109          0.000          0.200         39.293          1.463          6.794        255.267        193.490       1351.790         314.552          0.286          0.273          0.236          0.234          0.226          0.235          0.263          0.282          0.294          0.299        445.952         57.952          0.119          0.119                 0.401                 0.418                 0.914             46       5040.888      11291.121          1.078         15.469       1700.000        138.570          6.698          4.509          2.850          5.010          4.272          3.245          3.616          3.315          3.012          2.768         95.942         58.275              ?              ?              ?
           1961             85     26/03/1961        989.300              51.578            278.761         32.867          2.932          2.155          2.177          1.318          1.283          1.213          1.162          1.137          1.102          0.000          0.089         27.441          1.753          2.697        100.904        160.674       1359.914         397.060          0.271          0.287          0.290          0.291          0.291          0.294          0.298          0.300          0.300          0.300        499.426        111.426          0.000          0.000                 0.383                 0.380                 0.997             29       5739.108      15686.335          2.583         19.480       1700.000        181.117          6.862          3.490          2.668          3.237          2.190          1.507          1.487          1.637          1.967          2.396        102.728         59.121              ?              ?              ?
