APSIM output file, version = 5.3
Title = p0N125
           year            day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain    labile_p(1)    labile_p(2)    labile_p(3)    labile_p(4)    labile_p(5)    labile_p(6)    labile_p(7)    labile_p(8)    labile_p(9)   labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)         sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)        no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
         (year)          (day)             ()           (mm)                (mm)               (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)        (g/m^2)           (mm)        (g/m^2)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
           1952            104     13/04/1952       1000.300              77.547            489.784          3.851          2.734          2.016          1.902          1.126          1.139          1.133          1.127          1.120          1.113          0.000          0.046         46.824          0.432          0.281         14.020         37.929       1322.877         429.324          0.158          0.246          0.266          0.279          0.288          0.294          0.299          0.300          0.300          0.300        479.059         95.240          0.147          0.147                 0.481                 0.481                 0.784             45       1161.566       3827.621          0.271          6.274       1700.000         61.481          2.668          2.805          1.703          2.648          3.481          4.146          5.830          7.025          7.934          8.584         39.969        100.069              ?              ?              ?
           1953            108     18/04/1953        918.900              42.608            386.656          3.941          2.526          1.973          1.919          1.151          1.160          1.144          1.130          1.123          1.115          0.000          0.032         79.668          0.540          0.952         24.164         50.447       1319.369         455.148          0.221          0.285          0.293          0.299          0.300          0.300          0.300          0.301          0.301          0.301        500.282        112.282          0.000          0.000                 0.365                 0.362                 0.839             49       1267.441       3838.420          0.306          6.232       1700.000         58.324          2.636          2.253          2.685          8.819         12.102         13.385         12.665         10.698          8.319          6.107         39.743         75.875              ?              ?              ?
           1954            100     10/04/1954        668.500              34.755            278.681          3.220          2.510          1.956          1.917          1.154          1.163          1.142          1.125          1.118          1.110          0.000          0.041         94.287          0.443          2.016         45.017         54.901       1315.397         364.237          0.201          0.264          0.276          0.286          0.293          0.298          0.300          0.300          0.300          0.300        489.581        101.581          0.015          0.015                 0.389                 0.387                 0.813             39       1106.147       3539.187          0.268          5.636       1700.000         53.208          5.263          3.125          3.525         11.513         15.805         16.556         14.478         11.077          7.775          5.170         39.518         74.189              ?              ?              ?
           1955             95     05/04/1955       1006.700              83.197            481.268          3.899          2.413          1.925          1.900          1.131          1.143          1.124          1.113          1.108          1.100          0.000          0.036         58.397          0.483          1.743         40.338         54.127       1310.615         429.285          0.191          0.268          0.280          0.290          0.295          0.299          0.300          0.300          0.300          0.300        490.683        103.551          0.000          0.000                 0.394                 0.392                 0.816             35       1250.026       4003.118          0.303          6.366       1700.000         60.569          4.407          3.172          2.891          5.633          6.202          6.351          6.841          7.295          7.683          7.923         39.334         95.831              ?              ?              ?
           1956            102     11/04/1956       1005.400              71.025            435.302          4.868          2.408          1.916          1.906          1.146          1.158          1.136          1.120          1.113          1.106          0.000          0.026         70.744          0.482          1.087         26.165         58.559       1306.893         468.216          0.195          0.270          0.282          0.291          0.296          0.299          0.300          0.300          0.300          0.300        491.783        104.285          0.000          0.000                 0.379                 0.376                 0.834             44       1486.300       4333.799          0.355          6.546       1700.000         66.360          2.427          1.604          1.773          5.326          7.828         10.048         11.260         11.288         10.351          8.839         39.150         95.464              ?              ?              ?
           1957             97     07/04/1957       1059.200              62.753            490.384          4.640          2.448          1.910          1.901          1.138          1.155          1.130          1.112          1.105          1.098          0.000          0.024         76.795          0.509          1.036         25.603         64.321       1303.982         483.074          0.186          0.262          0.276          0.287          0.293          0.298          0.300          0.300          0.300          0.300        487.942        101.300          0.000          0.000                 0.399                 0.396                 0.821             38       1254.602       3597.789          0.292          5.540       1700.000         53.534          3.014          2.481          2.783          7.894         10.183         11.321         11.347         10.555          9.325          7.892         38.965         92.168              ?              ?              ?
           1958            101     11/04/1958        811.400              68.709            347.005          5.589          2.566          1.978          1.944          1.153          1.161          1.135          1.119          1.112          1.105          0.000          0.017         84.501          0.696          0.579         15.261         63.545       1300.728         385.439          0.239          0.267          0.274          0.283          0.291          0.296          0.300          0.300          0.300          0.300        491.940        103.940          0.000          0.000                 0.360                 0.358                 0.846             43       1350.122       4037.134          0.316          6.430       1700.000         62.250          4.770          2.744          2.712          8.561         11.956         13.262         12.931         11.273          9.176          7.116         38.841         87.026              ?              ?              ?
           1959            118     28/04/1959        797.300              36.041            335.886          5.106          2.716          2.054          1.981          1.172          1.166          1.144          1.128          1.120          1.111          0.000          0.021         83.520          0.588          0.826         20.816         69.420       1298.694         426.102          0.144          0.229          0.250          0.264          0.274          0.281          0.288          0.296          0.300          0.300        462.772         80.382          0.000          0.000                 0.364                 0.361                 0.827             57        954.789       3817.032          0.239          6.447       1700.000         61.329          8.053          5.640          6.489         13.000         11.343          9.341          8.901          8.100          6.996          5.657         38.834         73.134              ?              ?              ?
           1960             99     08/04/1960        663.400              31.703            288.134          4.394          2.455          1.931          1.914          1.142          1.158          1.127          1.112          1.106          1.098          0.000          0.034         92.622          0.524          1.825         41.320         75.706       1297.382         328.842          0.186          0.266          0.280          0.290          0.296          0.299          0.300          0.300          0.300          0.300        490.211        103.605          0.059          0.059                 0.410                 0.408                 0.801             39       1136.153       3767.497          0.276          6.216       1700.000         58.851          5.083          3.925          4.594         13.296         16.001         15.236         12.827          9.798          7.024          4.839         38.725         71.545              ?              ?              ?
           1961             86     27/03/1961        990.100              44.887            442.205          5.578          2.356          1.878          1.893          1.125          1.143          1.118          1.101          1.095          1.089          0.000          0.019         76.018          0.829          0.822         19.626         68.355       1294.410         455.710          0.245          0.287          0.294          0.299          0.300          0.300          0.300          0.300          0.300          0.300        502.372        114.372          0.000          0.000                 0.377                 0.374                 0.844             30       1605.406       4477.191          0.394          7.083       1700.000         69.929          4.514          2.949          2.877          6.701          8.785         10.581         11.311         10.873          9.570          7.858         38.607        106.851              ?              ?              ?
