APSIM output file, version = 5.3
Title = p20N0
           year            day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain    labile_p(1)    labile_p(2)    labile_p(3)    labile_p(4)    labile_p(5)    labile_p(6)    labile_p(7)    labile_p(8)    labile_p(9)   labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)         sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)        no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
         (year)          (day)             ()           (mm)                (mm)               (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)        (g/m^2)           (mm)        (g/m^2)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
           1952            102     11/04/1952       1000.300              75.128            513.966         19.619          3.226          2.191          2.028          1.161          1.141          1.132          1.126          1.119          1.111          0.000          0.046          1.914          0.400          0.183         12.345         37.687       1322.719         417.095          0.157          0.240          0.259          0.271          0.280          0.287          0.294          0.299          0.300          0.300        471.881         88.202          0.134          0.134                 0.477                 0.256                 0.994             43        787.610       3454.099          0.402          1.964       1700.000         57.076          1.083          0.470          0.172          0.066          0.024          0.005          0.006          0.009          0.015          0.063         41.954          6.591              ?              ?              ?
           1953            108     18/04/1953        918.900              38.360            408.120         18.499          3.197          2.225          2.100          1.192          1.127          1.135          1.129          1.122          1.114          0.000          0.296          1.278          0.393          2.358        203.283         42.960       1317.700         446.081          0.220          0.284          0.293          0.298          0.300          0.300          0.300          0.300          0.301          0.301        499.875        111.875          0.778          0.778                 0.363                 0.189                 1.000             49        608.388       3087.615          0.420          1.809       1700.000         49.844          0.579          0.298          0.157          0.109          0.048          0.018          0.013          0.010          0.012          0.033         45.243          3.655              ?              ?              ?
           1954             97     07/04/1954        668.500              32.811            299.750         18.592          3.115          2.181          2.075          1.199          1.150          1.133          1.121          1.114          1.107          0.000          0.513          1.317          0.352          3.221        265.944         48.615       1312.882         350.647          0.199          0.262          0.274          0.283          0.290          0.295          0.299          0.300          0.300          0.300        486.846         98.904          0.866          0.866                 0.384                 0.198                 0.998             36        612.098       3353.812          0.444          1.856       1700.000         53.864          0.781          0.268          0.108          0.058          0.029          0.009          0.007          0.007          0.011          0.038         48.151          2.064              ?              ?              ?
           1955             92     02/04/1955       1006.700              81.674            499.679         19.753          3.244          2.234          2.119          1.195          1.130          1.119          1.109          1.104          1.097          0.000          0.600          1.289          0.392          3.490        292.678         53.153       1308.069         428.023          0.195          0.269          0.280          0.289          0.294          0.297          0.300          0.300          0.300          0.300        490.505        103.020          0.709          0.709                 0.386                 0.196                 1.000             32        425.020       2870.005          0.349          1.665       1700.000         40.958          0.722          0.251          0.116          0.067          0.033          0.012          0.008          0.007          0.011          0.063         51.207          5.890              ?              ?              ?
           1956             97     06/04/1956       1000.800              65.480            462.968         18.802          3.060          2.161          2.071          1.184          1.146          1.124          1.115          1.109          1.102          0.000          0.471          1.334          0.397          2.852        228.414         55.737       1303.137         448.882          0.201          0.275          0.285          0.293          0.297          0.299          0.300          0.300          0.300          0.300        493.711        105.711          0.229          0.229                 0.368                 0.200                 1.000             39        771.755       3648.976          0.503          2.213       1700.000         59.362          0.836          0.224          0.106          0.070          0.034          0.013          0.011          0.011          0.011          0.018         54.442          3.232              ?              ?              ?
           1957             94     04/04/1957       1059.500              57.957            515.144         20.106          2.980          2.107          2.033          1.166          1.121          1.114          1.107          1.101          1.094          0.000          0.574          1.365          0.392          3.438        275.484         57.465       1298.362         478.013          0.182          0.259          0.272          0.282          0.289          0.294          0.298          0.300          0.300          0.300        483.852         97.684          0.934          0.934                 0.388                 0.211                 0.982             35        472.364       3118.549          0.365          1.785       1700.000         46.448          0.793          0.280          0.118          0.067          0.036          0.014          0.009          0.009          0.012          0.027         57.459          5.617              ?              ?              ?
           1958            101     11/04/1958        815.700              66.393            369.400         18.816          2.986          2.130          2.047          1.182          1.156          1.128          1.117          1.111          1.103          0.000          0.431          1.857          0.497          2.694        214.132         59.170       1293.877         375.990          0.234          0.257          0.264          0.273          0.282          0.288          0.294          0.299          0.300          0.300        482.625         94.625          0.772          0.772                 0.358                 0.194                 0.998             43        885.389       3746.825          0.509          2.194       1700.000         62.176          1.203          0.341          0.129          0.069          0.030          0.011          0.007          0.008          0.013          0.046         60.862          5.287              ?              ?              ?
           1959            117     27/04/1959        797.300              35.068            331.506         19.532          3.019          2.158          2.050          1.190          1.148          1.131          1.125          1.117          1.109          0.000          0.497          2.041          0.351          3.112        255.419         62.157       1290.420         420.403          0.162          0.236          0.253          0.265          0.275          0.282          0.290          0.297          0.300          0.300        466.875         82.679          1.425          1.425                 0.362                 0.196                 0.981             56        876.207       3518.306          0.414          1.992       1700.000         58.368          1.252          0.321          0.147          0.073          0.034          0.013          0.010          0.008          0.017          0.165         63.978          7.979              ?              ?              ?
           1960             91     31/03/1960        663.400              30.795            303.944         19.193          2.924          2.101          2.038          1.159          1.124          1.116          1.105          1.099          1.092          0.000          0.523          1.467          0.392          3.936        338.281         62.879       1287.358         316.880          0.193          0.271          0.282          0.291          0.295          0.298          0.300          0.300          0.300          0.300        491.466        104.134          3.400          3.400                 0.395                 0.203                 0.979             31        606.647       3451.814          0.445          1.936       1700.000         54.983          0.912          0.249          0.112          0.068          0.034          0.015          0.008          0.008          0.013          0.048         66.651          2.589              ?              ?              ?
           1961             85     26/03/1961        989.300              38.637            467.868         19.207          3.081          2.149          2.090          1.188          1.143          1.111          1.099          1.093          1.087          0.000          0.483          1.588          0.607          3.125        261.199         61.051       1282.582         443.204          0.259          0.289          0.295          0.298          0.300          0.300          0.300          0.300          0.300          0.301        504.217        116.217          0.438          0.438                 0.367                 0.203                 1.000             29        720.554       3796.431          0.512          2.375       1700.000         61.741          0.961          0.277          0.137          0.094          0.044          0.020          0.012          0.008          0.009          0.025         69.546          3.182              ?              ?              ?
           1962             98     08/04/1962        873.400              47.221            352.010         19.337          2.987          2.119          2.075          1.185          1.155          1.118          1.104          1.098          1.091          0.000          0.546          1.686          0.526          3.474        271.104         62.783       1278.352         460.574          0.251          0.281          0.290          0.297          0.299          0.300          0.300          0.300          0.300          0.300        501.623        113.623          0.797          0.797                 0.373                 0.197                 0.991             39        644.766       3347.745          0.452          2.003       1700.000         50.392          0.955          0.256          0.127          0.078          0.034          0.017          0.009          0.007          0.021          0.182         72.723          4.062              ?              ?              ?
           1963             95     05/04/1963       1051.300             133.320            537.780         20.158          3.007          2.113          2.075          1.163          1.117          1.099          1.092          1.088          1.083          0.000          0.638          1.583          0.432          3.886        308.739         63.136       1274.973         395.074          0.220          0.283          0.290          0.293          0.289          0.291          0.296          0.300          0.300          0.300        493.315        105.315          0.704          0.704                 0.387                 0.200                 1.000             33        473.739       3218.231          0.398          1.831       1700.000         48.888          1.012          0.284          0.121          0.074          0.035          0.007          0.006          0.006          0.010          0.027         75.273          5.258              ?              ?              ?
           1964            102     11/04/1964        670.000              38.873            262.026         19.879          2.950          2.115          2.062          1.172          1.124          1.111          1.104          1.098          1.091          0.000          0.992          1.492          0.306          6.043        473.212         69.852       1273.713         349.816          0.147          0.232          0.253          0.266          0.276          0.284          0.291          0.298          0.300          0.300        466.097         83.390          3.432          3.432                 0.352                 0.179                 0.982             47        635.771       2739.924          0.311          1.448       1700.000         49.053          0.802          0.316          0.143          0.080          0.035          0.011          0.008          0.008          0.014          0.074         77.902          2.126              ?              ?              ?
           1965             99     09/04/1965        903.200              92.627            483.730         20.621          2.956          2.113          2.060          1.158          1.113          1.104          1.095          1.090          1.085          0.000          0.758          1.813          0.344          5.195        428.284         69.123       1271.370         350.514          0.169          0.242          0.257          0.268          0.276          0.283          0.290          0.297          0.300          0.300        469.481         84.617          2.437          2.437                 0.386                 0.189                 1.000             39        370.230       2633.643          0.302          1.388       1700.000         40.952          1.112          0.295          0.116          0.068          0.034          0.014          0.008          0.006          0.013          0.147         80.323          6.270              ?              ?              ?
