APSIM output file, version = 5.3
Title = p60N13
           year            day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain    labile_p(1)    labile_p(2)    labile_p(3)    labile_p(4)    labile_p(5)    labile_p(6)    labile_p(7)    labile_p(8)    labile_p(9)   labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)         sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)        no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
         (year)          (day)             ()           (mm)                (mm)               (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)        (g/m^2)           (mm)        (g/m^2)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
           1952            102     11/04/1952       1000.300              73.110            512.838         53.156          3.397          2.246          2.059          1.166          1.139          1.130          1.125          1.119          1.111          0.000          0.048          1.864          0.404          0.192         12.988         37.687       1322.715         406.686          0.151          0.236          0.255          0.268          0.277          0.284          0.292          0.298          0.300          0.300        468.070         84.937          0.119          0.119                 0.477                 0.276                 1.000             43       1560.680       4844.572          0.593          2.851       1700.000         82.486          1.027          0.464          0.173          0.063          0.022          0.003          0.004          0.008          0.016          0.085         46.075         10.622              ?              ?              ?
           1953            108     18/04/1953        918.900              39.657            405.259         50.711          3.462          2.329          2.169          1.186          1.093          1.101          1.130          1.122          1.114          0.000          0.199          1.398          0.433          2.426        211.709         46.946       1318.147         433.312          0.220          0.284          0.293          0.298          0.300          0.300          0.300          0.300          0.301          0.301        499.826        111.826          0.963          0.963                 0.363                 0.200                 1.000             49       1160.735       4089.995          0.646          2.469       1700.000         68.519          0.651          0.310          0.164          0.115          0.055          0.024          0.021          0.013          0.014          0.031         56.558          3.802              ?              ?              ?
           1954             97     07/04/1954        668.500              36.088            288.492         50.862          3.405          2.291          2.164          1.235          1.162          1.152          1.123          1.115          1.107          0.000          0.472          1.531          0.390          3.060        259.699         54.583       1313.824         340.683          0.203          0.262          0.273          0.283          0.290          0.294          0.298          0.300          0.300          0.300        486.814         98.814          1.006          1.006                 0.384                 0.214                 1.000             36       1293.333       4710.526          0.733          2.800       1700.000         79.038          0.957          0.272          0.110          0.064          0.035          0.016          0.015          0.008          0.012          0.042         65.968          2.412              ?              ?              ?
           1955             92     02/04/1955       1006.700              80.391            504.706         52.691          3.497          2.328          2.200          1.228          1.139          1.129          1.112          1.104          1.097          0.000          0.635          1.506          0.437          3.582        310.017         60.157       1309.607         408.407          0.198          0.270          0.281          0.290          0.295          0.298          0.300          0.300          0.300          0.300        491.534        103.697          0.844          0.844                 0.386                 0.215                 1.000             32       1094.516       4158.415          0.630          2.561       1700.000         67.832          0.887          0.255          0.118          0.072          0.040          0.020          0.018          0.010          0.013          0.073         75.740          8.293              ?              ?              ?
           1956             97     06/04/1956       1000.800              75.989            448.264         51.249          3.380          2.277          2.172          1.239          1.172          1.146          1.116          1.109          1.102          0.000          0.567          1.521          0.438          3.172        271.141         63.231       1305.395         435.432          0.204          0.274          0.285          0.293          0.296          0.298          0.300          0.300          0.300          0.300        493.721        105.721          0.492          0.492                 0.368                 0.217                 1.000             39       1493.113       5074.920          0.805          3.237       1700.000         85.521          0.971          0.231          0.110          0.079          0.044          0.022          0.018          0.012          0.013          0.022         85.957          4.534              ?              ?              ?
           1957             94     04/04/1957       1059.500              63.459            504.498         53.721          3.160          2.179          2.100          1.199          1.142          1.119          1.109          1.101          1.094          0.000          0.720          1.530          0.448          4.046        338.473         66.182       1301.445         464.269          0.181          0.259          0.273          0.283          0.289          0.294          0.298          0.300          0.300          0.300        484.059         97.986          1.243          1.243                 0.388                 0.229                 0.983             35       1265.012       4382.347          0.622          2.757       1700.000         70.584          0.900          0.286          0.121          0.077          0.046          0.024          0.020          0.012          0.013          0.031         95.495          7.676              ?              ?              ?
           1958            101     11/04/1958        815.700              71.492            360.211         50.633          3.266          2.241          2.147          1.239          1.185          1.152          1.121          1.111          1.104          0.000          0.473          2.160          0.579          2.900        245.178         68.267       1297.804         366.165          0.237          0.254          0.259          0.268          0.277          0.284          0.292          0.298          0.300          0.300        478.460         90.460          1.256          1.256                 0.358                 0.211                 1.000             43       1619.829       5230.452          0.856          3.242       1700.000         86.760          1.406          0.369          0.140          0.082          0.043          0.022          0.019          0.009          0.014          0.055        106.148          6.797              ?              ?              ?
           1959            117     27/04/1959        797.300              34.434            321.895         52.761          3.232          2.249          2.136          1.231          1.175          1.151          1.128          1.118          1.110          0.000          0.641          2.342          0.422          3.643        305.360         72.859       1295.245         414.955          0.150          0.228          0.245          0.256          0.266          0.275          0.286          0.295          0.299          0.300        457.797         74.792          1.566          1.566                 0.362                 0.216                 0.986             56       1679.021       5021.828          0.649          2.998       1700.000         82.216          1.446          0.321          0.161          0.088          0.047          0.024          0.024          0.011          0.019          0.200        115.942         10.615              ?              ?              ?
           1960            100     09/04/1960        663.400              30.373            286.243         52.720          3.095          2.191          2.101          1.198          1.155          1.147          1.117          1.107          1.098          0.000          0.559          1.869          0.452          4.643        400.581         76.988       1293.512         324.865          0.179          0.258          0.272          0.283          0.289          0.294          0.298          0.300          0.300          0.300        483.698         97.823          4.058          4.058                 0.411                 0.240                 0.974             40       1442.256       4483.998          0.657          2.792       1700.000         71.854          1.128          0.324          0.135          0.083          0.048          0.029          0.027          0.012          0.016          0.068        124.487          4.051              ?              ?              ?
           1961             85     26/03/1961        989.300              45.400            450.726         51.969          3.374          2.268          2.203          1.234          1.167          1.124          1.100          1.094          1.088          0.000          0.411          1.880          0.729          3.022        256.618         72.397       1290.036         423.233          0.267          0.291          0.296          0.299          0.300          0.300          0.300          0.300          0.300          0.301        505.460        117.460          0.496          0.496                 0.376                 0.230                 1.000             29       1505.034       5437.270          0.848          3.638       1700.000         90.526          1.165          0.303          0.153          0.113          0.056          0.026          0.013          0.009          0.011          0.032        133.519          4.618              ?              ?              ?
           1962             98     08/04/1962        873.400              45.632            350.676         52.215          3.219          2.213          2.174          1.241          1.170          1.116          1.107          1.099          1.092          0.000          0.542          1.994          0.640          3.466        275.798         74.278       1286.913         443.602          0.256          0.282          0.290          0.297          0.299          0.300          0.300          0.300          0.300          0.300        502.038        114.038          0.867          0.867                 0.370                 0.239                 0.995             40       1414.883       4865.929          0.777          3.062       1700.000         79.869          1.174          0.274          0.138          0.090          0.044          0.025          0.021          0.009          0.023          0.196        143.581          4.883              ?              ?              ?
           1963             95     05/04/1963       1051.300             143.418            520.212         53.907          3.232          2.204          2.159          1.201          1.152          1.119          1.094          1.089          1.083          0.000          0.689          1.900          0.520          4.039        330.324         75.128       1284.526         385.079          0.220          0.283          0.290          0.293          0.288          0.290          0.295          0.299          0.300          0.300        492.538        104.537          0.904          0.904                 0.387                 0.218                 1.000             33       1200.562       4646.222          0.702          2.883       1700.000         75.503          1.235          0.316          0.132          0.088          0.046          0.017          0.012          0.007          0.012          0.035        151.634          7.865              ?              ?              ?
           1964            102     11/04/1964        670.000              39.659            255.177         55.033          3.121          2.194          2.148          1.221          1.145          1.114          1.105          1.098          1.090          0.000          1.096          1.877          0.373          6.277        513.493         84.149       1283.952         342.941          0.136          0.221          0.242          0.255          0.265          0.274          0.285          0.295          0.299          0.300        454.412         72.853          4.758          4.758                 0.352                 0.200                 0.986             47       1515.035       4239.270          0.430          2.393       1700.000         72.733          1.087          0.318          0.161          0.104          0.053          0.024          0.022          0.012          0.016          0.080        159.929          2.542              ?              ?              ?
           1965            106     16/04/1965        903.200              90.983            476.300         54.957          3.127          2.214          2.147          1.206          1.143          1.127          1.104          1.095          1.088          0.000          0.795          2.445          0.373          5.844        494.114         83.899       1282.633         349.462          0.147          0.229          0.247          0.257          0.265          0.273          0.283          0.293          0.299          0.300        456.199         73.455          2.588          2.588                 0.386                 0.221                 0.999             46       1141.861       3853.779          0.498          2.153       1700.000         65.986          1.387          0.317          0.142          0.086          0.051          0.027          0.025          0.009          0.024          0.376        167.659         11.390              ?              ?              ?
           1966            103     13/04/1966        830.000              39.882            399.362         52.746          3.103          2.184          2.123          1.195          1.157          1.134          1.101          1.094          1.088          0.000          0.713          1.506          0.727          5.561        477.879         82.775       1281.242         339.526          0.257          0.292          0.298          0.301          0.301          0.302          0.303          0.303          0.304          0.304        508.474        120.474          1.996          1.996                 0.378                 0.257                 0.992             42       1491.844       4699.604          0.770          3.020       1700.000         74.099          0.716          0.268          0.175          0.163          0.074          0.034          0.021          0.012          0.012          0.031        175.054          6.185              ?              ?              ?
