APSIM output file, version = 5.3
Title = p0N200
           year            day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain    labile_p(1)    labile_p(2)    labile_p(3)    labile_p(4)    labile_p(5)    labile_p(6)    labile_p(7)    labile_p(8)    labile_p(9)   labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)         sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)        no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
         (year)          (day)             ()           (mm)                (mm)               (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)        (g/m^2)           (mm)        (g/m^2)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
           1952            104     13/04/1952       1000.300              77.545            489.789          3.851          2.734          2.016          1.902          1.126          1.139          1.133          1.127          1.120          1.113          0.000          0.046        117.789          0.432          0.281         14.024         37.929       1322.878         429.316          0.158          0.246          0.266          0.279          0.288          0.294          0.299          0.300          0.300          0.300        479.059         95.240          0.147          0.147                 0.481                 0.481                 0.784             45       1161.610       3828.051          0.271          6.286       1700.000         61.496          7.407          6.967          7.377         16.058         15.993         14.552         13.877         12.929         11.885         10.743         39.969        121.719              ?              ?              ?
           1953            108     18/04/1953        918.900              42.609            386.659          3.941          2.526          1.973          1.919          1.151          1.160          1.144          1.130          1.123          1.115          0.000          0.032        149.290          0.540          0.954         24.171         50.450       1319.369         455.136          0.221          0.285          0.293          0.299          0.300          0.300          0.300          0.301          0.301          0.301        500.282        112.282          0.000          0.000                 0.365                 0.362                 0.839             49       1267.473       3838.972          0.306          6.241       1700.000         58.345          3.334          3.496          5.229         20.083         26.473         27.142         23.542         18.211         12.997          8.783         39.743        114.787              ?              ?              ?
           1954            100     10/04/1954        668.500              34.755            278.682          3.220          2.510          1.956          1.917          1.154          1.163          1.142          1.125          1.118          1.110          0.000          0.041        165.977          0.443          2.020         45.030         54.908       1315.398         364.231          0.201          0.264          0.276          0.286          0.293          0.298          0.300          0.300          0.300          0.300        489.582        101.582          0.015          0.015                 0.389                 0.387                 0.813             39       1106.152       3539.656          0.268          5.639       1700.000         53.225          7.060          5.576          8.094         26.784         32.068         29.783         23.277         16.228         10.546          6.559         39.518        103.641              ?              ?              ?
           1955             95     05/04/1955       1006.700              83.196            481.276          3.899          2.413          1.925          1.900          1.131          1.143          1.124          1.113          1.108          1.100          0.000          0.036        128.705          0.483          1.745         40.348         54.135       1310.617         429.273          0.191          0.268          0.280          0.290          0.295          0.299          0.300          0.300          0.300          0.300        490.683        103.551          0.000          0.000                 0.394                 0.392                 0.816             35       1250.060       4003.477          0.303          6.391       1700.000         60.581          7.174          6.723          8.674         21.486         20.532         17.070         14.120         12.176         10.902          9.847         39.334        117.065              ?              ?              ?
           1956            102     11/04/1956       1005.400              71.027            435.302          4.868          2.408          1.916          1.906          1.146          1.158          1.136          1.120          1.113          1.106          0.000          0.026        133.840          0.482          1.090         26.173         58.566       1306.896         468.211          0.195          0.270          0.282          0.291          0.296          0.299          0.300          0.300          0.300          0.300        491.783        104.285          0.000          0.000                 0.379                 0.376                 0.834             44       1486.330       4334.093          0.355          6.562       1700.000         66.373          2.581          1.918          2.583         10.719         17.233         21.801         23.048         21.451         18.171         14.335         39.150        151.293              ?              ?              ?
           1957             97     07/04/1957       1059.200              62.754            490.382          4.640          2.448          1.910          1.901          1.138          1.155          1.130          1.112          1.105          1.098          0.000          0.024        144.306          0.509          1.039         25.609         64.328       1303.987         483.067          0.186          0.262          0.276          0.287          0.293          0.298          0.300          0.300          0.300          0.300        487.942        101.299          0.000          0.000                 0.399                 0.396                 0.821             38       1254.630       3598.321          0.292          5.552       1700.000         53.551          3.699          3.582          5.069         17.473         22.792         24.094         22.213         18.762         15.027         11.596         38.964        138.044              ?              ?              ?
           1958            101     11/04/1958        811.400              68.708            347.005          5.589          2.566          1.978          1.944          1.153          1.161          1.135          1.119          1.112          1.105          0.000          0.017        154.816          0.696          0.580         15.267         63.554       1300.733         385.430          0.239          0.267          0.274          0.283          0.291          0.296          0.300          0.300          0.300          0.300        491.940        103.940          0.000          0.000                 0.360                 0.358                 0.846             43       1350.252       4037.894          0.316          6.439       1700.000         62.270          6.230          4.828          6.518         21.117         26.260         26.215         22.807         17.967         13.347          9.528         38.841        121.943              ?              ?              ?
           1959            118     28/04/1959        797.300              36.040            335.886          5.106          2.716          2.054          1.981          1.172          1.166          1.144          1.128          1.120          1.111          0.000          0.021        157.274          0.593          0.828         20.823         69.432       1298.701         426.094          0.144          0.229          0.250          0.264          0.274          0.281          0.288          0.296          0.300          0.300        462.770         80.380          0.000          0.000                 0.364                 0.361                 0.827             57        954.892       3817.722          0.239          6.459       1700.000         61.346         22.385         15.348         16.908         28.767         21.162         15.386         12.529         10.335          8.245          6.209         38.834         85.380              ?              ?              ?
           1960             99     08/04/1960        663.400              31.702            288.131          4.394          2.455          1.931          1.914          1.142          1.158          1.127          1.112          1.106          1.098          0.000          0.034        164.599          0.524          1.829         41.334         75.718       1297.389         328.836          0.186          0.266          0.280          0.290          0.296          0.299          0.300          0.300          0.300          0.300        490.212        103.606          0.059          0.059                 0.410                 0.408                 0.801             39       1136.227       3768.187          0.276          6.231       1700.000         58.873          6.889          6.203          8.741         27.732         32.241         28.950         22.110         15.339         10.042          6.352         38.725        103.203              ?              ?              ?
           1961             86     27/03/1961        990.100              44.889            442.206          5.578          2.356          1.878          1.893          1.125          1.143          1.118          1.101          1.095          1.089          0.000          0.019        143.903          0.829          0.824         19.635         68.367       1294.418         455.690          0.245          0.287          0.294          0.299          0.300          0.300          0.300          0.300          0.300          0.300        502.374        114.374          0.000          0.000                 0.377                 0.374                 0.844             30       1605.546       4478.343          0.394          7.096       1700.000         69.969          5.177          4.168          5.422         17.586         22.351         23.574         21.786         18.403         14.535         10.902         38.606        159.414              ?              ?              ?
