APSIM output file, version = 5.3
Title = p80N75
           year            day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain    labile_p(1)    labile_p(2)    labile_p(3)    labile_p(4)    labile_p(5)    labile_p(6)    labile_p(7)    labile_p(8)    labile_p(9)   labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)         sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)        no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
         (year)          (day)             ()           (mm)                (mm)               (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)        (g/m^2)           (mm)        (g/m^2)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
           1952            102     11/04/1952       1000.300              76.558            480.270         65.307          3.395          2.251          2.066          1.162          1.132          1.123          1.117          1.115          1.109          0.000          0.052          2.154          0.360          0.247         14.920         37.601       1322.642         395.283          0.129          0.213          0.229          0.237          0.246          0.257          0.277          0.291          0.298          0.300        438.142         57.287          0.102          0.102                 0.477                 0.361                 0.990             43       4409.310      10129.624          1.151          7.301       1700.000        152.308          0.958          0.430          0.182          0.066          0.018          0.001          0.001          0.001          0.040          0.457         47.965         38.371              ?              ?              ?
           1953            108     18/04/1953        918.900              48.687            354.766         56.167          3.239          2.265          2.073          1.112          1.011          1.022          1.063          1.121          1.116          0.000          0.209          1.807          0.608          2.937        235.352         63.099       1320.028         402.614          0.230          0.283          0.291          0.297          0.298          0.299          0.300          0.300          0.300          0.301        499.560        111.560          1.134          1.134                 0.363                 0.262                 0.999             49       3845.056       8978.387          1.707          6.349       1700.000        138.143          0.902          0.356          0.194          0.143          0.071          0.031          0.026          0.025          0.022          0.037         61.154          6.484              ?              ?              ?
           1954             97     07/04/1954        668.500              49.529            222.337         58.772          3.297          2.288          2.192          1.261          1.179          1.161          1.151          1.125          1.109          0.000          0.488          2.305          0.653          3.356        260.888         81.261       1318.411         331.581          0.184          0.249          0.261          0.269          0.276          0.282          0.292          0.297          0.300          0.300        472.453         86.017          0.993          0.993                 0.384                 0.286                 1.000             36       4323.287      10293.024          1.707          7.642       1700.000        150.580          1.461          0.321          0.138          0.093          0.059          0.036          0.044          0.035          0.023          0.096         72.677          7.770              ?              ?              ?
           1955             92     02/04/1955       1006.700              85.382            465.430         59.184          3.391          2.330          2.239          1.285          1.206          1.192          1.149          1.113          1.101          0.000          0.508          2.662          0.672          4.252        333.109         93.137       1317.767         377.547          0.201          0.265          0.276          0.284          0.289          0.293          0.298          0.299          0.300          0.300        486.635         98.635          0.766          0.766                 0.386                 0.285                 1.000             32       3948.018       9573.870          1.725          7.170       1700.000        142.230          1.558          0.295          0.137          0.095          0.060          0.040          0.045          0.042          0.047          0.343         84.565         30.605              ?              ?              ?
           1956             97     06/04/1956       1000.800             102.348            361.245         57.482          3.331          2.288          2.231          1.311          1.244          1.216          1.174          1.121          1.103          0.000          0.484          2.601          0.675          3.484        267.300         98.976       1317.436         414.745          0.211          0.268          0.278          0.285          0.290          0.293          0.298          0.299          0.300          0.300        488.820        100.820          0.457          0.457                 0.368                 0.295                 1.000             39       4655.989      11043.137          2.016          8.874       1700.000        161.466          1.790          0.272          0.137          0.113          0.071          0.046          0.046          0.037          0.026          0.063         97.087         14.908              ?              ?              ?
           1957             94     04/04/1957       1059.500              79.230            433.929         62.864          3.146          2.202          2.166          1.274          1.225          1.191          1.146          1.104          1.096          0.000          0.676          2.555          0.743          4.809        349.495        106.413       1317.540         446.594          0.169          0.243          0.257          0.266          0.273          0.280          0.291          0.297          0.300          0.300        468.338         83.464          0.988          0.988                 0.388                 0.316                 0.982             35       4556.643       9962.318          1.530          8.137       1700.000        134.913          1.542          0.342          0.154          0.116          0.078          0.053          0.056          0.052          0.042          0.120        108.654         22.197              ?              ?              ?
           1958            101     11/04/1958        815.700              82.193            320.315         61.421          3.321          2.290          2.235          1.326          1.279          1.238          1.190          1.138          1.114          0.000          0.368          3.503          0.744          3.661        267.697        110.403       1318.251         352.909          0.227          0.223          0.227          0.232          0.241          0.252          0.275          0.290          0.297          0.300        445.171         57.171          1.123          1.123                 0.358                 0.286                 0.998             43       4765.847      11221.080          1.504          8.932       1700.000        159.006          2.335          0.403          0.175          0.129          0.084          0.053          0.054          0.044          0.046          0.181        121.665         17.009              ?              ?              ?
           1959            116     26/04/1959        797.300              33.973            297.471         66.102          3.318          2.303          2.233          1.311          1.252          1.224          1.182          1.141          1.114          0.000          0.468          3.890          0.620          6.139        445.593        124.993       1320.038         407.690          0.115          0.200          0.213          0.217          0.223          0.234          0.262          0.283          0.294          0.299        415.128         35.651          1.786          1.786                 0.361                 0.286                 0.949             55       4344.687       9855.604          0.917          7.806       1700.000        139.743          2.292          0.326          0.173          0.124          0.084          0.059          0.074          0.064          0.090          0.604        133.573         25.687              ?              ?              ?
           1960            106     15/04/1960        663.400              30.888            244.607         62.603          3.021          2.187          2.092          1.236          1.225          1.219          1.185          1.135          1.107          0.000          0.394          3.803          0.925          5.866        403.717        136.110       1322.391         315.539          0.289          0.285          0.241          0.242          0.243          0.249          0.271          0.288          0.296          0.300        459.153         71.153          1.736          1.736                 0.400                 0.343                 0.970             46       4823.104      10241.939          1.382          8.095       1700.000        135.504          1.983          0.781          0.214          0.160          0.108          0.071          0.072          0.052          0.067          0.294        144.669         14.596              ?              ?              ?
           1961             86     27/03/1961        990.100              52.238            339.495         58.640          3.315          2.281          2.258          1.316          1.248          1.199          1.153          1.126          1.099          0.000          0.235          3.329          1.244          3.085        221.239        120.183       1324.503         399.387          0.270          0.287          0.292          0.295          0.296          0.297          0.299          0.300          0.300          0.300        502.343        114.343          0.515          0.515                 0.384                 0.321                 0.999             29       4646.447      11926.283          2.141         10.297       1700.000        170.330          2.125          0.402          0.201          0.155          0.081          0.047          0.039          0.035          0.054          0.191        155.864         21.995              ?              ?              ?
           1962             97     07/04/1962        868.500              43.410            327.667         58.443          3.144          2.219          2.222          1.326          1.265          1.200          1.160          1.129          1.096          0.000          0.458          3.778          1.110          3.988        262.291        124.732       1326.863         412.475          0.262          0.278          0.284          0.285          0.249          0.247          0.266          0.283          0.294          0.299        466.936         78.936          0.571          0.571                 0.369                 0.315                 0.995             39       4640.350      10908.921          2.035          8.936       1700.000        149.030          2.095          0.397          0.211          0.146          0.096          0.072          0.080          0.064          0.108          0.509        168.024         15.770              ?              ?              ?
           1963             95     05/04/1963       1055.400             181.904            438.243         60.213          3.126          2.205          2.208          1.276          1.230          1.194          1.149          1.105          1.086          0.000          0.528          3.481          0.938          4.014        274.369        128.253       1329.218         369.487          0.218          0.273          0.275          0.258          0.260          0.269          0.284          0.294          0.299          0.300        469.420         81.420          0.575          0.575                 0.386                 0.300                 0.994             33       4559.047      10668.090          2.003          8.558       1700.000        148.664          2.316          0.483          0.183          0.138          0.082          0.043          0.044          0.035          0.027          0.130        177.688         26.133              ?              ?              ?
           1964            102     11/04/1964        670.000              49.313            198.574         68.981          3.189          2.238          2.244          1.299          1.222          1.190          1.148          1.108          1.090          0.000          0.997          3.150          0.766          6.851        477.475        146.885       1331.854         327.458          0.100          0.200          0.209          0.213          0.220          0.232          0.262          0.283          0.295          0.299        411.918         33.910          4.644          4.644                 0.352                 0.287                 0.938             47       3601.407       9421.050          0.807          7.589       1700.000        152.322          2.039          0.330          0.166          0.140          0.090          0.058          0.069          0.059          0.049          0.151        187.839          5.891              ?              ?              ?
           1965            106     16/04/1965        903.200              89.377            470.636         67.028          3.090          2.161          2.082          1.153          1.138          1.145          1.157          1.112          1.087          0.000          0.599          5.224          0.837          6.925        431.730        153.523       1334.957         332.926          0.100          0.200          0.200          0.201          0.201          0.205          0.240          0.268          0.288          0.297        389.888         11.888          0.610          0.610                 0.369                 0.291                 0.986             46       3691.751       9086.134          0.997          6.328       1700.000        141.171          2.667          0.369          0.164          0.154          0.108          0.070          0.089          0.066          0.141          1.398        197.687         39.782              ?              ?              ?
           1966            104     14/04/1966        830.000              54.633            325.754         58.887          3.035          2.121          2.051          1.200          1.177          1.171          1.138          1.120          1.094          0.000          0.440          3.275          1.486          5.457        374.938        150.408       1337.990         315.363          0.254          0.288          0.295          0.298          0.300          0.300          0.301          0.301          0.302          0.303        504.601        116.601          1.664          1.664                 0.380                 0.342                 0.990             42       4762.612      10514.729          2.017          8.847       1700.000        135.760          1.758          0.433          0.291          0.293          0.152          0.085          0.074          0.058          0.050          0.080        207.081         10.951              ?              ?              ?
           1967            127     07/05/1967        841.400              50.446            380.779         68.543          3.324          2.312          2.339          1.387          1.328          1.278          1.190          1.125          1.100          0.000          0.405          4.720          0.916          3.651        242.788        140.174       1341.206         404.574          0.101          0.200          0.202          0.202          0.203          0.208          0.245          0.272          0.290          0.297        393.786         15.678          1.818          1.818                 0.351                 0.303                 0.968             68       5200.996      11597.179          1.117          9.824       1700.000        163.695          2.571          0.333          0.161          0.149          0.101          0.066          0.080          0.066          0.147          1.045        218.321         43.573              ?              ?              ?
           1968            108     17/04/1968        654.300              42.488            220.439         65.240          3.223          2.245          2.161          1.139          1.117          1.133          1.130          1.114          1.091          0.000          0.486          4.009          0.833          6.982        444.754        155.829       1344.164         322.299          0.100          0.200          0.201          0.202          0.204          0.209          0.247          0.274          0.290          0.297        394.689         16.688          3.414          3.414                 0.383                 0.302                 0.977             50       4396.871      10327.812          1.092          7.487       1700.000        152.386          2.522          0.358          0.162          0.175          0.125          0.086          0.088          0.063          0.084          0.346        227.671         15.369              ?              ?              ?
           1969             87     28/03/1969        654.000              20.790            194.322         58.608          3.158          2.184          2.150          1.201          1.174          1.145          1.143          1.101          1.078          0.000          0.358          4.213          1.188          4.960        350.136        148.387       1347.697         320.939          0.288          0.285          0.283          0.286          0.285          0.269          0.272          0.287          0.296          0.300        484.707         96.707          1.162          1.162                 0.386                 0.316                 0.995             31       5044.834      11096.150          2.147          9.287       1700.000        152.765          2.749          0.444          0.173          0.151          0.111          0.097          0.105          0.055          0.056          0.272        236.412         11.269              ?              ?              ?
