APSIM output file, version = 5.3
Title = p70N13
           year            day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain    labile_p(1)    labile_p(2)    labile_p(3)    labile_p(4)    labile_p(5)    labile_p(6)    labile_p(7)    labile_p(8)    labile_p(9)   labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)         sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)        no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
         (year)          (day)             ()           (mm)                (mm)               (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)        (g/m^2)           (mm)        (g/m^2)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
           1952            102     11/04/1952       1000.300              73.110            512.838         62.027          3.426          2.256          2.065          1.168          1.139          1.130          1.125          1.119          1.111          0.000          0.048          1.864          0.404          0.192         12.988         37.687       1322.715         406.686          0.151          0.236          0.255          0.268          0.277          0.284          0.292          0.298          0.300          0.300        468.070         84.937          0.119          0.119                 0.477                 0.276                 1.000             43       1560.680       4844.572          0.595          2.851       1700.000         82.486          1.027          0.464          0.173          0.063          0.022          0.003          0.004          0.008          0.016          0.085         47.132         10.622              ?              ?              ?
           1953            108     18/04/1953        918.900              39.657            405.259         59.511          3.516          2.348          2.181          1.189          1.093          1.101          1.130          1.122          1.114          0.000          0.199          1.398          0.433          2.426        211.709         46.946       1318.147         433.312          0.220          0.284          0.293          0.298          0.300          0.300          0.300          0.300          0.301          0.301        499.826        111.826          0.963          0.963                 0.363                 0.200                 1.000             49       1160.735       4089.995          0.646          2.469       1700.000         68.519          0.651          0.310          0.164          0.115          0.055          0.024          0.021          0.013          0.014          0.031         59.496          3.802              ?              ?              ?
           1954             97     07/04/1954        668.500              36.088            288.492         59.694          3.464          2.312          2.179          1.239          1.162          1.152          1.123          1.115          1.107          0.000          0.472          1.531          0.390          3.060        259.699         54.583       1313.824         340.683          0.203          0.262          0.273          0.283          0.290          0.294          0.298          0.300          0.300          0.300        486.814         98.814          1.006          1.006                 0.384                 0.214                 1.000             36       1293.333       4710.526          0.733          2.800       1700.000         79.038          0.957          0.272          0.110          0.064          0.035          0.016          0.015          0.008          0.012          0.042         70.619          2.412              ?              ?              ?
           1955             92     02/04/1955       1006.700              80.391            504.706         61.645          3.538          2.342          2.209          1.231          1.139          1.129          1.112          1.104          1.097          0.000          0.635          1.506          0.437          3.582        310.017         60.157       1309.607         408.407          0.198          0.270          0.281          0.290          0.295          0.298          0.300          0.300          0.300          0.300        491.534        103.697          0.844          0.844                 0.386                 0.215                 1.000             32       1094.516       4158.415          0.630          2.561       1700.000         67.832          0.887          0.255          0.118          0.072          0.040          0.020          0.018          0.010          0.013          0.073         82.170          8.293              ?              ?              ?
           1956             97     06/04/1956       1000.800              75.989            448.264         60.120          3.431          2.294          2.184          1.242          1.172          1.146          1.116          1.109          1.102          0.000          0.568          1.521          0.438          3.172        271.141         63.231       1305.395         435.432          0.204          0.274          0.285          0.293          0.296          0.298          0.300          0.300          0.300          0.300        493.721        105.721          0.492          0.492                 0.368                 0.217                 1.000             39       1493.113       5074.920          0.808          3.237       1700.000         85.521          0.971          0.231          0.110          0.079          0.044          0.022          0.018          0.012          0.013          0.022         94.229          4.534              ?              ?              ?
           1957             94     04/04/1957       1059.500              63.488            504.452         62.777          3.193          2.191          2.108          1.201          1.142          1.119          1.109          1.101          1.094          0.000          0.723          1.530          0.448          4.045        338.412         66.180       1301.444         464.204          0.181          0.259          0.273          0.283          0.289          0.294          0.298          0.300          0.300          0.300        484.065         97.992          1.242          1.242                 0.388                 0.229                 0.984             35       1256.834       4386.478          0.623          2.755       1700.000         70.771          0.900          0.286          0.121          0.077          0.046          0.024          0.020          0.012          0.013          0.031        105.498          7.677              ?              ?              ?
           1958            101     11/04/1958        815.700              71.469            360.251         59.512          3.314          2.259          2.160          1.243          1.185          1.152          1.121          1.111          1.104          0.000          0.477          2.159          0.579          2.912        246.183         68.309       1297.810         366.181          0.237          0.254          0.259          0.268          0.277          0.284          0.292          0.298          0.300          0.300        478.472         90.472          1.261          1.261                 0.358                 0.211                 1.000             43       1617.755       5226.484          0.855          3.240       1700.000         86.696          1.406          0.369          0.140          0.082          0.043          0.022          0.019          0.009          0.014          0.055        118.051          6.792              ?              ?              ?
           1959            116     26/04/1959        797.300              34.424            321.911         61.659          3.267          2.262          2.145          1.233          1.175          1.150          1.127          1.117          1.109          0.000          0.642          2.343          0.424          3.646        305.601         72.890       1295.253         414.570          0.152          0.229          0.246          0.257          0.267          0.275          0.286          0.295          0.299          0.300        458.445         75.280          1.565          1.565                 0.361                 0.215                 0.987             56       1656.090       5008.808          0.653          2.994       1700.000         82.669          1.445          0.321          0.160          0.088          0.047          0.024          0.024          0.011          0.020          0.203        129.582         10.620              ?              ?              ?
           1960             98     07/04/1960        663.400              30.640            286.481         61.798          3.141          2.207          2.113          1.198          1.151          1.145          1.115          1.106          1.097          0.000          0.572          1.853          0.455          4.624        397.766         77.026       1293.510         323.161          0.181          0.261          0.274          0.284          0.291          0.295          0.299          0.300          0.300          0.300        485.222         99.076          3.954          3.954                 0.406                 0.234                 0.976             38       1389.976       4473.619          0.660          2.787       1700.000         71.246          1.129          0.313          0.132          0.082          0.047          0.029          0.027          0.012          0.016          0.068        139.629          3.969              ?              ?              ?
           1961             85     26/03/1961        989.300              45.423            450.478         61.040          3.423          2.285          2.216          1.238          1.168          1.124          1.100          1.094          1.088          0.000          0.423          1.883          0.730          3.002        253.839         72.463       1290.047         424.886          0.267          0.291          0.296          0.299          0.300          0.300          0.300          0.300          0.300          0.301        505.461        117.461          0.474          0.474                 0.374                 0.228                 1.000             29       1508.844       5445.578          0.850          3.646       1700.000         90.645          1.169          0.303          0.153          0.113          0.056          0.026          0.013          0.009          0.010          0.031        150.378          4.642              ?              ?              ?
