ApsimVersion = 6.1
Title = Mingenew 300mm wet soil Sand
           date            day           year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date  grain_protein   sowing_paw2n
             ()          (day)         (year)            (?)              (?)      (m^2/m^2)        (kg/ha)        (kg/ha)            (?)            (?)           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)            (%)            (?)
     07/10/1970            280           1970        281.600          278.342          0.000         8293.1         3193.1          0.385          0.803        135.545          2.312           7.38           46.5         26.126            231         13.202          0.177
     16/10/1971            289           1971        258.900          257.613          0.000         7807.1         3195.8          0.409          0.790        131.852          1.997           6.38           55.7          6.467            241         11.400          0.177
     01/10/1972            275           1972        291.700          291.693          0.000         8217.0         2997.4          0.365          0.787        136.184          2.500           7.49           44.7         51.541            230         14.276          0.177
     10/10/1973            283           1973        316.100          316.100          0.000        10129.9         3474.9          0.343          0.742        165.244          1.989           6.91           46.3         32.239            235         11.355          0.177
     05/10/1974            278           1974        343.300          342.877          0.000        10090.4         3694.3          0.366          0.748        167.793          1.922           7.10           40.9         77.548            235         10.974          0.177
     07/10/1975            280           1975        290.500          290.077          0.000         9721.7         3845.5          0.396          0.766        160.773          1.809           6.96           48.1         26.172            234         10.328          0.177
     29/09/1976            273           1976        147.100          147.100          0.000         2595.2          898.2          0.346          0.474         43.426          2.876           2.58           91.4          6.719            226         16.419          0.177
     01/10/1977            274           1977        158.600          158.600          0.000         3066.1         1114.1          0.363          0.647         50.771          2.877           3.21           95.1         19.275            227         16.427          0.177
     11/10/1978            284           1978        300.500          300.385          0.000        11300.8         4188.2          0.371          0.736        172.498          1.658           6.94           41.7         20.304            236          9.465          0.177
     10/10/1979            283           1979        161.100          161.062          0.000         4251.2         1571.0          0.370          0.724         68.565          2.878           4.52           75.9          1.243            236         16.432          0.177
     05/10/1980            279           1980        223.700          223.700          0.000         7844.8         2739.2          0.349          0.779        120.313          2.327           6.37           56.1          0.861            234         13.284          0.177
     09/10/1981            282           1981        331.300          326.433          0.000         9684.7         3596.2          0.371          0.749        153.262          1.928           6.93           43.5         74.519            238         11.007          0.177
     05/10/1982            278           1982        240.300          238.245          0.000         6527.5         2068.3          0.317          0.745        105.066          2.500           5.17           67.2         33.487            233         14.273          0.177
     27/09/1983            270           1983        294.500          293.845          0.000         8417.1         3001.6          0.357          0.785        138.851          2.510           7.53           44.4         52.176            225         14.332          0.177
     09/10/1984            283           1984        223.200          222.973          0.000         7230.2         2399.3          0.332          0.760        101.248          2.612           6.27           56.2          9.058            236         14.913          0.177
     01/10/1985            274           1985        195.400          195.400          0.000         5495.3         2309.9          0.420          0.836         86.519          2.603           6.01           72.4          9.066            228         14.863          0.177
     14/10/1986            287           1986        352.100          344.291          0.000        12249.6         3956.5          0.323          0.679        182.161          1.529           6.05           44.2         65.485            240          8.730          0.177
     01/10/1987            274           1987        182.000          181.938          0.000         5755.9         1907.1          0.331          0.770         89.565          2.649           5.05           76.1          3.180            229         15.125          0.177
     02/10/1988            276           1988        314.000          301.996          0.000         9442.5         3320.2          0.352          0.757        154.079          2.159           7.17           44.3         33.287            229         12.328          0.177
     10/10/1989            283           1989        230.000          228.839          0.000         7472.2         2228.6          0.298          0.729        122.753          2.252           5.02           64.6          2.902            237         12.862          0.177
     13/10/1990            286           1990        386.700          382.318          0.000         8396.6         2909.0          0.346          0.757        120.721          2.178           6.33           50.4        145.991            243         12.434          0.177
     04/10/1991            277           1991        232.500          232.409          0.000         7722.6         2995.6          0.388          0.802        121.571          2.341           7.01           51.4          2.791            229         13.369          0.177
     10/10/1992            284           1992        328.800          328.205          0.000         9457.9         2926.0          0.309          0.726        139.590          2.334           6.83           45.0         75.678            231         13.327          0.177
     13/10/1993            286           1993        259.400          259.310          0.000        10124.3         3659.5          0.361          0.741        156.269          1.744           6.38           48.8          1.628            237          9.961          0.177
     27/09/1994            270           1994        245.200          243.717          0.000         7764.5         3069.6          0.395          0.815        139.981          2.329           7.15           51.8          2.544            227         13.299          0.177
     07/10/1995            280           1995        246.000          245.720          0.000         8959.1         3482.4          0.389          0.776        149.792          1.895           6.60           50.1          3.747            235         10.822          0.177
     29/09/1996            273           1996        362.000          361.738          0.000         7585.8         2556.8          0.337          0.767        113.430          2.805           7.17           45.8        131.507            226         16.015          0.177
     06/10/1997            279           1997        274.400          270.629          0.000         6748.3         2167.1          0.321          0.691        117.887          2.877           6.23           55.2         31.662            233         16.428          0.177
     06/10/1998            279           1998        300.600          296.896          0.000         9900.5         3441.4          0.348          0.755        154.062          2.220           7.64           37.5         31.197            231         12.679          0.177
     04/10/1999            277           1999        465.200          375.941          0.000         8300.8         3029.2          0.365          0.770        143.576          2.337           7.08           47.9         93.323            230         13.344          0.177
     03/10/2000            277           2000        201.700          201.700          0.000         6733.4         2860.9          0.425          0.822        106.844          2.204           6.30           65.9          1.282            231         12.583          0.177
     06/10/2001            279           2001        215.100          215.100          0.000         3881.8         1431.3          0.369          0.773         71.425          2.891           4.14           87.8         40.199            232         16.508          0.177
     01/10/2002            274           2002        148.600          148.600          0.000         1892.8          595.3          0.315          0.609         31.337          2.911           1.73          118.9          0.093            226         16.619          0.177
