Summary_file = Warra600HighN.sum
Title = Warra 600mm wet soil High N
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     13/10/1957       286      1957        122.700          118.247          0.001       7570.620       1656.271          0.219          0.590        139.600          3.557          5.891         43.504          7.578            243
     07/10/1958       280      1958        253.000          212.892          0.001       9106.746       2971.113          0.326          0.728        173.465          2.505          7.443         53.351         21.503            232
     11/10/1959       284      1959        142.500          140.777          0.001       6993.072       1642.134          0.235          0.544        131.430          3.128          5.137         51.416         18.501            242
     16/10/1960       290      1960        106.000          106.000          0.001       7302.447       1512.341          0.207          0.520        130.451          3.345          5.059         43.999          6.490            250
     13/10/1961       286      1961        187.000          186.928          0.001       8263.998       1792.396          0.217          0.615        156.880          3.364          6.029         43.765         40.593            245
     11/10/1962       284      1962        146.900          146.900          0.001       7761.944       1812.166          0.233          0.506        147.193          2.796          5.067         45.619          5.602            242
     12/10/1963       285      1963        137.700          137.542          0.001       7219.253       1963.126          0.272          0.505        136.007          2.592          5.088         49.258          8.149            242
     11/10/1964       285      1964        345.100          321.216          0.001       8800.614       2644.437          0.300          0.646        171.922          2.433          6.435         43.363        128.584            244
     13/10/1965       286      1965        180.000          179.758          0.001       9612.872       2464.417          0.256          0.698        171.788          2.982          7.349         42.017          6.934            246
     17/10/1966       290      1966        197.900          193.919          0.001       9570.111       2713.875          0.284          0.708        175.125          2.686          7.289         43.083         11.259            246
     12/10/1967       285      1967        246.400          223.522          0.001      10488.491       2810.106          0.268          0.763        190.069          2.929          8.232         41.633         30.582            244
     19/10/1968       293      1968        146.800          146.758          0.001       9867.281       2218.714          0.225          0.705        165.576          3.360          7.454         41.098          8.268            251
     11/10/1969       284      1969        146.300          143.031          0.001       6769.085       1987.387          0.294          0.542        125.230          2.664          5.295         53.351         10.868            238
     13/10/1970       286      1970         91.600           91.600          0.001       4770.956        941.891          0.197          0.401         95.798          3.772          3.553         65.696         18.162            245
     12/10/1971       285      1971        231.200          225.912          0.001      11499.703       3816.428          0.332          0.742        212.104          2.117          8.078         41.156         22.313            246
     10/10/1972       284      1972         67.400           67.400          0.001       4880.742        882.420          0.181          0.416         96.292          4.112          3.628         62.558          6.714            244
     02/10/1973       275      1973        352.500          333.052          0.001      10808.242       4449.098          0.412          0.826        196.796          2.292         10.195         36.234        141.328            231
     18/10/1974       291      1974        260.000          238.105          0.001       9506.404       3080.911          0.324          0.761        171.575          2.444          7.529         44.754         42.051            246
     11/10/1975       284      1975        224.000          218.036          0.001      10655.931       3761.599          0.353          0.763        194.156          2.110          7.935         41.053         38.485            241
     14/10/1976       288      1976        163.400          163.400          0.001       6666.677       1580.405          0.237          0.468        118.758          2.938          4.643         50.747         41.938            242
     13/10/1977       286      1977        141.400           98.725          0.001       6799.527       1362.060          0.200          0.519        127.411          3.475          4.733         49.535         11.224            245
     18/10/1978       291      1978        352.000          337.054          0.001      13955.661       5494.916          0.394          0.759        232.796          1.645          9.038         33.787         77.236            247
     10/10/1979       283      1979        138.000          135.337          0.001       6558.127       1378.387          0.210          0.460        120.703          3.201          4.412         47.289         26.385            241
     04/10/1980       278      1980         99.000           90.677          0.001       6531.854       1393.766          0.213          0.449        119.047          3.150          4.390         50.115          8.866            238
     11/10/1981       284      1981        240.000          220.464          0.001      11134.560       2792.489          0.251          0.742        189.987          2.987          8.341         36.261         13.188            244
     15/10/1982       288      1982        174.800          170.043          0.001       6797.606       1669.626          0.246          0.452        126.587          2.682          4.477         46.214         47.019            245
     07/10/1983       280      1983        267.900          223.138          0.001      10581.337       3059.019          0.289          0.745        170.755          2.653          8.114         40.733         42.647            242
     14/10/1984       288      1984        351.000          315.913          0.001      13367.739       5399.056          0.404          0.785        236.855          1.781          9.617         28.409         83.938            241
     14/10/1985       287      1985        312.600          279.956          0.001      10360.249       2785.945          0.269          0.715        190.270          2.807          7.820         39.563         80.955            243
     08/10/1986       281      1986        115.000          115.000          0.001       7303.856       1635.873          0.224          0.544        127.785          3.297          5.394         50.198          5.869            241
     08/10/1987       281      1987        105.400          100.644          0.001       7244.436       1647.494          0.227          0.537        129.546          3.230          5.321         48.756          9.582            238
     03/10/1988       277      1988        226.200          207.223          0.001      10878.523       3495.036          0.321          0.762        190.735          2.381          8.321         40.355         14.633            235
     13/10/1989       286      1989        135.600          134.531          0.001       7921.601       1878.576          0.237          0.589        129.135          3.100          5.823         49.462          7.696            245
     12/10/1990       285      1990        179.200          159.527          0.001       7958.190       1809.845          0.227          0.571        138.023          3.111          5.630         45.896         11.792            244
     03/10/1991       276      1991         29.500           29.500          0.001       4990.484       1084.204          0.217          0.434         97.211          3.276          3.552         78.564          5.444            234
     12/10/1992       286      1992        121.300          119.195          0.001       6547.292       1921.363          0.293          0.485        128.615          2.559          4.917         48.918         10.414            243
     02/10/1993       275      1993        105.100          105.100          0.001       5981.748       1532.773          0.256          0.493        113.003          2.863          4.389         65.535          7.748            232
     15/10/1994       288      1994         60.600           60.600          0.001       4739.940        849.010          0.179          0.401         97.079          4.378          3.717         57.621          5.432            246
