Summary_file = RoseworthyLate.sum
Title = Roseworthy Late Sowing
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     25/11/1957       329      1957        176.300          173.168          0.001       6150.381       1701.018          0.277          0.560         79.537          2.588          4.403         57.947          2.398            287
     02/12/1958       336      1958        282.700          281.272          0.001      13892.032       4509.973          0.325          0.719        179.184          1.781          8.031         34.255         13.092            293
     18/11/1959       322      1959        123.400          123.400          0.001       3944.000        941.020          0.239          0.470         54.930          3.057          2.876         86.340          0.411            280
     03/12/1960       338      1960        257.300          257.267          0.001      11318.049       3324.604          0.294          0.735        146.978          2.333          7.755         37.165          8.357            294
     20/11/1961       324      1961        171.900          171.900          0.001       5650.170       1149.398          0.203          0.519         76.228          3.360          3.862         60.048         18.135            282
     22/11/1962       326      1962        210.300          210.300          0.001       6905.661       2838.756          0.411          0.712         99.892          2.382          6.761         55.901         15.476            283
     21/11/1963       325      1963        243.100          243.008          0.001       8726.738       2822.360          0.323          0.792        135.877          2.769          7.814         43.303         15.926            283
     24/11/1964       329      1964        297.500          296.918          0.001      10741.336       3502.833          0.326          0.756        142.023          2.153          7.542         53.446         43.155            283
     20/11/1965       324      1965        181.700          180.866          0.001       6906.608       1575.970          0.228          0.560         97.867          3.020          4.760         48.318          0.881            283
     30/11/1966       334      1966        223.500          222.079          0.001       8076.487       2177.655          0.270          0.729        108.035          2.925          6.369         52.390          2.120            293
     18/11/1967       322      1967        141.700          141.700          0.001       5708.448       1149.808          0.201          0.527         69.898          3.263          3.751         64.118          0.304            283
     30/11/1968       335      1968        333.900          333.202          0.001      13149.505       4284.169          0.326          0.734        197.536          1.935          8.291         39.061         21.449            292
     21/11/1969       325      1969        172.900          172.579          0.001       7574.923       1824.720          0.241          0.645         97.145          2.921          5.330         56.478          0.861            284
     26/11/1970       330      1970        222.400          222.363          0.001       9873.243       2717.594          0.275          0.722        126.643          2.584          7.022         46.389          8.600            287
     28/11/1971       332      1971        272.600          272.363          0.001      11071.401       3303.002          0.298          0.739        148.373          2.305          7.614         42.808          9.623            288
     19/11/1972       324      1972        188.700          188.700          0.001       7117.733       1660.839          0.233          0.642        101.488          3.297          5.475         50.237          0.733            279
     19/11/1973       323      1973        261.600          260.598          0.001      10768.564       3743.335          0.348          0.760        151.154          2.069          7.745         49.543         14.351            281
