Summary_file = RoseworthyLate.sum
Title = Roseworthy Late Sowing
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     25/11/1974       329      1974        266.600          266.503          0.001      11270.990       4240.726          0.376          0.767        145.266          1.859          7.885         48.819         10.664            285
     21/11/1975       325      1975        270.400          268.697          0.001      10520.159       4482.446          0.426          0.808        130.750          1.927          8.640         50.594         40.738            279
     24/11/1976       329      1976        196.800          196.800          0.001       7086.598       2838.919          0.401          0.806         95.897          2.428          6.893         65.328          4.870            284
     18/11/1977       322      1977        156.800          156.800          0.001       5239.435       1306.610          0.249          0.543         72.850          2.926          3.823         70.801          0.502            280
     27/11/1978       331      1978        364.200          352.134          0.001      13643.983       4439.127          0.325          0.731        201.525          1.899          8.429         28.527         45.931            287
     19/11/1979       323      1979        387.800          382.994          0.001      13031.641       5368.882          0.412          0.784        181.832          1.771          9.511         28.397        109.830            281
     15/11/1980       320      1980        262.500          262.133          0.001       7594.115       3165.798          0.417          0.765        116.738          2.540          8.041         44.433         45.352            276
     18/11/1981       322      1981        312.900          311.739          0.001      11530.565       3901.969          0.338          0.776        171.304          2.275          8.878         32.058         37.413            278
     16/11/1982       320      1982        120.200          120.200          0.001       3352.982        810.476          0.242          0.401         49.473          3.176          2.574         79.314          0.281            278
     22/11/1983       326      1983        240.200          239.808          0.001      10666.201       3304.103          0.310          0.744        148.706          2.263          7.476         43.607          6.190            284
     24/11/1984       329      1984        292.100          291.967          0.001      12418.511       4227.162          0.340          0.762        166.707          2.040          8.622         34.048         22.450            285
     20/11/1985       324      1985        249.900          249.720          0.001      10686.699       3726.023          0.349          0.768        152.927          2.107          7.852         46.377          8.118            283
     25/11/1986       329      1986        334.600          332.921          0.001      13906.365       5397.917          0.388          0.762        185.214          1.671          9.018         32.284         42.732            285
     21/11/1987       325      1987        196.500          196.500          0.001       7636.226       2636.271          0.345          0.764        106.705          2.565          6.762         49.892          5.497            283
     13/11/1988       318      1988        186.500          186.387          0.001       6179.173       1695.418          0.274          0.613         89.321          2.789          4.728         68.203         10.766            277
     26/11/1989       330      1989        238.000          238.000          0.001       9136.513       2481.895          0.272          0.725        123.470          2.634          6.536         50.529          4.153            289
     16/11/1990       320      1990        247.600          246.357          0.001       9915.630       2907.234          0.293          0.769        141.034          2.762          8.029         35.824          3.145            281
     15/11/1991       319      1991        232.400          232.400          0.001       9089.085       2519.635          0.277          0.685        124.490          2.606          6.565         50.665         15.477            277
     25/11/1992       330      1992        418.900          416.194          0.001      14021.205       5264.298          0.375          0.767        191.558          1.835          9.661         26.386        123.175            287
     16/11/1993       320      1993        260.500          260.373          0.001       9233.043       3689.999          0.400          0.798        139.381          2.084          7.691         58.124         21.169            276
     19/11/1994       323      1994        125.700          125.700          0.001       3510.010        684.764          0.195          0.310         43.427          2.999          2.054         77.920         10.782            282
     18/11/1995       322      1995        206.900          206.898          0.001       7596.398       2340.571          0.308          0.666        111.388          2.511          5.877         52.635          2.271            282
     19/11/1996       324      1996        321.200          319.801          0.001      12809.825       4763.913          0.372          0.773        189.797          1.902          9.060         28.866         18.957            282
     25/11/1997       329      1997        268.300          265.978          0.001       9553.676       2884.794          0.302          0.752        147.149          2.513          7.249         52.133         50.763            288
     25/11/1998       329      1998        208.300          208.270          0.001       6178.962       1760.407          0.285          0.583         96.489          2.578          4.538         70.332         12.188            286
     20/11/1999       324      1999        187.400          187.400          0.001       5520.621       1954.125          0.354          0.622         84.900          2.498          4.882         71.009          6.176            279
     20/11/2000       325      2000        280.800          280.710          0.001      11562.029       3835.169          0.332          0.742        168.171          2.044          7.839         41.476         13.134            283
     26/11/2001       330      2001        295.400          294.142          0.001      12633.580       3977.078          0.315          0.725        175.746          1.963          7.807         44.891         18.599            283
     21/11/2002       325      2002        142.200          142.200          0.001       3820.899        695.073          0.182          0.403         53.218          3.693          2.567         75.970          0.197            284
