Summary_file = Emerald600late.sum
Title = Emerald 600mm wet soil Late sowing
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)
     01/10/1957       274      1957        182.800          179.169          0.000       7488.444       2138.247          0.286          0.692        152.127          2.122          4.537         33.039          6.341
     25/09/1958       268      1958         66.100           64.917          0.001       3670.740        856.325          0.233          0.574         91.743          2.809          2.405         52.390          1.736
     30/09/1959       273      1959         37.200           37.200          0.000       3148.006        712.962          0.226          0.574         64.022          2.954          2.106         58.401          0.318
     06/10/1960       280      1960         40.000           40.000          0.001       2992.862        549.328          0.184          0.534         56.726          3.179          1.746         55.457          0.208
     06/10/1961       279      1961         33.400           33.400          0.000       3013.794        572.476          0.190          0.525         61.390          2.928          1.676         58.566          0.243
     27/09/1962       270      1962         43.100           43.100          0.001       2735.695        583.243          0.213          0.660         54.209          2.718          1.585         74.848          0.400
     05/10/1963       278      1963         69.100           69.100          0.001       4208.449       1218.190          0.289          0.676         88.422          2.403          2.928         56.422          1.226
     29/09/1964       273      1964         97.900           97.674          0.000       4012.878        783.380          0.195          0.568         86.453          3.160          2.476         42.564          4.650
     02/10/1965       275      1965         10.200           10.200          0.001       2419.098        520.552          0.215          0.647         53.291          2.785          1.450         80.785          0.365
     03/10/1966       276      1966        182.000          180.980          0.000       8103.876       3040.694          0.375          0.709        141.953          1.420          4.317         38.038         15.661
     05/10/1967       278      1967        150.600          141.046          0.000       6328.766       1627.065          0.257          0.688        120.993          2.411          3.922         35.918         11.127
     07/10/1968       281      1968         75.100           75.100          0.001       3474.551        749.367          0.216          0.511         66.739          2.707          2.029         45.336          0.273
     28/09/1969       271      1969          6.100            6.100          0.001       2445.171        546.208          0.223          0.664         53.626          2.635          1.439         84.663          0.330
     01/10/1970       274      1970         67.800           67.800          0.001       2435.421        530.532          0.218          0.597         55.014          2.684          1.424         76.558         15.218
     30/09/1971       273      1971        136.700          136.479          0.000       5311.861       1947.665          0.367          0.768        110.851          2.081          4.053         43.753          7.901
     28/09/1972       272      1972          8.800            8.800          0.000       2188.944        458.119          0.209          0.663         53.836          3.136          1.437         84.176          0.290
     21/09/1973       264      1973        185.200          180.436          0.000       6310.461       2415.625          0.383          0.792        115.472          2.092          5.053         35.954         18.954
     06/10/1974       279      1974        100.500          100.500          0.000       3149.199       1118.883          0.355          0.656         73.071          2.650          2.965         57.385         11.251
     25/09/1975       268      1975        115.800          115.644          0.000       4604.720       1285.959          0.279          0.747         94.506          2.946          3.789         44.124          1.444
     01/10/1976       275      1976         63.500           63.500          0.001       2865.642        594.408          0.207          0.538         58.138          2.811          1.671         57.048          0.375
     02/10/1977       275      1977         18.800           18.800          0.000       2386.947        506.363          0.212          0.603         53.794          2.767          1.401         75.984          0.281
     03/10/1978       276      1978        232.900          224.798          0.000       7210.143       2410.522          0.334          0.724        135.715          1.927          4.644         36.183         48.497
     25/09/1979       268      1979         32.700           32.700          0.000       3124.055        598.074          0.191          0.504         64.076          3.120          1.866         57.348          0.233
     26/09/1980       270      1980        126.700          110.086          0.000       6403.633       1649.691          0.258          0.704        128.794          2.584          4.262         35.493          2.445
     28/09/1981       271      1981         85.000           82.237          0.001       4684.897       1051.722          0.224          0.579         94.905          2.835          2.981         41.260          0.973
     04/10/1982       277      1982         17.200           17.200          0.000       2553.445        478.878          0.188          0.556         56.139          3.231          1.547         66.575          0.250
     28/09/1983       271      1983         64.300           64.300          0.001       3624.455        718.426          0.198          0.538         66.030          3.007          2.160         48.325          0.289
     27/09/1984       271      1984        259.700          252.764          0.000       5884.782       2311.252          0.393          0.804        106.575          2.201          5.087         37.386        113.269
     30/09/1985       273      1985        161.000          137.911          0.000       5721.197       1495.177          0.261          0.620        124.359          2.445          3.656         32.634         12.830
     25/09/1986       268      1986         90.000           90.000          0.001       4083.146        927.575          0.227          0.571         72.912          2.865          2.658         47.673          0.398
     27/09/1987       270      1987         74.200           74.200          0.001       3828.516        823.926          0.215          0.574         71.840          3.035          2.500         47.661          0.247
     24/09/1988       268      1988        179.200          170.373          0.000       6729.089       2611.904          0.388          0.755        126.697          1.769          4.620         37.993         31.426
     02/10/1989       275      1989         59.700           59.700          0.000       4208.943        824.657          0.196          0.554         71.746          3.083          2.542         40.319          0.261
     01/10/1990       274      1990         43.900           43.726          0.000       3372.896        680.358          0.202          0.562         70.682          2.928          1.992         57.486          0.541
     24/09/1991       267      1991         31.500           31.500          0.000       3093.849        644.234          0.208          0.530         64.890          3.224          2.077         54.793          0.265
     25/09/1992       269      1992         33.000           33.000          0.001       2418.579        594.981          0.246          0.601         55.466          2.708          1.611         74.354          0.393
     21/09/1993       264      1993        155.400          151.603          0.000       3618.285       1153.063          0.319          0.751         72.631          3.424          3.948         44.002         61.487
     28/09/1994       271      1994          1.400            1.400          0.000       2395.910        505.088          0.211          0.656         54.011          2.912          1.471         83.181          0.289
     25/09/1995       268      1995         40.000           40.000          0.001       2781.018        620.488          0.223          0.580         60.229          2.985          1.852         66.192          0.332
     24/09/1996       268      1996         58.400           58.400          0.001       2948.153        667.920          0.227          0.544         63.259          2.913          1.946         61.075          0.351
     25/09/1997       268      1997         29.300           29.300          0.000       2630.647        552.951          0.210          0.650         55.450          3.116          1.723         73.835          0.306
     22/09/1998       265      1998        268.300          257.676          0.000       5731.296       1684.776          0.294          0.751        100.105          2.636          4.441         40.730        130.611
     24/09/1999       267      1999         26.200           26.200          0.001       2601.340        569.379          0.219          0.619         54.216          2.766          1.575         72.878          0.351
     28/09/2000       272      2000         89.800           89.699          0.001       4617.403        970.699          0.210          0.577         96.276          3.021          2.932         44.018          0.681
     24/09/2001       267      2001         40.300           40.300          0.000       2866.127        578.833          0.202          0.472         60.521          2.979          1.725         54.011          0.245
     25/09/2002       268      2002         75.200           74.269          0.001       3801.542        817.341          0.215          0.538         82.215          2.889          2.361         48.723          0.767
