APSIM output file, version = 5.3
Title = Cummins
           date            day           year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()          (day)         (year)            (?)              (?)      (m^2/m^2)        (kg/ha)        (kg/ha)            (?)            (?)           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     01/11/1958            305           1958        309.200          303.547          0.001       8766.206       2949.333          0.336          0.644         92.115          2.877          8.484        142.045         91.137            253
     22/10/1960            296           1960        351.800          349.671          0.001      12481.084       4682.114          0.375          0.796        134.208          2.846         13.323         88.211        114.365            245
     23/09/1961            266           1961        266.600          265.400          0.001       2272.928        748.499          0.329          0.593         25.894          2.876          2.152        251.055        116.148            211
     28/10/1962            301           1962        184.100          184.100          0.001       1907.458        490.704          0.257          0.476         18.487          2.893          1.420        251.907         46.570            251
     09/10/1963            282           1963        375.900          369.890          0.001       8965.695       3015.097          0.336          0.620         98.017          2.879          8.680        126.028        156.102            231
     13/10/1964            287           1964        398.500          394.587          0.001       9073.639       2946.082          0.325          0.619        102.925          2.877          8.475        133.062        171.342            233
     23/10/1965            296           1965        216.400          216.340          0.001       5566.376       2099.526          0.377          0.700         58.227          2.890          6.068        188.892         57.863            250
     19/10/1968            293           1968        419.400          411.216          0.001      10618.629       3553.814          0.335          0.622        117.366          2.877         10.225        105.066        207.203            239
     26/09/1969            269           1969        256.700          256.700          0.001       6056.099       2007.214          0.331          0.615         66.204          2.877          5.776        186.591         86.455            209
     14/10/1971            287           1971        408.600          401.773          0.001      11116.628       3759.527          0.338          0.618        124.141          2.879         10.823         97.435        199.397            231
     14/10/1973            287           1973        337.400          334.503          0.001      11577.244       3961.099          0.342          0.651        141.531          2.877         11.397         98.578        125.617            234
     27/10/1974            300           1974        332.700          331.529          0.001       8590.205       2957.388          0.344          0.649        103.423          2.876          8.505        142.146        115.831            247
     26/10/1975            299           1975        290.000          290.000          0.001       5376.853       2064.190          0.384          0.628         58.091          2.878          5.940        187.494         87.685            247
     03/11/1977            307           1977        184.400          184.400          0.001       2943.234       1015.887          0.345          0.555         37.977          2.885          2.931        231.194         51.516            264
     28/10/1978            301           1978        371.400          370.564          0.001      12512.371       4319.429          0.345          0.713        155.542          2.877         12.425         82.451        124.731            251
     07/11/1979            311           1979        377.200          369.759          0.001       9607.143       3045.506          0.317          0.614        127.169          2.880          8.770        127.456        143.727            265
     09/11/1981            313           1981        349.200          343.198          0.001      11849.940       4445.240          0.375          0.739        160.242          2.889         12.843         73.477         93.805            267
     11/10/1983            284           1983        316.000          315.744          0.001      11596.854       4007.313          0.346          0.643        146.024          2.879         11.539         92.431        130.564            232
     24/09/1985            267           1985        225.800          224.751          0.001       1194.252        347.572          0.291          0.595         15.070          2.879          1.001        277.649         82.635            209
     26/10/1988            300           1988        237.200          237.200          0.001       5953.057       1977.389          0.332          0.646         69.408          2.901          5.737        180.661         59.675            256
     15/11/1989            319           1989        335.900          335.555          0.001      12441.068       4275.145          0.344          0.785        142.367          2.567         10.975        108.559         77.821            273
     15/11/1994            319           1994        136.000          136.000          0.001       1487.431        331.928          0.223          0.269         17.213          2.893          0.960        244.331         45.625            274
     16/10/1995            289           1995        283.800          280.685          0.001       8925.180       3217.920          0.361          0.646        100.573          2.877          9.259        123.985         85.380            237
     07/11/1997            311           1997        225.800          225.800          0.001       3586.750       1380.816          0.385          0.632         38.878          2.875          3.970        220.777         56.767            264
     02/10/1998            275           1998        211.800          211.800          0.001       4874.381       1887.566          0.387          0.674         51.521          2.879          5.434        200.695         57.170            222
     29/10/1999            302           1999        204.800          204.800          0.001       2996.351       1028.085          0.343          0.546         36.462          2.920          3.002        232.711         58.404            258
     07/11/2000            312           2000        308.600          308.364          0.001      11775.885       4470.628          0.380          0.804        139.118          2.421         10.822        123.491         93.715            267
     29/10/2001            302           2001        279.000          278.788          0.001       6426.578       2201.741          0.343          0.589         76.647          2.877          6.334        172.691         88.992            253
     31/10/2002            304           2002        216.700          216.700          0.001       3691.169       1085.907          0.294          0.546         41.764          2.909          3.159        218.815         55.233            257
