Summary_file = Emerald1500late.sum
Title = Emerald 1500mm wet soil Late sowing
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     01/10/1957       274      1957        182.800          153.796          0.001       7587.161       2228.632          0.294          0.740        164.935          2.453          5.467         35.608         25.636            237
     25/09/1958       268      1958         66.100           45.349          0.001       4188.947       1158.522          0.277          0.687        107.271          2.616          3.031         63.989         24.280            229
     30/09/1959       273      1959         37.200           37.200          0.001       5215.647       1466.378          0.281          0.707        111.738          2.655          3.893         59.060         10.371            237
     06/10/1960       280      1960         40.000           40.000          0.001       5000.206       1232.825          0.247          0.710        103.870          2.870          3.539         56.822         10.213            244
     06/10/1961       279      1961         33.400           33.400          0.001       4825.812       1205.858          0.250          0.714        105.838          2.786          3.360         62.990         13.190            243
     27/09/1962       270      1962         43.100           43.100          0.001       4751.820       1234.369          0.260          0.664         98.939          2.021          2.495         82.335         12.877            234
     05/10/1963       278      1963         69.100           69.100          0.001       5700.708       1903.645          0.334          0.780        131.905          2.413          4.593         60.478         16.365            240
     29/09/1964       273      1964         97.900           97.688          0.001       5483.519       1351.759          0.247          0.642        126.184          2.749          3.716         44.267         22.752            238
     02/10/1965       275      1965         10.200           10.200          0.001       4230.615       1145.201          0.271          0.671         97.861          1.958          2.242         90.415         12.922            240
     03/10/1966       276      1966        182.000          180.847          0.001       9659.213       3608.742          0.374          0.750        187.778          1.745          6.297         31.213         30.244            240
     05/10/1967       278      1967        150.600           98.419          0.001       6195.266       1589.912          0.257          0.722        123.237          2.831          4.501         41.265         23.840            240
     07/10/1968       281      1968         75.100           75.100          0.001       5734.567       1554.886          0.271          0.699        115.632          2.703          4.202         41.061         10.429            243
     28/09/1969       271      1969          6.100            6.100          0.001       4253.389       1212.162          0.285          0.678         99.069          1.799          2.181         95.593         12.048            233
     01/10/1970       274      1970         67.800           67.800          0.001       4234.617       1165.376          0.275          0.737        101.806          2.741          3.195         78.006         26.425            238
     30/09/1971       273      1971        136.700          136.609          0.001       6998.949       2877.356          0.411          0.808        160.773          2.127          6.119         38.308         19.106            238
     28/09/1972       272      1972          8.800            8.800          0.001       3890.432       1046.346          0.269          0.685         99.341          2.120          2.218         94.775         11.983            236
     21/09/1973       264      1973        185.200          148.226          0.001       6029.799       2217.135          0.368          0.804        133.039          2.383          5.284         47.735         28.068            226
     06/10/1974       279      1974        100.500          100.500          0.001       4854.597       1781.999          0.367          0.728        124.108          2.612          4.655         58.071         19.137            241
     25/09/1975       268      1975        115.800          115.629          0.001       5617.187       1697.057          0.302          0.775        128.272          2.912          4.941         44.115         26.308            232
     01/10/1976       275      1976         63.500           63.500          0.001       4804.664       1300.094          0.271          0.664        106.567          2.458          3.195         59.342         10.296            239
     02/10/1977       275      1977         18.800           18.800          0.001       4145.627       1133.767          0.273          0.688         98.943          2.103          2.385         85.522         12.208            238
     03/10/1978       276      1978        232.900          198.641          0.001       7574.853       2686.804          0.355          0.765        155.354          2.123          5.704         37.207         60.205            238
     25/09/1979       268      1979         32.700           32.700          0.001       4795.412       1214.260          0.253          0.724        110.629          2.981          3.619         62.176         11.107            233
