Summary_file = Emerald1500late.sum
Title = Emerald 1500mm wet soil Late sowing
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     26/09/1980       270      1980        126.700           96.128          0.001       6766.663       1882.856          0.278          0.743        150.962          2.828          5.325         37.913         25.487            234
     28/09/1981       271      1981         85.000           78.553          0.001       5736.339       1517.686          0.265          0.647        126.202          2.618          3.974         43.655         24.663            236
     04/10/1982       277      1982         17.200           17.200          0.001       4372.260       1135.597          0.260          0.714        102.805          2.724          3.093         72.363         10.987            241
     28/09/1983       271      1983         64.300           64.300          0.001       5654.315       1405.052          0.248          0.685        112.666          2.912          4.091         46.540         11.325            237
     27/09/1984       271      1984        259.700          205.680          0.001       6664.669       2518.993          0.378          0.804        144.747          2.278          5.738         39.780         87.223            233
     30/09/1985       273      1985        161.000           93.439          0.001       5911.026       1503.185          0.254          0.681        126.743          2.784          4.185         37.258         24.664            237
     25/09/1986       268      1986         90.000           90.000          0.001       5516.962       1581.514          0.287          0.683        113.307          2.700          4.270         48.992         17.022            232
     27/09/1987       270      1987         74.200           74.200          0.001       5568.188       1530.996          0.275          0.695        116.639          2.896          4.433         45.087         12.512            233
     24/09/1988       268      1988        179.200          170.628          0.001       8072.757       3324.358          0.412          0.790        170.643          1.910          6.348         34.159         47.310            232
     02/10/1989       275      1989         59.700           59.700          0.001       6218.675       1510.323          0.243          0.637        119.268          2.784          4.204         36.786         10.741            241
     01/10/1990       274      1990         43.900           43.708          0.001       4738.909       1234.386          0.260          0.690        106.139          2.560          3.160         64.469         22.448            237
     24/09/1991       267      1991         31.500           31.500          0.001       4830.792       1273.260          0.264          0.660        112.889          2.892          3.682         55.772         10.328            231
     25/09/1992       269      1992         33.000           33.000          0.001       4301.053       1357.393          0.316          0.761        102.280          2.441          3.314         78.634         11.293            232
     21/09/1993       264      1993        155.400          153.303          0.001       5596.498       2059.090          0.368          0.823        129.429          3.062          6.304         38.447         64.759            228
     28/09/1994       271      1994          1.400            1.400          0.001       4152.740       1098.935          0.265          0.679         99.038          2.061          2.265         93.438         12.426            235
     25/09/1995       268      1995         40.000           40.000          0.001       4574.667       1341.451          0.293          0.754        107.243          2.765          3.709         69.293         11.166            233
     24/09/1996       268      1996         58.400           58.400          0.001       4756.180       1393.932          0.293          0.741        109.618          2.835          3.952         63.295         11.258            230
     25/09/1997       268      1997         29.300           29.300          0.001       4412.255       1196.829          0.271          0.700        100.434          2.249          2.691         82.572         12.468            232
     22/09/1998       265      1998        268.300          257.039          0.001       7174.771       2486.014          0.346          0.804        144.659          2.697          6.705         33.715        143.737            229
     24/09/1999       267      1999         26.200           26.200          0.001       4356.405       1221.761          0.280          0.698         99.883          2.107          2.574         82.365         11.821            232
     28/09/2000       272      2000         89.800           87.136          0.001       5518.207       1392.400          0.252          0.622        127.152          2.727          3.797         46.037         24.451            237
     24/09/2001       267      2001         40.300           40.300          0.001       4570.540       1230.735          0.269          0.643        108.148          2.722          3.351         56.536         10.049            230
     25/09/2002       268      2002         75.200           70.136          0.001       4803.899       1279.328          0.266          0.581        111.051          2.526          3.231         53.257         25.073            233
