Summary_file = RoseworthyMidTopDress.sum
Title = Roseworthy Mid Sowing TopDress
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     12/11/1957       316      1957        170.100          168.017          0.001       5860.171       1504.741          0.257          0.501         71.462          2.891          4.351         99.737          7.387            270
     25/11/1958       329      1958        285.800          283.393          0.001      14754.140       5643.995          0.383          0.780        181.301          1.953         11.020         34.849         18.728            284
     11/11/1959       315      1959        124.800          124.800          0.001       4584.475       1345.251          0.293          0.435         59.683          2.622          3.527        105.252          0.609            269
     25/11/1960       330      1960        278.600          278.533          0.001      13261.355       4194.631          0.316          0.771        165.468          2.565         10.758         35.144          9.591            286
     11/11/1961       315      1961        164.500          164.500          0.001       6395.280       1426.080          0.223          0.519         80.945          3.542          5.051         78.347          0.311            272
     14/11/1962       318      1962        226.000          226.000          0.001       7399.293       3010.284          0.407          0.591         97.162          2.599          7.822         57.007         27.718            269
     11/11/1963       315      1963        286.600          285.361          0.001      10754.811       3980.934          0.370          0.780        163.637          2.633         10.484         47.921         26.648            272
     17/11/1964       322      1964        269.900          269.900          0.001      11572.995       4758.497          0.411          0.812        149.088          2.137         10.170         57.968         14.536            275
     12/11/1965       316      1965        192.800          192.185          0.001       8184.629       2023.645          0.247          0.587        111.649          3.358          6.795         55.725          5.149            275
     23/11/1966       327      1966        239.900          238.522          0.001       9178.507       2684.313          0.292          0.665        119.858          2.790          7.490         65.427          1.547            284
     10/11/1967       314      1967        148.800          148.800          0.001       7057.714       1623.443          0.230          0.517         84.262          3.290          5.342         72.593          0.379            273
     20/11/1968       325      1968        377.500          373.898          0.001      14260.419       5704.378          0.400          0.803        211.335          2.064         11.774         32.739         44.837            283
     14/11/1969       318      1969        223.300          220.611          0.001      10020.063       2788.722          0.278          0.608        136.111          2.713          7.565         49.675          4.493            276
     19/11/1970       323      1970        243.300          243.293          0.001      10353.557       3366.014          0.325          0.724        128.093          2.671          8.991         52.933         17.985            277
     19/11/1971       323      1971        311.900          311.261          0.001      13022.823       4617.128          0.355          0.792        172.876          2.348         10.843         37.259         28.371            278
     09/11/1972       314      1972        185.900          185.900          0.001       8334.305       2190.345          0.263          0.600        109.367          3.021          6.617         66.520          0.861            268
     12/11/1973       316      1973        330.600          323.604          0.001      13173.850       5223.550          0.397          0.813        183.672          2.223         11.613         37.863         37.059            272
     18/11/1974       322      1974        275.400          275.058          0.001      12226.780       5507.673          0.450          0.826        153.466          1.982         10.918         52.462         15.094            275
     14/11/1975       318      1975        272.600          270.765          0.001      11746.018       4860.395          0.414          0.804        146.286          2.297         11.167         49.663         36.048            269
     14/11/1976       319      1976        211.400          211.400          0.001       7335.823       3121.147          0.425          0.635         95.958          2.441          7.618         70.669         14.656            273
     10/11/1977       314      1977        168.400          168.400          0.001       5929.910       1509.082          0.254          0.452         79.988          2.794          4.216         89.465          6.049            271
     20/11/1978       324      1978        404.500          390.957          0.001      14407.603       5951.668          0.413          0.806        206.073          1.946         11.583         27.373         75.039            279
     11/11/1979       315      1979        327.300          325.515          0.001      13733.866       5579.241          0.406          0.822        190.318          2.298         12.823         29.783         59.851            269
     07/11/1980       312      1980        314.000          312.891          0.001      10017.922       4136.551          0.413          0.846        143.969          2.849         11.784         41.007         58.886            267
     09/11/1981       313      1981        327.500          325.429          0.001      13256.305       5884.444          0.444          0.830        200.128          2.025         11.917         34.606         22.304            268
     11/11/1982       315      1982        138.900          138.900          0.001       3885.192       1004.570          0.259          0.354         53.818          3.315          3.330         87.787          0.514            270
     14/11/1983       318      1983        262.900          262.456          0.001      12594.179       4393.885          0.349          0.788        171.108          2.410         10.589         41.366          5.537            275
     16/11/1984       321      1984        291.700          291.653          0.001      13266.770       5531.732          0.417          0.819        166.890          2.098         11.607         37.848         28.616            276
     13/11/1985       317      1985        291.100          290.994          0.001      12420.731       4829.439          0.389          0.811        177.616          2.269         10.956         45.131         17.857            275
     16/11/1986       320      1986        323.400          322.582          0.001      13798.494       5982.277          0.434          0.820        179.250          1.997         11.947         36.027         42.205            274
