Summary_file = Roseworthy.sum
Title = Roseworthy
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     14/11/1958       318      1958        327.600          326.262          0.001      13956.343       5599.258          0.401          0.803        147.672          2.069         11.586         81.286        134.915            269
     29/10/1960       303      1960        368.100          366.800          0.001      15035.010       6439.634          0.428          0.811        172.246          2.330         15.006         35.511        128.210            253
     01/10/1961       274      1961        217.300          216.203          0.001       9619.737       4221.086          0.439          0.772        113.486          2.287          9.654        114.195         75.120            218
     05/11/1962       309      1962        275.700          272.011          0.001       7974.739       2931.979          0.368          0.668         95.858          2.987          8.758        111.194        105.054            257
     16/10/1963       289      1963        357.400          330.919          0.001       8788.001       3422.958          0.390          0.610        112.510          2.257          7.724         95.736        141.587            238
     17/11/1964       322      1964        269.900          269.900          0.001       9721.562       3954.001          0.407          0.719        119.434          2.376          9.395        111.763         88.431            274
     05/11/1966       309      1966        243.700          243.641          0.001       9302.945       3473.026          0.373          0.653        109.010          2.311          8.028        116.543         76.868            258
     16/11/1968       321      1968        433.400          419.158          0.001      14763.225       6438.954          0.436          0.846        199.867          2.390         15.386         38.006        147.071            276
     05/11/1969       309      1969        245.100          241.125          0.001       9320.279       2798.217          0.300          0.608        112.754          2.569          7.188        107.745         81.089            263
     09/10/1971       282      1971        365.200          363.063          0.001      10191.181       3809.674          0.374          0.611        113.665          2.314          8.815         90.112        179.129            223
     02/11/1972       307      1972        178.800          178.800          0.001       6068.201       2072.095          0.341          0.528         73.374          2.478          5.136        144.636         62.278            259
     06/10/1973       279      1973        300.800          298.860          0.001       9812.604       4031.763          0.411          0.615        112.044          2.248          9.065         98.174        125.381            224
     25/10/1974       298      1974        336.800          333.256          0.001      12152.678       4991.831          0.411          0.671        133.803          2.295         11.457         69.396        171.755            243
     28/10/1975       301      1975        297.600          296.091          0.001      10016.067       4478.563          0.447          0.679        113.863          2.314         10.362        103.459        148.225            251
     05/11/1978       309      1978        393.600          358.509          0.001      14434.458       6065.306          0.420          0.803        179.647          2.328         14.118         38.868        126.515            260
     25/09/1980       269      1980        217.700          217.673          0.001       5161.932       1978.970          0.383          0.618         61.430          2.385          4.719        169.593         82.722            214
     13/10/1982       286      1982        184.500          181.553          0.001       6079.829       1589.221          0.261          0.442         67.058          2.810          4.466        141.367         69.247            236
     26/10/1983       299      1983        282.200          281.220          0.001      14454.467       6214.360          0.430          0.730        179.138          2.321         14.426         45.173        136.804            249
     02/10/1985       275      1985        294.000          293.960          0.001      10506.702       4031.006          0.384          0.610        120.894          2.324          9.369         97.416        140.449            214
     14/11/1987       318      1987        205.200          205.151          0.001       7585.479       2284.370          0.301          0.472         90.946          2.333          5.329        124.762         83.912            271
     26/10/1988       300      1988        266.400          260.663          0.001       8940.647       3146.702          0.352          0.617        112.782          2.536          7.981        104.343         84.726            255
     06/11/1989       310      1989        279.300          279.300          0.001      10430.812       3443.914          0.330          0.783        118.065          2.542          8.756        115.011         95.958            262
     08/11/1991       312      1991        278.900          277.168          0.001       9471.040       3148.973          0.332          0.628        120.444          2.608          8.213        104.616        103.237            270
     09/11/1992       314      1992        391.800          388.440          0.001      12009.187       5073.093          0.422          0.626        150.780          2.320         11.769         67.687        169.934            265
     15/11/1994       319      1994        147.700          146.823          0.001       3330.327        617.611          0.185          0.315         37.942          3.980          2.458        153.918         65.975            276
     16/11/1995       320      1995        219.700          219.610          0.001       6494.121       2089.300          0.322          0.489         89.791          2.488          5.198        139.358         81.186            278
     31/10/1997       304      1997        261.900          254.758          0.001       1876.102        721.030          0.384          0.515         25.316          2.826          2.037        209.387        154.136            255
     04/10/1998       277      1998        215.200          215.200          0.001       5256.037       2234.311          0.425          0.617         64.780          2.378          5.313        160.408         76.966            222
     06/11/1999       310      1999        202.500          202.500          0.001       3144.034        977.355          0.311          0.490         42.679          3.178          3.106        187.074         74.961            267
     09/11/2001       313      2001        338.000          335.506          0.001      13214.402       5792.082          0.438          0.837        167.071          2.186         12.660         88.769        111.016            262
     07/11/2002       311      2002        177.000          175.953          0.001       4747.743       1048.612          0.221          0.409         59.990          3.355          3.518        162.031         55.130            264
