Summary_file = Minnipa.sum
Title = Minnipa
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     02/11/1958       306      1958        254.500          253.642          0.001      10492.772       4418.333          0.421          0.814        130.514          2.050          9.059         61.152        105.200            258
     23/10/1960       297      1960        278.400          277.892          0.001       9142.177       3174.949          0.347          0.762        111.877          2.123          6.740         70.039         88.138            248
     27/09/1961       270      1961        113.800          113.800          0.001         64.322         12.641          0.197          0.136          1.002          2.801          0.035        184.263         58.414            218
     29/10/1962       302      1962        158.400          158.400          0.001       1853.377        391.887          0.211          0.406         22.096          3.177          1.245        145.729         63.878            254
     09/10/1963       282      1963        256.900          256.838          0.001       8346.510       3648.185          0.437          0.841        103.111          2.323          8.474         67.169         85.770            232
     28/10/1966       301      1966        216.100          216.065          0.001       2331.783        871.016          0.374          0.523         27.630          2.436          2.122        146.203         66.812            251
     24/10/1968       298      1968        369.300          362.443          0.001      12993.966       5396.417          0.415          0.809        159.862          1.963         10.593         31.644        146.176            249
     10/11/1971       314      1971        174.400          174.400          0.001       6450.504       1533.239          0.238          0.517         77.850          2.860          4.385         80.438         66.661            271
     13/10/1973       286      1973        253.400          252.866          0.001       9972.361       4281.711          0.429          0.827        120.440          2.114          9.051         61.431         95.530            234
     26/10/1974       299      1974        330.200          323.561          0.001       9520.014       3320.617          0.349          0.781        115.231          2.321          7.708         61.574        156.506            248
     03/11/1975       307      1975        178.800          178.026          0.001         55.457         11.528          0.208          0.126          0.629          2.644          0.030        186.333         81.330            259
     29/10/1977       302      1977        131.700          131.700          0.001        415.205         80.782          0.195          0.293          4.652          4.260          0.344        172.003         55.446            260
     03/11/1979       307      1979        274.700          271.991          0.001       8153.308       3487.952          0.428          0.702        112.463          2.261          7.886         55.773        121.680            263
     04/11/1981       308      1981        231.500          221.457          0.001       7743.877       1896.926          0.245          0.627        100.153          2.725          5.169         64.334         85.447            266
     21/09/1985       264      1985        199.400          195.846          0.001         81.225         19.587          0.241          0.242          1.471          3.155          0.062        184.244        113.813            206
     05/11/1986       309      1986        243.300          242.322          0.001       7651.498       2489.276          0.325          0.704         90.519          2.350          5.849         77.659         72.094            261
     12/11/1989       316      1989        250.300          248.282          0.001       8053.650       1913.437          0.238          0.611         96.183          2.776          5.311         63.880         83.509            272
     30/10/1991       303      1991        218.100          216.866          0.001       6636.729       2247.796          0.339          0.610         92.377          2.545          5.720         77.941         80.200            263
     29/10/1995       302      1995        182.600          182.495          0.001       5136.050       1263.888          0.246          0.456         65.779          2.922          3.693         82.413         67.692            259
     19/09/1998       262      1998        209.100          206.120          0.001         69.967         14.666          0.210          0.227          0.921          5.141          0.075        186.584        112.486            207
     21/10/1999       294      1999        154.200          154.200          0.001        480.208         93.637          0.195          0.360          5.989          4.375          0.410        179.078         68.615            252
     09/11/2001       313      2001        225.100          224.409          0.001       4336.918       1756.891          0.405          0.573         69.690          2.377          4.176        106.571         87.140            269
