APSIM output file, version = 5.4
Title = Warra 600mm wet soil Low N
           date            day           year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()          (day)         (year)            (?)              (?)      (m^2/m^2)        (kg/ha)        (kg/ha)            (?)            (?)           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     13/10/1957            286           1957        122.700          118.247          0.001       6294.494       1584.198          0.252          0.571        126.932          1.343          2.128         22.055         10.209            243
     07/10/1958            280           1958        253.000          212.892          0.001       8600.332       1360.549          0.158          0.440        167.787          1.326          1.804         23.494         25.267            232
     11/10/1959            284           1959        142.500          140.777          0.001       5968.078       1545.202          0.259          0.568        123.286          1.303          2.013         24.043         22.967            242
     16/10/1960            290           1960        106.000          106.000          0.001       5973.040       1522.408          0.255          0.564        117.189          1.335          2.032         22.150          9.002            250
     13/10/1961            286           1961        187.000          186.095          0.001       6813.862       1479.578          0.217          0.517        138.736          1.298          1.920         23.547         46.384            245
     11/10/1962            284           1962        146.900          146.626          0.001       6365.489       1549.841          0.243          0.551        130.661          1.308          2.028         23.580          8.235            242
     12/10/1963            285           1963        137.700          137.542          0.001       6226.910       1546.829          0.248          0.551        125.463          1.297          2.006         24.400         13.453            242
     11/10/1964            285           1964        345.100          322.198          0.001       7351.938       1623.253          0.221          0.512        154.806          1.249          2.028         23.650        135.095            244
     13/10/1965            286           1965        180.000          178.179          0.001       7615.932       1475.991          0.194          0.500        150.352          1.311          1.935         23.870         12.895            246
     17/10/1966            290           1966        197.900          189.536          0.001       7557.240       1197.298          0.158          0.440        146.211          1.390          1.664         23.314         21.882            246
     12/10/1967            285           1967        246.400          223.458          0.001       8811.450       1315.805          0.149          0.404        172.021          1.177          1.549         24.731         36.931            244
     19/10/1968            293           1968        146.800          146.637          0.001       7388.820       1238.308          0.168          0.460        141.070          1.389          1.720         22.867         13.667            251
     11/10/1969            284           1969        146.300          143.031          0.001       6005.256       1315.147          0.219          0.550        118.193          1.504          1.978         24.686         14.188            238
     13/10/1970            286           1970         91.600           91.600          0.001       4247.606       1076.627          0.253          0.638         89.017          1.930          2.078         25.265         20.872            245
     12/10/1971            285           1971        231.200          225.270          0.001       7370.369       1768.387          0.240          0.536        147.851          1.268          2.242         25.327         68.842            246
     10/10/1972            284           1972         67.400           67.400          0.001       4441.590       1117.160          0.252          0.636         90.632          1.920          2.145         22.772         10.248            244
     02/10/1973            275           1973        352.500          332.624          0.001       8183.344       1953.653          0.239          0.556        147.664          1.360          2.657         19.791        181.806            231
     18/10/1974            291           1974        260.000          238.105          0.001       7687.074       1496.566          0.195          0.484        143.789          1.284          1.922         23.661         48.125            246
     11/10/1975            284           1975        224.000          216.040          0.001       7699.220       1581.058          0.205          0.499        142.454          1.276          2.018         25.027         72.554            241
     14/10/1976            288           1976        163.400          163.400          0.001       5697.829       1611.320          0.283          0.599        105.531          1.353          2.180         24.528         46.898            242
     13/10/1977            286           1977        141.400           98.725          0.001       5749.311       1501.627          0.261          0.584        118.953          1.408          2.114         21.664         15.185            245
     18/10/1978            291           1978        352.000          339.326          0.001       8902.674       1424.459          0.160          0.444        147.394          1.372          1.954         22.047        144.012            247
     10/10/1979            283           1979        138.000          135.337          0.001       5735.182       1529.221          0.267          0.586        111.922          1.380          2.110         22.406         26.155            241
     04/10/1980            278           1980         99.000           90.677          0.001       5712.910       1630.958          0.285          0.611        114.337          1.389          2.266         24.397         10.405            238
     11/10/1981            284           1981        240.000          219.429          0.001       8291.560       1386.888          0.167          0.444        158.568          1.271          1.762         22.373         29.655            244
     15/10/1982            288           1982        174.800          170.043          0.001       5585.557       1525.968          0.273          0.602        114.470          1.446          2.207         23.996         50.036            245
     07/10/1983            280           1983        267.900          223.138          0.001       7798.001       1433.977          0.184          0.474        138.518          1.298          1.862         24.355         68.499            242
     14/10/1984            288           1984        351.000          313.376          0.001       9300.103       1814.359          0.195          0.481        169.569          1.232          2.235         20.195        129.761            241
     14/10/1985            287           1985        312.600          279.373          0.001       8444.869       1321.301          0.156          0.446        168.349          1.396          1.845         22.120         89.620            243
     08/10/1986            281           1986        115.000          115.000          0.001       6248.211       1599.145          0.256          0.566        117.217          1.293          2.068         23.064          7.922            241
     08/10/1987            281           1987        105.400          100.644          0.001       6510.852       1677.900          0.258          0.574        121.882          1.322          2.218         22.536         11.347            238
     03/10/1988            277           1988        226.200          205.586          0.001       7587.133       1644.402          0.217          0.519        142.322          1.309          2.152         23.555         43.443            235
     13/10/1989            286           1989        135.600          134.531          0.001       6867.627       1582.149          0.230          0.523        122.086          1.199          1.898         24.714          9.227            245
