Summary_file = Dalby1500.sum
Title = Dalby 1500mm wet soil
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     13/10/1957       286      1957        126.100          124.434          0.001      13322.318       4263.478          0.320          0.690        261.181          1.545          6.585         42.991        104.949            244
     09/10/1958       282      1958        324.400          273.485          0.001      11739.704       4601.577          0.392          0.757        225.265          1.587          7.302         43.460        249.482            235
     13/10/1959       286      1959        168.900          168.412          0.001      12194.509       3761.911          0.308          0.695        248.781          1.683          6.332         46.026        142.029            243
     16/10/1960       290      1960        111.300          111.300          0.001      13123.413       3542.209          0.270          0.656        263.834          1.741          6.168         43.275         90.021            250
     13/10/1961       286      1961        179.100          179.100          0.001      13609.996       3950.301          0.290          0.678        272.478          1.666          6.580         43.489        134.680            244
     11/10/1962       284      1962        154.400          154.400          0.001      12880.067       3953.683          0.307          0.691        260.272          1.673          6.614         44.689        106.489            241
     13/10/1963       286      1963        140.300          138.587          0.001      12954.489       3829.395          0.296          0.674        257.549          1.649          6.315         45.393        113.015            243
     11/10/1964       285      1964        314.000          292.523          0.001      12793.229       3600.226          0.281          0.678        251.601          1.746          6.287         46.152        247.797            244
     13/10/1965       286      1965        291.600          279.033          0.001      13856.853       4524.294          0.327          0.696        257.235          1.523          6.889         44.346        244.295            246
     18/10/1966       291      1966        237.300          227.464          0.001      13894.229       4366.936          0.314          0.670        257.049          1.480          6.461         44.112        191.114            246
     13/10/1967       286      1967        265.100          244.684          0.001      12944.479       4088.828          0.316          0.686        241.939          1.529          6.252         44.809        218.446            246
     20/10/1968       294      1968        146.800          145.788          0.001      13975.046       4311.766          0.309          0.662        251.521          1.454          6.267         41.393        142.760            253
     12/10/1969       285      1969        221.300          219.067          0.001      11771.777       4132.965          0.351          0.724        227.859          1.633          6.748         45.905        199.541            239
     14/10/1970       287      1970        124.400          124.061          0.001      11842.990       3416.599          0.288          0.668        244.357          1.760          6.012         46.422        122.497            247
     14/10/1971       287      1971        250.400          247.662          0.001      13079.800       4001.480          0.306          0.674        240.826          1.625          6.501         43.746        238.419            247
     11/10/1972       285      1972         70.600           70.600          0.001      11683.415       3227.213          0.276          0.673        236.437          1.906          6.152         45.684         97.965            245
     03/10/1973       276      1973        293.100          286.098          0.001      10239.394       4366.518          0.426          0.796        169.420          1.801          7.863         39.761        341.346            233
     18/10/1974       291      1974        235.000          230.730          0.001      13590.409       3941.341          0.290          0.663        244.286          1.566          6.174         46.272        195.843            246
     12/10/1975       285      1975        177.700          173.705          0.001      13264.296       4152.296          0.313          0.680        230.715          1.586          6.587         44.065        182.273            242
     15/10/1976       289      1976        195.200          193.815          0.001      13567.264       4080.734          0.301          0.690        249.398          1.631          6.656         44.557        167.017            243
     13/10/1977       286      1977        104.800           93.671          0.001      12098.905       3315.078          0.274          0.655        239.156          1.771          5.869         44.561        119.372            245
     19/10/1978       292      1978        298.100          294.205          0.001      13083.314       4760.643          0.364          0.716        205.136          1.471          7.001         43.425        294.405            247
     10/10/1979       283      1979        205.000          175.162          0.001      13272.738       3997.137          0.301          0.686        251.168          1.636          6.541         42.533        153.582            240
     05/10/1980       279      1980         89.600           88.087          0.001      12472.998       3736.760          0.300          0.692        248.777          1.767          6.602         45.124         98.387            239
     12/10/1981       285      1981        217.700          207.866          0.001      13679.474       4178.147          0.305          0.680        242.084          1.561          6.523         41.877        170.534            244
     16/10/1982       289      1982        133.300          133.098          0.001      12340.783       3712.441          0.301          0.667        242.693          1.664          6.179         44.064        126.766            246
     08/10/1983       281      1983        263.400          223.270          0.001      11901.377       4040.689          0.340          0.715        200.106          1.640          6.626         44.483        250.930            243
     15/10/1984       289      1984        295.800          284.611          0.001      12328.783       4012.187          0.325          0.716        209.666          1.755          7.042         41.846        297.574            243
     17/10/1985       290      1985        245.200          237.491          0.001      13901.690       4358.067          0.313          0.677        262.586          1.496          6.518         44.284        188.485            245
     09/10/1986       282      1986         98.600           98.600          0.001      12427.820       3727.051          0.300          0.695        238.788          1.775          6.616         43.707        103.310            242
     08/10/1987       281      1987        122.000          120.631          0.001      12826.521       4328.173          0.337          0.708        241.249          1.575          6.817         44.202        136.261            239
     03/10/1988       277      1988        243.200          237.728          0.001      12432.026       3800.524          0.306          0.694        225.171          1.749          6.648         44.472        234.072            235
     12/10/1989       285      1989        101.800          101.800          0.001      12493.858       4072.011          0.326          0.702        232.082          1.619          6.591         46.000        101.779            244
     12/10/1990       285      1990        264.200          242.987          0.001      13443.635       4194.229          0.312          0.684        238.409          1.568          6.578         43.433        210.555            243
     01/10/1991       274      1991         41.400           41.400          0.001      10747.323       3582.229          0.333          0.734        225.826          1.835          6.575         51.472         97.550            232
     15/10/1992       289      1992        129.600          129.600          0.001      12901.312       3872.262          0.300          0.670        268.392          1.582          6.128         46.500         95.994            246
     06/10/1993       279      1993        137.800          137.800          0.001      11047.697       3783.765          0.342          0.739        221.157          1.797          6.800         45.902        157.096            235
     17/10/1994       290      1994         80.200           79.883          0.001      11276.288       2903.488          0.257          0.661        244.186          2.019          5.861         45.957         82.838            247
     10/10/1995       283      1995        164.400          156.984          0.001      12035.931       3580.555          0.297          0.679        245.617          1.712          6.132         46.998        133.507            242
     10/10/1996       284      1996        159.400          159.400          0.001      12291.383       3898.629          0.317          0.712        237.564          1.743          6.796         45.513        159.381            241
     09/10/1997       282      1997        163.000          159.967          0.001      11528.466       3284.138          0.285          0.690        240.257          1.894          6.220         47.857        167.540            242
     06/10/1998       279      1998        279.800          270.424          0.001      11187.932       3966.989          0.355          0.742        183.107          1.823          7.232         43.124        322.485            239
     07/10/1999       280      1999        143.000          142.930          0.001      11107.241       3937.857          0.355          0.750        210.971          1.792          7.058         44.643        162.276            237
     09/10/2000       283      2000         59.600           59.103          0.001      11477.279       3056.458          0.266          0.681        239.995          2.005          6.129         50.138         85.835            245
     09/10/2001       282      2001         45.500           45.500          0.001      11764.283       3200.301          0.272          0.676        243.005          1.950          6.239         43.838         82.584            240
     09/10/2002       282      2002        132.800          132.098          0.001      12651.657       3611.947          0.285          0.677        280.414          1.762          6.364         45.597         91.507            243
