Summary_file = Walgett750.sum
Title = Walgett 750mm wet soil
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)
     16/10/1957       289      1957         49.800           49.800          0.001       5519.518       1263.739          0.229          0.443         93.372          2.834          3.582        108.354          2.694
     17/10/1958       290      1958        220.800          218.963          0.001       8970.892       3001.180          0.335          0.592        147.680          2.565          7.699         56.496         47.133
     21/10/1959       294      1959        170.900          170.900          0.000       7794.036       2336.926          0.300          0.438        143.219          2.200          5.142         64.154          9.223
     18/10/1960       292      1960         73.500           73.500          0.001       5763.695       1407.698          0.244          0.445         92.899          2.776          3.908         97.841          3.350
     12/10/1961       285      1961         83.900           83.900          0.000       5096.771       1392.819          0.273          0.616         95.414          2.662          3.708        138.639          5.622
     13/10/1962       286      1962        191.200          191.200          0.000       7587.858       2837.484          0.374          0.558        142.765          2.411          6.841         77.229         16.286
     14/10/1963       287      1963        179.300          175.433          0.000       8894.363       2700.910          0.304          0.590        150.960          2.744          7.412         59.966         16.191
     14/10/1964       288      1964        191.300          191.300          0.000       6849.422       1831.636          0.267          0.382        113.372          2.355          4.313         69.392         57.106
     12/10/1965       285      1965         81.400           81.400          0.000       4412.050       1439.797          0.326          0.764         83.429          2.422          3.487        165.582          9.346
     21/10/1966       294      1966        229.300          229.295          0.000      12263.859       4166.204          0.340          0.730        187.228          2.346          9.775         48.097         14.817
     13/10/1967       286      1967        127.800          127.800          0.000       8038.834       1934.245          0.241          0.488        124.506          2.937          5.682         64.189          4.404
     24/10/1968       298      1968        169.000          169.000          0.000       8105.215       3004.776          0.371          0.593        136.012          2.305          6.925         80.683         14.155
     16/10/1969       289      1969        256.800          256.782          0.001      11234.015       4552.725          0.405          0.778        184.962          2.332         10.616         49.105         51.406
