Summary_file=referenc.sum
Title =sugar reference run
   year    day           date         no3(1)         no3(2)         no3(3)      sw_dep(1)      sw_dep(2)      sw_dep(3)       tt_tot()            lai        biomass    swdef_photo    nfact_photo     root_depth water_log    crop_status      dm_dead()     residue_wt      residue_n        fom_c()        fom_n()
     ()     ()             ()        (kg/ha)        (kg/ha)        (kg/ha)           (mm)           (mm)           (mm)           (oC)      (m^2/m^2)        (g/m^2)             ()             ()           (mm)    (????)             ()        (g/m^2)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)
   1984     92      1/04/1984          2.824          5.738          5.578         33.022         79.970         80.006         16.500          0.000          0.000          0.000          0.000        600.000      ????          alive          0.000          0.000          0.000        367.347          8.163
   1984     99      8/04/1984          3.337          8.166          7.531         27.676         79.804         80.007        110.764          0.000          0.000          1.000          0.000        600.000      ????          alive          0.000          0.000          0.000        277.671          6.170
   1984    113     22/04/1984          3.543          9.876          7.673         22.436         79.410         80.006        233.833          0.000          0.000          1.000          0.000        600.000      ????          alive          0.000          0.000          0.000        203.533          4.523
   1984    120     29/04/1984          4.021         10.798          7.636         28.949         79.563         80.007        329.841          0.000          0.000          1.000          0.000        600.000      ????          alive          0.000          0.000          0.000        161.611          3.591
   1984    127      6/05/1984          4.605         11.639          7.614         25.673         79.379         80.006        406.998          0.010          3.577          1.000          0.429        610.000      ????          alive          0.000          0.000          0.000        139.740          3.095
   1984    134     13/05/1984          5.035         12.471          7.600         23.246         79.098         80.003        513.448          0.015          4.258          1.000          1.000        680.000      ????          alive          0.000          0.000          0.000        130.611          2.821
   1984    141     20/05/1984          5.566         13.447          7.593         31.285         79.307         79.998        620.248          0.026          5.700          1.000          1.000        750.000      ????          alive          0.000          0.000          0.000        114.860          2.416
   1984    148     27/05/1984          6.353         14.245          7.586         27.086         78.997         79.989        719.648          0.040          7.670          1.000          1.000        820.000      ????          alive          0.000          0.000          0.000        102.514          2.092
   1984    155      3/06/1984          6.913         14.860          7.514         24.321         78.624         79.956        816.398          0.061         10.512          1.000          1.000        890.000      ????          alive          0.000          0.000          0.000         96.552          1.909
   1984    162     10/06/1984          7.223         15.543          7.428         33.726         79.068         79.886        911.148          0.092         14.815          1.000          1.000        960.000      ????          alive          0.000          0.000          0.000         89.695          1.716
   1984    169     17/06/1984          7.935         16.047          7.331         28.333         78.774         79.845       1009.948          0.113         17.787          1.000          1.000       1000.000      ????          alive          0.000          0.000          0.000         81.922          1.512
   1984    176     24/06/1984          8.476         16.229          7.133         25.176         77.928         79.579       1091.698          0.174         26.240          1.000          1.000       1000.000      ????          alive          0.000          0.000          0.000         78.048          1.387
   1984    183      1/07/1984          8.561         16.473          6.877         31.659         78.366         79.313       1173.648          0.253         37.045          1.000          1.000       1000.000      ????          alive          0.000          0.000          0.000         73.421          1.255
   1984    190      8/07/1984          8.614         15.255          6.232         26.718         75.978         78.388       1223.298          0.449         64.193          1.000          1.000       1000.000      ????          alive          0.000          0.000          0.000         70.543          1.156
   1984    197     15/07/1984          7.827         14.027          5.370         31.327         76.207         77.479       1317.448          0.701         99.008          1.000          1.000       1000.000      ????          alive          0.000          0.000          0.000         66.314          1.038
   1984    204     22/07/1984          7.275         13.878          4.807         39.769         79.421         77.105       1412.698          0.852        119.878          1.000          1.000       1000.000      ????          alive          0.000          0.000          0.000         62.850          0.935
   1984    212     30/07/1984          6.711         11.049          3.749         29.102         75.674         75.746       1515.898          1.229        179.533          1.000          1.000       1000.000      ????          alive          0.000          0.417          0.002         59.732          0.834
   1984    219      6/08/1984          4.476          7.377          2.347         32.115         74.906         73.932       1603.448          1.666        248.924          1.000          1.000       1000.000      ????          alive          0.000          1.944          0.007         58.115          0.762
   1984    226     13/08/1984          1.127          1.886          0.607         41.672         77.155         71.040       1694.048          2.155        364.615          0.987          1.000       1000.000      ????          alive          0.000          3.531          0.013         56.820          0.696
   1984    233     20/08/1984          0.151          0.132          0.022         36.564         76.398         67.912       1776.748          2.606        506.608          1.000          1.000       1000.000      ????          alive          0.000          5.328          0.020         58.123          0.658
   1984    240     27/08/1984          0.159          0.130          0.004         45.208         80.218         65.601       1879.048          3.063        651.135          0.970          0.928       1000.000      ????          alive          0.000          7.513          0.028         61.091          0.636
   1984    247      3/09/1984          0.137          0.102          0.005         37.477         78.715         67.494       1974.399          3.392        777.715          1.000          0.763       1000.000      ????          alive          0.000         10.300          0.038         65.855          0.629
   1984    254     10/09/1984          0.186          0.112          0.004         34.309         76.107         66.079       2077.599          3.682        909.491          1.000          0.652       1000.000      ????          alive          0.000         13.959          0.051         71.374          0.628
   1984    261     17/09/1984          0.168          0.128          0.005         44.504         79.640         65.333       2182.948          3.930       1027.507          1.000          0.575       1000.000      ????          alive          0.000         18.937          0.069         77.667          0.633
   1984    268     24/09/1984          0.155          0.110          0.004         38.315         79.060         66.080       2292.249          4.131       1134.136          1.000          0.520       1000.000      ????          alive          0.000         25.216          0.092         85.130          0.648
   1984    275      1/10/1984          0.215          0.117          0.004         33.464         75.680         65.708       2402.049          4.307       1243.374          1.000          0.501       1000.000      ????          alive          0.000         33.751          0.124         93.250          0.668
   1984    282      8/10/1984          0.160          0.117          0.003         44.861         80.312         67.542       2510.249          4.313       1327.151          1.000          0.503       1000.000      ????          alive          0.000         46.848          0.172        102.523          0.698
   1984    289     15/10/1984          0.248          0.115          0.003         30.205         73.439         67.710       2618.948          4.225       1413.778          1.000          0.529       1000.000      ????          alive          0.000         75.030          0.275        112.367          0.733
   1984    296     22/10/1984          0.147          0.111          0.004         38.766         79.374         66.760       2729.698          4.250       1519.531          0.996          0.528       1000.000      ????          alive          0.000        116.227          0.426        122.106          0.769
   1984    303     29/10/1984          0.180          0.110          0.003         34.465         76.075         65.277       2838.299          4.246       1628.420          1.000          0.530       1000.000      ????          alive          0.000        165.254          0.605        132.940          0.812
   1984    310      5/11/1984          0.229          0.116          0.003         32.111         75.545         64.971       2962.798          3.985       1744.278          1.000          0.560       1000.000      ????          alive          0.000        236.818          0.868        144.260          0.858
   1984    317     12/11/1984          0.153          0.121          0.004         39.976         79.412         66.162       3088.005          3.696       1858.424          1.000          0.601       1000.000      ????          alive          0.000        339.857          1.245        156.147          0.908
   1984    324     19/11/1984          0.185          0.122          0.003         36.280         76.856         64.689       3214.705          3.412       1977.419          0.985          0.671       1000.000      ????          alive          0.000        481.576          1.764        168.731          0.962
   1984    331     26/11/1984          0.152          0.122          0.003         45.300         79.763         64.966       3329.205          3.234       2084.689          0.897          0.739       1000.000      ????          alive          0.000        658.518          2.412        182.895          1.027
   1984    338      3/12/1984          0.152          0.119          0.003         42.722         78.659         65.257       3446.656          3.147       2179.342          0.943          0.793       1000.000      ????          alive          0.000        858.242          3.144        197.958          1.096
   1984    345     10/12/1984          0.183          0.120          0.003         34.875         76.536         65.010       3579.202          3.150       2299.131          0.924          0.807       1000.000      ????          alive          0.000       1074.196          3.935        213.141          1.166
   1984    352     17/12/1984          0.257          0.131          0.002         30.993         73.934         66.666       3713.842          3.143       2403.819          0.877          0.815       1000.000      ????          alive          0.000       1302.692          4.772        229.112          1.241
   1984    359     24/12/1984          0.163          0.125          0.003         37.875         78.174         66.637       3849.306          3.238       2527.727          0.944          0.785       1000.000      ????          alive          0.000       1539.611          5.640        245.632          1.319
   1984    366     31/12/1984          0.194          0.131          0.001         34.288         74.874         65.280       3976.090          3.280       2620.686          0.805          0.759       1000.000      ????          alive          0.000       1778.024          6.513        263.667          1.405
   1985      7      7/01/1985          0.177          0.135          0.002         36.717         76.729         64.070       4110.457          3.452       2737.795          0.773          0.713       1000.000      ????          alive          0.000       2014.167          7.378        281.064          1.488
   1985     14     14/01/1985          0.152          0.136          0.002         39.806         78.963         63.718       4242.288          3.574       2848.876          0.856          0.651       1000.000      ????          alive          0.000       2245.506          8.226        300.130          1.580
   1985     21     21/01/1985          0.127          0.111          0.002         39.208         79.250         64.984       4366.823          3.568       2922.769          1.000          0.632       1000.000      ????          alive          0.000       2474.558          9.065        320.906          1.682
   1985     28     28/01/1985          0.159          0.120          0.002         36.127         76.499         65.740       4496.523          3.616       3028.590          1.000          0.601       1000.000      ????          alive          0.000       2703.197          9.902        342.304          1.786
   1985     35      4/02/1985          0.166          0.120          0.001         36.329         76.868         66.540       4621.723          3.613       3092.842          1.000          0.577       1000.000      ????          alive          0.000       2929.555         10.731        364.431          1.895
   1985     42     11/02/1985          0.124          0.103          0.001         38.250         78.977         70.309       4744.523          3.596       3147.978          1.000          0.579       1000.000      ????          alive          0.000       3154.274         11.555        387.308          2.008
   1985     49     18/02/1985          0.126          0.118          0.002         41.614         80.637         70.679       4868.873          3.568       3215.063          1.000          0.574       1000.000      ????          alive          0.000       3378.886         12.377        410.331          2.121
   1985     56     25/02/1985          0.208          0.129          0.001         32.733         74.120         69.372       4996.423          3.552       3308.594          1.000          0.556       1000.000      ????          alive          0.000       3604.004         13.202        433.852          2.237
   1985     63      4/03/1985          0.141          0.143          0.001         44.484         78.772         67.281       5129.691          3.533       3410.932          1.000          0.517       1000.000      ????          alive          0.000       3829.981         14.030        457.367          2.353
   1985     70     11/03/1985          0.123          0.124          0.002         41.368         80.394         68.452       5256.854          3.504       3477.887          1.000          0.488       1000.000      ????          alive          0.000       4055.195         14.855        481.738          2.474
   1985     77     18/03/1985          0.154          0.114          0.001         35.858         76.540         68.078       5375.455          3.411       3515.641          1.000          0.496       1000.000      ????          alive          0.000       4279.024         15.675        507.074          2.599
