APSIM output file, version = 5.3
Title = Gunnedah 1500mm wet soil
           date            day           year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()          (day)         (year)            (?)              (?)      (m^2/m^2)        (kg/ha)        (kg/ha)            (?)            (?)           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     03/11/1957            307           1957         85.200           85.200          0.001      10888.805       3113.090          0.286          0.685        190.884          2.890          8.997         36.864         27.170            267
     03/11/1958            307           1958        283.500          266.629          0.001      16158.437       5779.147          0.358          0.760        266.683          1.968         11.375         30.635         98.071            260
     03/11/1959            307           1959        178.900          178.900          0.001      12574.599       4851.453          0.386          0.794        215.665          2.251         10.921         34.537         57.054            259
     06/11/1960            311           1960        211.300          211.300          0.001      13524.156       4675.751          0.346          0.781        228.706          2.416         11.296         31.535         66.469            268
     29/10/1961            302           1961        187.800          187.800          0.001      12671.826       4007.582          0.316          0.786        215.047          2.839         11.377         31.837         54.806            264
     04/11/1962            308           1962        265.300          265.048          0.001      12737.075       5319.886          0.418          0.811        237.126          2.226         11.841         38.324        103.537            262
     04/11/1963            308           1963        215.300          215.057          0.001      12726.510       4769.027          0.375          0.794        220.368          2.288         10.912         37.260         64.639            266
     08/11/1964            313           1964        276.400          271.570          0.001      15239.747       5478.624          0.359          0.756        264.247          2.019         11.060         31.334         79.346            265
     21/10/1965            294           1965        140.800          140.800          0.001       7424.007       2801.216          0.377          0.805        141.061          2.826          7.917        109.511         97.132            256
     01/11/1966            305           1966        269.000          265.808          0.001      14539.605       5584.714          0.384          0.776        218.149          2.044         11.417         35.104        127.275            261
     23/10/1967            296           1967        198.500          198.094          0.001      12072.148       4097.172          0.339          0.796        189.094          2.665         10.917         37.691         88.389            258
     05/11/1968            310           1968        217.600          217.600          0.001      17038.006       6152.310          0.361          0.749        251.574          1.857         11.423         27.486         60.448            268
     29/10/1969            302           1969        367.300          358.519          0.001      16156.714       5545.624          0.343          0.739        242.144          1.941         10.764         28.302        193.595            255
     29/10/1970            302           1970        206.200          205.970          0.001      10890.585       4273.912          0.392          0.778        186.384          2.876         12.293         40.565        102.717            260
     26/10/1971            299           1971        178.800          178.305          0.001      12975.742       4859.214          0.374          0.795        212.666          2.443         11.871         37.764         83.505            258
     17/10/1972            291           1972         80.700           80.700          0.001       7036.286       1711.093          0.243          0.563        136.818          1.348          2.307        166.153         66.993            251
     17/10/1973            290           1973        266.000          265.308          0.001      11778.289       4169.630          0.354          0.767        182.639          2.878         11.999         41.475        159.231            246
     31/10/1974            304           1974        163.200          162.695          0.001      13488.426       5270.997          0.391          0.794        199.829          2.132         11.239         33.377         60.648            259
     21/10/1975            294           1975        207.200          204.415          0.001      14296.804       5382.746          0.377          0.782        215.959          2.099         11.298         31.433         97.443            252
     30/10/1976            304           1976        246.800          246.800          0.001      16666.438       5919.595          0.355          0.752        241.170          1.941         11.488         26.584        102.486            256
     26/10/1977            299           1977        199.400          192.670          0.001      12954.334       4261.763          0.329          0.760        212.266          2.350         10.016         35.255         70.002            260
     31/10/1978            304           1978        306.600          298.343          0.001      15459.368       5560.279          0.360          0.761        221.661          1.952         10.854         30.427        142.376            261
     23/10/1979            296           1979        185.600          185.500          0.001      13235.778       5455.567          0.412          0.812        208.193          2.219         12.107         37.673         75.180            254
     18/10/1980            292           1980        128.600          128.226          0.001      11487.076       3778.229          0.329          0.795        195.950          2.841         10.734         37.905         38.926            253
     26/10/1981            299           1981        291.200          272.352          0.001      13481.330       5376.226          0.399          0.796        210.778          2.103         11.307         32.445        130.091            258
     23/10/1982            296           1982         75.400           75.400          0.001       9816.160       3298.788          0.336          0.776        176.806          2.494          8.227         75.052         30.721            251
     25/10/1983            298           1983        302.400          297.590          0.001      16183.016       5667.069          0.350          0.752        249.600          1.984         11.242         28.309        131.917            256
     25/10/1984            299           1984        180.000          176.521          0.001      12530.234       4347.209          0.347          0.780        197.378          2.603         11.315         42.410         96.278            252
