Summary_file = maize.sum
Title = 
           date       das          stage     zadok            lai        biomass          grain      biomass_n        grain_n        tillers      rootdepth            cep       ws_pheno       ws_photo       ws_expan      ws_tiller       Ns_pheno       Ns_photo       Ns_expan      Ns_tiller    pfact_photo      p_green()        p_sen()       p_demand    pfact_pheno pfact_expansion    pfact_grain      biomass_p green_biomass_p        grain_p         leaf_p         stem_p         root_p     deadleaf_p       flower_p         head_p   p_senesced()       p_dead()  dlt_p_green() dlt_p_retrans() dlt_p_detached()   dlt_p_dead()    dlt_p_sen()  p_conc_stover    p_conc_leaf    p_conc_stem   p_conc_grain p_uptake_stover grain_p_demand      residue_p            esw           sw()             es         runoff          drain          no3()          nh4() uptake_p_maize()       fom_cp()  fom_p_pool3()  fom_p_pool2()  fom_p_pool1()        fom_p()        hum_p()       biom_p()  soil_test_p()       rock_p()    unavail_p()     labile_p()
             ()    (days)             ()        ()      (m^2/m^2)         (g/m2)        (g/m^2)         (g/m2)        (g/m^2)             ()           (mm)           (mm)             ()             ()             ()             ()             ()             ()             ()             ()             ()        (g/m^2)        (g/m^2)        (g/m^2)             ()              ()             ()        (g/m^2)         (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)         (g/m^2)          (g/m^2)        (g/m^2)        (g/m^2)            (%)            (%)            (%)            (%)         (g/m^2)        (g/m^2)        (kg/ha)           (mm)        (mm/mm)           (mm)           (mm)           (mm)        (kg/ha)        (kg/ha)          (kg/ha)             ()        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)             ()             ()        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)
     02/03/1993       123          8.932         0          1.901       1381.474        510.263         14.501          5.686          0.000       1800.000        306.623          1.000          1.000          1.000          0.000          1.000          0.636          1.000          0.000          0.118          1.226          0.050          0.498          0.283           0.118          0.944          1.056           1.005          0.816          0.048          0.112          0.221          0.050          0.029          0.845          0.050          0.000          0.001           0.000            0.000          0.000          0.001          0.025          0.072          0.020          0.160           0.189          0.000          0.027         97.405          1.673          1.604          0.000          0.000          2.595          0.409            0.005       2759.354          0.069          0.117          0.016          0.201       2418.098         19.415         42.465          0.000        349.605         42.465
     03/03/1993       124          8.950         0          1.857       1383.403        512.192         14.508          5.716          0.000       1800.000        307.136          1.000          1.000          1.000          0.000          1.000          0.638          1.000          0.000          0.113          1.226          0.051          0.496          0.270           0.113          0.900          1.056           1.005          0.817          0.047          0.112          0.221          0.051          0.029          0.846          0.051          0.000          0.001           0.000            0.000          0.000          0.001          0.024          0.072          0.020          0.160           0.188          0.000          0.027         96.838          1.667          0.668          0.000          0.000          2.593          0.409            0.005       2761.948          0.069          0.119          0.016          0.204       2418.086         19.417         42.452          0.000        349.624         42.452
     04/03/1993       125          8.970         0          1.809       1384.833        513.622         14.516          5.738          0.000       1800.000        307.335          1.000          1.000          1.000          0.000          1.000          0.641          1.000          0.000          0.108          1.225          0.052          0.493          0.260           0.108          0.866          1.057           1.005          0.818          0.046          0.112          0.220          0.052          0.029          0.847          0.052          0.000          0.001           0.000            0.000          0.000          0.001          0.024          0.072          0.020          0.159           0.187          0.000          0.027         96.585          1.663          0.420          0.000          0.000          2.589          0.406            0.005       2764.692          0.069          0.121          0.016          0.207       2418.075         19.418         42.440          0.000        349.642         42.440
     05/03/1993       126          8.987         0          1.768       1386.510        515.298         14.524          5.765          0.000       1800.000        307.638          1.000          1.000          1.000          0.000          1.000          0.646          1.000          0.000          0.106          1.224          0.053          0.490          0.254           0.106          0.846          1.057           1.005          0.819          0.045          0.112          0.220          0.053          0.029          0.848          0.053          0.000          0.001           0.000            0.000          0.000          0.001          0.024          0.072          0.020          0.159           0.185          0.000          0.027         96.227          1.659          0.408          0.000          0.000          2.584          0.402            0.005       2767.542          0.070          0.123          0.017          0.209       2418.065         19.419         42.429          0.000        349.658         42.429
     06/03/1993       127          9.000         0          1.717       1387.856        515.298         14.531          5.765          0.000       1800.000        307.944          1.000          1.000          1.000          0.000          1.000          0.649          1.000          0.000          0.102          1.223          0.054          0.488          0.245           0.102          0.817          1.058           1.004          0.820          0.044          0.112          0.219          0.054          0.029          0.849          0.054          0.000          0.000           0.000            0.000          0.000          0.001          0.024          0.072          0.020          0.159           0.184          0.000          0.027         95.863          1.655          0.397          0.000          0.000          2.573          0.399            0.005       2770.503          0.070          0.125          0.017          0.212       2418.056         19.421         42.419          0.000        349.673         42.419
     07/03/1993       128         10.000         0          1.664       1389.262        515.298         14.538          5.765          0.000       1800.000        308.228          1.000          1.000          1.000          0.000          1.000          0.654          1.000          0.000          0.104          1.223          0.055          0.486          0.249           0.104          0.830          1.058           1.004          0.826          0.036          0.112          0.219          0.055          0.029          0.855          0.055          0.000          0.000           0.000            0.000          0.000          0.001          0.023          0.062          0.020          0.160           0.177          0.000          0.027         95.521          1.652          0.388          0.000          0.000          2.561          0.396            0.005       2773.516          0.070          0.127          0.018          0.215       2418.047         19.422         42.410          0.000        349.687         42.410
     08/03/1993       129         11.000         0          0.010       1389.262        515.298         14.538          5.765          0.000       1800.000        308.228          1.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.117          1.194          0.084          0.489          0.281           0.117          0.937          1.059           0.975          0.827          0.007          0.113          0.219          0.084          0.029          0.855          0.084          0.000          0.000           0.000            0.000          0.000          0.030          0.021          2.047          0.020          0.160           0.149          0.000          0.027         95.462          1.649          0.378          0.000          0.000          2.629          0.394            0.005       2776.466          0.071          0.129          0.018          0.218       2418.038         19.424         42.400          0.000        349.700         42.400
     09/03/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.349         95.402          1.647          0.370          0.000          0.000          2.627          0.286            0.000       3158.211          0.289          1.652          0.448          2.389       2418.031         19.479         42.352          0.000        349.715         42.352
     10/03/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.349         95.340          1.644          0.362          0.000          0.000          2.558          0.242            0.000       3158.211          0.289          1.645          0.440          2.374       2418.024         19.536         42.301          0.000        349.732         42.301
     11/03/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.349         95.276          1.642          0.354          0.000          0.000          2.477          0.234            0.000       3158.211          0.289          1.638          0.433          2.360       2418.016         19.586         42.255          0.000        349.748         42.255
     12/03/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.318         97.933          1.685          1.093          0.000          0.000          1.524          0.072            0.000       3158.211          0.288          1.631          0.426          2.345       2418.023         20.060         41.806          0.000        349.763         41.806
     13/03/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.307         96.715          1.677          1.218          0.000          0.000          1.159          0.029            0.000       3158.211          0.288          1.625          0.419          2.333       2418.019         20.247         41.632          0.000        349.777         41.632
     14/03/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.303         95.617          1.670          1.098          0.000          0.000          1.002          0.012            0.000       3158.211          0.288          1.620          0.414          2.322       2418.013         20.335         41.551          0.000        349.790         41.551
     15/03/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.302         95.157          1.663          0.981          0.000          0.000          0.922          0.004            0.000       3158.211          0.288          1.615          0.410          2.313       2418.007         20.386         41.505          0.000        349.802         41.505
     16/03/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.301         95.115          1.658          0.752          0.000          0.000          0.869          0.001            0.000       3158.211          0.288          1.610          0.406          2.304       2418.001         20.424         41.472          0.000        349.813         41.472
     17/03/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.301         95.068          1.653          0.878          0.000          0.000          0.826          0.001            0.000       3158.211          0.287          1.606          0.401          2.295       2417.994         20.458         41.441          0.000        349.825         41.441
     18/03/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.301         95.019          1.650          0.381          0.000          0.000          0.788          0.001            0.000       3158.211          0.287          1.601          0.397          2.286       2417.987         20.491         41.413          0.000        349.838         41.413
     19/03/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.301         94.968          1.647          0.372          0.000          0.000          0.755          0.001            0.000       3158.211          0.287          1.597          0.393          2.277       2417.979         20.522         41.385          0.000        349.850         41.385
     20/03/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.301         94.915          1.645          0.564          0.000          0.000          0.726          0.000            0.000       3158.211          0.287          1.592          0.389          2.268       2417.972         20.552         41.358          0.000        349.863         41.358
     21/03/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.301         94.862          1.643          0.357          0.000          0.000          0.698          0.000            0.000       3158.211          0.287          1.588          0.385          2.260       2417.965         20.582         41.332          0.000        349.876         41.332
     22/03/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.301         94.807          1.640          0.349          0.000          0.000          0.672          0.000            0.000       3158.211          0.287          1.584          0.382          2.252       2417.958         20.611         41.306          0.000        349.888         41.306
     23/03/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.301         94.750          1.638          0.543          0.000          0.000          0.649          0.000            0.000       3158.211          0.286          1.579          0.378          2.244       2417.950         20.638         41.282          0.000        349.900         41.282
     24/03/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.301         94.693          1.636          0.336          0.000          0.000          0.628          0.000            0.000       3158.211          0.286          1.575          0.375          2.236       2417.944         20.664         41.259          0.000        349.911         41.259
     25/03/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.301         94.634          1.634          0.330          0.000          0.000          0.618          0.000            0.000       3158.211          0.286          1.572          0.372          2.230       2417.937         20.686         41.239          0.000        349.922         41.239
     26/03/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.301         94.574          1.632          0.325          0.000          0.000          0.615          0.000            0.000       3158.211          0.286          1.569          0.369          2.224       2417.930         20.706         41.222          0.000        349.932         41.222
     27/03/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.301         94.514          1.629          0.319          0.000          0.000          0.612          0.000            0.000       3158.211          0.286          1.565          0.367          2.218       2417.923         20.725         41.204          0.000        349.943         41.204
     28/03/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.301         94.452          1.627          0.314          0.000          0.000          0.611          0.001            0.000       3158.211          0.286          1.562          0.364          2.212       2417.916         20.745         41.187          0.000        349.954         41.187
     29/03/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.301         94.390          1.625          0.309          0.000          0.000          0.611          0.002            0.000       3158.211          0.286          1.559          0.362          2.206       2417.909         20.765         41.168          0.000        349.966         41.168
     30/03/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.301         94.327          1.623          0.304          0.000          0.000          0.611          0.003            0.000       3158.211          0.285          1.555          0.359          2.200       2417.902         20.785         41.149          0.000        349.979         41.149
     31/03/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.301         94.263          1.621          0.300          0.000          0.000          0.612          0.003            0.000       3158.211          0.285          1.552          0.356          2.194       2417.894         20.805         41.129          0.000        349.991         41.129
     01/04/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.301         94.198          1.619          0.295          0.000          0.000          0.613          0.004            0.000       3158.211          0.285          1.548          0.354          2.188       2417.887         20.825         41.111          0.000        350.004         41.111
     02/04/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.301         94.133          1.617          0.291          0.000          0.000          0.615          0.004            0.000       3158.211          0.285          1.545          0.351          2.182       2417.880         20.844         41.093          0.000        350.016         41.093
     03/04/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.301         94.068          1.616          0.287          0.000          0.000          0.615          0.005            0.000       3158.211          0.285          1.542          0.349          2.176       2417.873         20.862         41.075          0.000        350.027         41.075
     04/04/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.301         94.001          1.614          0.284          0.000          0.000          0.617          0.006            0.000       3158.211          0.285          1.539          0.347          2.170       2417.866         20.880         41.059          0.000        350.038         41.059
     05/04/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.301         93.935          1.612          0.280          0.000          0.000          0.620          0.007            0.000       3158.211          0.285          1.536          0.344          2.165       2417.860         20.898         41.043          0.000        350.049         41.043
     06/04/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.301         93.868          1.610          0.276          0.000          0.000          0.623          0.009            0.000       3158.211          0.285          1.532          0.342          2.159       2417.853         20.915         41.026          0.000        350.061         41.026
     07/04/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.301         93.800          1.608          0.273          0.000          0.000          0.627          0.012            0.000       3158.211          0.284          1.529          0.340          2.154       2417.846         20.933         41.009          0.000        350.073         41.009
     08/04/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.301         93.732          1.606          0.270          0.000          0.000          0.631          0.014            0.000       3158.211          0.284          1.526          0.338          2.148       2417.838         20.951         40.991          0.000        350.086         40.991
     09/04/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.301         93.664          1.605          0.267          0.000          0.000          0.636          0.014            0.000       3158.211          0.284          1.523          0.335          2.142       2417.831         20.969         40.973          0.000        350.099         40.973
     10/04/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.301         93.595          1.603          0.264          0.000          0.000          0.641          0.014            0.000       3158.211          0.284          1.519          0.333          2.136       2417.825         20.987         40.955          0.000        350.111         40.955
     11/04/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.301         93.526          1.601          0.261          0.000          0.000          0.644          0.015            0.000       3158.211          0.284          1.516          0.331          2.131       2417.818         21.004         40.939          0.000        350.122         40.939
     12/04/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.301         93.457          1.600          0.258          0.000          0.000          0.646          0.016            0.000       3158.211          0.284          1.513          0.329          2.126       2417.812         21.019         40.925          0.000        350.132         40.925
     13/04/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.301         93.388          1.598          0.255          0.000          0.000          0.649          0.016            0.000       3158.211          0.284          1.511          0.327          2.121       2417.806         21.034         40.911          0.000        350.141         40.911
     14/04/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.301         93.318          1.596          0.252          0.000          0.000          0.653          0.017            0.000       3158.211          0.284          1.508          0.325          2.117       2417.801         21.048         40.898          0.000        350.149         40.898
