Summary_file = SugarWT.sum
Title = APSwim Sample Simulation
           date        WTdepth       drain230            lai             ep     root_depth    nfact_photo    swdef_photo           sw50          sw100          sw140          sw200       uptake50      uptake100      uptake140      uptake200
     27/01/2001        130.000          2.629          4.606          5.413       2300.000          0.899          1.000          0.383          0.385          0.408          0.399          0.351          0.529          0.392          0.124
     28/01/2001        130.000          0.245          4.607          6.553       2300.000          0.893          1.000          0.377          0.380          0.408          0.399          0.424          0.640          0.475          0.152
     29/01/2001        130.000         -1.097          4.608          6.940       2300.000          0.886          1.000          0.372          0.377          0.408          0.399          0.447          0.676          0.505          0.163
     30/01/2001        130.000         -1.756          4.609          6.802       2300.000          0.879          1.000          0.367          0.374          0.408          0.399          0.437          0.662          0.496          0.163
     31/01/2001        130.000         -1.057          4.593          2.585       2300.000          0.872          1.000          0.365          0.375          0.408          0.399          0.164          0.252          0.192          0.066
     01/02/2001        130.000         -0.939          4.578          2.595       2300.000          0.876          1.000          0.363          0.375          0.408          0.399          0.164          0.253          0.193          0.066
     02/02/2001        130.000         -0.852          4.578          2.183       2300.000          0.881          1.000          0.361          0.375          0.408          0.399          0.137          0.213          0.164          0.057
     03/02/2001        130.000         -1.027          4.580          2.835       2300.000          0.880          1.000          0.366          0.374          0.408          0.399          0.177          0.273          0.210          0.073
     04/02/2001        130.000         -0.921          4.572          2.102       2300.000          0.879          1.000          0.394          0.374          0.408          0.399          0.133          0.201          0.156          0.056
     05/02/2001        130.000         32.152          4.559          1.592       2300.000          0.882          1.000          0.400          0.392          0.408          0.399          0.099          0.154          0.120          0.043
     06/02/2001        130.000         24.312          4.562          2.030       2300.000          0.886          1.000          0.398          0.382          0.408          0.399          0.127          0.195          0.152          0.054
     07/02/2001        130.000         15.766          4.568          3.179       2300.000          0.884          1.000          0.397          0.380          0.408          0.399          0.201          0.305          0.235          0.083
     08/02/2001        130.000         27.997          4.573          2.139       2300.000          0.881          1.000          0.398          0.384          0.408          0.399          0.134          0.205          0.160          0.058
     09/02/2001        130.000          9.061          4.583          2.816       2300.000          0.879          1.000          0.397          0.397          0.408          0.399          0.177          0.270          0.208          0.075
     10/02/2001        130.000         22.503          4.592          2.418       2300.000          0.877          1.000          0.398          0.381          0.408          0.399          0.151          0.231          0.181          0.066
     11/02/2001        130.000          5.572          4.597          2.366       2300.000          0.874          1.000          0.395          0.391          0.408          0.399          0.148          0.226          0.176          0.065
     12/02/2001        130.000          3.678          4.606          3.407       2300.000          0.872          1.000          0.393          0.388          0.408          0.399          0.213          0.325          0.252          0.093
     13/02/2001        130.000          3.998          4.603          2.169       2300.000          0.868          1.000          0.397          0.394          0.408          0.399          0.135          0.206          0.161          0.061
     14/02/2001        130.000         36.227          4.609          2.483       2300.000          0.869          1.000          0.399          0.389          0.408          0.399          0.154          0.238          0.186          0.069
     15/02/2001        130.000         25.884          4.602          0.693       2300.000          0.867          1.000          0.398          0.383          0.408          0.399          0.041          0.065          0.055          0.022
     16/02/2001        130.000         30.106          4.593          0.637       2300.000          0.869          1.000          0.398          0.386          0.408          0.399          0.037          0.060          0.051          0.021
     17/02/2001        130.000         64.204          4.583          0.659       2300.000          0.872          1.000          0.405          0.414          0.408          0.399          0.039          0.064          0.053          0.021
     18/02/2001        130.000         51.817          4.583          0.726       2300.000          0.875          1.000          0.401          0.396          0.408          0.399          0.043          0.070          0.058          0.023
     19/02/2001        130.000         34.467          4.596          2.452       2300.000          0.874          1.000          0.398          0.385          0.408          0.399          0.151          0.233          0.185          0.070
     20/02/2001        130.000         18.966          4.609          3.310       2300.000          0.868          1.000          0.397          0.380          0.408          0.399          0.205          0.314          0.247          0.094
     21/02/2001        130.000          4.030          4.622          5.764       2300.000          0.859          1.000          0.389          0.388          0.408          0.399          0.358          0.547          0.428          0.163
     22/02/2001        130.000          1.554          4.634          5.809       2300.000          0.848          1.000          0.383          0.383          0.408          0.399          0.360          0.551          0.432          0.165
     23/02/2001        130.000          1.218          4.634          1.351       2300.000          0.837          1.000          0.383          0.382          0.408          0.399          0.081          0.127          0.103          0.043
     24/02/2001        130.000         16.808          4.626          0.883       2300.000          0.836          1.000          0.398          0.384          0.408          0.399          0.053          0.082          0.069          0.029
     25/02/2001        130.000         36.438          4.638          2.519       2300.000          0.838          1.000          0.399          0.388          0.408          0.399          0.154          0.238          0.191          0.075
     26/02/2001        130.000          7.221          4.651          2.452       2300.000          0.832          1.000          0.391          0.390          0.408          0.399          0.150          0.231          0.184          0.074
     27/02/2001        130.000          4.634          4.656          1.568       2300.000          0.825          1.000          0.398          0.395          0.408          0.399          0.095          0.146          0.119          0.049
     28/02/2001        130.000          5.377          4.667          2.966       2300.000          0.821          1.000          0.390          0.391          0.408          0.399          0.181          0.279          0.223          0.090
     01/03/2001        130.000         10.789          4.680          2.950       2300.000          0.816          1.000          0.397          0.380          0.408          0.399          0.180          0.277          0.222          0.089
     02/03/2001        130.000          4.503          4.691          4.911       2300.000          0.810          1.000          0.389          0.389          0.408          0.399          0.301          0.462          0.368          0.147
     03/03/2001        130.000          1.979          4.703          4.645       2300.000          0.799          1.000          0.383          0.384          0.408          0.399          0.284          0.437          0.348          0.140
     04/03/2001        130.000          2.105          4.713          3.110       2300.000          0.788          1.000          0.397          0.393          0.408          0.399          0.190          0.291          0.233          0.096
     05/03/2001        130.000         35.411          4.711          1.084       2300.000          0.781          1.000          0.399          0.389          0.408          0.399          0.064          0.102          0.085          0.037
     06/03/2001        130.000          7.588          4.720          2.189       2300.000          0.780          1.000          0.392          0.391          0.408          0.399          0.132          0.204          0.166          0.070
     07/03/2001        130.000          2.490          4.723          5.779       2300.000          0.776          1.000          0.385          0.385          0.408          0.399          0.352          0.542          0.434          0.177
     08/03/2001        130.000          0.209          4.727          6.738       2300.000          0.769          1.000          0.380          0.381          0.408          0.399          0.410          0.631          0.506          0.207
     09/03/2001        130.000         -0.817          4.733          5.835       2300.000          0.761          1.000          0.375          0.378          0.408          0.399          0.354          0.546          0.440          0.182
     10/03/2001        130.000         -1.318          4.736          5.501       2300.000          0.754          1.000          0.371          0.376          0.408          0.399          0.333          0.514          0.415          0.173
     11/03/2001        130.000         -1.158          4.738          3.743       2300.000          0.747          1.000          0.368          0.376          0.408          0.399          0.225          0.350          0.285          0.121
     12/03/2001        130.000         -1.360          4.741          4.119       2300.000          0.743          1.000          0.365          0.375          0.408          0.399          0.247          0.385          0.314          0.133
     13/03/2001        130.000         -1.462          4.743          3.927       2300.000          0.735          1.000          0.362          0.374          0.408          0.399          0.235          0.367          0.300          0.128
     14/03/2001        130.000         -1.336          4.746          3.105       2300.000          0.730          1.000          0.360          0.374          0.408          0.399          0.184          0.290          0.239          0.104
     15/03/2001        130.000         -0.642          4.733          0.686       2300.000          0.726          1.000          0.377          0.375          0.408          0.399          0.037          0.062          0.055          0.028
     16/03/2001        130.000          2.320          4.744          2.499       2300.000          0.728          1.000          0.398          0.396          0.408          0.399          0.149          0.230          0.190          0.084
     17/03/2001        130.000         20.119          4.752          2.848       2300.000          0.723          1.000          0.397          0.381          0.408          0.399          0.169          0.263          0.218          0.095
     18/03/2001        130.000          4.783          4.759          4.069       2300.000          0.716          1.000          0.390          0.389          0.408          0.399          0.243          0.377          0.309          0.134
     19/03/2001        130.000          2.151          4.766          4.684       2300.000          0.708          1.000          0.385          0.385          0.408          0.399          0.280          0.434          0.355          0.155
     20/03/2001        130.000          0.941          4.772          3.617       2300.000          0.700          1.000          0.381          0.382          0.408          0.399          0.215          0.334          0.276          0.121
     21/03/2001        130.000         -0.070          4.778          4.412       2300.000          0.693          1.000          0.377          0.380          0.408          0.399          0.263          0.408          0.336          0.148
     22/03/2001        130.000         -0.243          4.784          3.000       2300.000          0.685          1.000          0.374          0.379          0.408          0.399          0.177          0.277          0.230          0.103
     23/03/2001        130.000         -0.851          4.789          4.264       2300.000          0.680          1.000          0.371          0.377          0.408          0.399          0.253          0.394          0.326          0.145
     24/03/2001        130.000         -0.958          4.791          3.493       2300.000          0.673          1.000          0.368          0.376          0.408          0.399          0.206          0.323          0.268          0.120
     25/03/2001        130.000         -0.932          4.792          2.918       2300.000          0.666          1.000          0.366          0.376          0.408          0.399          0.171          0.269          0.225          0.102
     26/03/2001        130.000         -1.103          4.794          3.224       2300.000          0.662          1.000          0.364          0.375          0.408          0.399          0.189          0.298          0.249          0.113
     27/03/2001        130.000         -1.217          4.795          3.196       2300.000          0.656          1.000          0.362          0.375          0.408          0.399          0.186          0.295          0.248          0.113
     28/03/2001        130.000         -1.029          4.796          2.295       2300.000          0.650          1.000          0.378          0.375          0.408          0.399          0.132          0.209          0.177          0.082
     29/03/2001        130.000         -1.066          4.796          2.483       2300.000          0.646          1.000          0.396          0.375          0.408          0.399          0.146          0.226          0.191          0.089
     30/03/2001        130.000         32.768          4.787          1.136       2300.000          0.643          1.000          0.400          0.392          0.408          0.399          0.064          0.104          0.091          0.043
     31/03/2001        130.000         43.960          4.788          1.657       2300.000          0.643          1.000          0.400          0.393          0.408          0.399          0.095          0.152          0.130          0.060
     01/04/2001        130.000         53.181          4.780          0.546       2300.000          0.641          1.000          0.402          0.400          0.408          0.399          0.029          0.051          0.046          0.023
     02/04/2001        130.000         36.927          4.770          1.270       2300.000          0.641          1.000          0.399          0.387          0.408          0.399          0.072          0.116          0.101          0.048
     03/04/2001        130.000         19.844          4.764          1.563       2300.000          0.642          1.000          0.398          0.381          0.408          0.399          0.090          0.141          0.122          0.058
     04/04/2001        130.000         24.912          4.750          0.915       2300.000          0.640          1.000          0.398          0.384          0.408          0.399          0.051          0.082          0.074          0.037
     05/04/2001        130.000         24.326          4.740          1.302       2300.000          0.642          1.000          0.398          0.383          0.408          0.399          0.074          0.118          0.103          0.050
     06/04/2001        130.000         17.955          4.734          2.228       2300.000          0.642          1.000          0.397          0.381          0.408          0.399          0.129          0.202          0.173          0.081
     07/04/2001        130.000          7.567          4.728          1.535       2300.000          0.639          1.000          0.397          0.397          0.408          0.399          0.088          0.139          0.119          0.058
     08/04/2001        130.000         15.868          4.723          2.260       2300.000          0.635          1.000          0.397          0.380          0.408          0.399          0.131          0.205          0.175          0.083
     09/04/2001        130.000          4.971          4.716          2.246       2300.000          0.632          1.000          0.392          0.390          0.408          0.399          0.130          0.204          0.174          0.083
     10/04/2001        130.000         10.772          4.710          2.092       2300.000          0.628          1.000          0.398          0.381          0.408          0.399          0.121          0.189          0.162          0.078
     11/04/2001        180.000         20.246          4.703          2.725       2300.000          0.624          1.000          0.394          0.387          0.385          0.399          0.160          0.250          0.208          0.097
     12/04/2001        180.000         10.367          4.697          1.105       2300.000          0.620          1.000          0.398          0.394          0.393          0.399          0.064          0.101          0.085          0.041
     13/04/2001        180.000          9.336          4.691          2.635       2300.000          0.620          1.000          0.391          0.387          0.386          0.399          0.154          0.241          0.202          0.094
     14/04/2001        180.000         30.188          4.685          1.087       2300.000          0.616          1.000          0.399          0.395          0.392          0.399          0.063          0.099          0.083          0.041
     15/04/2001        180.000         22.499          4.680          1.552       2300.000          0.615          1.000          0.398          0.393          0.391          0.399          0.090          0.142          0.119          0.057
     16/04/2001        180.000         14.360          4.674          1.488       2300.000          0.613          1.000          0.398          0.393          0.393          0.399          0.086          0.136          0.114          0.055
     17/04/2001        180.000         10.833          4.668          1.879       2300.000          0.612          1.000          0.397          0.393          0.391          0.399          0.109          0.172          0.144          0.069
     18/04/2001        180.000          8.469          4.663          1.481       2300.000          0.608          1.000          0.397          0.390          0.387          0.399          0.086          0.135          0.114          0.055
     19/04/2001        180.000          6.124          4.657          1.969       2300.000          0.605          1.000          0.397          0.391          0.387          0.399          0.115          0.180          0.151          0.072
     20/04/2001        180.000          6.274          4.651          2.436       2300.000          0.601          1.000          0.397          0.392          0.388          0.399          0.142          0.222          0.187          0.089
     21/04/2001        180.000          6.313          4.645          2.450       2300.000          0.598          1.000          0.390          0.387          0.385          0.399          0.142          0.224          0.189          0.090
     22/04/2001        180.000          4.256          4.632          2.138       2300.000          0.594          1.000          0.397          0.385          0.382          0.399          0.124          0.194          0.164          0.079
     23/04/2001        180.000          3.189          4.619          2.230       2300.000          0.593          1.000          0.390          0.386          0.382          0.399          0.129          0.203          0.172          0.082
     24/04/2001        180.000          3.101          4.607          1.787       2300.000          0.592          1.000          0.386          0.383          0.381          0.399          0.103          0.163          0.138          0.067
     25/04/2001        180.000          2.652          4.593          1.595       2300.000          0.592          1.000          0.394          0.381          0.379          0.399          0.092          0.145          0.123          0.060
     26/04/2001        180.000          2.035          4.579          2.003       2300.000          0.592          1.000          0.392          0.381          0.377          0.399          0.116          0.182          0.154          0.075
     27/04/2001        180.000          1.828          4.566          1.644       2300.000          0.592          1.000          0.389          0.382          0.377          0.399          0.095          0.149          0.127          0.062
     28/04/2001        180.000          1.678          4.553          2.242       2300.000          0.593          1.000          0.386          0.381          0.377          0.399          0.129          0.204          0.173          0.084
     29/04/2001        180.000          1.748          4.539          1.571       2300.000          0.591          1.000          0.390          0.379          0.376          0.399          0.090          0.142          0.121          0.060
     30/04/2001        180.000         11.802          4.526          1.803       2300.000          0.592          1.000          0.398          0.394          0.393          0.399          0.104          0.164          0.139          0.068
     01/05/2001        180.000         10.837          4.513          1.964       2300.000          0.591          1.000          0.397          0.392          0.390          0.399          0.113          0.178          0.151          0.074
     02/05/2001        180.000          7.214          4.497          1.985       2300.000          0.589          1.000          0.390          0.387          0.386          0.399          0.114          0.180          0.154          0.075
     03/05/2001        180.000          4.651          4.478          1.302       2300.000          0.589          1.000          0.387          0.384          0.383          0.399          0.074          0.118          0.101          0.051
     04/05/2001        180.000          3.085          4.464          1.804       2300.000          0.591          1.000          0.385          0.381          0.380          0.399          0.103          0.163          0.140          0.069
     05/05/2001        180.000          2.134          4.450          2.201       2300.000          0.591          1.000          0.384          0.379          0.377          0.399          0.126          0.199          0.170          0.084
     06/05/2001        180.000          1.523          4.436          2.436       2300.000          0.589          1.000          0.381          0.376          0.375          0.399          0.140          0.221          0.189          0.093
     07/05/2001        180.000          0.994          4.422          3.066       2300.000          0.586          1.000          0.378          0.374          0.373          0.399          0.176          0.278          0.237          0.116
     08/05/2001        180.000          0.712          4.409          2.940       2300.000          0.584          1.000          0.375          0.372          0.371          0.399          0.168          0.266          0.228          0.112
     09/05/2001        180.000          0.409          4.396          3.292       2300.000          0.582          1.000          0.373          0.370          0.369          0.399          0.189          0.298          0.255          0.126
     10/05/2001        180.000         -1.426          4.385          3.781       2300.000          0.579          1.000          0.370          0.368          0.368          0.399          0.216          0.342          0.293          0.144
     11/05/2001        180.000         -3.721          4.374          3.418       2300.000          0.578          1.000          0.367          0.366          0.373          0.399          0.195          0.308          0.266          0.131
     12/05/2001        180.000          3.715          4.363          2.934       2300.000          0.576          1.000          0.365          0.364          0.370          0.399          0.167          0.264          0.229          0.114
     13/05/2001        180.000          0.371          4.350          2.697       2300.000          0.574          1.000          0.363          0.362          0.367          0.399          0.153          0.243          0.211          0.105
     14/05/2001        180.000          0.107          4.339          2.654       2300.000          0.572          1.000          0.361          0.361          0.364          0.399          0.150          0.239          0.207          0.104
     15/05/2001        180.000         -2.200          4.328          2.901       2300.000          0.570          1.000          0.359          0.359          0.365          0.399          0.164          0.261          0.227          0.114
     16/05/2001        180.000         -3.720          4.316          2.656       2300.000          0.567          1.000          0.357          0.358          0.370          0.399          0.150          0.239          0.209          0.105
     17/05/2001        180.000         -0.748          4.303          2.632       2300.000          0.565          1.000          0.356          0.356          0.372          0.399          0.148          0.236          0.208          0.105
     18/05/2001        180.000          3.331          4.290          2.758       2300.000          0.563          1.000          0.354          0.355          0.367          0.399          0.155          0.248          0.218          0.110
     19/05/2001        180.000         -1.515          4.281          2.821       2300.000          0.560          1.000          0.352          0.354          0.365          0.399          0.158          0.253          0.223          0.113
     20/05/2001        180.000         -3.939          4.273          2.919       2300.000          0.559          1.000          0.350          0.353          0.369          0.399          0.164          0.262          0.231          0.117
     21/05/2001        180.000         -2.269          4.266          2.968       2300.000          0.558          1.000          0.349          0.352          0.372          0.399          0.166          0.266          0.236          0.119
     22/05/2001        180.000          4.042          4.258          2.997       2300.000          0.556          1.000          0.347          0.351          0.366          0.399          0.167          0.268          0.239          0.121
     23/05/2001        180.000         -1.490          4.250          2.527       2300.000          0.555          1.000          0.345          0.350          0.364          0.399          0.140          0.226          0.202          0.104
     24/05/2001        180.000         -3.994          4.239          2.733       2300.000          0.553          1.000          0.344          0.349          0.369          0.399          0.152          0.245          0.219          0.112
     25/05/2001        180.000         -2.493          4.229          2.688       2300.000          0.552          1.000          0.342          0.348          0.371          0.399          0.149          0.240          0.217          0.110
     26/05/2001        180.000          3.963          4.218          2.354       2300.000          0.550          1.000          0.341          0.347          0.366          0.399          0.129          0.211          0.191          0.099
     27/05/2001        180.000         -0.748          4.206          2.213       2300.000          0.548          1.000          0.339          0.347          0.363          0.399          0.121          0.198          0.180          0.093
     28/05/2001        180.000         -4.187          4.197          2.248       2300.000          0.546          1.000          0.338          0.346          0.367          0.399          0.123          0.201          0.183          0.095
     29/05/2001        180.000         -2.780          4.190          2.432       2300.000          0.544          1.000          0.337          0.345          0.371          0.399          0.133          0.217          0.199          0.102
     30/05/2001        180.000          3.646          4.183          2.366       2300.000          0.543          1.000          0.335          0.345          0.366          0.399          0.128          0.212          0.194          0.100
     31/05/2001        180.000          0.106          4.176          2.089       2300.000          0.541          1.000          0.334          0.344          0.362          0.399          0.112          0.187          0.172          0.090
     01/06/2001        180.000          0.123          4.166          0.882       2300.000          0.540          1.000          0.334          0.344          0.360          0.399          0.042          0.077          0.076          0.043
     02/06/2001        180.000          0.003          4.154          0.913       2300.000          0.540          1.000          0.338          0.344          0.358          0.399          0.041          0.076          0.075          0.043
     03/06/2001        180.000         -0.010          4.142          0.609       2300.000          0.540          1.000          0.397          0.344          0.357          0.399          0.037          0.044          0.047          0.029
     04/06/2001        180.000         -0.972          4.130          0.913       2300.000          0.541          1.000          0.398          0.386          0.357          0.399          0.052          0.078          0.067          0.039
     05/06/2001        180.000         -1.990          4.118          0.888       2300.000          0.541          1.000          0.398          0.394          0.389          0.399          0.050          0.080          0.067          0.038
     06/06/2001        180.000         11.208          4.100          0.525       2300.000          0.541          1.000          0.397          0.391          0.388          0.399          0.029          0.047          0.041          0.024
     07/06/2001        180.000          7.004          4.081          0.480       2300.000          0.544          1.000          0.397          0.390          0.387          0.399          0.026          0.043          0.038          0.022
     08/06/2001        180.000          7.144          4.063          0.550       2300.000          0.547          1.000          0.398          0.393          0.391          0.399          0.030          0.049          0.043          0.024
     09/06/2001        180.000         12.085          4.049          0.933       2300.000          0.550          1.000          0.398          0.393          0.393          0.399          0.052          0.083          0.073          0.040
     10/06/2001        180.000          9.559          4.036          0.993       2300.000          0.551          1.000          0.394          0.388          0.387          0.399          0.055          0.089          0.078          0.042
     11/06/2001        180.000          6.157          4.029          0.869       2300.000          0.551          1.000          0.398          0.393          0.389          0.399          0.048          0.077          0.068          0.037
     12/06/2001        180.000          7.718          4.021          0.985       2300.000          0.549          1.000          0.393          0.388          0.387          0.399          0.054          0.088          0.078          0.042
     13/06/2001        180.000          5.392          4.011          0.760       2300.000          0.546          1.000          0.398          0.391          0.385          0.399          0.042          0.067          0.060          0.033
     14/06/2001        180.000          5.409          4.002          1.192       2300.000          0.545          1.000          0.396          0.388          0.386          0.399          0.066          0.106          0.093          0.050
     15/06/2001        180.000          4.854          3.995          1.735       2300.000          0.542          1.000          0.390          0.386          0.384          0.399          0.097          0.155          0.136          0.072
     16/06/2001        180.000          3.944          3.988          0.917       2300.000          0.539          1.000          0.387          0.383          0.382          0.399          0.050          0.082          0.073          0.040
     17/06/2001        180.000          3.019          3.981          1.158       2300.000          0.537          1.000          0.384          0.381          0.380          0.399          0.064          0.103          0.091          0.049
     18/06/2001        180.000          2.289          3.974          1.432       2300.000          0.533          1.000          0.382          0.379          0.378          0.399          0.079          0.128          0.113          0.060
     19/06/2001        180.000          5.524          3.967          0.607       2300.000          0.530          1.000          0.398          0.394          0.393          0.399          0.033          0.054          0.047          0.027
     20/06/2001        180.000         12.700          3.958          1.162       2300.000          0.528          1.000          0.398          0.393          0.392          0.399          0.064          0.103          0.091          0.049
     21/06/2001        180.000          9.232          3.950          1.284       2300.000          0.525          1.000          0.392          0.388          0.387          0.399          0.071          0.114          0.101          0.054
     22/06/2001        180.000          5.226          3.942          0.719       2300.000          0.521          1.000          0.389          0.385          0.383          0.399          0.039          0.064          0.057          0.032
     23/06/2001        180.000          3.682          3.934          0.749       2300.000          0.519          1.000          0.386          0.382          0.381          0.399          0.041          0.067          0.060          0.034
     24/06/2001        180.000          2.831          3.926          0.820       2300.000          0.516          1.000          0.385          0.380          0.379          0.399          0.045          0.073          0.065          0.037
     25/06/2001        180.000          2.299          3.917          0.799       2300.000          0.512          1.000          0.396          0.379          0.377          0.399          0.044          0.070          0.063          0.035
     26/06/2001        180.000          2.009          3.909          0.603       2300.000          0.508          1.000          0.396          0.383          0.377          0.399          0.033          0.053          0.047          0.028
     27/06/2001        180.000          2.091          3.902          0.610       2300.000          0.508          1.000          0.395          0.386          0.379          0.399          0.033          0.054          0.048          0.028
     28/06/2001        180.000          7.238          3.893          0.421       2300.000          0.506          1.000          0.398          0.394          0.393          0.399          0.023          0.038          0.033          0.020
     29/06/2001        180.000          9.742          3.883          0.745       2300.000          0.504          1.000          0.395          0.389          0.387          0.399          0.041          0.066          0.059          0.033
     30/06/2001        180.000          5.666          3.874          0.880       2300.000          0.504          1.000          0.390          0.386          0.384          0.399          0.048          0.078          0.070          0.039
     01/07/2001        180.000          3.961          3.866          1.431       2300.000          0.500          1.000          0.386          0.383          0.382          0.399          0.079          0.127          0.113          0.061
     02/07/2001        180.000          2.922          3.858          1.430       2300.000          0.497          1.000          0.383          0.381          0.380          0.399          0.079          0.127          0.113          0.061
     03/07/2001        180.000          2.244          3.850          1.381       2300.000          0.493          1.000          0.381          0.379          0.377          0.399          0.076          0.123          0.109          0.059
     04/07/2001        180.000          1.694          3.843          1.701       2300.000          0.490          1.000          0.379          0.377          0.376          0.399          0.094          0.151          0.134          0.073
     05/07/2001        180.000          1.247          3.836          2.051       2300.000          0.487          1.000          0.377          0.375          0.374          0.399          0.113          0.182          0.162          0.087
     06/07/2001        180.000          0.962          3.828          2.047       2300.000          0.485          1.000          0.375          0.373          0.372          0.399          0.113          0.181          0.162          0.087
     07/07/2001        180.000          0.732          3.823          2.099       2300.000          0.482          1.000          0.373          0.371          0.370          0.399          0.116          0.186          0.166          0.089
     08/07/2001        180.000          0.571          3.818          2.047       2300.000          0.480          1.000          0.371          0.369          0.369          0.399          0.113          0.181          0.162          0.088
     09/07/2001        180.000          0.415          3.812          2.108       2300.000          0.478          1.000          0.369          0.368          0.368          0.399          0.116          0.187          0.167          0.090
     10/07/2001        180.000          0.445          3.806          1.470       2300.000          0.476          1.000          0.368          0.367          0.367          0.399          0.080          0.130          0.117          0.065
     11/07/2001        180.000          0.375          3.799          1.420       2300.000          0.474          1.000          0.366          0.366          0.366          0.399          0.077          0.126          0.113          0.063
     12/07/2001        180.000          0.300          3.791          1.431       2300.000          0.471          1.000          0.365          0.365          0.365          0.399          0.078          0.126          0.114          0.063
     13/07/2001        180.000          0.268          3.782          1.289       2300.000          0.469          1.000          0.364          0.364          0.364          0.399          0.069          0.113          0.102          0.058
     14/07/2001        180.000          0.237          3.773          1.193       2300.000          0.466          1.000          0.363          0.363          0.363          0.399          0.064          0.105          0.095          0.054
     15/07/2001        180.000          0.068          3.765          1.725       2300.000          0.463          1.000          0.362          0.361          0.362          0.399          0.093          0.151          0.136          0.076
     16/07/2001        180.000         -1.902          3.757          2.081       2300.000          0.460          1.000          0.362          0.360          0.363          0.399          0.113          0.183          0.164          0.091
     17/07/2001        180.000         -3.757          3.749          1.568       2300.000          0.458          1.000          0.361          0.359          0.370          0.399          0.084          0.137          0.125          0.070
     18/07/2001        180.000          2.763          3.739          1.060       2300.000          0.455          1.000          0.361          0.359          0.370          0.399          0.056          0.092          0.087          0.049
     19/07/2001        180.000          0.853          3.730          1.505       2300.000          0.452          1.000          0.360          0.358          0.366          0.399          0.081          0.131          0.121          0.068
     20/07/2001        180.000          0.279          3.723          1.536       2300.000          0.449          1.000          0.359          0.357          0.364          0.399          0.083          0.134          0.123          0.069
     21/07/2001        180.000          0.114          3.715          1.577       2300.000          0.447          1.000          0.358          0.356          0.362          0.399          0.085          0.138          0.126          0.071
     22/07/2001        180.000          0.100          3.706          1.190       2300.000          0.445          1.000          0.357          0.356          0.361          0.399          0.063          0.103          0.096          0.055
     23/07/2001        180.000          0.118          3.696          0.826       2300.000          0.442          1.000          0.357          0.355          0.360          0.399          0.043          0.071          0.067          0.041
     24/07/2001        180.000          0.072          3.686          0.838       2300.000          0.441          1.000          0.356          0.355          0.360          0.399          0.043          0.072          0.068          0.041
     25/07/2001        180.000         -0.012          3.675          1.055       2300.000          0.439          1.000          0.357          0.354          0.359          0.399          0.054          0.089          0.083          0.050
     26/07/2001        180.000          0.083          3.665          0.505       2300.000          0.438          1.000          0.365          0.354          0.359          0.399          0.025          0.040          0.040          0.027
     27/07/2001        180.000         -0.092          3.655          1.187       2300.000          0.437          1.000          0.377          0.354          0.358          0.399          0.064          0.100          0.093          0.055
     28/07/2001        180.000         -2.714          3.649          1.680       2300.000          0.434          1.000          0.380          0.353          0.361          0.399          0.093          0.143          0.131          0.075
     29/07/2001        180.000         -3.836          3.642          2.118       2300.000          0.433          1.000          0.379          0.353          0.368          0.399          0.117          0.181          0.168          0.093
     30/07/2001        180.000         -2.416          3.636          2.413       2300.000          0.431          1.000          0.376          0.353          0.372          0.399          0.133          0.207          0.192          0.105
     31/07/2001        180.000          4.158          3.627          1.905       2300.000          0.430          1.000          0.374          0.353          0.366          0.399          0.105          0.162          0.152          0.085
     01/08/2001        180.000          0.372          3.616          1.041       2300.000          0.428          1.000          0.373          0.354          0.363          0.399          0.057          0.087          0.083          0.049
