Summary_file = grasp.sum
Title = Grass growth.
      year       day          sw_dep(1)          sw_dep(2)          sw_dep(3)          sw_dep(4)          sw_dep(5)          sw_dep(6)          sw_dep(7)            eos             es  soilwat_cover     green_pool      dead_pool  growth_transp   growth_photo growth_regrowth         growth          death        n_index      rad_index       sw_index     temp_index   growth_index     basal_area      cover_tot     residue_wt  residue_cover
    (year)     (day)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)           (mm)           (mm)             ()        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)         (kg/ha)        (kg/ha)        (kg/ha)             ()             ()             ()             ()             ()       (m^2/ha)             ()        (kg/ha)      (m^2/m^2)
      1988       169             62.209             63.033            128.667            131.271            126.000            123.001            123.005          1.925          0.428          0.137        176.110        218.053          2.913          0.000           0.000          0.000          0.353          1.000          0.733          1.000          0.000          0.000          0.500          0.134         11.248          0.003
      1988       170             62.056             62.882            128.402            131.125            126.000            123.001            123.004          2.081          0.405          0.137        177.133        217.970          3.638          1.375           0.090          1.375          0.352          1.000          0.751          1.000          0.080          0.060          0.500          0.135         11.684          0.003
      1988       171             61.914             62.741            128.147            130.965            126.000            123.001            123.003          2.101          0.385          0.138        176.778        217.888          2.994          0.000           0.000          0.000          0.354          1.000          0.773          1.000          0.000          0.000          0.500          0.135         12.120          0.003
      1988       172             61.780             62.607            127.899            130.794            126.000            123.000            123.003          2.135          0.368          0.137        176.425        217.806          2.724          0.000           0.000          0.000          0.354          1.000          0.774          1.000          0.000          0.000          0.500          0.134         12.556          0.004
      1988       173             61.652             62.479            127.655            130.614            126.000            123.000            123.002          2.198          0.353          0.137        176.072        217.723          2.927          0.000           0.000          0.000          0.353          1.000          0.775          1.000          0.000          0.000          0.500          0.134         12.991          0.004
      1988       174             61.538             62.363            127.425            130.428            126.000            123.000            123.002          2.058          0.340          0.137        175.720        217.640          3.202          0.000           0.000          0.000          0.352          1.000          0.769          1.000          0.000          0.000          0.500          0.134         13.427          0.004
      1988       175             61.427             62.249            127.199            130.237            126.000            123.000            123.002          2.114          0.328          0.137        175.368        217.556          2.770          0.000           0.000          0.000          0.351          1.000          0.777          1.000          0.000          0.000          0.500          0.134         13.862          0.004
      1988       176             61.325             62.144            126.982            130.044            126.000            123.000            123.001          2.020          0.317          0.137        175.018        217.471          2.939          0.000           0.000          0.000          0.351          1.000          0.756          1.000          0.000          0.000          0.500          0.134         14.297          0.004
      1988       177             61.228             62.043            126.772            129.849            126.000            123.000            123.001          1.979          0.307          0.137        174.668        217.386          3.011          0.000           0.000          0.000          0.350          1.000          0.742          1.000          0.000          0.000          0.500          0.133         14.732          0.004
      1988       178             61.138             61.949            126.570            129.653            126.000            123.000            123.001          1.923          0.298          0.137        174.318        217.301          3.328          0.000           0.000          0.000          0.349          1.000          0.731          1.000          0.000          0.000          0.500          0.133         15.167          0.005
      1988       179             61.033             61.839            126.353            129.453            126.000            123.000            123.001          2.304          0.290          0.137        175.277        217.215          2.851          1.307           0.082          1.307          0.349          1.000          0.782          1.000          0.070          0.055          0.500          0.134         15.602          0.005
      1988       180             60.934             61.737            126.143            129.251            126.000            123.000            123.001          2.217          0.283          0.138        174.926        217.131          2.801          0.000           0.000          0.000          0.351          1.000          0.786          1.000          0.000          0.000          0.500          0.133         16.036          0.005
      1988       181             60.845             61.644            125.943            129.052            126.000            123.000            123.000          2.046          0.276          0.138        174.576        217.047          3.373          0.000           0.000          0.000          0.350          1.000          0.775          1.000          0.000          0.000          0.500          0.133         16.470          0.005
      1988       182             60.753             61.549            125.742            128.851            126.000            123.000            123.000          2.149          0.269          0.138         69.830        321.358          2.769          0.000           0.000          0.000        104.746          1.000          0.791          1.000          0.000          0.000          0.500          0.078         16.904          0.005
      1988       183             60.721             61.512            125.605            128.665            126.000            123.000            123.000          2.291          0.263          0.083         69.691        320.855          1.130          0.000           0.000          0.000          0.140          1.000          0.774          1.000          0.000          0.000          0.500          0.078         17.547          0.005
      1988       184             60.701             61.479            125.482            128.489            126.000            123.000            123.000          1.685          0.258          0.083         69.551        320.353          1.238          0.000           0.000          0.000          0.139          1.000          0.660          1.000          0.000          0.000          0.500          0.078         18.189          0.006
      1988       185             60.689             61.454            125.375            128.323            126.000            123.000            123.000          1.028          0.252          0.083         69.541        319.851          1.609          0.129           0.028          0.129          0.139          1.000          0.470          1.000          0.040          0.019          0.500          0.078         18.830          0.006
      1988       186             60.799             61.496            125.297            128.167            126.000            123.000            123.000          1.118          1.118          0.083         69.471        319.351          0.958          0.070           0.015          0.070          0.139          1.000          0.497          1.000          0.020          0.010          0.500          0.077         19.469          0.006
      1988       187             72.106             68.434            128.209            128.395            126.000            123.000            123.000          1.371          1.371          0.083         70.599        318.851          1.597          1.267           0.259          1.267          0.139          1.000          0.548          1.000          0.315          0.173          0.500          0.078         20.108          0.007
      1988       188             71.202             74.812            138.980            131.120            126.000            123.000            123.000          2.260          2.260          0.084         71.292        318.355          1.451          0.834           0.133          0.834          0.141          1.000          0.741          1.000          0.120          0.089          0.500          0.079         19.267          0.006
      1988       189             68.491             74.177            139.221            132.139            126.030            123.006            123.001          2.065          1.935          0.084         71.150        317.860          1.409          0.000           0.000          0.000          0.143          1.000          0.731          1.000          0.000          0.000          0.500          0.078         18.791          0.006
      1988       190             67.463             71.840            139.224            132.954            126.216            123.048            123.011          2.185          2.185          0.084         71.008        317.367          1.437          0.000           0.000          0.000          0.142          1.000          0.747          1.000          0.000          0.000          0.500          0.078         18.779          0.006
      1988       191             67.459             70.004            138.817            133.524            126.480            123.134            123.035          2.413          1.160          0.084         70.866        316.874          1.104          0.000           0.000          0.000          0.142          1.000          0.772          1.000          0.000          0.000          0.500          0.078         18.803          0.006
      1988       192             67.468             68.907            138.206            133.859            126.757            123.259            123.080          1.887          0.794          0.084         71.307        316.382          1.032          0.583           0.102          0.583          0.142          1.000          0.677          1.000          0.100          0.068          0.500          0.078         18.857          0.006
      1988       193             72.351             74.561            138.692            134.225            127.052            123.418            123.148          1.130          1.130          0.084         71.164        315.892          1.314          0.000           0.000          0.000          0.143          1.000          0.508          1.000          0.000          0.000          0.500          0.078         18.883          0.006
      1988       194             70.586             74.299            139.024            134.583            127.359            123.606            123.239          1.411          1.411          0.084         71.156        315.403          1.338          0.135           0.026          0.135          0.142          1.000          0.580          1.000          0.030          0.017          0.500          0.078         18.661          0.006
      1988       195             67.825             73.667            139.154            134.896            127.668            123.818            123.355          2.108          2.108          0.084         71.346        314.914          1.504          0.332           0.054          0.332          0.142          1.000          0.723          1.000          0.050          0.036          0.500          0.078         18.367          0.006
      1988       196             67.462             71.585            139.067            135.128            127.962            124.047            123.494          2.220          1.392          0.084         71.204        314.427          1.414          0.000           0.000          0.000          0.143          1.000          0.745          1.000          0.000          0.000          0.500          0.078         18.162          0.006
      1988       197             67.461             69.411            138.652            135.231            128.218            124.281            123.651          2.318          1.550          0.084         71.061        313.941          1.362          0.000           0.000          0.000          0.142          1.000          0.759          1.000          0.000          0.000          0.500          0.078         18.130          0.006
      1988       198             67.463             68.267            137.974            135.178            128.412            124.507            123.822          2.201          0.956          0.084         70.919        313.455          1.299          0.000           0.000          0.000          0.142          1.000          0.745          1.000          0.000          0.000          0.500          0.078         18.208          0.006
      1988       199             67.158             67.804            137.267            135.008            128.533            124.712            124.000          2.416          0.757          0.084         71.415        312.970          1.487          0.638           0.098          0.638          0.142          1.000          0.766          1.000          0.085          0.065          0.500          0.078         18.404          0.006
      1988       200             66.844             67.477            136.682            134.758            128.580            124.886            124.177          2.436          0.647          0.084         71.273        312.487          1.476          0.000           0.000          0.000          0.143          1.000          0.788          1.000          0.000          0.000          0.500          0.078         18.618          0.007
      1988       201             66.562             67.202            136.195            134.465            128.559            125.021            124.346          2.627          0.575          0.084         71.130        312.004          1.069          0.000           0.000          0.000          0.143          1.000          0.809          1.000          0.000          0.000          0.500          0.078         19.046          0.007
      1988       202             66.314             66.967            135.790            134.152            128.480            125.113            124.499          2.491          0.522          0.084         71.375        311.523          1.085          0.387           0.058          0.387          0.142          1.000          0.776          1.000          0.050          0.039          0.500          0.078         19.564          0.007
      1988       203             66.102             66.770            135.455            133.839            128.354            125.161            124.632          2.051          0.482          0.084         72.254        311.042          1.022          2.229           0.381          1.022          0.143          1.000          0.686          1.000          0.370          0.254          0.500          0.078         20.158          0.007
      1988       204             70.822             68.823            135.337            133.538            128.192            125.167            124.739          1.576          1.576          0.085         72.615        310.565          2.379          0.505           0.093          0.505          0.145          1.000          0.617          1.000          0.100          0.062          0.500          0.079         20.780          0.007
      1988       205             67.836             69.320            135.332            133.295            128.014            125.136            124.818          2.282          2.282          0.085         72.470        310.089          1.652          0.000           0.000          0.000          0.145          1.000          0.780          1.000          0.000          0.000          0.500          0.078         20.232          0.007
      1988       206             67.460             68.278            135.312            133.096            127.833            125.076            124.870          2.301          1.231          0.085         72.325        309.614          1.550          0.000           0.000          0.000          0.145          1.000          0.790          1.000          0.000          0.000          0.500          0.078         20.344          0.007
      1988       207             67.125             67.707            135.205            132.915            127.651            124.991            124.894          2.596          0.817          0.085         72.180        309.139          1.177          0.000           0.000          0.000          0.145          1.000          0.809          1.000          0.000          0.000          0.500          0.078         20.602          0.007
      1988       208             66.753             67.294            135.113            132.752            127.474            124.887            124.893          2.956          0.683          0.085         73.216        308.665          1.180          1.278           0.173          1.180          0.144          1.000          0.824          1.000          0.140          0.115          0.500          0.079         20.768          0.008
      1988       209             66.419             66.946            135.049            132.610            127.303            124.771            124.868          2.372          0.599          0.086         73.070        308.194          1.715          0.000           0.000          0.000          0.146          1.000          0.793          1.000          0.000          0.000          0.500          0.079         20.778          0.008
      1988       210             66.107             66.677            134.941            132.484            127.142            124.645            124.824          2.648          0.540          0.086         51.149        329.499          1.243          0.000           0.000          0.000         21.921          1.000          0.821          1.000          0.000          0.000          0.500          0.067         21.178          0.008
      1988       211             65.857             66.492            134.797            132.380            126.991            124.514            124.762          2.316          0.496          0.074         51.046        328.942          0.959          0.000           0.000          0.000          0.102          1.000          0.767          1.000          0.000          0.000          0.500          0.067         21.684          0.008
      1988       212             65.652             66.327            134.612            132.296            126.853            124.382            124.686          2.589          0.461          0.074         51.403        328.386          1.264          0.459           0.094          0.459          0.102          1.000          0.784          1.000          0.080          0.063          0.500          0.067         22.247          0.008
      1988       213             65.478             66.178            134.401            132.228            126.730            124.252            124.599          2.814          0.432          0.074         51.300        327.832          0.962          0.000           0.000          0.000          0.103          1.000          0.821          1.000          0.000          0.000          0.500          0.067         22.904          0.008
      1988       214             65.329             66.042            134.178            132.174            126.621            124.125            124.504          2.722          0.409          0.074         51.198        327.279          0.886          0.000           0.000          0.000          0.103          1.000          0.810          1.000          0.000          0.000          0.500          0.066         23.559          0.009
      1988       215             65.199             65.918            133.950            132.132            126.524            124.005            124.404          2.563          0.388          0.075         51.466        326.727          1.085          0.370           0.076          0.370          0.102          1.000          0.781          1.000          0.065          0.051          0.500          0.067         24.214          0.009
      1988       216             65.076             65.794            133.716            132.096            126.441            123.892            124.302          3.031          0.371          0.075         52.242        326.176          0.879          1.490           0.283          0.879          0.103          1.000          0.820          1.000          0.230          0.189          0.500          0.067         24.867          0.009
      1988       217             64.962             65.679            133.482            132.068            126.368            123.787            124.199          2.912          0.356          0.076         53.065        325.629          0.928          1.427           0.273          0.928          0.104          1.000          0.809          1.000          0.225          0.182          0.500          0.068         25.520          0.009
      1988       218             64.855             65.568            133.251            132.045            126.305            123.691            124.097          2.779          0.342          0.076         53.872        325.083          0.913          1.848           0.361          0.913          0.106          1.000          0.790          1.000          0.305          0.241          0.500          0.068         26.171          0.010
      1988       219             64.759             65.467            133.030            132.029            126.251            123.603            123.999          2.341          0.330          0.077         54.689        324.541          2.521          0.926           0.191          0.926          0.108          1.000          0.748          1.000          0.170          0.127          0.500          0.068         26.821          0.010
      1988       220             64.666             65.367            132.812            132.015            126.206            123.524            123.904          2.345          0.319          0.078         54.580        324.001          1.422          0.000           0.000          0.000          0.109          1.000          0.795          1.000          0.000          0.000          0.500          0.068         27.470          0.010
      1988       221             64.575             65.270            132.600            132.004            126.167            123.452            123.813          2.346          0.309          0.078         54.471        323.462          1.568          0.000           0.000          0.000          0.109          1.000          0.801          1.000          0.000          0.000          0.500          0.068         28.118          0.010
      1988       222             64.484             65.172            132.389            131.995            126.134            123.389            123.728          2.553          0.300          0.078         10.894        366.392          1.339          0.000           0.000          0.000         43.577          1.000          0.829          1.000          0.000          0.000          0.500          0.044         28.765          0.011
      1988       223             64.421             65.102            132.204            131.998            126.107            123.332            123.649          2.898          0.292          0.054          0.000        376.554          0.217          0.000           0.000          0.000         10.894          1.000          0.841          1.000          0.000          0.000          0.500          0.038         29.498          0.011
      1988       224             64.366             65.037            132.038            132.000            126.086            123.283            123.576          3.167          0.284          0.048          0.000        375.801          0.000          0.000           0.000          0.000          0.000          1.000          0.841          1.000          0.000          0.000          0.500          0.038         30.251          0.011
      1988       225             64.310             64.972            131.882            132.000            126.069            123.240            123.509          3.013          0.277          0.048          0.000        375.049          0.000          0.000           0.000          0.000          0.000          1.000          0.828          1.000          0.000          0.000          0.500          0.038         31.003          0.012
      1988       226             64.254             64.908            131.731            132.000            126.055            123.203            123.448          3.063          0.270          0.049          0.000        374.299          0.000          0.000           0.000          0.000          0.000          1.000          0.835          1.000          0.000          0.000          0.500          0.037         31.753          0.012
      1988       227             64.198             64.845            131.586            132.000            126.044            123.171            123.392          3.078          0.264          0.049          0.000        373.550          0.000          0.000           0.000          0.000          0.000          1.000          0.833          1.000          0.000          0.000          0.500          0.037         32.501          0.012
      1988       228             64.142             64.784            131.445            132.000            126.035            123.144            123.343          3.038          0.259          0.049          0.000        372.803          0.000          0.000           0.000          0.000          0.000          1.000          0.825          1.000          0.000          0.000          0.500          0.037         33.248          0.012
      1988       229             64.087             64.723            131.308            132.000            126.028            123.121            123.298          3.391          0.253          0.049          0.196        372.058          0.000          0.000           0.196          0.196          0.000          1.000          0.844          1.000          0.155          0.131          0.500          0.037         33.994          0.013
      1988       230             64.031             64.663            131.175            132.000            126.023            123.101            123.259          3.464          0.248          0.050          0.468        371.314          0.003          0.006           0.272          0.272          0.000          1.000          0.845          1.000          0.215          0.182          0.500          0.037         34.738          0.013
      1988       231             63.976             64.603            131.045            132.000            126.018            123.085            123.224          3.267          0.243          0.050          1.035        370.572          0.009          0.027           0.568          0.568          0.001          1.000          0.814          1.000          0.465          0.379          0.500          0.038         35.481          0.013
      1988       232             63.922             64.545            130.917            132.000            126.014            123.071            123.193          3.249          0.239          0.051          1.537        369.833          0.028          0.054           0.503          0.503          0.002          1.000          0.819          1.000          0.410          0.336          0.500          0.038         36.222          0.014
      1988       233             63.867             64.487            130.791            132.000            126.012            123.059            123.166          3.873          0.235          0.051          2.040        369.097          0.024          0.089           0.506          0.506          0.003          1.000          0.865          1.000          0.390          0.337          0.500          0.038         36.962          0.014
      1988       234             63.812             64.429            130.667            132.000            126.009            123.049            123.143          3.683          0.231          0.052          2.829        368.362          0.034          0.175           0.793          0.793          0.004          1.000          0.840          1.000          0.630          0.529          0.500          0.039         37.700          0.014
      1988       235             63.759             64.372            130.545            132.000            126.007            123.041            123.122          2.221          0.227          0.052          3.442        367.631          0.059          0.145           0.619          0.619          0.006          1.000          0.676          1.000          0.610          0.412          0.500          0.039         38.436          0.015
      1988       236             70.978             73.821            134.998            131.999            126.006            123.034            123.105          2.520          2.520          0.053          3.873        366.903          0.109          0.136           0.438          0.438          0.007          1.000          0.738          1.000          0.395          0.292          0.500          0.039         39.172          0.015
      1988       237             68.855             73.573            135.941            132.188            126.042            123.035            123.091          2.385          2.385          0.052          3.865        366.177          0.097          0.000           0.000          0.000          0.008          1.000          0.764          1.000          0.000          0.000          0.500          0.039         36.750          0.014
      1988       238             67.497             71.976            136.549            132.460            126.126            123.053            123.083          3.055          1.951          0.052          3.857        365.452          0.090          0.000           0.000          0.000          0.008          1.000          0.839          1.000          0.000          0.000          0.500          0.039         36.289          0.014
      1988       239             67.497             70.002            136.737            132.715            126.244            123.092            123.085          3.085          1.343          0.052          3.917        364.729          0.084          0.027           0.068          0.068          0.008          1.000          0.824          1.000          0.055          0.045          0.500          0.039         36.016          0.014
      1988       240             67.498             68.862            136.572            132.886            126.373            123.148            123.098          2.196          0.905          0.052          4.136        364.007          0.085          0.076           0.226          0.226          0.008          1.000          0.701          1.000          0.215          0.151          0.500          0.039         35.538          0.014
      1988       241             70.113             69.877            136.461            133.001            126.498            123.218            123.122          2.483          2.483          0.052          4.280        363.288          0.140          0.058           0.152          0.152          0.008          1.000          0.752          1.000          0.135          0.102          0.500          0.039         35.052          0.013
      1988       242             67.497             69.258            136.413            133.083            126.616            123.297            123.157          3.316          2.918          0.051          4.271        362.570          0.109          0.000           0.000          0.000          0.009          1.000          0.864          1.000          0.000          0.000          0.500          0.039         33.713          0.013
      1988       243             67.497             68.248            136.193            133.105            126.714            123.381            123.202          3.433          0.921          0.051          4.263        361.853          0.087          0.000           0.000          0.000          0.009          1.000          0.864          1.000          0.000          0.000          0.500          0.039         33.501          0.013
      1988       244             67.218             67.784            135.952            133.074            126.786            123.462            123.254          1.919          0.740          0.051          4.299        361.138          0.093          0.016           0.045          0.045          0.009          1.000          0.666          1.000          0.045          0.030          0.500          0.039         33.308          0.013
      1988       245             66.898             67.463            135.760            133.011            126.831            123.536            123.310          1.833          1.636          0.051          4.463        360.424          0.100          0.059           0.173          0.173          0.009          1.000          0.639          1.000          0.180          0.115          0.500          0.039         33.045          0.013
      1988       246             66.631             67.157            135.605            132.930            126.851            123.599            123.368          3.016          0.567          0.051          4.862        359.712          0.119          0.182           0.408          0.408          0.009          1.000          0.801          1.000          0.340          0.272          0.500          0.039         32.683          0.012
      1988       247             66.374             66.941            135.428            132.840            126.849            123.649            123.424          3.842          0.516          0.051          5.529        359.003          0.102          0.373           0.677          0.677          0.010          1.000          0.859          1.000          0.525          0.451          0.500          0.040         32.477          0.012
      1988       248             66.155             66.769            135.244            132.739            126.827            123.684            123.476          3.264          1.677          0.051          6.215        358.296          0.099          0.391           0.697          0.697          0.011          1.000          0.808          1.000          0.575          0.465          0.500          0.040         32.647          0.013
      1988       249             65.977             66.621            135.067            132.630            126.788            123.705            123.522          2.042          1.046          0.052          6.552        357.591          0.143          0.177           0.350          0.350          0.012          1.000          0.666          1.000          0.350          0.233          0.500          0.040         33.113          0.013
      1988       250             65.826             66.493            134.900            132.513            126.733            123.711            123.560          2.665          0.420          0.052          6.966        356.889          0.187          0.260           0.427          0.427          0.013          1.000          0.759          1.000          0.375          0.285          0.500          0.040         33.811          0.013
      1988       251             69.088             68.746            134.996            132.410            126.669            123.702            123.588          2.313          2.313          0.053          7.295        356.190          0.213          0.208           0.343          0.343          0.014          1.000          0.714          1.000          0.320          0.229          0.500          0.040         34.525          0.013
      1988       252             67.315             68.015            135.025            132.333            126.602            123.682            123.607          3.860          2.449          0.052          7.641        355.492          0.171          0.310           0.361          0.361          0.015          1.000          0.875          1.000          0.275          0.241          0.500          0.041         32.684          0.013
      1988       253             67.059             67.609            135.014            132.268            126.535            123.653            123.616          3.438          0.650          0.052          7.874        354.796          0.189          0.209           0.248          0.248          0.015          1.000          0.849          1.000          0.195          0.165          0.500          0.041         31.545          0.012
      1988       254             66.777             67.302            135.005            132.215            126.472            123.617            123.616          3.486          0.577          0.052          8.344        354.102          0.177          0.415           0.486          0.486          0.016          1.000          0.841          1.000          0.385          0.324          0.500          0.041         30.980          0.012
      1988       255             66.512             67.029            134.997            132.171            126.412            123.576            123.608          3.618          0.523          0.052          9.138        353.411          0.188          0.727           0.810          0.810          0.017          1.000          0.837          1.000          0.645          0.540          0.500          0.041         30.551          0.012
      1988       256             70.944             71.725            135.568            132.250            126.380            123.537            123.594          2.551          2.551          0.052          9.656        352.722          0.354          0.442           0.537          0.537          0.018          1.000          0.738          1.000          0.485          0.358          0.500          0.042         30.403          0.012
      1988       257             69.554             74.841            140.039            133.208            126.546            123.538            123.583          3.937          3.937          0.052         10.070        352.036          0.179          0.493           0.433          0.433          0.019          1.000          0.875          1.000          0.330          0.289          0.500          0.042         28.408          0.011
      1988       258             68.369             73.969            140.053            133.977            126.832            123.597            123.586          1.245          0.772          0.052         10.050        351.352          0.268          0.000           0.000          0.000          0.020          1.000          0.543          1.000          0.000          0.000          0.500          0.042         26.986          0.010
      1988       259             70.068             74.842            143.557            135.292            127.325            123.743            123.617          3.424          3.424          0.052         10.378        350.670          0.218          0.380           0.347          0.347          0.020          1.000          0.842          1.000          0.275          0.232          0.500          0.042         26.944          0.010
      1988       260             67.639             74.238            142.917            136.217            127.904            123.975            123.689          3.594          2.867          0.051         10.703        349.989          0.212          0.403           0.347          0.347          0.021          1.000          0.856          1.000          0.270          0.231          0.500          0.042         25.756          0.010
      1988       261             67.488             71.645            142.188            136.811            128.486            124.277            123.806          4.915          1.637          0.051         11.377        349.310          0.202          1.004           0.695          0.695          0.021          1.000          0.918          1.000          0.505          0.464          0.500          0.043         24.875          0.010
      1988       262             67.487             70.089            141.185            137.085            129.006            124.623            123.970          4.847          0.972          0.051         11.886        348.635          0.223          0.822           0.531          0.531          0.023          1.000          0.920          1.000          0.385          0.354          0.500          0.043         24.142          0.009
      1988       263             67.489             69.052            140.135            137.094            129.424            124.983            124.172          4.170          0.765          0.051         11.935        347.961          0.307          0.073           0.048          0.073          0.024          1.000          0.906          1.000          0.035          0.032          0.500          0.043         24.085          0.009
      1988       264             67.490             68.337            139.130            136.901            129.720            125.330            124.404          3.811          0.652          0.052         11.911        347.289          0.343          0.000           0.000          0.000          0.024          1.000          0.896          1.000          0.000          0.000          0.500          0.043         24.553          0.010
      1988       265             67.334             68.062            138.122            136.578            129.892            125.643            124.652          4.294          0.578          0.052         11.909        346.618          0.281          0.022           0.014          0.022          0.024          1.000          0.912          1.000          0.010          0.009          0.500          0.043         25.248          0.010
      1988       266             67.154             67.802            137.376            136.159            129.946            125.904            124.902          4.445          0.525          0.052         12.139        345.949          0.254          0.376           0.239          0.254          0.024          1.000          0.912          1.000          0.175          0.160          0.500          0.043         25.941          0.010
      1988       267             66.961             67.568            136.807            135.704            129.899            126.103            125.142          4.487          0.484          0.052         12.691        345.281          0.258          0.895           0.576          0.576          0.024          1.000          0.903          1.000          0.425          0.384          0.500          0.043         26.633          0.010
      1988       268             66.767             67.359            136.358            135.249            129.769            126.236            125.361          4.516          0.451          0.053         13.461        344.616          0.299          1.272           0.795          0.795          0.025          1.000          0.898          1.000          0.590          0.530          0.500          0.043         27.323          0.011
      1988       269             66.580             67.170            135.994            134.813            129.579            126.305            125.550          4.731          0.424          0.054         14.271        343.954          0.287          1.462           0.837          0.837          0.027          1.000          0.907          1.000          0.615          0.558          0.500          0.044         28.012          0.011
      1988       270             66.404             67.001            135.693            134.406            129.345            126.313            125.702          4.600          0.402          0.054         15.152        343.294          0.299          1.638           0.910          0.910          0.029          1.000          0.899          1.000          0.675          0.607          0.500          0.044         28.700          0.011
      1988       271             66.245             66.853            135.443            134.033            129.083            126.267            125.815          3.506          0.382          0.055         16.042        342.638          0.309          1.454           0.921          0.921          0.030          1.000          0.824          1.000          0.745          0.614          0.500          0.045         29.387          0.011
      1988       272             67.292             67.767            135.338            133.693            128.806            126.175            125.887          4.406          4.406          0.056         17.141        341.985          0.339          2.169           1.130          1.130          0.032          1.000          0.881          1.000          0.855          0.754          0.500          0.046         30.072          0.012
      1988       273             67.020             67.525            135.250            133.403            128.526            126.045            125.919          5.215          0.473          0.056         18.049        341.335          0.301          2.227           0.942          0.942          0.034          1.000          0.924          1.000          0.680          0.628          0.500          0.046         27.749          0.011
      1988       274             66.774             67.279            135.175            133.156            128.254            125.887            125.912          6.004          0.442          0.056         19.404        340.689          0.277          3.510           1.391          1.391          0.036          1.000          0.927          1.000          1.000          0.927          0.500          0.047         26.380          0.010
      1988       275             66.546             67.049            135.120            132.948            127.993            125.708            125.871          4.495          0.417          0.056         20.601        340.046          0.685          2.904           1.236          1.236          0.039          1.000          0.886          1.000          0.930          0.824          0.500          0.048         25.903          0.010
      1988       276             66.326             66.833            135.065            132.771            127.750            125.516            125.800          5.005          0.396          0.057         21.301        339.407          0.475          2.101           0.741          0.741          0.041          1.000          0.924          1.000          0.535          0.494          0.500          0.048         26.028          0.010
      1988       277             66.116             66.677            134.964            132.621            127.526            125.318            125.704          5.246          0.377          0.058         22.094        338.771          0.375          2.498           0.836          0.836          0.043          1.000          0.929          1.000          0.600          0.557          0.500          0.049         26.707          0.010
      1988       278             65.937             66.540            134.835            132.490            127.320            125.119            125.587          5.414          0.361          0.058         23.429        338.138          0.371          4.116           1.379          1.379          0.044          1.000          0.919          1.000          1.000          0.919          0.500          0.049         27.385          0.011
      1988       279             65.780             66.411            134.677            132.384            127.134            124.922            125.454          6.003          0.347          0.060         24.763        337.508          0.428          4.390           1.381          1.381          0.047          1.000          0.920          1.000          1.000          0.920          0.500          0.050         28.061          0.011
      1988       280             65.642             66.292            134.501            132.299            126.969            124.731            125.309          5.772          0.334          0.061         26.100        336.883          0.498          4.740           1.387          1.387          0.050          1.000          0.925          1.000          1.000          0.925          0.500          0.051         28.736          0.011
      1988       281             65.519             66.180            134.315            132.231            126.823            124.550            125.157          5.395          0.323          0.062         27.379        336.261          0.539          4.771           1.330          1.330          0.052          1.000          0.924          1.000          0.960          0.887          0.500          0.052         29.410          0.012
      1988       282             65.409             66.076            134.126            132.177            126.695            124.379            125.002          4.735          0.313          0.063         28.434        335.643          0.582          3.864           1.110          1.110          0.055          1.000          0.903          1.000          0.820          0.740          0.500          0.052         30.082          0.012
      1988       283             65.303             65.972            133.931            132.133            126.584            124.220            124.845          5.088          0.303          0.064         29.743        335.029          0.699          5.075           1.366          1.366          0.057          1.000          0.911          1.000          1.000          0.911          0.500          0.053         30.753          0.012
      1988       284             65.202             65.872            133.734            132.098            126.489            124.074            124.691          4.938          0.295          0.065         30.681        334.418          0.846          3.969           0.998          0.998          0.059          1.000          0.917          1.000          0.725          0.665          0.500          0.054         31.423          0.012
      1988       285             65.105             65.774            133.537            132.069            126.407            123.940            124.541          4.902          0.287          0.065         31.312        333.811          0.667          2.903           0.692          0.692          0.061          1.000          0.923          1.000          0.500          0.461          0.500          0.054         32.092          0.013
      1988       286             65.007             65.673            133.336            132.045            126.336            123.820            124.397          5.441          0.280          0.066         32.509        333.206          0.614          5.507           1.260          1.260          0.063          1.000          0.928          1.000          0.905          0.840          0.500          0.055         32.760          0.013
      1988       287             64.907             65.571            133.132            132.025            126.276            123.711            124.259          5.830          0.273          0.067         33.844        332.604          0.589          6.481           1.399          1.399          0.065          1.000          0.933          1.000          1.000          0.933          0.500          0.056         33.426          0.013
      1988       288             64.809             65.471            132.928            132.009            126.225            123.614            124.130          5.717          0.267          0.068         35.168        332.007          0.622          6.566           1.392          1.392          0.068          1.000          0.928          1.000          1.000          0.928          0.500          0.056         34.092          0.013
      1988       289             64.708             65.368            132.721            131.994            126.181            123.527            124.010          6.101          0.261          0.069         36.504        331.413          0.713          7.173           1.406          1.406          0.070          1.000          0.937          1.000          1.000          0.937          0.500          0.057         34.756          0.014
      1988       290             64.609             65.266            132.508            131.987            126.145            123.451            123.898          5.937          0.255          0.070         37.839        330.823          0.612          7.522           1.409          1.409          0.073          1.000          0.939          1.000          1.000          0.939          0.500          0.058         35.418          0.014
      1988       291             64.510             65.165            132.290            131.987            126.116            123.384            123.795          5.804          0.250          0.071         39.167        330.237          0.944          7.645           1.403          1.403          0.076          1.000          0.936          1.000          1.000          0.936          0.500          0.059         36.080          0.014
      1988       292             64.414             65.065            132.076            131.987            126.093            123.326            123.701          5.484          0.245          0.072         39.963        329.655          0.840          5.043           0.875          0.875          0.078          1.000          0.940          1.000          0.620          0.583          0.500          0.059         36.741          0.014
