Summary_file = lupin.sum
Title = lupin Sample Simulation
       day      year            lai        biomass  green_biomass
     (day)    (year)      (m^2/m^2)        (kg/ha)        (kg/ha)
       130      1988          0.000          0.000          0.000
       131      1988          0.000          0.000          0.000
       132      1988          0.000          0.000          0.000
       133      1988          0.000          0.000          0.000
       134      1988          0.000          0.000          0.000
       135      1988          0.000          0.000          0.000
       136      1988          0.000          0.000          0.000
       137      1988          0.000          0.000          0.000
       138      1988          0.001         50.000         50.000
       139      1988          0.001         50.079         50.079
       140      1988          0.002         50.209         50.209
       141      1988          0.002         50.322         50.322
       142      1988          0.002         50.437         50.437
       143      1988          0.002         50.603         50.603
       144      1988          0.002         50.790         50.790
       145      1988          0.003         50.982         50.982
       146      1988          0.003         51.219         51.219
       147      1988          0.003         51.494         51.494
       148      1988          0.004         51.809         51.809
       149      1988          0.004         52.140         52.140
       150      1988          0.005         52.535         52.535
       151      1988          0.006         53.011         53.011
       152      1988          0.006         53.497         53.497
       153      1988          0.007         53.905         53.905
       154      1988          0.008         54.407         54.407
       155      1988          0.009         54.951         54.951
       156      1988          0.009         55.245         55.245
       157      1988          0.010         55.687         55.687
       158      1988          0.011         56.305         56.305
       159      1988          0.012         57.234         57.234
       160      1988          0.014         58.333         58.333
       161      1988          0.016         59.525         59.525
       162      1988          0.018         60.862         60.862
       163      1988          0.020         62.392         62.392
       164      1988          0.022         64.116         64.116
       165      1988          0.025         66.232         66.232
       166      1988          0.028         68.622         68.622
       167      1988          0.032         71.209         71.209
       168      1988          0.035         73.657         73.657
       169      1988          0.039         76.456         76.456
       170      1988          0.044         79.747         79.747
       171      1988          0.050         83.692         83.692
       172      1988          0.057         88.163         88.163
       173      1988          0.065         93.230         93.230
       174      1988          0.073         98.850         98.850
       175      1988          0.083        105.331        105.331
       176      1988          0.093        112.209        112.209
       177      1988          0.104        119.605        119.605
       178      1988          0.116        127.587        127.587
       179      1988          0.132        137.871        137.871
       180      1988          0.149        149.573        149.573
       181      1988          0.168        162.310        162.310
       182      1988          0.191        177.268        177.268
       183      1988          0.215        193.227        193.227
       184      1988          0.234        206.128        206.128
       185      1988          0.246        214.338        214.338
       186      1988          0.260        223.647        223.647
       187      1988          0.277        234.968        234.968
       188      1988          0.308        255.342        255.342
       189      1988          0.340        277.056        277.056
       190      1988          0.378        301.858        301.858
       191      1988          0.417        330.982        330.982
       192      1988          0.453        355.167        355.167
       193      1988          0.478        371.460        371.460
       194      1988          0.509        392.230        392.230
       195      1988          0.557        424.562        424.562
       196      1988          0.603        461.476        461.476
       197      1988          0.651        502.504        502.504
       198      1988          0.698        544.112        544.112
       199      1988          0.753        590.814        590.814
       200      1988          0.799        643.396        643.396
       201      1988          0.844        701.884        701.884
       202      1988          0.897        756.811        756.811
       203      1988          0.960        801.210        801.210
       204      1988          1.018        839.675        839.675
       205      1988          1.064        902.527        902.527
       206      1988          1.106        966.430        966.430
       207      1988          1.157       1038.783       1038.783
       208      1988          1.216       1116.867       1116.867
       209      1988          1.264       1189.758       1189.758
       210      1988          1.315       1271.005       1271.005
       211      1988          1.369       1341.416       1341.416
       212      1988          1.437       1417.060       1417.060
       213      1988          1.489       1504.233       1501.125
       214      1988          1.541       1589.817       1583.642
       215      1988          1.591       1669.308       1654.546
       216      1988          1.648       1760.640       1743.149
       217      1988          1.707       1850.226       1829.884
       218      1988          1.768       1935.857       1912.904
       219      1988          1.834       2012.854       1986.995
       220      1988          1.873       2095.502       2067.885
       221      1988          1.909       2174.448       2145.161
       222      1988          1.942       2255.875       2224.316
       223      1988          1.980       2356.202       2321.894
       224      1988          2.030       2463.740       2425.738
       225      1988          2.082       2567.502       2525.589
       226      1988          2.131       2674.619       2628.557
       227      1988          2.181       2781.971       2730.877
       228      1988          2.233       2887.296       2830.836
       229      1988          2.287       3000.611       2938.485
       230      1988          2.330       3115.091       3044.456
       231      1988          2.377       3219.294       3137.179
       232      1988          2.428       3325.535       3230.699
       233      1988          2.465       3450.965       3346.954
       234      1988          2.505       3566.160       3452.551
