APSIM output file, version = 5.3
Title = Rising CO2 levels
           Date          yield            co2
             ()        (kg/ha)            (?)
     25/10/1940       4330.362        350.000
     31/10/1941       2801.489        357.000
     26/10/1942       2406.811        364.000
     05/11/1943       2754.038        371.000
     30/10/1944       2635.766        378.000
     02/11/1945       1965.745        385.000
     03/11/1946       3465.029        392.000
     05/11/1947       1407.241        399.000
     04/11/1948       1757.187        406.000
     02/11/1949       3403.039        413.000
     30/10/1950       2641.077        420.000
     04/11/1951       2800.205        427.000
     03/11/1952       1566.212        434.000
     04/11/1953       2100.963        441.000
     28/10/1954       2170.128        448.000
     31/10/1955       2113.270        455.000
     12/11/1956       1901.510        462.000
     31/10/1957       2459.954        469.000
     04/11/1958       1586.027        476.000
     03/11/1959       2044.316        483.000
     05/11/1960       2105.696        490.000
     02/11/1961       1850.126        497.000
     01/11/1962       1494.620        504.000
     03/11/1963       1974.648        511.000
     05/11/1964       1403.742        518.000
     29/10/1965       2464.968        525.000
     08/11/1966        777.295        532.000
     31/10/1967       2157.851        539.000
     06/11/1968       1364.418        546.000
     03/11/1969       1829.657        553.000
     05/11/1970        936.384        560.000
     04/11/1971        973.899        567.000
     30/10/1972       1876.082        574.000
     22/10/1973       1430.622        581.000
     06/11/1974       2432.231        588.000
     30/10/1975        905.565        595.000
     06/11/1976       1208.071        602.000
     01/11/1977       2147.658        609.000
     10/11/1978        767.293        616.000
     30/10/1979       1209.475        623.000
     24/10/1980       1613.286        630.000
     02/11/1981        902.880        637.000
     03/11/1982       1235.956        644.000
     30/10/1983       1528.461        651.000
     07/11/1984       1465.158        658.000
     05/11/1985        744.878        665.000
     04/11/1986       1299.744        672.000
     01/11/1987       1399.523        679.000
     27/10/1988       1556.783        686.000
     06/11/1989       1589.654        693.000
