APSIM output file, version = 5.4
Title = stock Pasture SAMPLE Simulation
           Date           rain   assimilation         growth       green_dm       shoot_dm        shoot_n        senc_dm        seed_dm          rtdep    sw_uptake()       sw_dep()             es          no3()          nh4()        fom_c()      cover_tot  residue_cover        senc_dm      litter_dm   uptake_no3()   uptake_nh4()
     09/03/1988          0.000         12.523          4.466          112.1          112.1          0.040            0.0            0.0        584.936          0.637        797.993          0.806          119.0            1.4           49.3          0.121          0.000            0.0            0.0          0.373          0.018
     10/03/1988          0.000         12.716          4.277          120.8          120.8          0.040            0.0            0.0        659.784          0.717        796.169          0.677          118.8            1.4           48.3          0.128          0.000            0.0            0.0          0.364          0.017
     11/03/1988          0.000         13.223          4.121          129.2          129.2          0.040            0.0            0.0        690.000          0.824        794.222          0.595          118.7            1.5           47.3          0.135          0.000            0.0            0.0          0.364          0.016
     12/03/1988          0.000         19.489          7.909          141.2          141.3          0.040            0.0            0.0        690.000          0.652        792.409          0.537          118.4            1.5           46.3          0.145          0.000            0.0            0.0          0.563          0.024
     13/03/1988          0.000         17.992          7.243          156.4          156.4          0.040            0.0            0.0        690.000          0.819        790.381          0.493          118.1            1.5           45.4          0.157          0.000            0.0            0.0          0.558          0.023
     14/03/1988          0.000         21.553          8.771          172.4          172.4          0.040            0.0            0.0        690.000          0.869        788.257          0.459          117.8            1.5           44.5          0.170          0.000            0.0            0.0          0.653          0.027
     15/03/1988          0.000         26.086         10.620          191.8          191.8          0.041            0.0            0.0        690.000          0.903        786.059          0.431          117.4            1.5           43.7          0.185          0.000            0.0            0.0          0.778          0.031
     16/03/1988          0.000         36.218         15.242          217.7          217.7          0.041            0.0            0.0        690.000          0.957        783.776          0.407          116.6            1.5           42.9          0.206          0.000            0.0            0.0          1.042          0.042
     17/03/1988          0.000         38.122         16.036          248.9          249.0          0.041            0.0            0.0        690.000          1.075        781.358          0.387          115.8            1.4           42.2          0.230          0.000            0.0            0.0          1.141          0.045
     18/03/1988          0.000         41.519         17.363          282.3          282.4          0.041            0.0            0.0        690.000          1.194        778.816          0.370          114.8            1.4           41.4          0.255          0.000            0.0            0.0          1.260          0.050
     19/03/1988          0.000         48.058         20.295          320.0          320.0          0.041            0.0            0.0        690.000          1.284        776.193          0.355          113.7            1.4           40.7          0.282          0.000            0.0            0.0          1.474          0.058
     20/03/1988          0.000         51.611         21.437          361.7          361.8          0.041            0.0            0.0        690.000          1.410        773.465          0.341          112.4            1.4           40.0          0.311          0.000            0.0            0.0          1.595          0.064
     21/03/1988          0.000         61.412         25.699          408.9          408.9          0.041            0.0            0.0        690.000          1.536        770.644          0.329          110.8            1.3           39.4          0.342          0.000            0.0            0.0          1.886          0.076
     22/03/1988          0.000         61.187         24.717          459.3          459.3          0.041            0.0            0.0        690.000          1.710        767.690          0.318          109.2            1.3           38.7          0.374          0.000            0.0            0.0          1.914          0.079
     23/03/1988          0.000         73.746         30.034          514.0          514.1          0.041            0.0            0.0        690.000          1.838        764.657          0.308          107.3            1.3           38.1          0.407          0.000            0.0            0.0          2.260          0.095
     24/03/1988          0.000         75.017         29.920          574.0          574.0          0.041            0.0            0.0        690.000          1.962        761.556          0.299          105.2            1.3           37.5          0.441          0.000            0.0            0.0          2.341          0.101
     25/03/1988          2.800         87.567         35.504          639.4          639.4          0.041            0.0            0.0        690.000          1.708        760.144          1.714          102.8            1.2           36.9          0.479          0.000            0.0            0.0          2.713          0.123
     26/03/1988          0.000         87.689         35.207          710.1          710.1          0.041            0.0            0.0        690.000          2.280        755.754          1.377          100.3            1.2           36.3          0.516          0.000            0.0            0.0          2.802          0.133
     27/03/1988          0.000         98.274         39.434          784.8          784.8          0.041            0.0            0.0        690.000          2.380        752.413          0.284           97.5            1.1           35.7          0.550          0.000            0.0            0.0          3.116          0.153
     28/03/1988          0.000         98.150         37.626          861.8          861.8          0.041            0.0            0.0        690.000          2.641        748.876          0.277           94.6            1.0           35.2          0.582          0.000            0.0            0.0          3.122          0.161
     29/03/1988          0.000         99.452         36.522          936.0          936.0          0.041            0.0            0.0        690.000          2.802        745.242          0.270           91.8            1.0           34.6          0.611          0.000            0.0            0.0          3.157          0.173
     30/03/1988          0.000        111.406         40.772          792.9          792.9          0.040            0.0            0.0        690.000          2.865        741.605          0.264           88.6            0.9           34.1          0.581          0.000            0.0            0.0          3.433          0.201
     31/03/1988          0.500         77.994         41.613          557.7          557.7          0.039            0.0            0.0        690.000          0.996        739.896          0.758           87.1            1.7           33.6          0.493          0.000            0.0            0.0          2.233          0.564
     01/04/1988         37.200         81.253         44.246          497.4          497.4          0.040            0.0            0.0        690.000          1.330        771.722          1.257           85.8            2.4           33.2          0.476          0.000            0.0            0.0          1.927          0.785
     02/04/1988         18.000         24.833          2.333          450.1          450.1          0.039            0.0            0.0        690.000          1.475        785.287          1.364           85.8            3.3           32.8          0.452          0.000            0.0            0.0          0.573          0.248
     03/04/1988         22.200         12.621          0.000          400.8          400.8          0.039            0.0            0.0        683.088          1.015        802.006          1.170           85.9            4.1           32.5          0.418          0.000            0.0            0.0          0.378          0.189
     04/04/1988         48.400          7.941          0.000          388.1          388.1          0.038            0.0            0.0        683.088          1.266        828.716          1.517           85.9            4.5           32.2          0.409          0.000            0.0            0.0          0.318          0.170
     05/04/1988          6.400          6.661          0.000          376.8          376.9          0.037            0.0            0.0        683.088          0.723        832.977          0.897           85.8            4.8           32.0          0.401          0.000            0.0            0.0          0.252          0.140
     06/04/1988         35.200          6.618          0.000          364.6          365.3          0.036            0.0            0.0        683.088          1.398        853.584          1.790           85.9            5.0           31.7          0.393          0.001            0.0            0.1          0.194          0.115
     07/04/1988          0.000          8.671          0.000          351.5          353.4          0.035            0.0            0.0        683.088          1.320        848.497          1.766           86.4            4.8           31.4          0.383          0.002            0.0            0.1          0.151          0.076
     08/04/1988          5.200         18.195          2.188          345.8          349.0          0.034            0.0            0.0        690.000          0.963        848.962          1.343           86.8            4.5           31.1          0.379          0.004            0.0            0.3          0.192          0.084
     09/04/1988          0.400         10.839          0.000          343.4          346.6          0.034            0.0            0.0        696.912          0.981        844.257          1.364           87.4            4.3           30.8          0.377          0.004            0.0            0.5          0.121          0.046
     10/04/1988          0.000         19.892          5.742          345.0          347.7          0.034            0.0            0.0        690.000          1.101        838.577          1.570           87.8            4.0           30.5          0.377          0.003            0.0            0.5          0.305          0.103
     11/04/1988         36.600         18.908          5.782          354.7          357.0          0.034            0.0            0.0        690.000          0.446        859.904          0.617           87.3            4.3           30.2          0.386          0.003            0.0            0.7          0.320          0.127
     12/04/1988         27.000          5.349          0.000          354.0          356.2          0.034            0.0            0.0        696.912          1.011        865.410          1.329           86.4            4.5           30.0          0.388          0.003            0.0            0.8          0.116          0.049
     13/04/1988          1.600          6.927          0.000          342.6          345.7          0.033            0.0            0.0        696.912          1.122        860.157          1.534           86.5            4.5           29.8          0.379          0.004            0.0            0.8          0.098          0.038
     14/04/1988          0.200         11.630          0.000          334.2          338.6          0.033            0.0            0.0        696.912          1.442        852.674          2.055           86.7            4.3           29.6          0.372          0.005            0.0            0.8          0.083          0.030
     15/04/1988          0.000         27.488         10.163          340.2          344.6          0.033            0.0            0.0        690.000          1.422        845.597          1.489           86.7            4.1           29.3          0.374          0.005            0.0            0.9          0.442          0.147
     16/04/1988          0.000         31.133         12.516          359.9          363.7          0.034            0.0            0.0        690.000          1.374        838.318          1.772           86.6            3.8           29.0          0.386          0.005            0.0            0.9          0.595          0.178
     17/04/1988          0.000         42.914         25.149          395.2          398.4          0.035            0.0            0.0        690.000          1.224        832.015          0.993           86.1            3.5           28.7          0.411          0.004            0.0            0.8          1.003          0.273
     18/04/1988          0.000         59.353         33.999          443.8          446.6          0.036            0.0            0.0        690.000          1.394        825.823          0.775           85.1            3.1           28.4          0.444          0.004            0.0            0.8          1.476          0.375
     19/04/1988          2.600         58.149         32.357          469.5          472.1          0.037            0.0            0.0        690.000          0.970        822.544          0.969           83.9            2.9           28.1          0.468          0.003            0.0            0.8          1.519          0.380
     20/04/1988          0.200         53.155         28.039          466.2          468.6          0.037            0.0            0.0        690.000          0.998        816.966          0.941           82.8            2.8           27.9          0.477          0.003            0.0            0.8          1.408          0.366
     21/04/1988          0.000         73.844         40.434          473.3          475.4          0.038            0.0            0.0        690.000          1.701        810.000          1.548           81.3            2.6           27.6          0.485          0.003            0.0            0.8          1.902          0.526
     22/04/1988          0.800         72.977         39.022          484.4          486.2          0.038            0.0            0.0        690.000          1.604        804.237          1.382           79.7            2.5           27.3          0.492          0.002            0.0            0.7          1.912          0.560
     23/04/1988          0.000         71.606         38.316          482.7          484.2          0.039            0.0            0.0        690.000          1.855        798.435          0.528           78.3            2.3           27.0          0.490          0.002            0.0            0.7          1.875          0.588
     24/04/1988          0.800         78.103         41.853          484.7          485.9          0.039            0.0            0.0        690.000          1.513        793.187          1.286           76.8            2.2           26.8          0.491          0.002            0.0            0.6          2.013          0.676
     25/04/1988          0.000         81.977         44.439          490.3          491.3          0.039            0.0            0.0        690.000          1.801        787.868          0.453           75.2            2.0           26.5          0.495          0.001            0.0            0.6          2.100          0.745
     26/04/1988          0.000         82.074         44.807          493.1          493.9          0.040            0.0            0.0        690.000          1.800        782.768          0.426           73.6            1.8           26.2          0.494          0.001            0.0            0.5          2.115          0.805
     27/04/1988          0.000         74.341         40.265          488.5          489.2          0.040            0.0            0.0        690.000          1.777        777.912          0.403           72.1            1.6           25.9          0.489          0.001            0.0            0.5          1.904          0.789
     28/04/1988          0.000         72.086         39.689          482.5          483.1          0.040            0.0            0.0        690.000          0.967        774.083          0.384           70.7            1.5           25.6          0.493          0.001            0.0            0.4          1.841          0.844
     29/04/1988          5.200         70.192         38.755          482.0          482.5          0.040            0.0            0.0        690.000          0.868        775.392          0.745           69.4            1.3           25.3          0.507          0.001            0.0            0.4          1.731          0.898
     30/04/1988          0.400         74.915         39.840          484.3          484.8          0.040            0.0            0.0        690.000          1.568        770.870          1.271           68.0            1.1           25.1          0.515          0.001            0.0            0.3          1.728          0.965
     01/05/1988          0.000         87.086         47.049          494.4          494.8          0.040            0.0            0.0        690.000          1.545        766.188          1.246           66.4            0.7           24.9          0.521          0.001            0.0            0.3          1.894          1.158
     02/05/1988          0.000         84.305         44.760          503.6          503.9          0.040            0.0            0.0        690.000          1.359        762.065          1.058           65.1            0.6           24.6          0.529          0.001            0.0            0.3          1.613          1.012
     03/05/1988          0.000         92.600         49.820          509.6          509.9          0.040            0.0            0.0        690.000          1.769        758.258          0.505           63.9            0.6           24.4          0.532          0.001            0.0            0.2          1.387          0.908
     04/05/1988          0.000         85.142         45.974          511.7          512.0          0.040            0.0            0.0        690.000          1.842        754.645          0.402           62.9            0.6           24.1          0.529          0.000            0.0            0.2          1.315          0.915
     05/05/1988          0.000         77.645         41.555          504.8          505.1          0.040            0.0            0.0        690.000          1.925        751.122          0.383           62.1            0.6           23.9          0.520          0.000            0.0            0.2          1.235          0.914
     06/05/1988          0.000         78.902         43.511          503.2          503.4          0.040            0.0            0.0        690.000          1.747        747.933          0.366           61.3            0.6           23.6          0.515          0.000            0.0            0.2          1.146          0.883
     07/05/1988          0.000         75.870         41.026          503.3          503.5          0.040            0.0            0.0        690.000          1.818        744.817          0.351           60.5            0.6           23.4          0.511          0.000            0.0            0.2          1.086          0.860
     08/05/1988          0.000         87.323         48.936          510.8          511.0          0.040            0.0            0.0        690.000          1.684        741.964          0.338           59.9            0.6           23.1          0.513          0.000            0.0            0.1          1.015          0.836
     09/05/1988          0.000         82.000         46.517          521.8          521.9          0.039            0.0            0.0        690.000          1.650        739.261          0.327           59.3            0.6           22.9          0.518          0.000            0.0            0.1          0.952          0.815
     10/05/1988          0.000         86.356         49.460          527.7          527.9          0.039            0.0            0.0        690.000          1.629        736.683          0.316           58.7            0.6           22.7          0.520          0.000            0.0            0.1          0.885          0.801
     11/05/1988          0.000         79.022         45.413          529.6          529.7          0.038            0.0            0.0        690.000          1.641        734.187          0.306           58.1            0.6           22.5          0.520          0.000            0.0            0.1          0.830          0.793
     12/05/1988          0.000         77.783         44.626          525.0          525.1          0.037            0.0            0.0        690.000          1.636        731.778          0.298           57.7            0.6           22.4          0.516          0.000            0.0            0.1          0.774          0.783
     13/05/1988          0.000         83.679         48.529          529.7          529.8          0.037            0.0            0.0        690.000          1.535        729.543          0.289           57.2            0.6           22.2          0.519          0.000            0.0            0.1          0.725          0.772
