ApsimVersion = 6.1
Title = stock Pasture SAMPLE Simulation
           Date           rain        paddock         number            sex            age         weight     cond_score         intake      wt_change      trampling
             ()           (mm)            (?)            (?)            (?)            (d)           (kg)            (-)            (?)         (kg/d)        (kg/ha)
     01/01/1988          0.200              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     02/01/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     03/01/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     04/01/1988         34.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     05/01/1988          2.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     06/01/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     07/01/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     08/01/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     09/01/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     10/01/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     11/01/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     12/01/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     13/01/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     14/01/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     15/01/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     16/01/1988         13.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     17/01/1988          9.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     18/01/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     19/01/1988          1.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     20/01/1988         99.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     21/01/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     22/01/1988          5.200              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     23/01/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     24/01/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     25/01/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     26/01/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     27/01/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     28/01/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     29/01/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     30/01/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     31/01/1988          7.400              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     01/02/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     02/02/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     03/02/1988          0.200              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     04/02/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     05/02/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     06/02/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     07/02/1988          0.400              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     08/02/1988         50.200              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     09/02/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     10/02/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     11/02/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     12/02/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     13/02/1988         76.400              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     14/02/1988         31.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     15/02/1988          3.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     16/02/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     17/02/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     18/02/1988          0.400              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     19/02/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     20/02/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     21/02/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     22/02/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     23/02/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     24/02/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     25/02/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     26/02/1988          0.400              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     27/02/1988          2.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     28/02/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     29/02/1988         10.200              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     01/03/1988         20.800              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     02/03/1988          5.600              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     03/03/1988          6.400              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     04/03/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     05/03/1988          0.400              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     06/03/1988         30.300              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     07/03/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     08/03/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     09/03/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     10/03/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     11/03/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     12/03/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     13/03/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     14/03/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     15/03/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     16/03/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     17/03/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     18/03/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     19/03/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     20/03/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     21/03/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     22/03/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     23/03/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     24/03/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     25/03/1988          2.800              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     26/03/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     27/03/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     28/03/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     29/03/1988          0.000              ?              ?              ?              ?              ?              ?              ?              ?            0.0
     30/03/1988          0.000          0.000             20          steer        367.000        251.968          2.228          6.955          0.983            0.0
     31/03/1988          0.500          0.000             20          steer        369.000        252.718          2.234          4.466          0.375            0.0
     01/04/1988         37.200          0.000             20          steer        371.000        251.695          2.217          2.136         -0.510            0.0
     02/04/1988         18.000          0.000             20          steer        373.000        249.739          2.173          1.396         -0.975            0.0
     03/04/1988         22.200          0.000             20          steer        375.000        246.279          2.101          0.261         -1.725            0.0
     04/04/1988         48.400          0.000             20          steer        377.000        242.502          2.009          0.000         -1.883            0.0
     05/04/1988          6.400          0.000             20          steer        379.000        238.769          1.913          0.000         -1.861            0.0
     06/04/1988         35.200          0.000             20          steer        381.000        235.081          1.819          0.002         -1.838            0.0
     07/04/1988          0.000          0.000             20          steer        383.000        231.447          1.726          0.011         -1.812            0.0
     08/04/1988          5.200          0.000             20          steer        385.000        227.872          1.635          0.025         -1.782            0.0
     09/04/1988          0.400          0.000             20          steer        387.000        224.348          1.546          0.034         -1.757            0.0
     10/04/1988          0.000          0.000             20          steer        389.000        220.858          1.457          0.027         -1.739            0.0
     11/04/1988         36.600          0.000             20          steer        391.000        217.401          1.370          0.025         -1.724            0.0
     12/04/1988         27.000          0.000             20          steer        393.000        213.973          1.284          0.017         -1.709            0.0
     13/04/1988          1.600          0.000             20          steer        395.000        210.603          1.199          0.022         -1.680            0.0
     14/04/1988          0.200          0.000             20          steer        397.000        207.292          1.116          0.039         -1.651            0.0
     15/04/1988          0.000          0.000             20          steer        399.000        204.030          1.034          0.048         -1.626            0.0
     16/04/1988          0.000          0.000             20          steer        401.000        200.803          0.953          0.042         -1.609            0.0
     17/04/1988          0.000          0.000             20          steer        403.000        197.605          0.874          0.033         -1.594            0.0
     18/04/1988          0.000          0.000             20          steer        405.000        194.635          0.797          0.179         -1.480            0.0
     19/04/1988          2.600          0.000             20          steer        407.000        192.483          0.733          0.778         -1.073            0.0
     20/04/1988          0.200          0.000             20          steer        409.000        190.463          0.680          0.847         -1.007            0.0
     21/04/1988          0.000          0.000             20          steer        411.000        188.343          0.627          0.745         -1.057            0.0
     22/04/1988          0.800          0.000             20          steer        413.000        186.629          0.578          1.026         -0.854            0.0
     23/04/1988          0.000          0.000             20          steer        415.000        184.961          0.534          1.036         -0.832            0.0
     24/04/1988          0.800          0.000             20          steer        417.000        183.297          0.490          1.019         -0.829            0.0
     25/04/1988          0.000          0.000             20          steer        419.000        181.762          0.449          1.095         -0.765            0.0
     26/04/1988          0.000          0.000             20          steer        421.000        180.337          0.410          1.159         -0.710            0.0
     27/04/1988          0.000          0.000             20          steer        423.000        178.949          0.373          1.169         -0.692            0.0
     28/04/1988          0.000          0.000             20          steer        425.000        177.432          0.335          1.056         -0.756            0.0
     29/04/1988          5.200          0.000             20          steer        427.000        175.894          0.296          1.024         -0.767            0.0
     30/04/1988          0.400          0.000             20          steer        429.000        174.342          0.256          0.998         -0.773            0.0
     01/05/1988          0.000          0.000             20          steer        431.000        172.843          0.217          1.022         -0.747            0.0
     02/05/1988          0.000          0.000             19          steer        433.000        172.452          0.200          1.198         -0.626            0.0
     03/05/1988          0.000          0.000             19          steer        435.000        171.210          0.168          1.195         -0.619            0.0
     04/05/1988          0.000          0.000             19          steer        437.000        170.143          0.137          1.314         -0.532            0.0
     05/05/1988          0.000          0.000             18          steer        439.000        169.877          0.127          1.244         -0.576            0.0
     06/05/1988          0.000          0.000             18          steer        441.000        168.610          0.096          1.149         -0.632            0.0
     07/05/1988          0.000          0.000             18          steer        443.000        167.440          0.064          1.209         -0.583            0.0
     08/05/1988          0.000          0.000             17          steer        445.000        167.145          0.053          1.165         -0.611            0.0
     09/05/1988          0.000          0.000             16          steer        447.000        167.232          0.047          1.413         -0.444            0.0
     10/05/1988          0.000          0.000             16          steer        449.000        166.368          0.023          1.422         -0.430            0.0
     11/05/1988          0.000          0.000             16          steer        451.000        165.651          0.001          1.524         -0.358            0.0
     12/05/1988          0.000          0.000             16          steer        453.000        164.838         -0.020          1.441         -0.405            0.0
     13/05/1988          0.000          0.000             14          steer        455.000        166.087          0.004          1.399         -0.440            0.0
     14/05/1988          0.000          0.000             14          steer        457.000        165.229         -0.020          1.409         -0.427            0.0
     15/05/1988          0.000          0.000             13          steer        459.000        165.543         -0.017          1.404         -0.434            0.0
     16/05/1988          0.000          0.000             12          steer        461.000        165.948         -0.013          1.411         -0.433            0.0
     17/05/1988          0.000          0.000             12          steer        463.000        165.194         -0.035          1.492         -0.376            0.0
     18/05/1988         24.000          0.000             11          steer        465.000        165.794         -0.026          1.483         -0.387            0.0
     19/05/1988          0.000          0.000              9          steer        467.000        168.202          0.023          1.493         -0.396            0.0
     20/05/1988          0.000          0.000              9          steer        469.000        167.655          0.004          1.673         -0.273            0.0
     21/05/1988          0.400          0.000              9          steer        471.000        167.116         -0.012          1.674         -0.268            0.0
