ApsimVersion = 6.1
Title = stock lablab SAMPLE Simulation
           Date           rain            das          stage            lai        biomass          yield     root_depth             ep         height         dlt_dm   dlt_dm_green    RootGreenWt    StemGreenWt    LeafGreenWt dlt_dm_senesced StemSenescedWt LeafSenescedWt dm_feed_on_offer() dm_feed_removed() herbage_trampling
             ()           (mm)            (d)             ()      (m^2/m^2)        (kg/ha)        (kg/ha)           (mm)           (mm)           (mm)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)         (g/m^2)        (g/m^2)        (g/m^2)                (?)               (?)               (?)
     22/02/1989          0.000            140          3.066          0.035           33.2            0.0       1800.000          0.139          2.517           0.45           0.90          16.84           0.31           3.00            0.09           0.00           0.00             37.582            10.682          3038.251
     23/02/1989          0.000            141          3.066          0.035           33.1            0.0       1800.000          0.117          2.503           0.42           0.84          16.66           0.31           3.00            0.09           0.00           0.00             37.362            10.812          2867.163
     24/02/1989          0.200            142          3.066          0.035           33.0            0.0       1800.000          0.091          2.424           0.35           0.69          16.44           0.30           3.00            0.09           0.00           0.00             36.586            10.165          2849.101
     25/02/1989          0.000            143          3.068          0.035           33.2            0.0       1800.000          0.133          2.530           0.45           0.91          16.35           0.32           3.00            0.08           0.00           0.00             37.575             9.972          2680.287
     26/02/1989          0.000            144          3.069          0.035           33.3            0.0       1800.000          0.150          2.636           0.46           0.91          16.28           0.33           3.00            0.08           0.00           0.00             37.726             9.730          2663.307
     27/02/1989          0.000            145          3.071          0.035           33.4            0.0       1800.000          0.140          2.735           0.45           0.90          16.22           0.34           3.00            0.08           0.00           0.00             37.805             9.444          2496.721
     28/02/1989          0.000            146          3.067          0.035           33.3            0.0       1800.000          0.048          2.608           0.32           0.64          16.00           0.33           3.00            0.08           0.00           0.00             36.595             9.662          2331.290
     01/03/1989          0.000            147          3.067          0.035           33.3            0.0       1800.000          0.097          2.617           0.38           0.76          15.88           0.33           3.00            0.08           0.00           0.00             37.073             9.344          2316.965
     02/03/1989          0.000            148          3.072          0.035           33.4            0.0       1800.000          0.131          2.689           0.43           0.85          15.81           0.34           3.00            0.08           0.00           0.00             37.546             9.391          2302.581
     03/03/1989          0.000            149          3.073          0.035           33.3            0.0       1800.000          0.069          2.640           0.33           0.67          15.65           0.33           3.00            0.08           0.00           0.00             36.688             8.943          2288.308
     04/03/1989          0.000            150          3.078          0.035           33.3            0.0       1800.000          0.094          2.654           0.37           0.73          15.55           0.33           3.00            0.08           0.00           0.00             36.951             8.836          2126.878
     05/03/1989          2.800            151          3.085          0.035           33.3            0.0       1800.000          0.098          2.671           0.34           0.68          15.44           0.33           3.00            0.08           0.00           0.00             36.740             8.265          2113.753
     06/03/1989          0.000            152          3.092          0.038           33.6            0.0       1800.000          0.172          2.894           0.46           0.92          15.49           0.36           3.00            0.08           0.00           0.00             37.923             7.749          1954.087
     07/03/1989          0.000            153          3.095          0.040           33.9            0.0       1800.000          0.181          3.103           0.49           0.99          15.55           0.39           3.00            0.08           0.00           0.00             38.549             8.240          1795.160
     08/03/1989          0.000            154          3.096          0.042           34.1            0.0       1800.000          0.183          3.264           0.50           1.01          15.60           0.41           3.00            0.08           0.00           0.00             38.910             8.689          1784.444
     09/03/1989          0.000            155          3.100          0.044           34.4            0.0       1800.000          0.205          3.496           0.55           1.09          15.71           0.44           3.00            0.08           0.00           0.00             39.540             8.327          1774.003
     10/03/1989          0.000            156          3.100          0.048           34.7            0.0       1800.000          0.285          3.762           0.61           1.23          15.88           0.47           3.00            0.08           0.00           0.00             40.511             8.796          1618.068
     11/03/1989          0.000            157          3.100          0.050           35.0            0.0       1800.000          0.288          3.985           0.64           1.28          16.05           0.50           3.00            0.08           0.00           0.00             41.106             9.308          1609.019
     12/03/1989          0.000            158          3.102          0.053           35.3            0.0       1800.000          0.267          4.242           0.66           1.31          16.25           0.53           3.00            0.08           0.00           0.00             41.543             8.876          1600.262
     13/03/1989          0.000            159          3.102          0.056           35.6            0.0       1800.000          0.333          4.481           0.69           1.39          16.47           0.56           3.00            0.08           0.00           0.00             42.246             9.321          1446.948
     14/03/1989          0.000            160          3.102          0.056           35.8            0.0       1800.000          0.286          4.605           0.67           1.33          16.64           0.58           3.00            0.09           0.00           0.00             42.263             9.709          1439.510
     15/03/1989          0.000            161          3.106          0.060           36.1            0.0       1800.000          0.344          4.895           0.69           1.38          16.89           0.61           3.00            0.09           0.00           0.00             42.652             8.294          1432.293
     16/03/1989         13.000            162          3.109          0.054           35.7            0.0       1800.000          0.054          4.565           0.37           0.74          16.76           0.57           3.00            0.09           0.00           0.00             39.825             9.062          1280.680
     17/03/1989          2.400            163          3.108          0.048           35.3            0.0       1800.000          0.031          4.249           0.27           0.53          16.58           0.53           3.00            0.09           0.00           0.00             38.373             7.782          1274.455
     18/03/1989          0.000            164          3.112          0.047           35.3            0.0       1800.000          0.050          4.196           0.33           0.66          16.53           0.52           3.00            0.08           0.00           0.00             38.618             6.494          1123.530
     19/03/1989          0.000            165          3.124          0.051           35.5            0.0       1800.000          0.100          4.435           0.45           0.90          16.65           0.55           3.00            0.08           0.00           0.00             39.749             5.371           971.889
     20/03/1989          0.000            166          3.134          0.058           36.0            0.0       1800.000          0.175          4.834           0.58           1.16          16.90           0.60           3.00            0.09           0.00           0.00             41.357             5.640           819.252
     21/03/1989          0.000            167          3.141          0.067           37.2            0.0       1800.000          0.297          5.378           0.72           1.44          17.28           0.67           3.05            0.09           0.00           0.00             43.256             6.080           815.246
     22/03/1989          0.000            168          3.152          0.078           39.8            0.0       1800.000          0.356          6.085           0.80           1.59          17.76           0.76           3.22            0.09           0.00           0.00             45.149             5.335           811.465
     23/03/1989          0.000            169          3.166          0.094           44.9            0.0       1800.000          0.505          7.109           0.95           1.90          18.43           0.89           3.60            0.09           0.00           0.00             49.313             4.465           659.284
     24/03/1989          0.000            170          3.181          0.114           51.3            0.0       1800.000          0.549          8.355           1.11           2.22          19.27           1.04           4.08            0.10           0.00           0.00             55.960             4.707           504.820
     25/03/1989          5.000            171          3.196          0.124           54.1            0.0       1800.000          0.202          9.072           0.86           1.72          19.82           1.13           4.27            0.10           0.00           0.00             59.849             5.775           502.940
     26/03/1989         45.000            172          3.202          0.124           53.7            0.0       1800.000          0.081          9.286           0.59           1.19          20.08           1.16           4.21            0.10           0.00           0.00             60.007             6.323           501.557
     27/03/1989         28.000            173          3.208          0.132           56.1            0.0       1800.000          0.114          9.930           0.88           1.77          20.63           1.24           4.37            0.10           0.00           0.00             62.515             6.452           500.428
     28/03/1989          1.200            174          3.213          0.148           61.2            0.0       1800.000          0.265         11.020           1.20           2.39          21.48           1.38           4.74            0.11           0.00           0.00             68.027             6.844           499.362
     29/03/1989          0.000            175          3.218          0.164           66.6            0.0       1800.000          0.311         12.187           1.29           2.59          22.41           1.52           5.14            0.11           0.00           0.00             74.118             7.485           498.479
     30/03/1989          0.000            176          3.229          0.180           72.4            0.0       1800.000          0.182         13.317           1.12           2.23          23.23           1.66           5.57            0.12           0.00           0.00             77.789             5.427           497.888
     31/03/1989          0.000            177          3.239          0.194           77.4            0.0       1800.000          0.150         14.360           1.09           2.18          24.01           1.79           5.95            0.12           0.00           0.00             83.262             5.845           342.727
     01/04/1989          0.000            178          3.249          0.211           83.4            0.0       1800.000          0.181         15.564           1.22           2.43          24.91           1.95           6.39            0.13           0.00           0.00             89.571             6.225           342.653
     02/04/1989          2.600            179          3.256          0.211           83.4            0.0       1800.000          0.058         15.835           0.66           1.33          25.23           1.98           6.36            0.13           0.00           0.00             89.980             6.631           342.696
     03/04/1989          3.200            180          3.263          0.214           84.5            0.0       1800.000          0.087         16.282           0.79           1.57          25.68           2.04           6.41            0.13           0.00           0.00             91.202             6.720           342.820
     04/04/1989          0.400            181          3.272          0.230           90.3            0.0       1800.000          0.164         17.480           1.27           2.54          26.60           2.19           6.84            0.13           0.00           0.00             97.158             6.881           342.962
     05/04/1989          0.400            182          3.283          0.262          102.0            0.0       1800.000          0.430         19.659           1.90           3.80          28.15           2.46           7.74            0.14           0.00           0.00            109.275             7.302           343.135
     06/04/1989          0.200            183          3.292          0.299          115.7            0.0       1800.000          0.494         22.220           2.17           4.34          29.95           2.78           8.79            0.15           0.00           0.00            123.674             8.015           343.393
     07/04/1989          0.000            184          3.300          0.339          130.5            0.0       1800.000          0.507         25.048           2.37           4.74          31.92           3.13           9.92            0.16           0.00           0.00            139.335             8.798           343.796
     08/04/1989          0.000            185          3.309          0.396          151.3            0.0       1800.000          0.758         28.914           3.04           6.08          34.55           3.61          11.52            0.17           0.00           0.00            160.940             9.611           344.356
     09/04/1989          0.000            186          3.317          0.465          177.1            0.0       1800.000          1.060         33.697           3.63           7.27          37.75           4.21          13.49            0.19           0.00           0.00            187.668            10.613           345.082
     10/04/1989          0.000            187          3.326          0.543          205.9            0.0       1800.000          1.262         39.139           4.06           8.11          41.34           4.89          15.70            0.21           0.00           0.00            217.623            11.691           346.013
     11/04/1989          0.300            188          3.333          0.585          222.3            0.0       1800.000          0.457         42.728           2.90           5.81          43.74           5.34          16.89            0.22           0.00           0.00            234.964            12.700           347.168
     12/04/1989          3.400            189          3.343          0.665          252.3            0.0       1800.000          1.479         48.607           4.33           8.66          47.55           6.08          19.15            0.24           0.00           0.00            265.541            13.293           348.536
     13/04/1989          0.000            190          3.352          0.762          288.9            0.0       1800.000          0.922         55.715           5.07          10.14          52.07           6.96          21.92            0.26           0.00           0.00            302.953            14.100           350.029
     14/04/1989          0.000            191          3.359          0.875          341.4            0.0       1800.000          2.312         65.565           6.74          13.48          58.22           8.20          25.94            0.29           0.00           0.00            356.265            14.872           351.701
     15/04/1989          0.000            192          3.365          0.977          396.8            0.0       1800.000          2.615         76.102           7.11          14.22          64.70           9.51          30.17            0.33           0.00           0.00            412.469            15.631           353.550
     16/04/1989          0.000            193          3.373          1.082          456.5            0.0       1800.000          2.787         87.504           7.59          15.17          71.62          10.94          34.71            0.36           0.00           0.00            472.701            16.176           355.584
     17/04/1989          0.000            194          3.385          1.211          525.8            0.0       1800.000          2.886        100.592           8.58          17.16          79.50          12.57          40.00            0.40           0.00           0.00            542.342            16.564           357.757
     18/04/1989          0.000            195          3.396          1.328          597.2            0.0       1800.000          2.832        114.152           8.83          17.66          87.59          14.27          45.45            0.44           0.00           0.00            614.055            16.847           360.036
     19/04/1989          0.000            196          3.409          1.454          668.8            0.0       1800.000          2.532        127.825           8.86          17.73          95.67          15.98          50.90            0.48           0.00           0.00            685.851            17.034           362.394
     20/04/1989          0.000            197          3.423          1.586          745.8            0.0       1800.000          2.598        142.415           9.41          18.83         104.26          17.80          56.78            0.53           0.00           0.00            762.948            17.161           364.806
     21/04/1989          0.000            198          3.436          1.714          826.7            0.0       1800.000          2.988        157.679           9.82          19.63         113.21          19.71          62.96            0.57           0.00           0.00            843.955            17.259           367.252
     22/04/1989          0.400            199          3.455          1.882          902.3            0.0       1800.000          3.481        172.133           9.30          18.59         121.61          21.52          68.71            0.61           0.00           0.00            919.654            17.342           369.723
     23/04/1989          0.000            200          3.466          1.926          917.0            0.0       1800.000          0.266        176.871           3.21           6.43         123.90          22.11          69.60            0.62           0.00           0.00            934.452            17.409           372.215
     24/04/1989         26.000            201          3.475          1.958          928.0            0.0       1800.000          0.214        181.018           2.84           5.69         125.81          22.63          70.18            0.63           0.00           0.00            945.473            17.432           374.723
     25/04/1989          3.100            202          3.485          1.992          939.6            0.0       1800.000          0.116        185.261           2.90           5.81         127.77          23.16          70.80            0.64           0.00           0.00            957.068            17.453           377.233
     26/04/1989         60.600            203          3.499          2.119         1004.4            0.0       1800.000          1.635        198.020           8.22          16.44         135.02          24.75          75.68            0.68           0.00           0.00           1021.825            17.476           379.744
     27/04/1989          2.400            204          3.515          2.260         1076.8            0.0       1800.000          1.524        212.041           8.99          17.99         143.00          26.51          81.17            0.72           0.00           0.00           1094.293            17.533           382.259
     28/04/1989          0.400            205          3.529          2.378         1170.9            0.0       1800.000          2.651        229.572          11.17          22.34         153.10          28.70          88.39            0.77           0.00           0.00           1188.468            17.593           384.789
     29/04/1989          0.000            206          3.540          2.478         1257.7            0.0       1800.000          2.946        248.301          10.45          20.89         162.44          31.04          94.73            0.82           0.00           0.00           1275.338            17.660           387.335
     30/04/1989          0.000            207          3.552          2.581         1343.1            0.0       1800.000          2.613        265.256          10.31          20.62         171.60          33.16         101.15            0.86           0.00           0.00           1360.793            17.728           389.902
     01/05/1989          0.000            208          3.565          2.687         1433.1            0.0       1800.000          2.950        284.558          10.78          21.57         181.18          35.57         107.74            0.91           0.00           0.00           1450.909            17.782           392.491
     02/05/1989          0.000            209          3.579          2.803         1530.7            0.0       1800.000          3.087        306.242          11.54          23.07         191.46          38.28         114.79            0.96           0.00           0.00           1548.489            17.837           395.098
     03/05/1989          0.000            210          3.590          2.892         1598.1            0.0       1800.000          1.748        319.729           8.54          17.07         198.71          39.97         119.85            1.00           0.00           0.00           1616.019            17.890           397.723
     04/05/1989          0.000            211          3.604          3.008         1695.8            0.0       1800.000          3.058        341.982          11.56          23.11         208.93          42.75         126.83            1.05           0.00           0.00           1713.679            17.920           400.368
     05/05/1989          0.000            212          3.619          3.137         1808.4            0.0       1800.000          4.341        370.418          13.06          26.12         220.59          46.30         134.54            1.11           0.00           0.00           1826.342            17.960           403.021
     06/05/1989          0.000            213          3.634          3.254         1880.8            0.0       1800.000          2.339        384.784           9.04          18.08         228.19          48.10         139.98            1.15           0.00           0.00           1898.799            18.003           405.687
     07/05/1989          3.600            214          3.644          3.302         1895.0            0.0       1800.000          0.183        389.842           3.22           6.44         229.96          48.73         140.76            1.16           0.00           0.00           1912.973            18.022           408.369
     08/05/1989         18.400            215          3.657          3.385         1921.7            0.0       1800.000          0.532        396.913           4.47           8.95         232.98          49.61         142.55            1.17           0.00           0.00           1939.682            18.032           411.055
     09/05/1989          1.000            216          3.672          3.509         1986.8            0.0       1800.000          0.931        410.148           8.32          16.65         239.80          51.27         147.41            1.21           0.00           0.00           2004.879            18.044           413.740
     10/05/1989          0.000            217          3.683          3.595         2031.0            0.0       1800.000          0.867        420.028           6.22          12.44         244.50          52.50         150.59            1.23           0.00           0.00           2049.035            18.060           416.426
     11/05/1989          0.000            218          3.699          3.721         2123.5            0.0       1800.000          2.152        437.649          11.05          22.11         253.99          54.71         157.64            1.28           0.00           0.00           2141.518            18.073           419.116
     12/05/1989          0.000            219          3.712          3.830         2213.2            0.0       1800.000          2.793        456.755          10.78          21.57         263.17          57.09         164.22            1.32           0.00           0.00           2231.272            18.089           421.807
     13/05/1989          0.000            220          3.729          3.965         2306.8            0.0       1800.000          2.909        474.585          11.17          22.34         272.68          59.32         171.36            1.37           0.00           0.00           2324.906            18.105           424.501
     14/05/1989          0.000            221          3.748          4.113         2389.2            0.0       1800.000          2.079        490.631          10.05          20.11         281.04          61.33         177.59            1.41           0.00           0.00           2407.334            18.119           427.199
     15/05/1989          0.200            222          3.762          4.191         2417.3            0.0       1800.000          0.428        497.988           4.62           9.24         283.95          62.25         179.08            1.83           0.00           0.40           2435.421            18.130           429.898
     16/05/1989          1.600            223          3.776          4.272         2448.9            0.0       1800.000          0.582        505.923           4.98           9.96         287.20          63.24         180.58            2.12           0.00           1.08           2467.093            18.137           432.599
     17/05/1989          2.200            224          3.788          4.323         2472.9            0.0       1800.000          0.234        512.632           4.21           8.43         289.67          64.08         181.17            2.43           0.00           2.05           2491.079            18.143           435.298
     18/05/1989          1.400            225          3.802          4.406         2549.2            0.0       1800.000          1.711        527.718           9.45          18.90         297.33          65.96         185.73            2.67           0.00           3.22           2567.402            18.149           437.996
     19/05/1989          0.000            226          3.815          4.474         2620.6            0.0       1800.000          1.662        542.015           8.95          17.91         304.46          67.75         189.57            3.05           0.00           4.73           2638.758            18.157           440.692
     20/05/1989          0.000            227          3.828          4.539         2696.4            0.0       1800.000          1.685        557.034           9.40          18.81         312.01          69.63         193.47            3.38           0.00           6.54           2714.590            18.165           443.388
     21/05/1989          0.000            228          3.840          4.580         2768.2            0.0       1800.000          1.556        571.421           9.01          18.01         319.12          71.43         196.76            3.71           0.00           8.63           2786.439            18.172           446.084
     22/05/1989          0.000            229          3.848          4.592         2825.4            0.0       1800.000          1.789        584.081           7.54          15.09         324.74          73.01         198.60            3.93           0.00          10.92           2843.628            18.178           448.779
     23/05/1989          8.400            230          3.858          4.616         2878.2            0.0       1800.000          1.003        595.443           7.11          14.23         329.89          74.43         200.12            4.02           0.00          13.27           2896.500            18.184           451.472
     24/05/1989          0.000            231          3.863          4.597         2911.6            0.0       1800.000          1.405        603.692           5.17          10.34         333.09          75.46         199.97            4.15           0.00          15.72           2929.884            18.190           454.165
     25/05/1989          0.000            232          3.872          4.607         2970.3            0.0       1800.000          1.955        618.038           7.71          15.42         338.79          77.25         201.66            4.11           0.00          18.11           2988.636            18.194           456.856
     26/05/1989          0.000            233          3.878          4.582         2977.7            0.0       1800.000          0.228        622.140           2.58           5.15         339.35          77.77         199.47            4.14           0.00          20.53           2996.043            18.200           459.545
     27/05/1989          1.000            234          3.888          4.592         2996.9            0.0       1800.000          0.309        628.145           3.77           7.53         341.09          78.52         198.36            4.02           0.00          22.81           3015.327            18.204           462.233
     28/05/1989          0.000            235          3.898          4.615         3058.7            0.0       1800.000          1.265        640.960           8.02          16.05         347.06          80.12         200.60            4.11           0.00          25.15           3077.143            18.208           464.919
     29/05/1989          0.000            236          3.903          4.600         3098.3            0.0       1800.000          1.360        650.235           5.81          11.62         350.79          81.28         200.95            4.24           0.00          27.60           3116.799            18.214           467.603
     30/05/1989          0.000            237          3.911          4.602         3148.3            0.0       1800.000          1.604        661.167           6.85          13.69         355.53          82.65         202.19            4.21           0.00          30.00           3166.781            18.219           470.286
     31/05/1989          0.000            238          3.918          4.610         3199.6            0.0       1800.000          0.971        672.317           6.98          13.96         360.38          84.04         203.50            4.26           0.00          32.41           3218.099            18.224           472.967
     01/06/1989          3.000            239          3.918          4.541         3191.3            0.0       1800.000          0.155        673.947           1.03           2.06         359.28          84.24         200.03            4.28           0.00          34.86           3209.880            18.228           475.647
     02/06/1989          0.000            240          3.922          4.515         3210.5            0.0       1800.000          0.681        679.970           3.78           7.56         360.92          85.00         199.07            3.98           0.00          36.99           3229.102            18.232           478.326
     03/06/1989          0.000            241          3.929          4.524         3255.4            0.0       1800.000          1.349        690.109           6.35          12.70         365.10          86.26         200.27            3.90           0.00          39.01           3274.021            18.236           481.002
     04/06/1989          0.000            242          3.939          4.559         3313.5            0.0       1800.000          1.678        702.358           7.67          15.34         370.57          87.79         202.48            3.97           0.00          41.07           3332.094            18.242           483.676
     05/06/1989          1.000            243          3.947          4.553         3325.3            0.0       1800.000          0.230        707.220           3.05           6.10         371.42          88.40         200.85            4.12           0.00          43.28           3343.969            18.247           486.350
     06/06/1989         13.200            244          3.950          4.517         3326.8            0.0       1800.000          0.069        710.430           2.02           4.04         371.24          88.80         198.43            4.08           0.00          45.45           3345.500            18.250           489.022
     07/06/1989          0.400            245          3.949          4.462         3319.8            0.0       1800.000          0.159        712.280           1.17           2.34         370.21          89.04         195.50            3.91           0.00          47.45           3338.511            18.253           491.692
     08/06/1989          0.000            246          3.949          3.918         3312.7            0.0       1800.000          0.213        714.127           1.18           2.36         369.14          89.27         171.23           25.26           0.00          70.77           3331.611            18.235           494.360
     09/06/1989          0.400            247          3.950          3.923         3315.1            0.0       1800.000          0.247        717.495           2.13           4.27         369.03          89.69         171.12            1.86           0.00          70.70           3334.011            18.239           497.015
     10/06/1989          1.000            248          3.946          2.940         3295.8            0.0       1800.000          0.000        717.347           0.00           0.00         366.68          89.67         128.27           42.91           0.00         111.65           3315.068            18.145           499.668
     11/06/1989          0.000            249          3.939          1.258         3276.3            0.0       1800.000          0.000        716.610           0.00           0.00         363.83          89.58          54.86           73.66           0.00         183.20           3295.807            17.666           502.271
     12/06/1989          0.600            250          3.934          1.238         3262.7            0.0       1800.000          0.055        716.805           0.59           1.18         361.56          89.60          53.75            1.82           0.00         182.92           3282.198            17.663           504.633
     13/06/1989          0.200            251          3.934          1.266         3266.3            0.0       1800.000          0.517        719.756           2.31           4.63         361.03          89.97          54.02            1.82           0.00         182.64           3285.813            17.669           506.990
     14/06/1989          0.000            252          3.935          1.305         3274.7            0.0       1800.000          0.702        723.478           2.79           5.58         360.98          90.43          54.67            1.82           0.00         182.36           3294.198            17.679           509.346
     15/06/1989          0.000            253          3.935          1.337         3280.2            0.0       1800.000          0.617        726.753           2.51           5.02         360.66          90.84          55.10            1.82           0.00         182.08           3299.747            17.687           511.704
     16/06/1989          0.000            254          3.936          1.373         3287.5            0.0       1800.000          0.656        730.313           2.68           5.37         360.53          91.29          55.66            1.82           0.00         181.80           3307.042            17.696           514.062
     17/06/1989          0.000            255          3.940          1.422         3299.6            0.0       1800.000          0.432        734.668           3.18           6.35         360.90          91.83          56.61            1.82           0.00         181.52           3319.231            17.708           516.422
     18/06/1989          0.000            256          3.946          1.502         3331.5            0.0       1800.000          1.154        742.195           5.15          10.29         363.25          92.77          59.13            1.83           0.00         181.25           3351.099            17.728           518.784
     19/06/1989          0.000            257          3.946          1.531         3338.3            0.0       1800.000          0.461        745.723           2.64           5.28         363.11          93.22          59.64            1.83           0.00         180.97           3357.907            17.739           521.153
     20/06/1989          0.000            258          3.945          1.544         3340.2            0.0       1800.000          0.242        748.472           2.15           4.31         362.49          93.56          59.76            1.83           0.00         180.70           3359.822            17.749           523.524
     21/06/1989          0.000            259          3.938          0.828         3320.6            0.0       1800.000          0.000        747.263           0.00           0.00         359.15          93.41          32.04           28.11           0.00         206.61           3340.179            17.403           525.894
     22/06/1989          0.000            260          3.935          0.828         3314.5            0.0       1800.000          0.248        748.199           1.35           2.70         357.16          93.52          31.71            1.80           0.00         206.22           3334.113            17.415           528.076
     23/06/1989          0.000            261          3.933          0.757         3306.2            0.0       1800.000          0.245        748.621           1.12           2.24         354.86          93.58          28.72            4.30           0.00         208.32           3325.703            17.336           530.248
     24/06/1989          0.000            262          3.926          0.722         3286.6            0.0       1800.000          0.000        747.184           0.00           0.00         351.43          93.40          27.36            1.77           0.00         207.90           3306.155            17.310           532.367
     25/06/1989          0.000            263          3.920          0.379         3267.8            0.0       1800.000          0.000        744.581           0.00           0.00         347.52          93.07          14.38           13.80           0.00         219.32           3286.628            16.487           534.459
     26/06/1989          0.000            264          3.919          0.035         3269.9            0.0       1800.000          0.000        739.625           0.00           0.00         343.09          92.45           3.00           14.97           0.00         231.53           3267.795            14.847           536.139
     27/06/1989          0.000            265          3.920          0.035         3274.6            0.0       1800.000          0.006        734.671           0.02           0.04         338.74          91.83           3.00            3.85           0.00         232.63           3270.074            14.817           537.058
     28/06/1989          0.000            266          3.922          0.035         3259.4            0.0       1800.000          0.012        730.241           0.06           0.12         334.58          91.28           3.00            1.69           0.00         231.66           3275.235            15.128           537.959
     29/06/1989          5.400            267          3.926          0.035         3244.3            0.0       1800.000          0.011        725.865           0.09           0.18         330.50          90.73           3.00            1.67           0.00         230.69           3260.317            15.140           538.992
     30/06/1989          0.800            268          3.928          0.035         3229.1            0.0       1800.000          0.016        721.463           0.08           0.15         326.46          90.18           3.00            1.65           0.00         229.72           3245.016            15.148           540.026
