Summary_file = wagga600.sum
Title = wagga 600mm wet soil
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     23/11/1957       327      1957        217.000          215.829          0.001      10270.739       2394.674          0.233          0.642        152.084          3.309          7.925         77.254         12.345            284
     25/11/1958       329      1958        353.700          345.347          0.001      14585.527       6092.556          0.418          0.808        202.755          1.971         12.008         60.285         93.880            285
     21/11/1959       325      1959        237.900          237.339          0.001      12054.270       3610.720          0.300          0.743        178.132          2.712          9.792         79.351          2.513            283
     01/12/1960       336      1960        393.700          387.416          0.001      15807.425       6732.537          0.426          0.791        241.157          1.726         11.620         59.545         74.093            290
     19/11/1961       323      1961        309.500          301.910          0.001      12255.799       3410.448          0.278          0.721        198.542          2.843          9.695         70.393         40.133            283
     27/11/1962       331      1962        285.200          282.857          0.001      13742.920       5087.267          0.370          0.793        202.735          2.131         10.842         69.802         19.134            285
     21/11/1963       325      1963        388.600          385.361          0.001      14288.679       5729.651          0.401          0.797        231.990          1.962         11.240         67.664         70.531            283
     30/11/1964       335      1964        356.000          354.725          0.001      15274.018       6659.316          0.436          0.806        224.427          1.787         11.899         62.225         53.888            291
     16/11/1965       320      1965        280.600          279.156          0.001      12281.835       4246.984          0.346          0.766        193.253          2.365         10.042         76.223         15.100            280
     27/11/1966       331      1966        307.500          307.127          0.001      15352.311       5592.718          0.364          0.774        213.703          2.026         11.330         66.889         15.224            289
     12/11/1967       316      1967        166.700          166.533          0.001       9517.018       2534.708          0.266          0.592        124.710          2.906          7.367         84.097          1.552            276
     30/11/1968       335      1968        307.400          305.883          0.001      14505.459       4946.633          0.341          0.774        208.190          2.200         10.881         66.518         19.873            292
