Summary_file = Warra1500HighN.sum
Title = Warra 1500mm wet soil High N
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     13/10/1957       286      1957        122.700          117.804          0.001      10658.984       2934.547          0.275          0.710        207.603          2.989          8.770         24.176         66.797            243
     07/10/1958       280      1958        253.000          168.721          0.001      10437.788       4040.966          0.387          0.811        200.687          2.278          9.207         39.187         79.391            232
     11/10/1959       284      1959        142.500          118.238          0.001       9300.028       2578.242          0.277          0.689        181.634          2.846          7.338         34.718         74.676            242
     16/10/1960       290      1960        106.000          106.000          0.001      10493.957       2680.330          0.255          0.657        199.108          2.907          7.792         24.317         65.232            250
     13/10/1961       286      1961        187.000          186.774          0.001      11681.029       3033.636          0.260          0.699        227.664          2.923          8.869         23.646        100.798            245
     11/10/1962       284      1962        146.900          146.889          0.001      11081.878       3210.301          0.290          0.634        218.104          2.430          7.800         26.158         65.813            242
     12/10/1963       285      1963        137.700          136.483          0.001      10860.822       3140.055          0.289          0.730        208.595          2.686          8.435         27.270         66.548            242
     11/10/1964       285      1964        345.100          296.552          0.001      11477.559       3800.819          0.331          0.782        227.822          2.472          9.396         24.808        179.526            244
     13/10/1965       286      1965        180.000          179.159          0.001      12845.869       3862.151          0.301          0.766        240.495          2.634         10.173         22.769         68.479            246
     17/10/1966       290      1966        197.900          191.316          0.001      13300.537       4051.316          0.305          0.748        245.057          2.394          9.699         22.322         73.849            246
     12/10/1967       285      1967        246.400          161.551          0.001      11579.191       3384.011          0.292          0.770        215.305          2.675          9.051         23.798         71.623            244
     19/10/1968       293      1968        146.800          144.264          0.001      12978.624       3666.117          0.282          0.750        232.110          2.638          9.673         20.899         67.750            251
     11/10/1969       284      1969        146.300          133.622          0.001       9929.381       3427.365          0.345          0.772        190.780          2.506          8.589         32.975         66.344            238
     13/10/1970       286      1970         91.600           91.600          0.001       8402.884       2283.106          0.272          0.564        170.454          2.481          5.665         45.722         73.942            245
     12/10/1971       285      1971        231.200          214.438          0.001      14308.703       4936.981          0.345          0.746        269.016          1.979          9.771         22.666         84.880            246
     10/10/1972       284      1972         67.400           67.400          0.001       8287.769       1951.549          0.235          0.580        167.280          3.039          5.932         40.271         65.120            244
     02/10/1973       275      1973        352.500          271.088          0.001      10808.248       4449.098          0.412          0.781        197.005          2.292         10.195         22.626        208.155            231
     18/10/1974       291      1974        260.000          209.147          0.001      11818.104       3867.266          0.327          0.759        212.815          2.299          8.890         28.052        104.629            246
     11/10/1975       284      1975        224.000          210.000          0.001      13730.566       4951.551          0.361          0.773        253.201          2.077         10.282         21.799        103.047            241
     14/10/1976       288      1976        163.400          163.400          0.001      10878.042       3447.123          0.317          0.783        200.539          2.689          9.270         28.098         91.844            242
     13/10/1977       286      1977        141.400           63.076          0.001       8679.653       2029.502          0.234          0.641        167.695          3.116          6.324         33.855         63.927            245
     18/10/1978       291      1978        352.000          297.543          0.001      14356.176       5901.279          0.411          0.779        239.406          1.710         10.093         18.474        160.115            247
     10/10/1979       283      1979        138.000          133.259          0.001       9990.188       2654.946          0.266          0.633        191.868          2.696          7.158         26.310         83.186            241
     04/10/1980       278      1980         99.000           81.690          0.001       9457.891       2460.142          0.260          0.590        182.028          2.738          6.736         29.377         65.805            238
     11/10/1981       284      1981        240.000          185.289          0.001      12856.015       3583.813          0.279          0.744        227.902          2.572          9.218         21.654         69.079            244
     15/10/1982       288      1982        174.800          161.522          0.001      10143.063       3035.984          0.299          0.747        196.425          2.707          8.220         27.184         99.799            245
     07/10/1983       280      1983        267.900          166.328          0.001      11663.192       3781.157          0.324          0.776        195.015          2.440          9.227         24.136         90.910            242
     14/10/1984       288      1984        351.000          216.562          0.001      13424.831       5456.146          0.406          0.786        238.186          1.779          9.708         18.613        111.695            241
     14/10/1985       287      1985        312.600          255.774          0.001      12661.885       3887.345          0.307          0.759        240.012          2.463          9.576         23.283        137.038            243
     08/10/1986       281      1986        115.000          115.000          0.001      10619.418       2969.899          0.280          0.651        197.456          2.691          7.993         27.384         66.796            241
     08/10/1987       281      1987        105.400           81.786          0.001       9876.465       2727.562          0.276          0.627        182.679          2.700          7.365         29.442         65.685            238
     03/10/1988       277      1988        226.200          194.581          0.001      13049.837       4620.889          0.354          0.773        235.502          2.149          9.931         22.774         87.354            235
     13/10/1989       286      1989        135.600          133.194          0.001      10964.580       3239.031          0.295          0.736        195.771          2.780          9.004         28.271         67.529            245
     12/10/1990       285      1990        179.200          138.193          0.001      10723.229       2903.992          0.271          0.675        189.840          2.758          8.009         27.136         67.262            244
     03/10/1991       276      1991         29.500           29.500          0.001       8036.537       2222.478          0.277          0.589        164.812          2.695          5.990         54.225         64.672            234
     12/10/1992       286      1992        121.300          107.531          0.001       9683.833       3018.400          0.312          0.711        193.830          2.639          7.965         30.510         65.381            243
     02/10/1993       275      1993        105.100          105.100          0.001       9219.336       3100.238          0.336          0.801        182.206          2.894          8.972         40.993         70.045            232
     15/10/1994       288      1994         60.600           60.600          0.001       7954.775       1833.057          0.230          0.528        167.175          3.034          5.562         37.065         63.278            246
     07/10/1995       280      1995        122.100          110.200          0.001       9115.211       2562.731          0.281          0.640        178.915          2.698          6.915         32.925         69.528            240
     07/10/1996       281      1996        172.600          164.071          0.001       9894.490       3324.387          0.336          0.807        186.250          2.893          9.617         30.336        126.839            239
     06/10/1997       279      1997        112.800          102.699          0.001       8348.551       2337.048          0.280          0.555        173.388          2.544          5.946         40.149         97.848            240
     04/10/1998       277      1998        210.100          202.707          0.001      11997.623       4959.764          0.413          0.818        205.314          2.170         10.761         25.184        143.354            236
     05/10/1999       278      1999        113.300          113.300          0.001      10057.770       3168.935          0.315          0.737        195.761          2.688          8.517         36.376         68.415            236
     06/10/2000       280      2000         53.300           53.162          0.001       8028.674       1950.477          0.243          0.536        164.789          2.871          5.599         44.715         65.012            243
     08/10/2001       281      2001         46.700           46.700          0.001       8125.284       2011.137          0.248          0.533        168.260          2.841          5.713         38.431         63.911            239
     08/10/2002       281      2002        131.000          130.585          0.001       9536.238       2767.852          0.290          0.656        206.415          2.670          7.390         35.824         66.715            242
