ApsimVersion = 6.1
Title = populneaW90
           Date            day            lai        stem_wt        leaf_wt             fw             fn           rain     irrigation             es          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)         sw(10)         sw(11)         sw(12)       sw_dep()             ft      plantleaf      plantstem        plantla   plantbiomass           swsi         plants           slai          no3()          nh4()     root_depth         rlv(1)         rlv(2)         rlv(3)         rlv(4)         rlv(5)         rlv(6)         rlv(7)         rlv(8)         rlv(9)        rlv(10)        rlv(11)        rlv(12)             ep             eo            rtr          sw150           petr           peta          ffasw         height       ftcanopy      sw_demand      sw_supply         runoff     cum_stress            esw       fwcanopy             ga        biomass           fvpd
     21/08/1898            233          0.382          302.8          615.7          0.104          1.000          0.000          0.000          0.019          0.190          0.331          0.380          0.301          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1292.132          1.000          0.000          0.000          0.000          0.000          0.000      62499.047          0.002          259.0           70.7        658.437          0.018          0.028          0.009          0.001          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.037          3.347          0.000          0.000          0.038          0.312          1.000        425.109          0.675          0.350          0.037          0.000         38.872        102.632          0.000          0.042          922.0          1.000
     21/08/1899            233          0.659          429.3         1062.5          0.349          1.000          2.300          0.000          0.457          0.223          0.354          0.380          0.301          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1300.654          1.000          0.000          0.000          0.000          0.000          0.000      62498.086          0.003          257.2           73.3        669.935          0.039          0.037          0.018          0.001          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.185          3.487          0.000          0.000          0.101          0.428          1.000        454.270          0.675          0.530          0.185          0.000          7.575        111.154          0.000          0.043         1496.2          1.000
     21/08/1900            233          0.800          496.6         1289.9          0.988          1.000          0.000          0.000          1.931          0.344          0.390          0.385          0.302          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1325.502          1.000          0.000          0.000          0.000          0.000          0.000      62497.441          0.000          240.6           72.1        700.166          0.040          0.039          0.024          0.003          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.625          3.522          0.000          0.000          0.129          0.504          1.000        467.012          0.275          0.633          0.625          0.000          0.549        136.002          0.000          0.043         1786.9          1.000
     21/08/1901            233          0.954          588.9         1538.7          1.000          0.989          0.000          0.000          1.926          0.489          0.470          0.455          0.305          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1381.668          1.000          0.000          0.000          0.000          0.000          0.000      62496.398          0.000          236.8           77.3        849.729          0.029          0.033          0.030          0.006          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.722          3.648          0.000          0.000          0.190          0.532          1.000        480.789          0.975          0.722          2.084          0.000          0.640        192.168          1.000          0.044         2128.0          1.000
     21/08/1902            233          0.303          268.1          488.2          0.073          1.000          5.300          0.000          0.118          0.190          0.327          0.380          0.300          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1291.339          1.000          0.000          0.000          0.000          0.000          0.000      62499.254          0.002          275.7           94.8        642.973          0.019          0.027          0.006          0.001          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.021          3.680          0.000          0.000          0.030          0.264          1.000        415.418          0.800          0.293          0.021          0.000         56.461        101.839          0.000          0.041          759.2          1.000
     21/08/1903            233          0.834          515.7         1346.0          1.000          0.995          0.000          0.000          1.364          0.438          0.507          0.431          0.303          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1371.505          1.000          0.000          0.000          0.000          0.000          0.000      62497.238          0.000          268.2          103.9        774.823          0.028          0.034          0.024          0.003          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.489          2.430          0.000          0.000          0.086          0.403          1.000        469.669          0.675          0.489          1.754          0.000          0.168        182.005          1.000          0.043         1862.0          1.000
     21/08/1904            234          0.829          512.7         1336.8          1.000          0.997          0.000          0.000          0.581          0.352          0.460          0.452          0.306          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1358.878          1.000          0.000          0.000          0.000          0.000          0.000      62497.273          0.000          271.3          125.0        910.140          0.021          0.024          0.032          0.005          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.802          3.679          0.000          0.000          0.155          0.647          1.000        469.384          0.400          0.802          1.724          0.000          0.677        169.378          1.000          0.043         1849.9          1.000
     21/08/1905            233          0.722          464.1         1164.2          0.419          1.000          0.000          0.000          0.365          0.221          0.374          0.388          0.302          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1305.754          1.000          0.000          0.000          0.000          0.000          0.000      62497.766          0.003          282.0          136.1        749.712          0.033          0.037          0.028          0.003          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.339          3.817          0.000          0.000          0.141          0.668          1.000        461.059          0.800          0.809          0.339          0.000          6.091        116.254          0.000          0.043         1632.7          1.000
     21/08/1906            233          0.777          499.0         1253.1          0.906          1.000          0.000          0.000          2.127          0.353          0.355          0.384          0.302          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1321.550          1.000          0.000          0.000          0.000          0.000          0.000      62497.414          0.001          272.8          139.3        781.842          0.042          0.034          0.026          0.004          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.537          3.697          0.000          0.000          0.143          0.449          1.000        467.441          0.700          0.593          0.537          0.000          5.952        132.050          0.000          0.043         1753.1          1.000
     21/08/1907            233          0.890          577.6         1435.7          0.442          1.000          0.000          0.000          0.592          0.266          0.373          0.382          0.301          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1310.599          1.000          0.000          0.000          0.000          0.000          0.000      62496.535          0.003          268.3          139.9        717.829          0.043          0.040          0.027          0.003          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.366          3.769          0.000          0.000          0.189          0.638          1.000        480.619          0.800          0.827          0.366          0.000          8.181        121.099          0.000          0.044         2018.5          1.000
     21/08/1908            234          0.953          588.0         1537.1          1.000          0.991          3.900          0.000          1.280          0.320          0.399          0.428          0.365          0.256          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1356.317          1.000          0.000          0.000          0.000          0.000          0.000      62496.410          0.000          248.5          150.4       1201.041          0.021          0.020          0.027          0.017          0.001          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.861          3.917          0.000          0.000          0.210          0.650          1.000        480.964          0.750          0.861          1.762          0.000          0.557        166.817          1.000          0.044         2125.5          1.000
     21/08/1909            233          0.833          519.8         1343.5          1.000          0.999         10.400          0.000          1.763          0.399          0.364          0.383          0.302          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1329.660          1.000          0.000          0.000          0.000          0.000          0.000      62497.195          0.000          264.2          163.9        757.475          0.045          0.036          0.023          0.005          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.507          3.150          0.000          0.000          0.128          0.379          1.000        470.910          0.850          0.507          0.659          0.000          1.698        140.160          0.301          0.044         1863.7          1.000
     21/08/1910            233          0.963          600.5         1553.2          0.696          1.000         11.700          0.000          0.418          0.282          0.431          0.392          0.302          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1324.579          1.000          0.000          0.000          0.000          0.000          0.000      62496.258          0.002          252.4          166.0        728.665          0.034          0.043          0.031          0.005          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.700          3.908          0.000          0.000          0.233          0.773          1.000        484.192          0.975          1.006          0.700          0.000          2.106        135.079          0.000          0.044         2157.1          1.000
     21/08/1911            233          0.482          382.8          777.2          0.202          1.000          0.700          0.000          0.020          0.190          0.336          0.380          0.301          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1292.913          1.000          0.000          0.000          0.000          0.000          0.000      62498.480          0.002          271.2          165.8        675.396          0.022          0.036          0.014          0.001          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.052          2.932          0.000          0.000          0.045          0.211          1.000        444.484          0.775          0.256          0.052          0.000         39.856        103.413          0.000          0.043         1163.9          1.000
     21/08/1912            234          0.859          533.2         1386.3          1.000          1.000          0.000          0.000          0.706          0.351          0.437          0.391          0.302          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1335.771          1.000          0.000          0.000          0.000          0.000          0.000      62497.047          0.000          258.7          169.8        749.501          0.033          0.040          0.031          0.006          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.767          3.860          0.000          0.000          0.176          0.591          1.000        473.377          0.675          0.767          0.870          0.000          0.867        146.271          0.134          0.044         1919.9          1.000
     21/08/1913            233          0.977          603.3         1576.1          1.000          1.000          0.000          0.000          0.528          0.321          0.441          0.415          0.303          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1339.750          1.000          0.000          0.000          0.000          0.000          0.000      62496.223          0.000          257.5          178.4        877.579          0.030          0.035          0.030          0.010          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.027          3.730          0.000          0.000          0.216          0.811          1.000        484.618          0.750          1.027          1.140          0.000          0.612        150.250          0.111          0.044         2179.9          1.000
     21/08/1914            233          0.683          447.2         1102.2          0.338          1.000          0.000          0.000          0.515          0.249          0.355          0.380          0.301          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1304.715          1.000          0.000          0.000          0.000          0.000          0.000      62497.926          0.003          269.4          179.8        667.942          0.051          0.040          0.013          0.001          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.247          4.069          0.000          0.000          0.133          0.597          1.000        457.815          0.625          0.730          0.247          0.000          8.874        115.215          0.000          0.043         1554.1          1.000
     21/08/1915            233          0.272          221.2          438.3          0.063          1.000          0.000          0.000          0.018          0.190          0.326          0.380          0.300          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1291.227          1.000          0.000          0.000          0.000          0.000          0.000      62499.492          0.002          273.1          180.5        640.523          0.026          0.027          0.006          0.001          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.019          4.221          0.000          0.000          0.029          0.274          1.000        400.496          0.675          0.302          0.019          0.000         41.293        101.727          0.000          0.041          662.1          1.000
     21/08/1916            234          1.054          649.7         1700.6          1.000          0.993          4.000          0.000          1.617          0.530          0.451          0.408          0.304          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1370.564          1.000          0.000          0.000          0.000          0.000          0.000      62495.617          0.000          251.5          192.9        910.131          0.028          0.030          0.026          0.010          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.640          3.231          0.000          0.000          0.180          0.459          1.000        490.450          0.725          0.640          1.489          1.944          0.000        181.064          1.000          0.044         2350.7          1.000
     21/08/1917            233          0.543          377.8          876.0          0.322          1.000          0.000          0.000          2.217          0.226          0.344          0.381          0.301          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1300.019          1.000          0.000          0.000          0.000          0.000          0.000      62498.520          0.002          269.7          207.1        743.317          0.029          0.031          0.018          0.003          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.178          3.557          0.000          0.000          0.078          0.475          1.000        443.368          0.700          0.554          0.178          0.000         18.175        110.519          0.000          0.042         1257.6          1.000
     21/08/1918            233          0.385          315.0          621.7          0.656          1.000          0.000          0.000          0.459          0.286          0.330          0.380          0.301          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1306.217          1.000          0.000          0.000          0.000          0.000          0.000      62498.969          0.001          282.3          213.2        658.449          0.027          0.029          0.008          0.001          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.250          3.999          0.000          0.000          0.051          0.331          1.000        428.324          0.975          0.382          0.250          0.000         44.273        116.717          0.000          0.042          938.2          1.000
     21/08/1919            233          0.667          481.9         1075.8          0.160          1.000          0.000          0.000          0.023          0.190          0.346          0.382          0.302          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1295.258          1.000          0.000          0.000          0.000          0.000          0.000      62497.590          0.004          268.1          219.7        767.267          0.025          0.032          0.022          0.004          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.116          3.750          0.000          0.000          0.119          0.603          1.000        464.358          0.700          0.722          0.116          0.000         25.711        105.758          0.000          0.043         1563.4          1.000
     21/08/1920            234          0.781          484.3         1260.2          1.000          0.997          0.600          0.000          0.655          0.352          0.423          0.381          0.301          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1330.598          1.000          0.000          0.000          0.000          0.000          0.000      62497.566          0.000          259.3          218.7        654.164          0.036          0.039          0.024          0.001          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.428          2.181          0.000          0.000          0.065          0.362          1.000        464.295          0.575          0.428          0.695          0.000          0.559        141.098          0.625          0.043         1744.9          1.000
     21/08/1921            233          1.007          620.1         1624.9          1.000          0.993          0.000          0.000          0.505          0.334          0.476          0.440          0.303          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1354.033          1.000          0.000          0.000          0.000          0.000          0.000      62496.008          0.000          258.3          210.9        698.651          0.028          0.034          0.027          0.002          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.760          3.651          0.000          0.000          0.204          0.556          1.000        486.040          0.700          0.760          1.539          0.000          0.582        164.533          1.000          0.044         2245.4          1.000
     21/08/1922            233          0.362          244.3          584.1          0.533          1.000          0.000          0.000          0.500          0.251          0.338          0.380          0.300          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1302.153          1.000          0.000          0.000          0.000          0.000          0.000      62499.379          0.001          286.0          224.2        627.952          0.034          0.030          0.012          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.194          3.862          0.000          0.000          0.040          0.324          1.000        408.118          0.300          0.364          0.194          0.000         13.867        112.653          0.000          0.041          830.1          1.000
     21/08/1923            233          0.380          277.1          613.0          0.178          1.000          0.000          0.000          0.019          0.190          0.333          0.380          0.301          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1292.281          1.000          0.000          0.000          0.000          0.000          0.000      62499.203          0.002          280.1          225.4        654.926          0.032          0.029          0.011          0.001          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.040          2.511          0.000          0.000          0.024          0.201          1.000        418.019          0.775          0.225          0.040          0.000         25.575        102.780          0.000          0.041          893.3          1.000
     21/08/1924            234          0.586          398.3          944.8          0.311          1.000          0.000          0.000          2.619          0.236          0.343          0.381          0.301          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1301.030          1.000          0.000          0.000          0.000          0.000          0.000      62498.352          0.003          278.5          228.7        716.225          0.037          0.032          0.019          0.003          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.186          4.075          0.000          0.000          0.107          0.491          1.000        447.844          0.850          0.598          0.186          0.000         14.097        111.530          0.000          0.043         1347.3          1.000
     21/08/1925            233          0.654          430.5         1054.5          0.776          1.000          6.100          0.000          0.913          0.346          0.350          0.381          0.301          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1318.692          1.000          0.000          0.000          0.000          0.000          0.000      62498.074          0.001          282.5          233.6        718.351          0.045          0.033          0.018          0.003          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.462          3.594          0.000          0.000          0.115          0.481          1.000        454.519          1.000          0.596          0.462          0.000          9.449        129.192          0.000          0.043         1486.7          1.000
     21/08/1926            233          0.560          402.6          903.7          0.105          1.000          0.000          0.000          0.022          0.190          0.343          0.380          0.301          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1293.989          1.000          0.000          0.000          0.000          0.000          0.000      62498.316          0.003          289.0          232.8        671.344          0.032          0.034          0.014          0.001          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.073          3.902          0.000          0.000          0.102          0.594          1.000        448.771          1.000          0.696          0.073          0.000         23.753        104.489          0.000          0.043         1311.4          1.000
     21/08/1927            233          0.802          514.7         1293.7          0.492          1.000          0.000          0.000          0.337          0.228          0.387          0.392          0.302          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1310.466          1.000          0.000          0.000          0.000          0.000          0.000      62497.250          0.003          269.3          242.4        842.461          0.029          0.036          0.031          0.006          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.465          4.036          0.000          0.000          0.168          0.776          1.000        470.208          0.625          0.944          0.465          0.000          6.639        120.965          0.000          0.044         1812.7          1.000
     21/08/1928            234          0.907          564.4         1463.7          0.767          1.000          0.000          0.000          0.481          0.286          0.407          0.411          0.304          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1327.901          1.000          0.000          0.000          0.000          0.000          0.000      62496.691          0.002          264.3          251.7        892.851          0.027          0.030          0.033          0.009          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.901          4.353          0.000          0.000          0.250          0.925          1.000        478.522          0.950          1.175          0.901          0.000          1.492        138.401          0.000          0.044         2030.6          1.000
     21/08/1929            233          0.661          429.9         1066.5          0.363          1.000          0.000          0.000          0.315          0.224          0.358          0.386          0.302          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1303.515          1.000          0.000          0.000          0.000          0.000          0.000      62498.082          0.003          269.2          260.1        775.233          0.034          0.034          0.026          0.004          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.283          4.301          0.000          0.000          0.145          0.635          1.000        454.401          0.850          0.780          0.283          0.000          7.821        114.015          0.000          0.043         1500.8          1.000
     21/08/1930            233          0.863          546.7         1392.5          1.000          1.000         16.000          0.000          1.050          0.343          0.379          0.381          0.301          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1322.542          1.000          0.000          0.000          0.000          0.000          0.000      62496.898          0.000          258.9          257.7        667.965          0.047          0.043          0.022          0.002          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.294          1.909          0.000          0.000          0.064          0.230          1.000        474.942          0.925          0.294          0.538          0.000          4.024        133.042          0.829          0.044         1939.6          1.000
     21/08/1931            233          0.635          440.6         1024.1          0.109          1.000          0.000          0.000          0.427          0.195          0.346          0.380          0.301          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1295.137          1.000          0.000          0.000          0.000          0.000          0.000      62497.984          0.004          269.3          254.6        659.514          0.040          0.038          0.013          0.001          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.092          4.259          0.000          0.000          0.135          0.711          1.000        456.513          0.775          0.846          0.092          0.000         18.346        105.637          0.000          0.043         1470.4          1.000
     21/08/1932            234          0.660          456.2         1064.2          0.246          1.000          0.000          0.000          0.395          0.207          0.351          0.381          0.301          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1298.009          1.000          0.000          0.000          0.000          0.000          0.000      62497.840          0.003          268.5          256.2        685.236          0.040          0.039          0.017          0.002          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.146          3.854          0.000          0.000          0.120          0.475          1.000        459.546          0.875          0.595          0.146          0.000         17.608        108.509          0.000          0.043         1525.5          1.000
     21/08/1933            233          0.532          354.7          858.5          1.000          0.999         10.900          0.000          0.887          0.335          0.339          0.380          0.301          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1315.205          1.000          0.000          0.000          0.000          0.000          0.000      62498.695          0.000          277.2          258.6        697.757          0.045          0.034          0.014          0.002          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.158          1.326          0.000          0.000          0.015          0.143          1.000        437.961          0.375          0.158          0.391          0.000         11.563        125.705          1.000          0.042         1213.5          1.000
     21/08/1934            233          1.011          623.7         1630.1          1.000          0.997          0.000          0.000          0.960          0.395          0.458          0.426          0.305          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1357.059          1.000          0.000          0.000          0.000          0.000          0.000      62495.961          0.000          256.5          289.2        931.432          0.023          0.027          0.035          0.009          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.776          3.423          0.000          0.000          0.180          0.596          1.000        487.186          0.425          0.776          1.496          0.000          0.929        167.559          0.928          0.044         2254.2          1.000
     21/08/1935            233          0.517          372.5          833.8          0.202          1.000          0.000          0.000          0.481          0.216          0.334          0.380          0.301          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1296.418          1.000          0.000          0.000          0.000          0.000          0.000      62498.559          0.003          268.4          300.6        700.566          0.040          0.030          0.015          0.002          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.104          3.918          0.000          0.000          0.079          0.437          1.000        442.190          0.650          0.516          0.104          0.000         23.801        106.918          0.000          0.042         1210.5          1.000
     21/08/1936            234          0.628          414.5         1012.5          0.277          1.000          0.000          0.000          0.498          0.247          0.347          0.381          0.301          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1303.497          1.000          0.000          0.000          0.000          0.000          0.000      62498.215          0.003          268.1          301.5        730.242          0.041          0.031          0.018          0.003          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.231          3.638          0.000          0.000          0.110          0.725          1.000        451.259          0.775          0.835          0.231          0.000         10.839        113.997          0.000          0.043         1431.7          1.000
     21/08/1937            233          0.804          513.9         1297.0          0.343          1.000          0.700          0.000          0.348          0.239          0.357          0.389          0.302          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1306.597          1.000          0.000          0.000          0.000          0.000          0.000      62497.258          0.003          246.8          305.4        877.799          0.033          0.032          0.030          0.010          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.360          3.790          0.000          0.000          0.179          0.870          1.000        470.073          1.000          1.049          0.360          0.000          6.110        117.097          0.000          0.044         1816.4          1.000
