Summary_file = sugar.sum
Title = Sugar Sample Simulation
           Date             es            eos             eo          drain   infiltration            esw          esw()             no3(1)             no3(2)             no3(3)             no3(4)             no3(5)             no3(6)             no3(7)     residue_wt     irrigation            lai        biomass  green_biomass    swdef_photo    nfact_photo
             ()           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)           (mm)      (m^2/m^2)        (g/m^2)        (g/m^2)             ()             ()
     19/01/1983          1.186          1.686          8.369          0.000          0.000         76.787         87.617              0.523              0.226              0.378              0.281              0.007              0.001              0.001        137.089          0.000          6.584       2647.177       2478.588          1.000          0.974
     20/01/1983          1.620          1.620          8.064          0.000         74.222        136.873        149.390              0.203              0.193              0.360              0.290              0.007              0.001              0.001        148.554         74.222          6.568       2692.791       2515.157          1.000          0.975
     21/01/1983          1.175          1.175          5.865          0.000          0.000        128.454        135.698              0.232              0.153              0.304              0.294              0.007              0.001              0.001        160.817          0.000          6.560       2725.167       2538.919          1.000          0.977
     22/01/1983          0.691          0.691          3.459          0.000          4.000        127.210        131.764              0.245              0.143              0.278              0.294              0.007              0.001              0.001        173.115          0.000          6.524       2743.861       2549.291          1.000          0.983
     23/01/1983          1.258          1.258          6.315          0.000          0.000        116.153        125.952              0.267              0.141              0.263              0.290              0.006              0.001              0.001        186.189          0.000          6.519       2780.399       2578.170          1.000          0.994
     24/01/1983          1.361          1.361          6.860          0.000          0.000        104.362        114.792              0.305              0.150              0.264              0.287              0.006              0.001              0.001        200.047          0.000          6.515       2819.894       2609.936          1.000          0.996
     25/01/1983          1.135          1.432          7.244          0.000          0.000         90.798        103.227              0.350              0.166              0.276              0.284              0.006              0.001              0.001        214.767          0.000          6.510       2858.618       2641.208          1.000          0.996
     26/01/1983          1.522          1.522          7.732          0.000          0.000         78.266         89.276              0.416              0.190              0.301              0.284              0.005              0.001              0.001        230.413          0.000          6.505       2902.028       2676.648          1.000          0.997
     27/01/1983          1.397          1.397          7.131          0.000         69.590        140.915        146.459              0.167              0.172              0.304              0.290              0.005              0.001              0.001        243.886         69.590          6.501       2943.189       2710.141          1.000          0.995
     28/01/1983          0.689          0.689          3.530          0.000          2.000        137.449        142.226              0.143              0.135              0.263              0.289              0.005              0.001              0.001        257.596          0.000          6.460       2961.889       2720.578          1.000          0.996
     29/01/1983          0.692          0.692          3.553          0.000          3.000        136.190        139.757              0.155              0.123              0.242              0.284              0.005              0.001              0.001        271.593          0.000          6.431       2981.663       2733.338          1.000          1.000
     30/01/1983          1.456          1.456          7.500          0.000          0.000        124.520        134.735              0.171              0.119              0.228              0.275              0.005              0.001              0.001        286.518          0.000          6.451       3024.850       2769.139          1.000          1.000
     31/01/1983          0.623          0.623          3.227          0.000         13.648        134.508        137.545              0.136              0.120              0.231              0.268              0.004              0.001              0.001        300.817          0.000          6.417       3042.346       2779.655          1.000          1.000
     01/02/1983          0.635          0.635          3.299          0.000          2.000        132.362        135.873              0.136              0.118              0.230              0.259              0.004              0.001              0.001        315.252          0.000          6.381       3060.004       2790.186          1.000          1.000
     02/02/1983          1.407          1.407          7.329          0.000          0.000        118.837        130.954              0.140              0.118              0.225              0.248              0.004              0.001              0.001        330.704          0.000          6.377       3101.554       2825.247          1.000          1.000
     03/02/1983          0.640          0.640          3.349          0.000          3.000        116.331        121.197              0.140              0.129              0.237              0.243              0.004              0.001              0.001        345.324          0.000          6.332       3119.061       2835.002          1.000          1.000
     04/02/1983          0.633          0.633          3.319          0.000          6.000        118.462        121.698              0.130              0.137              0.247              0.239              0.004              0.001              0.001        360.144          0.000          6.295       3136.847       2846.020          1.000          1.000
     05/02/1983          0.598          0.598          3.145          0.000          3.000        117.239        120.863              0.121              0.140              0.253              0.234              0.004              0.001              0.001        375.058          0.000          6.253       3153.188       2855.326          1.000          1.000
     06/02/1983          1.186          1.186          6.248          0.000          0.000        107.987        116.053              0.128              0.145              0.255              0.230              0.004              0.001              0.001        390.964          0.000          6.244       3187.822       2882.754          1.000          1.000
     07/02/1983          1.207          1.207          6.386          0.000          0.000        101.145        106.780              0.147              0.156              0.265              0.227              0.004              0.001              0.001        407.930          0.000          6.237       3224.779       2913.558          1.000          1.000
     08/02/1983          1.103          1.166          6.201          0.000          0.000         94.099        100.041              0.164              0.169              0.277              0.226              0.004              0.000              0.001        425.860          0.000          6.229       3260.556       2943.277          1.000          1.000
     09/02/1983          0.560          0.560          2.991          0.000         20.945        111.521        114.484              0.097              0.167              0.292              0.227              0.004              0.000              0.001        441.031          0.000          6.186       3275.805       2951.279          1.000          1.000
     10/02/1983          0.667          0.667          3.573          0.000         24.742        131.319        135.596              0.030              0.129              0.287              0.227              0.004              0.000              0.001        459.650          0.000          6.150       3294.399       2962.654          1.000          1.000
     11/02/1983          1.180          1.180          6.341          0.000          0.000        122.561        130.139              0.065              0.113              0.270              0.225              0.004              0.000              0.001        481.423          0.000          6.184       3329.777       2990.913          1.000          1.000
     12/02/1983          1.026          1.026          5.565          0.000          0.000        112.440        121.534              0.083              0.115              0.258              0.224              0.004              0.000              0.001        502.718          0.000          6.176       3360.271       3014.748          1.000          1.000
     13/02/1983          1.180          1.215          6.632          0.000          0.000        100.596        111.260              0.100              0.126              0.257              0.223              0.004              0.000              0.001        523.272          0.000          6.168       3394.686       3042.095          1.000          1.000
     14/02/1983          1.084          1.084          5.953          0.000          0.000         90.073         99.512              0.119              0.143              0.268              0.224              0.004              0.000              0.001        543.126          0.000          6.161       3426.424       3066.872          1.000          1.000
     15/02/1983          1.159          1.159          6.397          0.000          0.000         79.124         88.914              0.150              0.165              0.287              0.227              0.004              0.000              0.001        563.766          0.000          6.154       3459.811       3093.137          1.000          1.000
     16/02/1983          0.600          0.600          3.334          0.000         69.796        143.094        148.320              0.034              0.121              0.267              0.235              0.004              0.000              0.001        584.586         67.796          6.110       3474.556       3100.918          1.000          1.000
     17/02/1983          1.484          1.484          8.271          0.000          0.000        127.211        141.611              0.068              0.101              0.225              0.235              0.004              0.000              0.001        608.842          0.000          6.104       3516.967       3136.862          1.000          1.000
     18/02/1983          1.242          1.242          6.976          0.000          0.000        113.499        125.969              0.091              0.108              0.218              0.234              0.004              0.000              0.001        632.788          0.000          6.098       3552.206       3165.833          1.000          1.000
     19/02/1983          0.436          0.436          2.467          0.000          1.000        111.360        114.063              0.109              0.125              0.234              0.236              0.003              0.000              0.001        655.682          0.000          6.039       3562.635       3168.622          1.000          1.000
     20/02/1983          1.261          1.276          7.239          0.000          0.000        101.483        110.100              0.116              0.139              0.244              0.236              0.003              0.000              0.001        678.407          0.000          6.033       3600.372       3198.991          1.000          1.000
     21/02/1983          1.135          1.135          6.487          0.000          0.000         93.514        100.348              0.127              0.157              0.263              0.237              0.003              0.000              0.001        701.503          0.000          6.028       3634.763       3226.235          1.000          1.000
     22/02/1983          1.194          1.194          6.872          0.000          0.000         84.311         92.319              0.136              0.176              0.283              0.238              0.003              0.000              0.001        724.832          0.000          6.023       3671.727       3256.470          1.000          1.000
     23/02/1983          1.201          1.201          6.959          0.000          0.000         76.722         83.110              0.146              0.198              0.308              0.241              0.003              0.000              0.001        748.434          0.000          6.018       3708.483       3285.941          1.000          1.000
     24/02/1983          1.212          1.212          7.072          0.000         69.146        135.547        144.656              0.039              0.133              0.287              0.246              0.003              0.000              0.001        774.851         69.146          6.013       3744.785       3315.410          1.000          1.000
     25/02/1983          1.103          1.103          6.484          0.000          0.000        124.363        134.444              0.077              0.114              0.249              0.245              0.003              0.000              0.001        804.379          0.000          6.009       3778.269       3342.703          1.000          1.000
     26/02/1983          1.103          1.103          6.546          0.000          0.000        112.600        123.260              0.094              0.116              0.237              0.243              0.003              0.000              0.001        833.131          0.000          6.004       3808.958       3367.540          1.000          1.000
     27/02/1983          0.905          1.121          6.708          0.000          0.000        101.621        111.695              0.109              0.128              0.242              0.242              0.003              0.000              0.001        861.281          0.000          6.023       3839.138       3391.719          1.000          1.000
     28/02/1983          0.466          0.466          2.818          0.000          1.000         98.391        102.155              0.121              0.147              0.262              0.244              0.003              0.000              0.001        889.361          0.000          5.972       3850.380       3396.589          1.000          1.000
     01/03/1983          0.562          0.562          3.413          0.000         16.000        109.538        113.829              0.101              0.149              0.276              0.245              0.003              0.000              0.001        918.014          0.000          5.929       3865.474       3405.234          1.000          1.000
     02/03/1983          0.547          0.547          3.342          0.000         34.986        140.474        143.978              0.031              0.115              0.260              0.246              0.003              0.000              0.001        948.760          0.000          5.888       3880.674       3414.200          1.000          1.000
     03/03/1983          0.937          0.937          5.771          0.000          0.000        132.084        139.537              0.056              0.103              0.234              0.242              0.003              0.000              0.001        982.360          0.000          5.875       3909.215       3436.558          1.000          1.000
     04/03/1983          0.949          0.949          5.896          0.000          0.000        123.983        131.135              0.086              0.106              0.226              0.237              0.003              0.000              0.001       1015.781          0.000          5.863       3938.427       3459.540          1.000          1.000
     05/03/1983          0.523          0.523          3.285          0.000          6.000        126.797        129.459              0.091              0.112              0.228              0.232              0.003              0.000              0.001       1048.180          0.000          5.822       3953.116       3468.281          1.000          1.000
     06/03/1983          0.385          0.385          2.432          0.000         48.603        174.537        175.015              0.026              0.068              0.194              0.222              0.003              0.000              0.001       1082.153          0.000          5.788       3963.755       3475.088          1.000          1.000
     07/03/1983          0.408          0.408          2.601          0.000         36.436        209.125        210.566              0.018              0.042              0.146              0.159              0.006              0.000              0.001       1119.279          0.000          5.753       3975.123       3482.325          1.000          1.000
     08/03/1983          0.313          0.313          2.012          0.000         42.933        251.423        251.745              0.015              0.033              0.094              0.103              0.031              0.000              0.001       1157.751          0.000          5.716       3983.128       3486.969          1.000          1.000
     09/03/1983          0.351          0.351          2.275          0.000         54.054        304.379        305.127              0.013              0.029              0.070              0.060              0.020              0.004              0.001       1197.655          0.000          5.679       3992.465       3492.462          1.000          1.000
     10/03/1983          0.429          0.429          2.814          0.000         44.950        347.877        348.900              0.013              0.028              0.061              0.041              0.015              0.003              0.001       1238.900          0.000          5.648       4005.021       3501.092          1.000          1.000
     11/03/1983          0.489          0.489          3.240          0.000         14.697        360.757        362.084              0.014              0.030              0.059              0.032              0.009              0.002              0.001       1281.068          0.000          5.621       4020.074       3512.170          1.000          1.000
     12/03/1983          0.443          0.443          2.970          0.372         31.552        389.934        391.494              0.013              0.030              0.058              0.029              0.008              0.002              0.001       1323.823          0.000          5.631       4033.431       3521.754          1.000          1.000
     13/03/1983          0.413          0.413          2.807          1.897         10.000        394.889        397.624              0.014              0.031              0.058              0.027              0.006              0.001              0.001       1366.913          0.000          5.587       4044.881       3528.103          1.000          1.000
     14/03/1983          0.360          0.360          2.472          2.319          1.000        390.309        393.209              0.022              0.039              0.078              0.030              0.005              0.001              0.001       1410.055          0.000          5.539       4054.152       3532.243          1.000          1.000
     15/03/1983          0.371          0.371          2.571          2.630          6.000        390.183        393.308              0.016              0.036              0.088              0.035              0.005              0.001              0.001       1452.835          0.000          5.497       4063.987       3537.791          1.000          1.000
     16/03/1983          0.823          0.823          5.760          2.847          0.000        378.920        386.513              0.038              0.044              0.099              0.041              0.005              0.001              0.001       1495.773          0.000          5.501       4092.772       3562.717          1.000          1.000
     17/03/1983          0.815          0.815          5.779          2.924          0.000        367.698        375.182              0.069              0.065              0.103              0.046              0.007              0.001              0.001       1537.620          0.000          5.503       4121.509       3587.541          1.000          1.000
     18/03/1983          0.806          0.806          5.793          2.917          0.000        356.860        363.975              0.080              0.075              0.106              0.048              0.009              0.001              0.001       1578.119          0.000          5.504       4150.125       3612.129          1.000          1.000
     19/03/1983          0.815          0.815          5.935          2.842          0.000        346.087        353.203              0.085              0.081              0.108              0.049              0.011              0.001              0.001       1617.535          0.000          5.502       4178.775       3636.397          1.000          1.000
     20/03/1983          0.511          0.511          3.761          2.703          9.000        347.838        351.873              0.031              0.083              0.111              0.051              0.013              0.001              0.001       1656.898          0.000          5.474       4195.115       3648.409          1.000          1.000
     21/03/1983          0.808          0.808          6.012          2.558          0.000        338.031        344.472              0.050              0.083              0.114              0.053              0.015              0.001              0.001       1699.076          0.000          5.470       4223.580       3672.279          1.000          1.000
     22/03/1983          0.763          0.763          5.747          2.342          0.000        326.468        334.926              0.077              0.084              0.117              0.054              0.017              0.001              0.001       1740.871          0.000          5.480       4252.104       3698.395          1.000          1.000
     23/03/1983          0.738          0.738          5.636          2.065          0.000        316.112        323.666              0.088              0.088              0.124              0.058              0.019              0.001              0.001       1781.826          0.000          5.491       4280.121       3724.020          1.000          1.000
     24/03/1983          0.744          0.744          5.764          1.773          0.000        305.657        313.595              0.094              0.094              0.131              0.061              0.020              0.001              0.001       1821.999          0.000          5.499       4308.132       3749.241          1.000          1.000
     25/03/1983          0.632          0.761          5.973          1.466          0.000        294.730        303.559              0.101              0.101              0.140              0.065              0.021              0.001              0.001       1862.101          0.000          5.507       4336.535       3774.753          1.000          1.000
     26/03/1983          0.504          0.504          4.009          1.155          4.000        292.658        297.071              0.100              0.107              0.150              0.071              0.022              0.002              0.001       1902.072          0.000          5.490       4354.075       3789.143          1.000          1.000
     27/03/1983          0.435          0.435          3.499          0.918         10.000        297.482        301.304              0.085              0.104              0.157              0.076              0.022              0.002              0.001       1942.636          0.000          5.467       4368.687       3800.720          1.000          1.000
     28/03/1983          0.427          0.427          3.466          0.715         27.802        320.339        324.143              0.027              0.067              0.148              0.078              0.022              0.002              0.001       1985.533          0.000          5.444       4383.098       3812.203          1.000          1.000
     29/03/1983          0.731          0.731          6.003          0.541          0.000        312.037        319.068              0.047              0.058              0.135              0.078              0.022              0.002              0.001       2030.204          0.000          5.455       4412.389       3838.806          1.000          1.000
     30/03/1983          0.704          0.704          5.869          0.376          0.000        303.567        310.957              0.075              0.070              0.131              0.079              0.022              0.002              0.001       2074.371          0.000          5.471       4440.621       3865.315          1.000          1.000
     31/03/1983          0.241          0.241          2.040          0.241          4.000        304.491        307.085              0.057              0.076              0.133              0.081              0.022              0.002              0.001       2117.927          0.000          5.435       4446.575       3869.057          1.000          1.000
     01/04/1983          0.282          0.282          2.410          0.171          1.000        301.940        305.038              0.058              0.079              0.134              0.082              0.022              0.002              0.001       2162.453          0.000          5.407       4454.963       3875.677          1.000          1.000
     02/04/1983          0.685          0.685          5.929          0.112          0.000        293.765        301.143              0.077              0.082              0.135              0.082              0.022              0.002              0.001       2207.253          0.000          5.422       4483.711       3902.530          1.000          1.000
     03/04/1983          0.593          0.593          5.206          0.029          0.000        286.404        293.144              0.086              0.088              0.139              0.083              0.023              0.002              0.001       2251.350          0.000          5.428       4507.934       3924.775          1.000          1.000
     04/04/1983          0.584          0.584          5.200          0.000          0.000        279.286        285.820              0.093              0.094              0.146              0.086              0.023              0.002              0.001       2294.671          0.000          5.431       4531.728       3946.450          1.000          1.000
     05/04/1983          0.645          0.645          5.825          0.000          0.000        271.582        278.641              0.100              0.101              0.154              0.089              0.024              0.002              0.001       2337.734          0.000          5.441       4559.035       3972.003          1.000          1.000
     06/04/1983          0.607          0.607          5.561          0.000          0.000        263.245        270.975              0.107              0.109              0.163              0.093              0.026              0.002              0.001       2380.449          0.000          5.454       4584.843       3997.112          1.000          1.000
     07/04/1983          0.559          0.559          5.196          0.000          0.000        255.718        262.686              0.113              0.118              0.174              0.098              0.027              0.002              0.001       2422.587          0.000          5.460       4608.490       4019.831          1.000          1.000
     08/04/1983          0.353          0.558          5.251          0.000          0.000        251.789        255.365              0.119              0.128              0.187              0.103              0.027              0.002              0.001       2464.485          0.000          5.471       4633.479       4044.057          1.000          1.000
     09/04/1983          0.259          0.259          2.469          0.000         38.002        286.811        289.532              0.030              0.107              0.183              0.107              0.027              0.002              0.001       2507.454          0.000          5.443       4641.791       4051.351          1.000          1.000
     10/04/1983          0.528          0.528          5.095          0.000          0.000        279.334        286.284              0.042              0.090              0.168              0.108              0.027              0.002              0.001       2553.586          0.000          5.452       4665.580       4074.562          1.000          1.000
     11/04/1983          0.516          0.516          5.054          0.000          0.000        272.301        278.818              0.075              0.088              0.163              0.109              0.027              0.002              0.001       2599.483          0.000          5.461       4689.105       4097.456          1.000          1.000
     12/04/1983          0.475          0.475          4.721          0.000          0.000        265.247        271.826              0.085              0.091              0.163              0.109              0.027              0.002              0.001       2644.638          0.000          5.466       4710.790       4118.670          1.000          1.000
     13/04/1983          0.442          0.442          4.460          0.000          0.000        258.192        264.805              0.093              0.097              0.166              0.111              0.027              0.002              0.001       2688.941          0.000          5.476       4730.963       4139.284          1.000          1.000
     14/04/1983          0.511          0.511          5.225          0.000          0.000        252.464        257.681              0.100              0.104              0.173              0.113              0.027              0.002              0.001       2732.575          0.000          5.497       4756.367       4165.250          1.000          1.000
     15/04/1983          0.175          0.175          1.816          0.000         13.000        264.510        265.290              0.079              0.103              0.179              0.115              0.026              0.002              0.001       2776.268          0.000          5.493       4761.906       4172.050          1.000          1.000
     16/04/1983          0.422          0.422          4.442          0.000          0.000        259.990        264.088              0.078              0.099              0.177              0.115              0.025              0.002              0.001       2821.851          0.000          5.512       4783.687       4195.042          1.000          1.000
     17/04/1983          0.512          0.512          5.479          0.000          0.000        253.405        259.478              0.079              0.098              0.175              0.114              0.024              0.002              0.001       2867.357          0.000          5.531       4811.410       4223.737          1.000          1.000
     18/04/1983          0.245          0.245          2.661          0.000          1.000        252.206        254.160              0.074              0.101              0.176              0.114              0.022              0.002              0.001       2912.970          0.000          5.526       4822.102       4235.526          1.000          1.000
     19/04/1983          0.467          0.467          5.140          0.000          0.000        247.379        251.739              0.074              0.102              0.175              0.112              0.022              0.002              0.001       2958.861          0.000          5.546       4846.918       4260.735          1.000          1.000
     20/04/1983          0.407          0.407          4.552          0.000          0.000        242.478        246.971              0.080              0.105              0.175              0.112              0.022              0.002              0.001       3004.778          0.000          5.564       4869.653       4284.792          1.000          1.000
     21/04/1983          0.129          0.129          1.464          0.000         14.000        255.310        256.349              0.066              0.099              0.176              0.112              0.022              0.002              0.001       3050.551          0.000          5.540       4872.828       4288.872          1.000          1.000
     22/04/1983          0.414          0.414          4.756          0.000          3.000        253.013        257.897              0.067              0.092              0.172              0.111              0.022              0.002              0.001       3096.885          0.000          5.543       4894.752       4310.049          1.000          1.000
     23/04/1983          0.173          0.173          2.020          0.000          7.000        258.867        259.840              0.065              0.087              0.170              0.111              0.023              0.002              0.001       3143.060          0.000          5.518       4901.064       4316.284          1.000          1.000
     24/04/1983          0.329          0.329          3.887          0.000         22.643        278.161        281.181              0.021              0.074              0.151              0.110              0.023              0.002              0.001       3190.431          0.000          5.512       4917.939       4332.637          1.000          1.000
     25/04/1983          0.301          0.301          3.603          0.000         10.000        286.010        287.861              0.016              0.047              0.132              0.107              0.024              0.002              0.001       3239.016          0.000          5.505       4933.498       4347.949          1.000          1.000
     26/04/1983          0.407          0.407          4.946          0.000          0.000        282.310        285.603              0.033              0.043              0.122              0.103              0.024              0.002              0.001       3287.576          0.000          5.548       4956.655       4370.673          1.000          1.000
     27/04/1983          0.185          0.185          2.286          0.000         41.633        322.908        323.758              0.015              0.031              0.086              0.088              0.023              0.002              0.001       3335.585          0.000          5.541       4965.625       4380.965          1.000          1.000
     28/04/1983          0.185          0.185          2.323          0.000         43.937        364.818        366.660              0.013              0.025              0.063              0.059              0.020              0.002              0.001       3384.434          0.000          5.525       4974.081       4389.929          1.000          1.000
     29/04/1983          0.328          0.328          4.178          0.000          5.000        366.673        369.490              0.014              0.026              0.057              0.045              0.011              0.002              0.001       3433.364          0.000          5.534       4993.968       4410.315          1.000          1.000
     30/04/1983          0.275          0.275          3.550          0.000          3.000        367.064        369.398              0.014              0.027              0.068              0.042              0.008              0.002              0.001       3482.465          0.000          5.535       5009.338       4426.357          1.000          1.000
     01/05/1983          0.166          0.166          2.179          0.000         11.000        376.656        377.898              0.012              0.027              0.059              0.036              0.006              0.001              0.001       3531.679          0.000          5.523       5016.908       4435.017          1.000          1.000
     02/05/1983          0.198          0.198          2.635          1.770         22.643        396.445        397.331              0.012              0.026              0.054              0.034              0.006              0.001              0.001       3581.177          0.000          5.518       5027.447       4446.746          1.000          1.000
     03/05/1983          0.102          0.102          1.378         12.584         23.388        406.051        407.148              0.012              0.026              0.052              0.033              0.006              0.001              0.001       3630.521          0.000          5.496       5030.150       4450.682          1.000          1.000
     04/05/1983          0.259          0.259          3.545          4.181          0.000        398.063        401.612              0.024              0.032              0.066              0.034              0.005              0.001              0.000       3679.684          0.000          5.505       5046.358       4468.278          1.000          1.000
     05/05/1983          0.186          0.186          2.590          4.117          0.000        390.506        393.760              0.038              0.043              0.083              0.041              0.005              0.001              0.000       3728.147          0.000          5.508       5057.225       4481.155          1.000          1.000
     06/05/1983          0.290          0.290          4.096          4.035          0.000        381.084        386.181              0.046              0.056              0.088              0.049              0.005              0.001              0.000       3776.156          0.000          5.524       5077.819       4503.762          1.000          1.000
     07/05/1983          0.338          0.338          4.859          3.905          0.000        373.615        376.840              0.050              0.061              0.089              0.052              0.006              0.001              0.000       3823.492          0.000          5.540       5103.552       4531.405          1.000          1.000
     08/05/1983          0.288          0.288          4.196          3.773          0.000        367.382        369.555              0.052              0.062              0.089              0.052              0.007              0.001              0.000       3869.942          0.000          5.557       5123.899       4552.936          1.000          1.000
     09/05/1983          0.158          0.158          2.340          3.634          2.000        364.054        365.591              0.050              0.061              0.088              0.051              0.008              0.001              0.000       3915.761          0.000          5.546       5132.460       4562.522          1.000          1.000
     10/05/1983          0.265          0.265          3.979          3.486          3.000        360.979        363.303              0.042              0.059              0.087              0.050              0.009              0.001              0.000       3962.072          0.000          5.556       5150.938       4582.103          1.000          1.000
     11/05/1983          0.270          0.270          4.120          3.312          0.000        356.032        357.397              0.047              0.058              0.087              0.050              0.010              0.001              0.000       4009.061          0.000          5.574       5171.121       4603.801          1.000          1.000
     12/05/1983          0.198          0.198          3.062          3.137          0.000        352.358        352.698              0.048              0.056              0.087              0.049              0.011              0.001              0.001       4055.702          0.000          5.583       5185.479       4620.187          1.000          1.000
     13/05/1983          0.116          0.116          1.828          2.968         13.998        362.562        363.273              0.016              0.039              0.086              0.049              0.011              0.001              0.001       4102.093          0.000          5.574       5191.604       4628.174          1.000          1.000
     14/05/1983          0.081          0.081          1.290          2.796         11.000        370.015        370.686              0.011              0.028              0.075              0.049              0.011              0.001              0.001       4150.104          0.000          5.554       5194.084       4632.190          1.000          1.000
     15/05/1983          0.081          0.081          1.301          2.633          3.000        369.694        370.301              0.010              0.025              0.069              0.048              0.011              0.001              0.001       4198.449          0.000          5.532       5196.541       4635.986          1.000          1.000
     16/05/1983          0.245          0.245          4.010          2.484          0.000        362.782        366.965              0.020              0.026              0.072              0.046              0.011              0.001              0.001       4246.942          0.000          5.545       5215.485       4656.222          1.000          1.000
     17/05/1983          0.246          0.246          4.089          2.304          0.000        357.909        360.232              0.037              0.035              0.073              0.046              0.012              0.001              0.001       4294.734          0.000          5.554       5234.329       4675.852          1.000          1.000
     18/05/1983          0.161          0.161          2.722          2.156          3.000        356.910        358.592              0.028              0.041              0.073              0.045              0.012              0.001              0.001       4341.411          0.000          5.551       5245.594       4688.457          1.000          1.000
     19/05/1983          0.193          0.193          3.310          2.028          1.000        354.810        355.689              0.030              0.045              0.074              0.045              0.013              0.001              0.001       4387.875          0.000          5.552       5260.900       4704.638          1.000          1.000
     20/05/1983          0.159          0.159          2.763          1.937         22.643        373.542        375.357              0.014              0.031              0.057              0.043              0.012              0.001              0.001       4434.289          0.000          5.540       5272.185       4716.398          1.000          1.000
     21/05/1983          0.073          0.073          1.285         11.432         45.139        406.220        407.177              0.011              0.023              0.046              0.033              0.011              0.002              0.001       4481.163          0.000          5.510       5274.509       4719.342          1.000          1.000
     22/05/1983          0.071          0.071          1.266          4.183          2.000        402.966        403.966              0.011              0.023              0.051              0.030              0.007              0.001              0.001       4527.965          0.000          5.482       5276.799       4722.467          1.000          1.000
     23/05/1983          0.215          0.215          3.878          4.156          0.000        394.318        398.595              0.023              0.026              0.063              0.031              0.005              0.001              0.000       4574.901          0.000          5.488       5295.047       4741.504          1.000          1.000
     24/05/1983          0.199          0.199          3.636          4.070          0.000        385.723        390.050              0.039              0.036              0.069              0.037              0.005              0.001              0.000       4621.198          0.000          5.492       5311.895       4759.219          1.000          1.000
