Summary_file = sugar.sum
Title = Sugar Sample Simulation
           Date             es            eos             eo          drain   infiltration            esw          esw()             no3(1)             no3(2)             no3(3)             no3(4)             no3(5)             no3(6)             no3(7)     residue_wt     irrigation            lai        biomass  green_biomass    swdef_photo    nfact_photo
             ()           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)           (mm)      (m^2/m^2)        (g/m^2)        (g/m^2)             ()             ()
     13/12/1984          0.321          7.448          8.807          0.000          0.000        181.084        181.963             69.686             30.682             11.252              1.536              0.100              0.004              0.003          0.000          0.000          0.311         45.106         45.106          1.000          1.000
     14/12/1984          0.311          7.327          8.855          0.000          0.000        179.819        180.773             69.663             30.472             11.254              1.564              0.101              0.004              0.003          0.000          0.000          0.354         50.996         50.996          1.000          1.000
     15/12/1984          0.302          6.574          8.141          0.000          0.000        178.224        179.518             69.571             30.241             11.245              1.589              0.105              0.004              0.003          0.000          0.000          0.395         56.739         56.739          1.000          1.000
     16/12/1984          2.893          2.893          3.667          0.000         12.998        187.771        188.329             64.833             33.927             12.063              1.634              0.105              0.004              0.003          0.000          0.000          0.418         59.883         59.883          1.000          1.000
     17/12/1984          2.514          6.676          8.570          0.000          0.000        183.969        185.257             64.788             33.301             12.491              1.684              0.105              0.004              0.003          0.000          0.000          0.473         67.415         67.415          1.000          1.000
     18/12/1984          0.923          5.932          7.844          0.000          0.000        181.804        183.046             64.658             32.821             12.727              1.731              0.105              0.004              0.003          0.000          0.000          0.529         75.234         75.234          1.000          1.000
     19/12/1984          0.741          5.268          7.180          0.000          0.000        179.812        181.063             64.507             32.396             12.850              1.774              0.105              0.004              0.003          0.000          0.000          0.586         83.058         83.058          1.000          1.000
     20/12/1984          0.637          5.384          7.558          0.000          0.000        177.631        179.175             64.328             31.993             12.897              1.812              0.104              0.004              0.003          0.000          0.000          0.651         92.098         92.098          1.000          1.000
     21/12/1984          2.586          2.586          3.753          0.000         30.738        204.869        205.784             52.654             39.719             15.809              1.933              0.106              0.005              0.003          0.000          0.000          0.687         97.083         97.083          1.000          1.000
     22/12/1984          3.515          4.915          7.265          0.000          0.000        199.376        201.355             52.478             38.060             17.049              2.070              0.107              0.005              0.003          0.000          0.000          0.759        107.005        107.005          1.000          1.000
     23/12/1984          2.165          2.428          3.718          0.000          1.000        197.250        198.211             51.946             37.245             17.833              2.206              0.107              0.005              0.003          0.000          0.000          0.800        112.683        112.683          1.000          1.000
     24/12/1984          0.847          5.233          8.173          0.000          0.000        194.345        196.403             51.444             36.622             18.326              2.331              0.107              0.005              0.003          0.000          0.000          0.895        125.729        125.729          1.000          1.000
     25/12/1984          0.700          4.276          6.981          0.000          0.000        191.847        193.645             50.935             35.992             18.597              2.439              0.105              0.005              0.003          0.000          0.000          0.986        138.313        138.313          1.000          1.000
     26/12/1984          0.611          4.265          7.255          0.000          0.000        188.546        191.236             50.394             35.322             18.704              2.528              0.106              0.005              0.003          0.000          0.000          1.085        152.100        152.100          1.000          1.000
     27/12/1984          0.548          3.456          6.138          0.000          0.000        185.151        187.997             49.880             34.653             18.711              2.600              0.105              0.005              0.003          0.000          0.000          1.178        164.987        164.987          1.000          1.000
     28/12/1984          0.502          4.077          7.530          0.000          0.000        181.325        184.649             49.384             33.990             18.648              2.657              0.106              0.005              0.003          0.000          0.000          1.275        182.024        182.024          1.000          1.000
     29/12/1984          1.964          1.964          3.774          0.000         24.859        201.634        204.220             42.359             37.574             20.303              2.774              0.107              0.005              0.003          0.000          0.000          1.338        190.732        190.732          1.000          1.000
     30/12/1984          3.649          4.725          9.305          0.000          0.000        190.775        197.985             41.140             36.275             21.165              2.897              0.116              0.006              0.003          0.000          0.000          1.421        206.723        206.723          1.000          1.000
     31/12/1984          1.362          4.625          9.399          0.000          0.000        182.497        189.412             40.290             35.019             21.536              3.007              0.121              0.006              0.004          0.000          0.000          1.511        225.555        225.555          1.000          1.000
     01/01/1985          0.911          3.714          7.807          0.000          0.000        176.407        181.586             39.562             33.992             21.648              3.101              0.125              0.006              0.004          0.000          0.000          1.613        245.214        245.214          1.000          1.000
     02/01/1985          0.735          3.350          7.302          0.000          0.000        170.951        175.672             38.834             32.998             21.548              3.169              0.127              0.006              0.004          0.000          0.000          1.719        265.728        265.728          1.000          1.000
     03/01/1985          0.633          3.847          8.692          0.000          0.000        165.398        170.318             37.985             31.922             21.254              3.189              0.127              0.006              0.004          0.000          0.000          1.829        291.246        291.246          1.000          1.000
     04/01/1985          0.564          3.290          7.710          0.000          0.000        161.120        164.834             37.201             30.920             20.895              3.183              0.121              0.006              0.004          0.000          0.000          1.945        314.971        314.971          1.000          1.000
     05/01/1985          0.514          3.367          8.184          0.000          0.000        155.907        160.606             36.271             29.841             20.385              3.146              0.115              0.006              0.003          0.000          0.000          2.060        341.490        341.490          1.000          1.000
     06/01/1985          0.476          3.314          8.339          0.000          0.000        152.050        155.432             35.362             28.818             19.823              3.090              0.111              0.005              0.003          0.000          0.000          2.179        369.605        369.605          1.000          1.000
     07/01/1985          0.444          3.026          7.883          0.000          0.000        146.541        151.605             34.306             27.707             19.158              3.013              0.109              0.005              0.003          0.000          0.000          2.289        397.963        397.963          1.000          1.000
     08/01/1985          0.419          2.747          7.374          0.000          0.000        139.612        146.122             33.232             26.606             18.476              2.925              0.108              0.005              0.003          0.000          0.000          2.392        425.089        424.614          1.000          1.000
     09/01/1985          0.397          3.017          8.324          0.000          0.000        133.411        139.215             32.161             25.530             17.791              2.831              0.106              0.005              0.003          0.047          0.000          2.498        456.803        455.775          1.000          1.000
     10/01/1985          2.187          2.187          6.201          0.000         65.109        191.676        196.332             19.579             26.926             25.569              3.381              0.110              0.005              0.003          0.148         65.109          2.600        481.471        479.919          1.000          1.000
     11/01/1985          1.863          1.897          5.515          0.000          0.000        184.946        189.813             18.900             24.985             25.407              3.829              0.108              0.005              0.003          0.298          0.000          2.699        504.042        501.983          1.000          1.000
     12/01/1985          2.346          2.346          6.983          0.000          0.000        175.898        182.600             18.496             23.138             24.638              4.138              0.107              0.005              0.003          0.495          0.000          2.801        532.510        529.936          1.000          1.000
     13/01/1985          1.139          1.809          5.512          0.000          0.000        171.400        174.759             18.007             21.958             23.976              4.366              0.104              0.005              0.003          0.739          0.000          2.912        555.269        552.326          1.000          1.000
     14/01/1985          1.132          1.132          3.534          0.000          7.000        174.890        177.268             16.806             21.456             23.727              4.562              0.102              0.005              0.003          1.004          0.000          3.020        570.569        567.655          1.000          1.000
     15/01/1985          2.085          2.085          6.657          0.000          0.000        167.831        172.805             16.214             20.194             23.010              4.656              0.103              0.005              0.003          1.260          0.000          3.131        599.337        596.452          1.000          1.000
     16/01/1985          1.057          1.057          3.450          0.000          2.000        167.348        168.774             15.632             19.442             22.561              4.725              0.099              0.005              0.003          1.502          0.000          3.231        615.333        612.477          1.000          1.000
     17/01/1985          1.052          1.052          3.502          0.000          2.000        165.417        168.296             15.041             18.734             22.088              4.766              0.098              0.005              0.003          1.729          0.000          3.339        631.252        628.424          1.000          1.000
     18/01/1985          2.226          2.226          7.559          0.000          0.000        155.808        163.191             14.500             17.439             21.005              4.668              0.096              0.005              0.003          1.952          0.000          3.438        667.184        664.384          1.000          1.000
     19/01/1985          2.146          2.146          7.420          0.000          0.000        147.055        153.662             14.038             16.175             19.788              4.494              0.093              0.005              0.003          2.173          0.000          3.539        702.831        700.059          1.000          1.000
     20/01/1985          1.118          2.234          7.859          0.000          0.000        140.465        145.937             13.447             15.065             18.512              4.272              0.090              0.005              0.003          2.393          0.000          3.652        739.478        736.670          1.000          1.000
     21/01/1985          0.829          1.986          7.119          0.000          0.000        135.457        139.636             12.831             14.033             17.252              4.030              0.090              0.004              0.003          2.621          0.000          3.761        773.919        771.023          1.000          1.000
     22/01/1985          0.961          0.961          3.505          0.000         20.000        152.476        154.496             10.783             14.031             17.165              3.921              0.091              0.004              0.003          2.808          0.000          3.874        790.931        787.945          1.000          1.000
     23/01/1985          1.845          1.845          6.845          0.000          0.000        147.565        150.631              9.982             12.888             16.510              3.780              0.090              0.004              0.003          3.006          0.000          3.991        824.059        820.979          1.000          1.000
     24/01/1985          1.678          2.001          7.549          0.000          0.000        139.003        145.887              9.203             11.583             15.328              3.573              0.088              0.004              0.003          3.218          0.000          4.090        862.574        859.003          1.000          1.000
     25/01/1985          1.623          1.623          6.208          0.000          0.000        131.732        137.381              8.626             10.504             14.120              3.364              0.084              0.004              0.003          3.484          0.000          4.190        894.626        890.725          1.000          1.000
     26/01/1985          1.461          1.479          5.735          0.000          0.000        124.960        130.270              8.127              9.545             12.937              3.150              0.081              0.004              0.003          3.784          0.000          4.292        924.277        920.041          1.000          1.000
     27/01/1985          0.877          0.877          3.446          0.000         26.000        147.190        150.084              6.461              9.314             12.848              3.065              0.080              0.004              0.003          4.059          0.000          4.395        942.243        937.672          1.000          1.000
     28/01/1985          0.828          0.828          3.296          0.000         18.000        160.956        164.362              5.197              8.614             12.749              3.032              0.080              0.004              0.003          4.356          0.000          4.494        959.797        954.913          1.000          1.000
     29/01/1985          0.837          0.837          3.371          0.000          1.000        158.469        161.119              4.676              7.729             12.415              3.021              0.077              0.004              0.003          4.673          0.000          4.580        978.660        973.411          1.000          1.000
     30/01/1985          0.883          0.883          3.594          0.000          2.000        156.123        159.586              4.279              6.924             11.832              3.007              0.075              0.004              0.003          5.014          0.000          4.671        998.594        992.992          1.000          1.000
     31/01/1985          0.819          0.819          3.368          0.000          3.000        154.663        158.303              3.913              6.235             11.151              2.982              0.072              0.004              0.003          5.377          0.000          4.760       1017.462       1011.518          1.000          1.000
     01/02/1985          0.827          0.827          3.433          0.000         32.464        183.349        186.300              2.714              5.418             11.045              3.155              0.071              0.004              0.003          5.760          0.000          4.853       1036.690       1030.394          1.000          1.000
     02/02/1985          0.771          0.771          3.230          0.000         14.975        194.087        197.553              2.111              4.561             10.442              3.305              0.072              0.004              0.002          6.163          0.000          4.951       1054.392       1047.720          1.000          1.000
     03/02/1985          0.778          0.778          3.293          0.000          7.000        196.969        200.309              1.807              3.939              9.417              3.354              0.074              0.004              0.002          6.588          0.000          5.050       1072.563       1065.514          1.000          1.000
     04/02/1985          0.844          0.844          3.607          0.000          9.000        201.464        205.125              1.499              3.322              8.312              3.293              0.076              0.004              0.002          7.033          0.000          5.140       1092.681       1084.446          1.000          1.000
     05/02/1985          0.737          0.737          3.175          0.000         29.926        228.713        230.654              1.023              2.356              7.445              3.572              0.080              0.004              0.002          7.580          0.000          5.226       1111.063       1102.047          1.000          1.000
     06/02/1985          0.750          0.750          3.258          0.000         41.281        267.981        269.245              0.656              1.510              5.712              3.987              0.227              0.004              0.002          8.184          0.000          5.308       1130.390       1120.645          1.000          1.000
     07/02/1985          0.628          0.628          2.749          0.000         45.139        310.671        312.492              0.434              0.935              4.092              3.550              0.833              0.009              0.002          8.836          0.000          5.392       1146.600       1136.119          1.000          1.000
     08/02/1985          0.805          0.805          3.551          0.000          7.000        313.441        316.866              0.407              0.712              3.116              2.748              0.513              0.009              0.002          9.537          0.000          5.479       1167.251       1156.000          1.000          1.000
     09/02/1985          0.808          0.808          3.589          0.000         16.845        325.622        329.478              0.322              0.471              2.074              1.919              0.361              0.008              0.002         10.287          0.000          5.569       1187.965       1175.923          1.000          1.000
     10/02/1985          1.474          1.474          6.596          0.000          0.000        317.477        324.149              0.315              0.259              1.059              0.957              0.093              0.006              0.002         11.116          0.000          5.647       1226.519       1212.573          1.000          1.000
     11/02/1985          1.401          1.401          6.309          0.000          0.000        308.511        316.076              0.324              0.174              0.579              0.497              0.046              0.004              0.002         12.136          0.000          5.728       1263.562       1248.307          1.000          1.000
     12/02/1985          1.006          1.465          6.641          0.000          0.000        300.524        307.505              0.316              0.132              0.349              0.276              0.032              0.003              0.002         13.288          0.000          5.810       1302.776       1286.222          1.000          1.000
     13/02/1985          1.410          1.410          6.429          0.000          0.000        295.053        299.114              0.315              0.120              0.241              0.173              0.027              0.003              0.002         14.571          0.000          5.889       1341.661       1323.888          1.000          1.000
     14/02/1985          0.604          0.604          2.772          0.000         47.252        340.104        341.700              0.144              0.098              0.169              0.116              0.023              0.003              0.002         15.775          0.000          5.964       1358.581       1339.650          1.000          1.000
     15/02/1985          0.618          0.618          2.853          0.000          4.000        341.752        343.486              0.115              0.068              0.126              0.083              0.018              0.002              0.002         17.047          0.000          6.034       1375.591       1354.268          1.000          1.000
     16/02/1985          0.590          0.590          2.736          0.000         29.602        369.373        370.764              0.090              0.056              0.099              0.067              0.016              0.003              0.003         18.509          0.000          6.102       1392.230       1368.841          1.000          1.000
     17/02/1985          1.453          1.453          6.769          0.000          0.000        361.140        367.920              0.166              0.055              0.105              0.061              0.011              0.002              0.002         20.172          0.000          6.172       1433.085       1407.582          1.000          1.000
     18/02/1985          1.388          1.388          6.499          0.000          0.000        352.246        359.752              0.230              0.075              0.123              0.075              0.010              0.002              0.002         22.042          0.000          6.238       1473.067       1445.620          1.000          1.000
     19/02/1985          0.627          0.627          2.949          0.000          3.000        352.573        354.619              0.247              0.087              0.132              0.086              0.012              0.002              0.001         23.940          0.000          6.312       1490.549       1460.901          1.000          1.000
     20/02/1985          0.688          0.688          3.250          0.243          4.000        353.710        355.643              0.203              0.092              0.136              0.092              0.014              0.002              0.001         25.963          0.000          6.383       1510.128       1478.393          1.000          1.000
     21/02/1985          0.689          0.689          3.274          0.607          5.000        355.189        357.414              0.139              0.092              0.139              0.095              0.016              0.002              0.001         28.115          0.000          6.438       1529.921       1494.658          1.000          1.000
     22/02/1985          1.393          1.393          6.644          0.896          0.000        347.544        352.899              0.174              0.088              0.139              0.096              0.018              0.002              0.001         30.612          0.000          6.488       1569.703       1531.161          1.000          1.000
     23/02/1985          1.272          1.272          6.085          1.077          0.000        339.233        345.196              0.219              0.085              0.140              0.098              0.020              0.002              0.001         33.422          0.000          6.531       1606.187       1564.449          1.000          1.000
     24/02/1985          1.094          1.393          6.688          1.173          0.000        331.117        336.966              0.237              0.085              0.142              0.100              0.024              0.002              0.001         36.548          0.000          6.581       1645.946       1600.931          1.000          1.000
     25/02/1985          0.670          0.670          3.230          1.200          8.000        334.038        337.247              0.157              0.089              0.145              0.103              0.027              0.002              0.001         39.612          0.000          6.586       1665.035       1616.867          1.000          1.000
     26/02/1985          0.563          0.563          2.717          1.203         12.557        342.042        344.829              0.108              0.067              0.150              0.107              0.030              0.002              0.001         42.870          0.000          6.590       1681.551       1630.631          1.000          1.000
     27/02/1985          0.612          0.612          2.958          1.173          1.000        338.034        341.257              0.124              0.057              0.149              0.110              0.031              0.002              0.001         46.276          0.000          6.582       1699.193       1644.159          1.000          1.000
     28/02/1985          1.342          1.342          6.486          1.107          0.000        329.683        335.585              0.197              0.064              0.148              0.111              0.032              0.002              0.001         50.080          0.000          6.623       1738.054       1679.292          1.000          1.000
     01/03/1985          1.425          1.425          6.910          0.983          0.000        321.131        327.275              0.230              0.078              0.148              0.112              0.032              0.002              0.001         54.259          0.000          6.669       1779.149       1716.594          1.000          1.000
     02/03/1985          1.020          1.285          6.257          0.831          0.000        313.079        319.280              0.240              0.086              0.148              0.115              0.033              0.002              0.001         58.812          0.000          6.709       1816.850       1750.747          1.000          1.000
     03/03/1985          1.231          1.231          6.015          0.668          0.000        303.618        311.180              0.251              0.096              0.154              0.119              0.035              0.002              0.001         63.720          0.000          6.747       1852.984       1783.438          1.000          1.000
     04/03/1985          1.171          1.171          5.740          0.488          0.000        295.010        301.959              0.267              0.106              0.165              0.126              0.036              0.002              0.001         68.977          0.000          6.782       1887.621       1814.523          1.000          1.000
     05/03/1985          1.161          1.161          5.711          0.331          0.000        287.296        293.519              0.288              0.117              0.177              0.134              0.038              0.002              0.001         74.606          0.000          6.747       1921.879       1838.270          1.000          1.000
     06/03/1985          1.054          1.193          5.867          0.210          0.000        278.810        286.032              0.308              0.127              0.189              0.142              0.039              0.002              0.001         81.325          0.000          6.747       1956.847       1866.187          1.000          1.000
     07/03/1985          0.720          0.720          3.547          0.104         32.140        306.220        310.127              0.157              0.130              0.191              0.150              0.040              0.003              0.001         87.191          0.000          6.723       1978.146       1880.988          1.000          1.000
     08/03/1985          0.674          0.674          3.324          0.052          5.995        307.827        311.489              0.111              0.108              0.181              0.154              0.040              0.003              0.001         93.477          0.000          6.692       1997.718       1893.859          1.000          1.000
     09/03/1985          0.682          0.682          3.368          0.013          4.000        307.795        311.132              0.093              0.096              0.175              0.155              0.039              0.002              0.001        100.185          0.000          6.664       2017.614       1907.267          1.000          1.000
     10/03/1985          1.185          1.185          5.854          0.000          0.000        300.676        306.610              0.145              0.089              0.170              0.155              0.038              0.002              0.001        107.512          0.000          6.667       2052.629       1934.398          1.000          1.000
     11/03/1985          0.645          0.645          3.195          0.000         17.236        314.483        317.267              0.098              0.065              0.166              0.153              0.038              0.002              0.001        115.105          0.000          6.632       2071.406       1944.778          1.000          1.000
     12/03/1985          0.755          0.755          3.742          0.000          9.456        320.241        323.184              0.083              0.050              0.159              0.147              0.037              0.002              0.001        123.240          0.000          6.614       2094.052       1960.144          1.000          1.000
     13/03/1985          0.680          0.680          3.375          0.000          5.000        321.233        324.561              0.077              0.043              0.151              0.138              0.035              0.002              0.001        131.782          0.000          6.589       2114.049       1972.750          1.000          1.000
     14/03/1985          0.796          0.796          3.958          0.000         13.924        331.106        334.360              0.072              0.041              0.122              0.130              0.034              0.002              0.001        140.727          0.000          6.572       2137.650       1989.008          1.000          1.000
     15/03/1985          0.445          0.445          2.216          0.000         13.424        343.479        344.085              0.063              0.041              0.094              0.123              0.032              0.002              0.001        150.055          0.000          6.538       2150.654       1995.502          1.000          1.000
     16/03/1985          0.440          0.440          2.192          0.008         19.839        361.077        362.870              0.055              0.040              0.080              0.089              0.028              0.002              0.001        159.667          0.000          6.498       2162.957       2000.627          1.000          1.000
     17/03/1985          0.593          0.593          2.960          0.104          7.875        365.918        368.255              0.056              0.040              0.075              0.070              0.022              0.002              0.001        169.619          0.000          6.461       2180.348       2009.767          1.000          1.000
     18/03/1985          0.672          0.672          3.355          0.266          7.883        369.606        372.863              0.056              0.040              0.072              0.061              0.017              0.002              0.001        180.004          0.000          6.430       2199.971       2021.314          1.000          1.000
     19/03/1985          0.556          0.556          2.784          0.459          6.000        371.264        374.591              0.052              0.040              0.071              0.063              0.015              0.002              0.001        190.788          0.000          6.387       2215.571       2028.497          1.000          1.000
     20/03/1985          0.468          0.468          2.345          0.668          4.000        372.271        374.128              0.048              0.040              0.086              0.070              0.014              0.002              0.001        201.989          0.000          6.336       2228.292       2032.644          1.000          1.000
     21/03/1985          0.637          0.637          3.193          1.030         16.696        384.801        387.300              0.044              0.040              0.078              0.062              0.012              0.002              0.001        213.607          0.000          6.299       2246.275       2042.344          1.000          1.000
     22/03/1985          0.500          0.500          2.509          4.316         26.765        406.001        406.750              0.036              0.040              0.074              0.059              0.012              0.002              0.001        225.597          0.000          6.264       2260.624       2049.787          1.000          1.000
     23/03/1985          0.432          0.432          2.171         15.586         16.835        405.572        406.818              0.032              0.039              0.073              0.057              0.010              0.002              0.001        237.805          0.000          6.217       2272.291       2053.894          1.000          1.000
     24/03/1985          0.619          0.619          3.116         29.847         31.525        404.586        406.631              0.027              0.038              0.072              0.056              0.011              0.002              0.001        250.289          0.000          6.182       2289.761       2063.655          1.000          1.000
     25/03/1985          0.325          0.325          1.638          5.268          7.932        406.239        406.925              0.021              0.039              0.071              0.055              0.009              0.002              0.001        263.053          0.000          6.130       2297.947       2064.557          1.000          1.000
     26/03/1985          0.684          0.684          3.455          5.983          6.994        404.003        406.565              0.016              0.039              0.071              0.055              0.008              0.001              0.001        277.759          0.000          6.095       2316.985       2075.635          1.000          1.000
     27/03/1985          1.130          1.130          5.718          4.160          0.000        393.937        398.712              0.034              0.049              0.094              0.063              0.007              0.001              0.001        293.956          0.000          6.088       2349.566       2100.093          1.000          1.000
     28/03/1985          1.145          1.145          5.822          4.073          0.000        384.761        388.719              0.051              0.069              0.116              0.079              0.009              0.001              0.001        310.128          0.000          6.088       2383.438       2126.571          1.000          1.000
     29/03/1985          1.106          1.150          5.877          3.972          0.000        375.255        379.682              0.058              0.081              0.123              0.091              0.010              0.001              0.001        325.856          0.000          6.086       2417.117       2152.572          1.000          1.000
     30/03/1985          0.314          0.314          1.612          3.839          2.000        372.624        373.102              0.058              0.086              0.126              0.095              0.012              0.001              0.001        341.641          0.000          6.033       2424.685       2153.438          1.000          1.000
     31/03/1985          0.406          0.406          2.085          3.739          1.000        368.400        369.480              0.056              0.085              0.126              0.095              0.014              0.001              0.001        358.393          0.000          5.984       2434.996       2157.572          1.000          1.000
     01/04/1985          0.310          0.310          1.597          3.616          6.000        369.443        370.475              0.022              0.083              0.125              0.094              0.015              0.001              0.001        376.065          0.000          5.960       2442.302       2159.232          1.000          1.000
     02/04/1985          0.315          0.315          1.627          3.480          1.000        365.681        366.648              0.022              0.079              0.123              0.092              0.017              0.001              0.001        395.928          0.000          5.903       2449.496       2160.143          1.000          1.000
     03/04/1985          0.387          0.387          2.007          3.335         14.284        375.129        376.244              0.013              0.050              0.122              0.090              0.018              0.001              0.001        416.715          0.000          5.857       2459.243       2164.402          1.000          1.000
     04/04/1985          0.926          0.926          4.819          3.183          0.000        367.682        371.020              0.028              0.043              0.115              0.088              0.019              0.002              0.001        438.527          0.000          5.840       2485.584       2184.409          1.000          1.000
     05/04/1985          0.948          0.948          4.959          2.999          0.000        359.981        363.735              0.046              0.050              0.111              0.086              0.020              0.002              0.001        460.278          0.000          5.824       2512.530       2204.976          1.000          1.000
     06/04/1985          1.074          1.074          5.652          2.804          0.000        351.621        356.102              0.057              0.062              0.109              0.085              0.022              0.002              0.001        481.727          0.000          5.816       2543.518       2229.516          1.000          1.000
     07/04/1985          0.786          0.866          4.584          2.595          0.000        343.839        348.241              0.062              0.068              0.109              0.085              0.024              0.002              0.001        502.561          0.000          5.792       2567.716       2246.568          1.000          1.000
     08/04/1985          1.005          1.005          5.346          2.380          0.000        334.414        340.455              0.067              0.073              0.111              0.086              0.027              0.002              0.001        523.560          0.000          5.782       2596.727       2269.005          1.000          1.000
     09/04/1985          0.313          0.313          1.673          2.136          3.000        333.692        334.966              0.066              0.078              0.115              0.088              0.030              0.002              0.001        544.701          0.000          5.764       2603.394       2268.573          1.000          1.000
     10/04/1985          0.422          0.422          2.268          1.951         13.199        342.614        344.518              0.023              0.061              0.119              0.091              0.030              0.002              0.001        566.859          0.000          5.715       2613.747       2272.508          1.000          1.000
     11/04/1985          0.740          0.740          3.994          1.766         10.798        348.086        350.907              0.018              0.043              0.121              0.093              0.031              0.002              0.001        591.505          0.000          5.683       2634.091       2286.051          1.000          1.000
     12/04/1985          0.926          0.926          5.027          1.581          0.000        341.144        345.579              0.038              0.045              0.118              0.093              0.031              0.002              0.001        616.927          0.000          5.670       2660.825       2306.546          1.000          1.000
     13/04/1985          0.891          0.891          4.873          1.386          0.000        334.262        338.866              0.057              0.059              0.116              0.094              0.030              0.002              0.001        642.308          0.000          5.666       2687.536       2328.115          1.000          1.000
     14/04/1985          0.793          0.793          4.366          1.197          0.000        327.277        332.273              0.062              0.068              0.115              0.094              0.030              0.002              0.001        667.688          0.000          5.660       2711.432       2347.383          1.000          1.000
     15/04/1985          0.690          0.716          3.974          1.008          0.000        320.731        325.579              0.062              0.072              0.115              0.093              0.030              0.002              0.001        693.020          0.000          5.653       2733.087       2364.865          1.000          1.000
     16/04/1985          0.912          0.912          5.100          0.826          0.000        313.778        318.992              0.061              0.077              0.116              0.093              0.029              0.002              0.001        718.794          0.000          5.653       2761.308       2388.325          1.000          1.000
     17/04/1985          0.751          0.751          4.233          0.648          0.000        307.972        312.379              0.062              0.082              0.118              0.095              0.029              0.002              0.001        745.131          0.000          5.639       2783.651       2405.499          1.000          1.000
