ApsimVersion = 5.4
Title = Ghab2_W0_9900
           year            day            das tt_since_emerg          stage            lai     biomass_wt       grain_wt    LeafGreenWt    StemGreenWt      biomass_n        grain_n     root_depth     StemGreenN    sw(1-10)(1)    sw(1-10)(2)    sw(1-10)(3)    sw(1-10)(4)    sw(1-10)(5)    sw(1-10)(6)    sw(1-10)(7)    sw(1-10)(8)    sw(1-10)(9)   sw(1-10)(10) no3ppm(1-6)(1) no3ppm(1-6)(2) no3ppm(1-6)(3) no3ppm(1-6)(4) no3ppm(1-6)(5) no3ppm(1-6)(6) nh4ppm(1-6)(1) nh4ppm(1-6)(2) nh4ppm(1-6)(3) nh4ppm(1-6)(4) nh4ppm(1-6)(5) nh4ppm(1-6)(6) LeafGreennconc StemGreennconc   n_conc_grain
         (year)          (day)            (d)            (?)             ()      (m^2/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)           (mm)        (g/m^2)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)            (%)            (%)            (%)
           2000            159              0          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00           0.00          0.000           0.00          0.080          0.122          0.161          0.192          0.229          0.248          0.252          0.262          0.267          0.275          0.499          0.750          1.684          2.636          4.170          4.507          0.025          0.056          0.025          0.005          0.001          0.000          0.000          0.000          0.000
           2000            160              0          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00           0.00          0.000           0.00          0.080          0.122          0.160          0.192          0.229          0.248          0.252          0.262          0.267          0.275          0.500          0.751          1.684          2.638          4.169          4.505          0.025          0.056          0.025          0.005          0.001          0.000          0.000          0.000          0.000
           2000            161              0          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00           0.00          0.000           0.00          0.080          0.122          0.160          0.192          0.229          0.248          0.252          0.262          0.267          0.274          0.501          0.752          1.684          2.639          4.168          4.503          0.025          0.056          0.025          0.005          0.001          0.000          0.000          0.000          0.000
           2000            162              0          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00           0.00          0.000           0.00          0.080          0.122          0.160          0.192          0.229          0.248          0.252          0.262          0.267          0.274          0.502          0.754          1.685          2.641          4.167          4.501          0.025          0.056          0.025          0.005          0.001          0.000          0.000          0.000          0.000
           2000            163              0          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00           0.00          0.000           0.00          0.080          0.122          0.160          0.192          0.229          0.248          0.252          0.262          0.267          0.274          0.503          0.755          1.685          2.642          4.166          4.499          0.025          0.056          0.025          0.005          0.001          0.000          0.000          0.000          0.000
           2000            164              0          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00           0.00          0.000           0.00          0.080          0.122          0.160          0.192          0.229          0.247          0.252          0.262          0.267          0.274          0.505          0.756          1.685          2.644          4.165          4.498          0.025          0.056          0.025          0.005          0.001          0.000          0.000          0.000          0.000
           2000            165              0          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00           0.00          0.000           0.00          0.080          0.122          0.160          0.192          0.229          0.247          0.252          0.262          0.267          0.274          0.506          0.758          1.685          2.645          4.164          4.496          0.025          0.057          0.025          0.005          0.001          0.000          0.000          0.000          0.000
           2000            166              0          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00           0.00          0.000           0.00          0.080          0.122          0.160          0.192          0.229          0.247          0.252          0.262          0.267          0.274          0.507          0.759          1.686          2.647          4.163          4.494          0.025          0.057          0.025          0.005          0.001          0.000          0.000          0.000          0.000
           2000            167              0          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00           0.00          0.000           0.00          0.080          0.122          0.160          0.192          0.228          0.247          0.252          0.262          0.267          0.274          0.508          0.760          1.686          2.648          4.162          4.493          0.025          0.057          0.025          0.005          0.001          0.000          0.000          0.000          0.000
           2000            168              0          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00           0.00          0.000           0.00          0.080          0.122          0.160          0.192          0.228          0.247          0.252          0.262          0.267          0.274          0.509          0.762          1.686          2.650          4.161          4.491          0.025          0.057          0.025          0.005          0.001          0.000          0.000          0.000          0.000
           2000            169              0          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00           0.00          0.000           0.00          0.080          0.122          0.160          0.192          0.228          0.247          0.252          0.262          0.267          0.274          0.510          0.763          1.686          2.651          4.159          4.489          0.025          0.057          0.025          0.005          0.001          0.000          0.000          0.000          0.000
           2000            170              0          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00           0.00          0.000           0.00          0.080          0.122          0.160          0.192          0.228          0.247          0.252          0.262          0.267          0.274          0.511          0.764          1.686          2.653          4.158          4.488          0.025          0.058          0.025          0.005          0.001          0.000          0.000          0.000          0.000
           2000            171              0          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00           0.00          0.000           0.00          0.080          0.122          0.160          0.192          0.228          0.247          0.252          0.262          0.267          0.274          0.512          0.766          1.687          2.654          4.157          4.486          0.025          0.058          0.025          0.005          0.001          0.000          0.000          0.000          0.000
           2000            172              0          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00           0.00          0.000           0.00          0.080          0.122          0.160          0.192          0.228          0.247          0.252          0.262          0.267          0.274          0.513          0.767          1.687          2.655          4.156          4.484          0.025          0.058          0.025          0.004          0.001          0.000          0.000          0.000          0.000
           2000            173              0          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00           0.00          0.000           0.00          0.080          0.122          0.160          0.192          0.228          0.247          0.252          0.262          0.267          0.274          0.514          0.768          1.687          2.657          4.155          4.483          0.025          0.058          0.025          0.004          0.001          0.000          0.000          0.000          0.000
           2000            174              0          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00           0.00          0.000           0.00          0.080          0.122          0.160          0.192          0.228          0.247          0.253          0.261          0.268          0.274          0.515          0.769          1.688          2.658          4.154          4.481          0.025          0.058          0.025          0.004          0.001          0.000          0.000          0.000          0.000
           2000            175              0          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00           0.00          0.000           0.00          0.080          0.122          0.160          0.192          0.228          0.247          0.253          0.261          0.268          0.274          0.516          0.770          1.688          2.660          4.153          4.480          0.025          0.058          0.025          0.004          0.001          0.000          0.000          0.000          0.000
           2000            176              0          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00           0.00          0.000           0.00          0.080          0.122          0.160          0.192          0.228          0.246          0.253          0.261          0.268          0.274          0.517          0.771          1.689          2.661          4.152          4.478          0.025          0.059          0.025          0.004          0.001          0.000          0.000          0.000          0.000
           2000            177              0          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00           0.00          0.000           0.00          0.080          0.121          0.160          0.192          0.228          0.246          0.253          0.261          0.268          0.274          0.519          0.772          1.689          2.662          4.151          4.477          0.025          0.059          0.025          0.004          0.001          0.000          0.000          0.000          0.000
           2000            178              0          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00           0.00          0.000           0.00          0.080          0.121          0.160          0.192          0.228          0.246          0.253          0.261          0.268          0.274          0.520          0.773          1.690          2.664          4.150          4.475          0.025          0.059          0.025          0.004          0.001          0.000          0.000          0.000          0.000
           2000            179              0          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00           0.00          0.000           0.00          0.080          0.121          0.160          0.193          0.228          0.246          0.253          0.261          0.268          0.274          0.521          0.774          1.690          2.665          4.149          4.474          0.025          0.059          0.025          0.004          0.001          0.000          0.000          0.000          0.000
           2000            180              0          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00           0.00          0.000           0.00          0.080          0.121          0.160          0.193          0.228          0.246          0.253          0.261          0.268          0.274          0.522          0.775          1.691          2.666          4.148          4.472          0.025          0.059          0.025          0.004          0.001          0.000          0.000          0.000          0.000
           2000            181              0          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00           0.00          0.000           0.00          0.080          0.121          0.160          0.193          0.228          0.246          0.253          0.261          0.268          0.274          0.523          0.776          1.691          2.668          4.147          4.471          0.025          0.059          0.025          0.004          0.001          0.000          0.000          0.000          0.000
