Summary_file = Mingenew300Sand.sum
Title = Mingenew 300mm wet soil Sand
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     07/10/1957       280      1957        332.800          326.059          0.001       9782.770       4380.576          0.448          0.811        161.332          1.764          7.729         42.662         57.733            236
     09/10/1958       282      1958        483.800          442.696          0.001       9885.841       4334.433          0.438          0.807        148.398          1.776          7.699         36.318        180.909            233
     29/09/1959       272      1959        217.500          216.279          0.001       7096.815       3008.944          0.424          0.836        125.289          2.282          6.865         58.025          2.211            226
     14/10/1960       288      1960        300.100          299.675          0.001      10119.312       3753.153          0.371          0.773        159.061          1.923          7.219         39.487         44.307            242
     05/10/1961       278      1961        236.900          234.447          0.001       8638.877       3271.293          0.379          0.792        134.271          2.101          6.872         50.862          3.098            234
     07/10/1962       280      1962        312.800          309.650          0.001       7960.859       3109.049          0.391          0.803        135.363          2.202          6.845         54.342         60.083            233
     03/10/1963       276      1963        445.900          337.497          0.001       6864.172       2825.900          0.412          0.825         99.415          2.229          6.298         40.522        121.475            231
     07/10/1964       281      1964        403.100          354.588          0.001       9148.375       3863.451          0.422          0.811        132.884          1.900          7.342         37.752        118.380            230
     07/10/1965       280      1965        400.300          383.706          0.001       9188.141       3961.178          0.431          0.821        144.831          1.968          7.797         41.636        127.056            232
     14/10/1966       287      1966        247.300          247.300          0.001       7616.474       3094.562          0.406          0.807        122.575          2.118          6.553         58.448          8.835            240
     07/10/1967       280      1967        355.200          347.541          0.001      10308.196       4444.169          0.431          0.808        172.406          1.812          8.052         39.348         44.398            233
     16/10/1968       290      1968        420.500          375.795          0.001      10250.950       3854.248          0.376          0.763        161.096          1.774          6.837         42.087         84.892            241
     08/10/1969       281      1969        189.700          187.245          0.001       6512.256       1578.992          0.242          0.714        110.372          2.759          4.357         72.806          1.130            236
     07/10/1970       280      1970        281.600          278.342          0.001       8450.313       2993.085          0.354          0.798        136.562          2.375          7.108         49.452         25.146            231
     16/10/1971       289      1971        258.900          257.613          0.001       8039.048       3053.116          0.380          0.785        131.017          2.094          6.392         55.466          7.580            241
     01/10/1972       275      1972        291.700          291.693          0.001       8216.431       3545.623          0.432          0.845        131.801          2.312          8.196         43.093         55.925            230
     10/10/1973       283      1973        316.100          316.100          0.001       9603.219       3912.805          0.407          0.805        148.082          1.950          7.630         44.880         49.402            235
     05/10/1974       278      1974        343.300          342.877          0.001       9213.633       3685.679          0.400          0.807        146.498          2.102          7.747         40.115         98.843            235
     07/10/1975       280      1975        290.500          290.077          0.001       9220.396       3596.149          0.390          0.799        149.691          2.049          7.367         47.011         37.263            234
     29/09/1976       273      1976        147.100          147.100          0.001       2609.042        998.922          0.383          0.514         43.422          2.567          2.564         95.107          6.756            226
     01/10/1977       274      1977        158.600          158.600          0.001       3165.658       1221.643          0.386          0.619         50.977          2.379          2.906         97.386         19.263            227
     11/10/1978       284      1978        300.500          300.385          0.001      10226.075       3728.923          0.365          0.766        151.530          1.916          7.145         42.960         41.273            236
     10/10/1979       283      1979        161.100          161.062          0.001       4286.994       1621.880          0.378          0.639         68.519          2.366          3.837         77.485          1.277            236
     05/10/1980       279      1980        223.700          223.700          0.001       7960.990       2510.044          0.315          0.768        120.334          2.582          6.480         53.633          0.858            234
     09/10/1981       282      1981        331.300          326.433          0.001       8964.459       3440.225          0.384          0.805        135.155          2.182          7.507         43.333         92.626            238
     05/10/1982       278      1982        240.300          238.245          0.001       6716.185       2051.544          0.305          0.726        106.777          2.531          5.193         65.449         31.776            233
     27/09/1983       270      1983        294.500          293.841          0.001       8378.125       3503.676          0.418          0.834        134.361          2.304          8.074         43.670         56.663            225
     09/10/1984       283      1984        223.200          222.973          0.001       7275.785       2213.401          0.304          0.721        101.260          2.568          5.684         60.023          9.056            236
