Summary_file = walpeup200.sum
Title = walpeup 200mm wet soil
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     05/11/1957       309      1957        126.100          125.864          0.001       4676.358        962.021          0.206          0.453         58.434          3.311          3.185         54.674          0.058            264
     12/11/1958       316      1958        244.400          243.628          0.001      10640.798       3727.289          0.350          0.738        135.456          1.831          6.824         36.931         26.945            270
     04/11/1959       308      1959        138.100          138.100          0.001       1783.710        442.667          0.248          0.308         23.559          2.851          1.262        101.939         28.552            260
     15/11/1960       320      1960        240.000          239.945          0.001       8552.047       2158.851          0.252          0.731        107.514          2.794          6.033         46.287         32.817            276
     02/11/1961       306      1961        163.400          163.400          0.001       5466.600       1430.891          0.262          0.670         78.771          2.990          4.278         66.973          0.221            265
     07/11/1962       311      1962        169.100          169.100          0.001       5943.345       1594.749          0.268          0.724         72.050          2.748          4.383         66.696          0.000            262
     07/11/1963       311      1963        235.600          235.240          0.001       7892.619       2200.746          0.279          0.715        110.372          2.854          6.281         37.081          7.772            269
     12/11/1964       317      1964        304.100          295.212          0.001      10435.222       4039.336          0.387          0.785        146.366          1.966          7.940         30.088         43.290            267
     06/11/1965       310      1965        184.900          184.900          0.001       8518.508       1979.982          0.232          0.741        108.454          3.290          6.514         39.250          0.199            269
     13/11/1966       317      1966        170.300          170.300          0.001       5202.375       1486.469          0.286          0.733         66.516          2.575          3.827         78.880          4.628            273
     04/11/1967       308      1967         83.600           83.600          0.001       2233.758        381.450          0.171          0.427         24.862          3.976          1.517         99.270          0.000            266
     14/11/1968       319      1968        199.900          199.734          0.001       6840.080       1530.734          0.224          0.668         81.874          3.192          4.885         45.432          1.559            277
     10/11/1969       314      1969        141.600          141.600          0.001       4561.391        859.567          0.188          0.480         51.457          3.677          3.161         60.611          0.962            272
     15/11/1970       319      1970        194.000          191.880          0.001       1094.139        305.892          0.280          0.336         13.853          3.921          1.199        113.110         71.489            275
     11/11/1971       315      1971        123.800          123.800          0.001       2379.337        419.650          0.176          0.456         25.649          4.411          1.851         94.617          0.000            269
     01/11/1972       306      1972        106.900          106.900          0.001       1994.538        423.456          0.212          0.451         25.737          3.273          1.386        107.723          0.000            260
     07/11/1973       311      1973        361.100          350.273          0.001      10752.141       3321.726          0.309          0.735        145.053          2.094          6.954         34.578         88.780            267
     16/11/1974       320      1974        263.200          260.742          0.001      11621.114       3897.073          0.335          0.709        144.513          1.647          6.418         39.902         15.245            273
     01/11/1975       305      1975        260.700          259.722          0.001       3858.853       1396.997          0.362          0.525         48.279          2.756          3.850         63.021        106.561            257
     11/11/1976       316      1976        194.400          194.289          0.001       1954.610        449.397          0.230          0.330         22.943          2.864          1.287        100.964         53.103            268
     05/11/1977       309      1977        107.800          107.800          0.001       2003.507        359.447          0.179          0.387         23.684          4.884          1.756         91.284          0.000            265
     10/11/1978       314      1978        258.700          258.640          0.001       9848.805       2952.793          0.300          0.753        130.856          2.390          7.058         33.312         16.984            270
     06/11/1979       310      1979        174.500          174.500          0.001       5182.868       2200.406          0.425          0.786         68.999          2.343          5.156         72.425          5.612            266
     03/11/1980       308      1980        208.000          208.000          0.001       5281.952       1476.782          0.280          0.512         73.688          2.351          3.471         64.849         32.542            263
     05/11/1981       309      1981        291.800          288.512          0.001      10855.192       3329.260          0.307          0.728        151.350          2.046          6.813         29.511         29.499            264
     05/11/1982       309      1982         53.800           53.800          0.001       1086.023        160.321          0.148          0.459         12.652          9.308          1.492        107.661          0.000            262
     07/11/1983       311      1983        230.700          230.700          0.001       8850.404       2692.392          0.304          0.744        115.849          2.285          6.152         51.580         24.598            266
     06/11/1984       311      1984        169.300          169.300          0.001       6489.509       2093.483          0.323          0.727         84.196          2.532          5.300         59.137          3.501            264
     07/11/1985       311      1985        187.700          187.700          0.001       6699.959       1893.391          0.283          0.632         88.634          2.452          4.643         50.568         14.076            267
     15/11/1986       319      1986        270.300          267.895          0.001      11023.716       3428.650          0.311          0.732        144.797          2.036          6.982         34.806         26.793            271
     09/11/1987       313      1987        172.800          172.800          0.001       5881.218       1565.134          0.266          0.639         71.092          2.617          4.096         61.016          6.544            268
     29/10/1988       303      1988        188.000          187.078          0.001       6833.147       1790.430          0.262          0.689         87.542          2.962          5.303         48.340          4.037            259
     15/11/1989       319      1989        167.400          167.400          0.001       5664.894       1155.442          0.204          0.596         62.766          3.313          3.828         56.916          0.000            274
     09/11/1990       313      1990        194.200          194.005          0.001       7730.572       1711.995          0.221          0.708         91.222          3.498          5.988         37.310          5.988            269
     31/10/1991       304      1991        190.300          189.813          0.001       8010.786       2095.840          0.262          0.720        100.695          2.979          6.243         38.086          0.367            260
     16/11/1992       321      1992        264.800          261.167          0.001      10877.501       3863.475          0.355          0.723        140.845          1.630          6.298         43.599         18.550            276
     03/11/1993       307      1993        235.800          235.800          0.001       7606.938       2880.021          0.379          0.797        111.305          2.297          6.614         50.687         26.452            260
     04/11/1994       308      1994        120.200          120.200          0.001       3006.279        553.016          0.184          0.446         35.564          4.014          2.220         84.212          7.580            261
     08/11/1995       312      1995        224.200          223.108          0.001       7207.297       2175.919          0.302          0.646        105.507          2.370          5.158         42.058         14.529            266
     06/11/1996       311      1996        210.800          210.800          0.001       9136.202       2958.293          0.324          0.754        113.424          2.187          6.468         41.129          1.689            265
     08/11/1997       312      1997        162.000          162.000          0.001       4486.190       1197.751          0.267          0.645         59.252          2.996          3.589         79.684         21.780            267
     05/11/1998       309      1998        148.600          148.600          0.001       3498.793       1291.089          0.369          0.565         47.905          2.759          3.562         76.811          6.341            264
     29/10/1999       302      1999        169.200          168.979          0.001       7058.567       1490.643          0.211          0.655         84.072          3.460          5.158         45.562          0.000            259
     10/11/2000       315      2000        176.500          176.500          0.001       4181.951        955.734          0.229          0.517         52.544          2.838          2.712         77.565         30.543            269
     06/11/2001       310      2001        183.000          182.943          0.001       5901.408       1791.644          0.304          0.693         75.749          2.424          4.343         67.547          0.928            263
     03/11/2002       307      2002         86.500           86.500          0.001       2072.359        343.586          0.166          0.413         25.701          5.017          1.724         94.776          0.000            261
