Summary_file = Dalby1500.sum
Title = Dalby 1500mm wet soil
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     13/10/1957       286      1957        126.100          124.382          0.001      13417.203       4316.319          0.322          0.692        249.454          1.541          6.651         42.740        115.838            244
     09/10/1958       282      1958        324.400          273.467          0.001      11764.647       4622.384          0.393          0.757        217.771          1.588          7.340         43.277        256.958            235
     13/10/1959       286      1959        168.900          168.412          0.001      12193.949       3674.460          0.301          0.697        237.583          1.745          6.411         45.550        153.231            243
     16/10/1960       290      1960        111.300          111.300          0.001      13441.498       3715.208          0.276          0.661        261.856          1.687          6.266         43.059         91.481            250
     13/10/1961       286      1961        179.100          179.100          0.001      13699.356       4015.511          0.293          0.683        267.150          1.664          6.681         43.300        140.019            244
     11/10/1962       284      1962        154.400          154.400          0.001      12978.938       4013.882          0.309          0.693        251.556          1.663          6.674         44.494        114.453            241
     13/10/1963       286      1963        140.300          138.587          0.001      13022.924       3850.075          0.296          0.677        252.079          1.660          6.391         45.110        118.490            243
     11/10/1964       285      1964        314.000          291.965          0.001      13073.100       3749.769          0.287          0.680        248.003          1.693          6.347         45.977        250.840            244
     13/10/1965       286      1965        291.600          278.840          0.001      13757.552       4432.343          0.322          0.700        247.134          1.573          6.974         44.045        254.203            246
     18/10/1966       291      1966        237.300          227.182          0.001      13740.576       4210.065          0.306          0.674        248.160          1.553          6.538         43.937        199.731            246
     13/10/1967       286      1967        265.100          244.684          0.001      12937.690       4096.240          0.317          0.689        238.494          1.542          6.315         44.641        221.891            246
     20/10/1968       294      1968        146.800          145.783          0.001      13841.856       4173.504          0.302          0.665        235.168          1.520          6.344         41.324        157.341            253
     12/10/1969       285      1969        221.300          218.960          0.001      11804.086       4196.269          0.355          0.727        220.781          1.622          6.806         45.636        206.513            239
     14/10/1970       287      1970        124.400          124.061          0.001      12114.715       3425.485          0.283          0.664        241.108          1.767          6.052         46.273        125.867            247
     14/10/1971       287      1971        250.400          246.951          0.001      12998.688       3916.699          0.301          0.677        229.143          1.677          6.568         43.504        249.397            247
     11/10/1972       285      1972         70.600           70.600          0.001      11662.316       3143.137          0.270          0.674        229.197          1.983          6.232         45.381        105.211            245
     03/10/1973       276      1973        293.100          286.016          0.001      10245.048       4370.375          0.427          0.796        166.889          1.800          7.868         39.694        343.796            233
     18/10/1974       291      1974        235.000          230.729          0.001      13588.278       3902.514          0.287          0.667        236.227          1.606          6.269         45.949        203.903            246
     12/10/1975       285      1975        177.700          173.181          0.001      13211.596       4113.489          0.311          0.683        220.873          1.618          6.655         43.885        191.592            242
     15/10/1976       289      1976        195.200          193.769          0.001      13668.182       4039.171          0.296          0.691        243.697          1.661          6.711         44.371        172.705            243
     13/10/1977       286      1977        104.800           93.671          0.001      12171.367       3294.428          0.271          0.655        235.950          1.795          5.913         44.430        122.535            245
     19/10/1978       292      1978        298.100          294.198          0.001      13145.271       4843.491          0.368          0.718        203.914          1.455          7.049         43.226        295.620            247
     10/10/1979       283      1979        205.000          175.162          0.001      13250.940       3966.599          0.299          0.689        248.297          1.666          6.610         42.410        156.452            240
     05/10/1980       279      1980         89.600           88.082          0.001      12659.362       3879.242          0.306          0.694        248.499          1.716          6.657         45.037         98.466            239
     12/10/1981       285      1981        217.700          207.864          0.001      13616.372       4124.756          0.303          0.683        234.264          1.599          6.595         41.722        177.713            244
     16/10/1982       289      1982        133.300          133.096          0.001      12440.872       3801.312          0.306          0.668        239.347          1.638          6.228         44.020        130.117            246
     08/10/1983       281      1983        263.400          223.270          0.001      11895.547       4049.391          0.340          0.718        190.679          1.652          6.689         44.299        260.358            243
     15/10/1984       289      1984        295.800          284.610          0.001      12416.089       4137.737          0.333          0.716        210.014          1.708          7.069         41.653        297.225            243
     17/10/1985       290      1985        245.200          237.486          0.001      13866.165       4341.433          0.313          0.680        256.610          1.520          6.601         44.088        194.456            245
     09/10/1986       282      1986         98.600           98.600          0.001      12634.146       3882.544          0.307          0.696        231.419          1.719          6.674         43.460        109.951            242
     08/10/1987       281      1987        122.000          120.631          0.001      12857.790       4399.436          0.342          0.709        239.378          1.559          6.858         44.082        137.849            239
     03/10/1988       277      1988        243.200          237.705          0.001      12389.221       3781.734          0.305          0.696        215.408          1.774          6.710         44.250        243.811            235
     12/10/1989       285      1989        101.800          101.800          0.001      12702.966       4321.246          0.340          0.702        233.017          1.531          6.615         45.927        100.689            244
     12/10/1990       285      1990        264.200          242.854          0.001      13469.366       4225.367          0.314          0.686        234.177          1.570          6.635         43.171        214.655            243
     01/10/1991       274      1991         41.400           41.400          0.001      10957.440       3771.936          0.344          0.735        225.106          1.752          6.607         51.208         98.086            232
     15/10/1992       289      1992        129.600          129.600          0.001      13200.592       4017.072          0.304          0.673        264.420          1.546          6.211         46.288         99.580            246
     06/10/1993       279      1993        137.800          137.800          0.001      11075.507       3854.327          0.348          0.742        214.364          1.780          6.861         45.601        163.889            235
     17/10/1994       290      1994         80.200           79.883          0.001      11498.067       2955.274          0.257          0.658        242.173          1.993          5.889         45.800         84.144            247
     10/10/1995       283      1995        164.400          156.967          0.001      12380.688       3812.305          0.308          0.683        245.094          1.631          6.218         46.807        134.062            242
     10/10/1996       284      1996        159.400          159.400          0.001      12405.726       4028.383          0.325          0.716        228.765          1.711          6.893         45.078        168.183            241
     09/10/1997       282      1997        163.000          159.769          0.001      11803.551       3366.312          0.285          0.687        236.223          1.857          6.251         47.454        171.574            242
     06/10/1998       279      1998        279.800          270.144          0.001      11219.957       4038.920          0.360          0.743        177.192          1.798          7.263         42.872        328.120            239
     07/10/1999       280      1999        143.000          142.930          0.001      11239.683       4050.174          0.360          0.750        208.521          1.747          7.077         44.597        164.726            237
     09/10/2000       283      2000         59.600           59.101          0.001      11892.277       3246.562          0.273          0.679        238.371          1.908          6.193         49.742         87.153            245
     09/10/2001       282      2001         45.500           45.500          0.001      12080.349       3381.824          0.280          0.675        241.984          1.855          6.273         43.771         83.378            240
     09/10/2002       282      2002        132.800          132.084          0.001      12811.996       3665.352          0.286          0.679        275.542          1.757          6.440         45.346         96.035            243
