Summary_file = RoseworthyEarly.sum
Title = Roseworthy Early Sowing
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     19/10/1957       292      1957        162.000          161.903          0.001       6777.218       2746.147          0.405          0.722         77.993          2.340          6.425         70.253          1.562            238
     31/10/1958       304      1958        358.600          353.685          0.001      12004.929       4785.343          0.399          0.813        121.148          2.174         10.405         23.999        128.488            249
     20/10/1959       293      1959        122.200          122.200          0.001       3497.667       1366.750          0.391          0.597         48.278          2.680          3.663         99.460          4.216            242
     07/11/1960       312      1960        340.200          338.879          0.001      12915.508       5187.125          0.402          0.787        142.159          1.858          9.636         23.634         91.865            263
     19/10/1961       292      1961        187.000          187.000          0.001       8524.275       2766.862          0.325          0.737         99.771          2.471          6.837         56.173          1.164            246
     22/10/1962       295      1962        300.200          295.969          0.001       9915.804       4173.645          0.421          0.833        123.914          2.232          9.315         43.812         61.938            242
     20/10/1963       293      1963        317.200          312.393          0.001       6956.286       2790.628          0.401          0.620         92.116          2.254          6.290         63.293        114.429            245
     25/10/1964       299      1964        276.600          276.600          0.001      11070.481       4783.651          0.432          0.813        125.594          1.892          9.050         40.726         61.305            245
     21/10/1965       294      1965        224.400          224.391          0.001       9716.868       4295.800          0.442          0.837        125.868          2.130          9.149         45.733          8.836            245
     01/11/1966       305      1966        263.800          263.526          0.001      10555.892       4344.758          0.412          0.818        133.276          2.124          9.227         42.269         25.508            255
     18/10/1967       291      1967        157.200          157.200          0.001       6492.669       2513.089          0.387          0.787         76.654          2.414          6.067         77.001          1.176            240
     01/11/1968       306      1968        446.600          434.214          0.001      11039.124       4404.234          0.399          0.814        134.836          2.306         10.155         26.333        175.430            255
     25/10/1969       298      1969        265.500          261.462          0.001      10966.830       4199.018          0.383          0.803        148.675          2.289          9.611         36.495         19.261            244
     28/10/1970       301      1970        273.800          273.354          0.001      10502.276       4349.125          0.414          0.817        125.069          2.251          9.788         37.827         35.381            248
     28/10/1971       301      1971        314.600          313.944          0.001      10747.427       4225.388          0.393          0.778        126.133          2.349          9.926         29.609         73.637            248
     14/10/1972       288      1972        193.900          193.900          0.001       9741.029       4233.824          0.435          0.825        120.742          2.035          8.616         49.990          9.106            238
     19/10/1973       292      1973        339.800          334.858          0.001      11045.659       4517.725          0.409          0.820        132.824          2.273         10.269         30.742        101.345            242
     26/10/1974       299      1974        337.400          334.215          0.001      10544.461       4246.574          0.403          0.786        115.490          2.314          9.827         29.965        112.573            244
     14/10/1975       287      1975        277.000          276.646          0.001       8353.455       3309.896          0.396          0.661         99.070          2.361          7.813         45.812         75.904            235
     25/10/1976       299      1976        198.000          198.000          0.001       6126.862       2326.578          0.380          0.764         68.842          2.610          6.072         69.460         31.206            245
     17/10/1977       290      1977        190.300          190.300          0.001       7830.609       2999.825          0.383          0.817         96.440          2.414          7.241         61.317          5.032            238
     26/10/1978       299      1978        417.900          399.212          0.001      11209.911       4411.579          0.394          0.813        127.774          2.223          9.806         28.124        165.236            248
     22/10/1979       295      1979        358.900          357.520          0.001      10391.512       4349.968          0.419          0.807        114.743          2.374         10.325         25.950        153.274            243
     09/10/1980       283      1980        253.400          253.379          0.001       8311.450       3630.444          0.437          0.790        103.942          2.364          8.582         47.654         58.373            234
     15/10/1981       288      1981        348.400          346.889          0.001      10043.593       4106.001          0.409          0.720        121.088          2.286          9.387         27.820        123.752            240
     19/10/1982       292      1982        151.900          151.900          0.001       4295.566        988.584          0.230          0.461         45.699          3.219          3.182         77.674          7.800            241
     24/10/1983       297      1983        303.300          300.866          0.001      12548.126       5412.046          0.431          0.798        151.293          1.772          9.588         33.712         60.412            245
     22/10/1984       296      1984        284.700          284.651          0.001      10346.975       4016.901          0.388          0.737        111.372          2.329          9.356         31.440         78.669            241
